mc	mn	onset	label
2	1	0	.Eb.I
3	2	0	V6
4	3	0	I
4	3	1/8	I6
4	3	1/4	IV
4	3	3/8	V
5	4	0	vi
5	4	1/8	viio
5	4	1/4	I
7	6	0	V6
8	7	0	I
8	7	1/4	V43
8	7	3/8	I
9	8	0	V(64)
9	8	1/8	V\\
10	9	0	V.I
11	10	0	V65
12	11	0	I
13	12	0	V65
14	13	0	I
14	13	1/4	I6
15	14	0	IV
15	14	3/8	ii6
16	15	0	V(64)
16	15	1/8	V\\
17	16	0	I6
18	17	0	ii6
19	18	0	V7
20	19	0	vi
21	20	0	I6
22	21	0	ii6
23	22	0	V(64)
23	22	1/4	V7
24	23	0	I\\
25	24	0	I6
26	25	0	ii6(#7)
26	25	3/8	ii6
27	26	0	V7(+9)
27	26	3/8	V7
28	27	0	vi(6)
28	27	3/8	vi
29	28	0	I6
30	29	0	ii6
31	30	0	V(64)
31	30	1/4	V7
32	31	0	vi
33	32	0	I6
34	33	0	IV
35	34	0	V(64)
35	34	1/4	V7
36	35	0	I\\
37	36	0	ii6
37	36	1/4	ii
37	36	3/8	V7
38	37	0	I6
39	38	0	ii6
39	38	1/4	ii
39	38	3/8	V7
40	39	0	I\\
41	39	3/8	ii.iv64
43	41	0	V65
44	42	1/8	i
44	42	1/4	v64
44	42	3/8	V2
45	43	0	i6
45	43	1/8	V6
45	43	1/4	i\\
46	44	0	I.iv64
47	45	0	V65
48	46	1/8	i
48	46	1/4	v64
48	46	3/8	V2
49	47	0	I6
49	47	1/8	V6
49	47	1/4	I\\
50	48	1/8	I[V7/IV
51	49	0	IV
52	50	0	i
53	51	0	v.V2]
53	51	3/8	V[V
54	52	1/8	V7
55	53	0	V(64)
56	54	0	V
57	55	0	vi.V2]
58	56	0	i6
58	56	1/4	i
58	56	3/8	V65
59	57	0	i
59	57	1/4	i6
59	57	3/8	V2
60	58	0	i6
60	58	1/8	V64
60	58	1/4	i
60	58	3/8	V65
61	59	0	i
61	59	1/8	.It6
61	59	1/4	V\\
62	60	0	V65/V
62	60	1/8	V
63	61	1/8	I.V2
64	62	0	I6
65	63	0	V6
66	64	0	I
66	64	1/8	I6
66	64	1/4	IV
66	64	3/8	V
67	65	0	vi
67	65	1/8	viio
67	65	1/4	I
69	67	0	V6
70	68	0	I
70	68	1/8	I6
70	68	1/4	viio6
70	68	3/8	I
71	69	0	V(64)
71	69	1/8	V\\
72	70	0	I
73	71	0	V65
74	72	0	I
75	73	0	V65
76	74	0	I
76	74	1/4	I6
77	75	0	IV
77	75	3/8	ii6
78	76	0	V(64)
78	76	1/8	V\\
79	77	0	I6
80	78	0	ii6
81	79	0	V7
82	80	0	vi
83	81	0	I6
84	82	0	ii6
85	83	0	V(64)
85	83	1/4	V7
86	84	0	I\\
87	85	0	I6
88	86	0	ii6(#7)
88	86	3/8	ii6
89	87	0	V(9)
89	87	3/8	V7
90	88	0	vi(6)
90	88	3/8	vi
91	89	0	I6
92	90	0	ii6
93	91	0	V(64)
93	91	1/4	V7
94	92	0	vi
95	93	0	I6
96	94	0	ii6
97	95	0	V(64)
97	95	1/4	V7
98	96	0	I
99	97	0	ii6
99	97	1/4	ii
99	97	3/8	V7
100	98	0	I6
101	99	0	ii6
101	99	1/4	ii
101	99	3/8	V7
102	100	0	I
102	100	3/8	V7
103	101	0	I
103	101	3/8	V7
104	102	0	I\\
