mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	2.0	0	1/2	3/4	2	1	F.I{		F	I		I		I						{	M	0	0	0, 4, 1		0	0
2	1	2	1.0	1/4	1/4	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
2	1	3	1.0	1/2	1/2	3/4	2	1	V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
3	2	4	1.0	0	0	3/4	2	1	vi(64)		F	I		vi(64)		vi			64				m	0	0	3, 2, -1		3	3
3	2	5	1.0	1/4	1/4	3/4	2	1	vi		F	I		vi		vi							m	0	0	3, 0, 4		3	3
3	2	6	1.0	1/2	1/2	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
4	3	7	1.0	0	0	3/4	2	1	ii65		F	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
4	3	8	1.0	1/4	1/4	3/4	2	1	ii7		F	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
4	3	9	1.0	1/2	1/2	3/4	2	1	ii65		F	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
5	4	10	1.0	0	0	3/4	2	1	V(64)}		F	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
5	4	11	1.0	1/4	1/4	3/4	2	1	V|HC		F	I		V		V					HC		M	0	0	1, 5, 2		1	1
5	4	12	2.0	1/2	1/2	3/4	2	1	I{		F	I		I		I						{	M	0	0	0, 4, 1		0	0
6	5	14	1.0	1/4	1/4	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
6	5	15	1.0	1/2	1/2	3/4	2	1	V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	6	16	1.0	0	0	3/4	2	1	vi(64)		F	I		vi(64)		vi			64				m	0	0	3, 2, -1		3	3
7	6	17	1.0	1/4	1/4	3/4	2	1	vi		F	I		vi		vi							m	0	0	3, 0, 4		3	3
7	6	18	0.5	1/2	1/2	3/4	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
7	6	37/2	0.5	5/8	5/8	3/4	2	1	viio64		F	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
8	7	19	0.5	0	0	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
8	7	39/2	0.5	1/8	1/8	3/4	2	1	IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
8	7	20	1.0	1/4	1/4	3/4	2	1	V(64)		F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
8	7	21	1.0	1/2	1/2	3/4	2	1	V		F	I		V		V							M	0	0	1, 5, 2		1	1
9	8	22	3.0	0	0	3/4	2	1	I|PAC}{		F	I		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
10	9	25	2.0	0	0	3/4	2	1	V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
10	9	27	1.0	1/2	1/2	3/4	2	1	V6		F	I		V6		V		6					M	0	0	5, 2, 1		1	5
11	10	28	3.0	0	0	3/4	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
12	11	31	2.0	0	0	3/4	2	1	V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
12	11	33	1.0	1/2	1/2	3/4	2	1	V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
13	12	34	0.5	0	0	3/4	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
13	12	69/2	0.5	1/8	1/8	3/4	2	1	V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
13	12	35	2.0	1/4	1/4	3/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
14	13	37	2.0	0	0	3/4	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
14	13	39	1.0	1/2	1/2	3/4	2	1	ii		F	I		ii		ii							m	0	0	2, -1, 3		2	2
15	14	40	1.0	0	0	3/4	2	1	V(64)}		F	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
15	14	41	2.0	1/4	1/4	3/4	2	1	V|HC		F	I		V		V					HC		M	0	0	1, 5, 2		1	1
