mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	5.5	0	0	2/4	2	1	C.I[I{	C	I	I	I	I						{	M	0	0	0, 4, 1		0	0
3	3	11/2	0.5	3/8	3/8	2/4	2	1	viio64	C	I	I	viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
4	4	6	2.0	0	0	2/4	2	1	I	C	I	I	I	I							M	0	0	0, 4, 1		0	0
5	5	8	2.0	0	0	2/4	2	1	IV	C	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
6	6	10	2.0	0	0	2/4	2	1	I]	C	I	I	I	I							M	0	0	0, 4, 1		0	0
7	7	12	1.0	0	0	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
7	7	13	1.0	1/4	1/4	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	14	0.5	0	0	2/4	2	1	I(#2)	C	I		I(#2)	I			#2				M	0	0	0, 9, 1		0	0
8	8	29/2	1.5	1/8	1/8	2/4	2	1	I|IAC	C	I		I	I					IAC		M	0	0	0, 4, 1		0	0
9	9	16	2.0	0	0	2/4	2	1	IV64	C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
10	10	18	2.0	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
11	11	20	1.0	0	0	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
11	11	21	1.0	1/4	1/4	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	22	2.0	0	0	2/4	2	1	I|PAC}{	C	I		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
13	13	24	0.5	0	0	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
