mc	mn	onset	label
1	1	0	.C.I
2	2	0	ii6
2	2	1/2	V2
2	2	5/8	I6
2	2	3/4	ii6
2	2	7/8	V
3	3	0	I\\
4	4	0	ii6
4	4	1/2	V2
4	4	5/8	I6
4	4	3/4	ii6
4	4	7/8	V
5	5	0	I\\
5	5	1/2	V6(#4)
5	5	3/4	V6
6	6	1/4	V65
6	6	1/2	I[I(#2)
6	6	3/4	I
7	7	1/4	V65/IV
7	7	1/2	IV(#2)
7	7	3/4	IV
8	8	1/2	I(#4)
8	8	3/4	I]
9	9	0	I6
9	9	1/2	IV
10	10	0	V(64)
10	10	1/4	V
10	10	7/16	V7
10	10	1/2	#viio7/vi
10	10	3/4	vi
11	11	0	I6
11	11	1/2	IV
12	12	0	V(64)
12	12	1/4	V7
12	12	1/2	I[I\\
12	12	3/4	viio6/IV
13	13	1/8	IV6
13	13	3/8	viio6
13	13	1/2	I
13	13	3/4	viio6/IV
14	14	1/8	IV6
14	14	3/8	vii6]
14	14	1/2	V[I6
14	14	3/4	viio
15	15	0	I
15	15	1/4	V43
15	15	1/2	I6]
15	15	7/8	ii6
16	16	0	V(64)
16	16	1/8	V\\
16	16	1/2	V.I
17	17	0	V7/ii
18	18	0	ii
19	19	0	V7
20	20	0	I
20	20	1/4	I6
20	20	1/2	IV
21	21	0	I6
21	21	1/4	I
21	21	1/2	IV
22	22	0	I6
22	22	3/8	#viio/ii
22	22	1/2	ii
22	22	7/8	viio
23	23	0	I
23	23	3/8	IV6
23	23	1/2	ii6
23	23	7/8	viio/V
24	24	0	V\\
24	24	3/8	#viio/ii
24	24	1/2	II
24	24	7/8	viio
25	25	0	I
25	25	3/8	IV6
25	25	1/2	ii65
25	25	3/4	I64
26	26	0	IV6
26	26	1/4	I64
26	26	1/2	ii65
26	26	3/4	I64
27	27	0	IV6
27	27	1/4	I64
27	27	1/2	ii6
30	30	0	V(64)
30	30	1/2	V7
31	31	0	I\\
31	31	1/2	V6
32	32	0	I
32	32	1/2	ii6
32	32	3/4	V7
33	33	0	I\\
33	33	1/2	V6
34	34	0	I
34	34	1/2	ii6
34	34	3/4	V7
35	35	0	I\\
36	36	0	ii
36	36	1/2	V65
36	36	3/4	V7
37	37	0	I(94)
37	37	1/2	I\\
39	39	0	I.v
40	40	0	V2/ii
41	41	0	ii6
42	42	0	V2
43	43	0	I6
44	44	0	vi.bII6
45	45	0	V
45	45	3/8	V65
45	45	1/2	i
45	45	5/8	i2
45	45	3/4	IV.#viio7/ii
46	46	0	V/ii
46	46	3/8	V65/ii
46	46	1/2	ii
46	46	5/8	ii2
46	46	3/4	viio
47	47	0	V
47	47	3/8	V65
47	47	1/2	I\\
48	48	1/2	V6
49	49	0	V43/V
49	49	1/2	V(#2)
49	49	3/4	V
50	50	0	I.I
50	50	1/2	V6
51	51	0	viio6/V
51	51	1/2	V
52	52	0	V[V7
52	52	1/2	I
53	53	1/2	V
54	54	0	V7
54	54	1/2	I
55	55	1/2	V
55	55	3/4	I
56	56	0	V
56	56	1/4	I
56	56	1/2	V]\\
57	57	9/16	V(+9)
57	57	13/16	V7
58	58	0	I\\
59	59	0	ii6
59	59	1/2	V2
59	59	5/8	I6
59	59	3/4	ii6
59	59	7/8	V
60	60	0	I\\
61	61	0	ii6
61	61	1/2	V2
61	61	5/8	I6
61	61	3/4	ii6
61	61	7/8	V
62	62	0	I\\
62	62	1/2	V2(4)/IV
62	62	3/4	V2/IV
63	63	1/2	IV6(72)
63	63	3/4	IV6
64	64	1/2	#viio43/ii
65	65	0	#viio64/ii
65	65	1/2	viio43
66	66	0	I6
66	66	1/4	i6
66	66	1/2	V7(4)/V
66	66	5/8	V7/V
66	66	3/4	V65
67	67	0	I(4)
67	67	1/8	I
67	67	1/4	viio7/V
67	67	1/2	V[V\\
67	67	3/4	viio6
68	68	1/8	I
68	68	3/8	viio6/V
68	68	1/2	V
68	68	3/4	viio6
69	69	1/8	I
69	69	3/8	viio6/V
69	69	1/2	V]\\
70	70	1/2	V7/ii
72	72	0	ii
73	73	0	V7
74	74	1/2	I[I
75	75	0	IV
75	75	1/2	I
76	76	0	IV
76	76	1/2	I]
76	76	7/8	#viio/ii
77	77	0	ii
77	77	3/8	viio
77	77	1/2	I
77	77	7/8	IV6
78	78	0	ii6
78	78	3/8	viio/V
78	78	1/2	V\\
78	78	3/4	I6
79	79	0	IV
79	79	1/2	I6
79	79	3/4	I
80	80	0	IV
80	80	1/2	I6
80	80	7/8	#viio/ii
81	81	0	II
81	81	3/8	viio
81	81	1/2	I
81	81	7/8	IV6
82	82	0	ii6
82	82	1/2	iii6
83	83	0	IV6
83	83	1/2	V6
84	84	0	V2
84	84	1/2	I6
84	84	5/8	V[I
84	84	3/4	viio
85	85	0	I
85	85	1/4	V43
85	85	1/2	I6]
85	85	7/8	ii6
86	86	0	V(64)
86	86	1/8	V\\
86	86	1/2	ii65
86	86	3/4	I64
87	87	0	IV6
87	87	1/4	I64
87	87	1/2	ii65
87	87	3/4	I64
88	88	0	IV6
88	88	1/4	I64
88	88	1/2	ii6
89	89	1/2	ii65
91	91	0	V(64)
91	91	1/2	V7
92	92	0	I\\
92	92	1/2	V6
93	93	0	I
93	93	1/2	ii6
93	93	3/4	V7
94	94	0	I\\
94	94	1/2	V6
95	95	0	I
95	95	1/2	ii6
95	95	3/4	V7
96	96	0	I\\
97	97	0	ii
97	97	1/2	V65
97	97	3/4	V7
98	98	0	I(49)
98	98	1/2	I\\
