mc	mn	onset	label
1	1	0	.c.i
3	3	0	i6
4	4	0	#viio65
5	5	0	V
7	7	0	#viio65
8	8	0	i6
9	9	0	V[V
9	9	3/4	i64
10	10	0	viio7/V
10	10	1/4	V2
10	10	1/2	I6(9)
10	10	3/4	i6
11	11	0	V43(4)
11	11	1/4	V43
11	11	3/4	i6
12	12	0	viio2/V
12	12	1/4	V43
12	12	1/2	I(2)
12	12	3/4	i
13	13	0	V6(4)
13	13	1/4	V6]
13	13	1/2	#viio43
14	14	0	i6(#762)
14	14	1/4	i6
14	14	1/2	V65
15	15	0	i
15	15	1/2	#viio43
16	16	0	i6(#762)
16	16	1/4	i6
16	16	1/2	#viio6
17	17	0	i
17	17	1/2	iio6
18	18	0	V(64)
18	18	1/2	V7
19	19	0	i\\
21	21	0	V7/III
23	23	0	III.I
23	23	1/2	V43
23	23	3/4	V2
24	24	0	I6
24	24	1/4	I
24	24	1/2	V65
25	25	0	I6
25	25	1/2	V43
25	25	3/4	V2
26	26	0	I6
26	26	1/2	V65
27	27	0	I
27	27	1/2	V6
28	28	0	vi7
29	29	0	V43/V
30	30	0	V(2)
30	30	1/4	V\\
30	30	1/2	.bVI
31	31	0	V
31	31	1/2	.bVI
32	32	0	V
32	32	1/2	.bVI
33	33	0	V
33	33	1/4	.bVI
33	33	1/2	V
33	33	3/4	.bVI
34	34	0	V
35	35	0	V7
36	36	0	I6
36	36	1/2	V64
36	36	3/4	I6
37	37	0	#viio6/ii
37	37	1/2	V2
38	38	3/4	I6
39	39	0	V65(4)
39	39	1/2	V65
40	40	0	V6
40	40	1/2	vi7
40	40	3/4	V6
41	41	0	V+6
41	41	1/2	I
42	42	0	I64
42	42	7/8	I6
43	43	0	V43
43	43	1/2	I\\
44	44	1/2	.It6/ii
45	45	0	V/ii
45	45	1/4	#viio43/ii
46	46	0	ii6
47	47	0	V(64)
47	47	1/2	V7(4)
47	47	3/4	#viio7/vi
48	48	0	vi\\
49	49	0	I
49	49	1/2	.It6/ii
50	50	0	V/ii
50	50	1/4	#viio43/ii
51	51	0	ii6
52	52	0	ii
56	56	1/2	viio7/V
57	57	0	V(64)
58	58	1/2	V7(4)
58	58	3/4	V7
59	59	0	I\\
59	59	1/2	V65
60	60	0	I
60	60	1/2	viio6
61	61	0	I6
61	61	1/2	IV
62	62	0	V(64)
62	62	1/2	V7(4)
62	62	3/4	V7
63	63	0	I\\
63	63	1/2	V65
64	64	0	I
64	64	1/2	V43
65	65	0	I6
66	66	0	IV
66	66	1/2	V(64)
66	66	3/4	V7
67	67	0	I[I\\
67	67	3/4	V65/IV
68	68	0	IV
68	68	3/4	viio6
69	69	0	I
69	69	3/4	V65/IV
70	70	0	IV
70	70	3/4	viio6
71	71	0	I]
74	74	0	V7(+b9)/vi
75	75	0	iv.V
77	77	0	#viio43
79	79	0	i
79	79	1/2	V43
80	80	0	i6
80	80	1/2	V65
81	81	0	i
81	81	1/2	V43
82	82	0	i6
82	82	1/2	V65
83	83	0	i\\
85	85	0	i.V7/V
87	87	0	v
89	89	0	#viio43
91	91	0	i6
93	93	0	V65
94	94	1/4	V7
95	95	0	#viio65
96	96	0	#viio7
99	99	0	V65\\
100	100	0	i
102	102	0	i6
103	103	0	#viio65
104	104	0	V
106	106	0	#viio65
107	107	0	i6
108	108	0	V[V
108	108	3/4	i64
109	109	0	viio7/V
109	109	1/4	V2
109	109	1/2	I6(2)
109	109	3/4	i6
110	110	0	V43(4)
110	110	1/4	V
110	110	3/4	i6
111	111	0	viio2/V
111	111	1/4	V43
111	111	1/2	I(2)
111	111	3/4	i
112	112	0	V6(4)
112	112	1/4	V6]
112	112	1/2	#viio43
113	113	0	i6(#762)
113	113	1/4	i6
113	113	1/2	V65
114	114	0	i
114	114	1/2	#viio43
115	115	0	i6(#762)
115	115	1/4	i6
115	115	1/2	#viio6
116	116	0	i
116	116	1/2	iio6
117	117	0	V(64)
117	117	1/2	V7
118	118	0	i\\
119	119	1/2	VI
120	120	0	iv
120	120	1/2	.bII.V[I64
121	121	0	V43
122	122	0	I
123	123	0	V43
124	124	0	I]
125	125	0	i.viio65/V
126	126	0	V\\
126	126	1/2	VI
127	127	0	V
127	127	1/2	VI
128	128	0	V
128	128	1/4	VI
128	128	1/2	V
128	128	3/4	VI
129	129	0	V
130	130	0	V7
131	131	0	i6
131	131	1/2	V64
131	131	3/4	i6
132	132	0	#viio6/ii
132	132	1/2	V2
133	133	0	V2
133	133	3/4	i6
134	134	0	V65(4)
134	134	1/2	V65
135	135	0	V6
135	135	1/2	i
135	135	3/4	V43
136	136	0	V43(#7)
136	136	1/2	i
137	137	0	i6
138	138	0	V43
138	138	1/2	i\\
139	139	1/2	#viio43/iv
140	140	0	IV6
140	140	1/4	.Ger6
141	141	0	V7
141	141	1/2	#viio7
142	142	0	V7/iv
142	142	1/2	#viio7/iv
143	143	0	iv
144	144	0	V(64)
144	144	1/2	V7(4)
144	144	3/4	V7
145	145	0	i\\
145	145	1/2	#viio43/iv
146	146	0	IV6
146	146	1/4	.Ger6
147	147	0	V7
147	147	1/2	#viio7
148	148	0	V7/iv
148	148	1/2	#viio7/iv
149	149	0	iv
153	153	1/2	iio6-iio
154	154	0	V(64)
155	155	1/2	V7(4)
155	155	3/4	V7
156	156	0	i\\
156	156	1/2	V65
157	157	0	i
157	157	1/2	#viio6
158	158	0	i6
158	158	1/4	V6/iv
158	158	1/2	iv
158	158	3/4	viio7/V
159	159	0	V(64)
159	159	1/2	V7(4)
159	159	3/4	V7
160	160	0	i\\
160	160	1/2	V65
161	161	0	i
161	161	1/2	V43
162	162	0	i6
162	162	3/4	V65/iv
163	163	0	iv
163	163	1/2	V(64)
163	163	3/4	V7
164	164	0	i\\
165	165	0	V7
166	166	0	i
167	167	0	V7
168	168	0	i\\
170	170	0	VI
172	172	0	viio7/V
174	174	0	V(64)
175	175	0	V7
176	176	0	i\\
176	176	1/4	V6
176	176	1/2	i
176	176	3/4	V
177	177	0	VI
177	177	1/4	III6
177	177	1/2	VI
177	177	3/4	III
178	178	0	IV
178	178	1/4	viio/V
178	178	1/2	V
179	179	0	i
179	179	1/4	V6
179	179	1/2	i
179	179	3/4	V
180	180	0	VI
180	180	1/4	III6
180	180	1/2	VI
180	180	3/4	III
181	181	0	iv
181	181	1/4	viio/V
181	181	1/2	V
182	182	0	i\\
182	182	3/4	V7
183	183	0	i
183	183	3/4	V
184	184	0	i\\
