mc	mn	onset	label
1	0	3/8	.F.I
2	1	1/2	V7
3	2	0	vi(64)
3	2	1/4	vi
3	2	3/8	I6
3	2	1/2	V64
3	2	5/8	I
4	3	0	IV6
4	3	1/8	IV
4	3	1/4	I6
4	3	1/2	viio6/V
5	4	0	V(64)
5	4	1/4	V\\
6	5	0	V.V65
6	5	1/2	I
7	6	0	V43
7	6	1/4	I6
8	7	0	ii6
8	7	1/4	V(64)
8	7	1/2	V7
9	8	0	I\\
11	9	0	ii.#viio43(2)
11	9	1/4	#viio43
11	9	1/2	i6
11	9	5/8	V43
12	10	0	i(9#74)
12	10	1/4	i
12	10	3/8	I.viio43
12	10	1/2	I6
12	10	5/8	V43
13	11	0	I
13	11	1/8	IV6
13	11	1/4	I6
13	11	1/2	IV
13	11	5/8	ii
14	12	0	V(64)
14	12	1/4	V\\
15	13	0	V7
15	13	3/8	I
15	13	1/2	V43
15	13	5/8	I6
16	14	0	V2(4)
16	14	1/4	V2
16	14	3/8	V65/IV
18	16	0	IV(#2)
18	16	1/4	IV
19	17	0	I(64)
19	17	1/4	I
20	18	0	V6
20	18	1/4	V65
20	18	3/8	V2
20	18	1/2	I6
20	18	5/8	V43
21	19	0	I
21	19	1/4	V(64)
21	19	1/2	V7
22	20	0	I\\
23	20	3/8	i.i[i
24	21	3/8	iio6
24	21	5/8	#viio6
25	22	0	i]
26	23	0	V6
26	23	5/8	V65
27	24	0	i(42)
27	24	1/8	i
28	25	0	VI6(9)
28	25	1/8	VI6
29	26	0	V65/III
30	27	0	.bIII.I
30	27	1/8	ii6
30	27	1/4	V(64)
30	27	1/2	V7(4)
30	27	5/8	V7
31	28	0	I\\
33	29	1/2	V43/V
34	30	0	V(6)
34	30	1/4	V
34	30	3/8	V65/vi
34	30	1/2	i.i
35	31	0	VIM7
35	31	1/2	iio64
35	31	5/8	.It6
36	32	0	V(64)
36	32	1/4	V\\
36	32	1/2	i
37	33	0	iv(6)
37	33	1/8	iv
37	33	1/4	viio/V
37	33	3/8	V
37	33	1/2	i
38	34	0	VI(6)
38	34	1/8	VI
38	34	1/4	V2/iv
38	34	5/8	V7/iv
39	35	0	iv
39	35	3/16	iio6
39	35	1/4	V(64)
39	35	1/2	V7
40	36	0	i\\
41	36	3/8	i[i
42	37	3/8	iio6
42	37	5/8	#viio6
43	38	0	i
44	39	0	#viio(64)
44	39	3/8	#viio
44	39	1/2	V2
45	40	0	i]\\
47	41	0	I.I
47	41	1/2	V7
48	42	0	vi(64)
48	42	1/4	vi
48	42	3/8	I6
48	42	1/2	viio6
48	42	5/8	I
49	43	0	IV6
49	43	3/16	IV
49	43	1/4	I6
49	43	1/2	viio6/V
50	44	0	V(64)
50	44	1/4	V\\
51	45	0	V.V65
51	45	1/2	I
52	46	0	V43
52	46	1/4	I6
53	47	0	ii6
53	47	1/4	V(64)
53	47	1/2	V7(4)
53	47	5/8	V7
54	48	0	I\\
55	49	0	ii.#viio43(2)
55	49	1/4	#viio43
55	49	1/2	i6
55	49	5/8	V43
56	50	0	i(9#74)
56	50	1/4	i
56	50	3/8	I.viio43
56	50	1/2	I6
56	50	5/8	V43
57	51	0	I
57	51	1/8	IV6
57	51	1/4	I6
57	51	1/2	IV
57	51	5/8	ii
58	52	0	V(64)
58	52	1/4	V\\
59	53	0	V7
59	53	3/8	I
59	53	1/2	V43
59	53	5/8	I6
60	54	0	V2(4)
60	54	1/4	V2
60	54	3/8	V65/IV
62	56	0	IV(#2)
62	56	1/4	IV
63	57	0	I(64)
63	57	1/4	I
64	58	0	V6
64	58	1/4	V65
64	58	3/8	V2
64	58	1/2	I6
64	58	5/8	V43
65	59	0	I
65	59	1/4	V(64)
65	59	1/2	V7(4)
65	59	5/8	V7
66	60	0	I\\
67	61	0	I
67	61	1/2	I(974)
68	62	0	I
68	62	1/4	vi
68	62	1/2	vii%7/V
69	63	0	V(64)
69	63	1/2	V7
70	64	0	I\\
