mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	2.0	0	1/2	2/2	2	1	D.V{		D	I		V		V						{	M	0	0	1, 5, 2		1	1
2	1	2	2	2.0	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
2	1	4	4	2.0	1/2	1/2	2/2	2	1	vi		D	I		vi		vi							m	0	0	3, 0, 4		3	3
3	2	6	6	2.0	0	0	2/2	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
3	2	8	8	2.0	1/2	1/2	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	3	10	10	2.0	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
4	3	12	12	2.0	1/2	1/2	2/2	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
5	4	14	14	1.0	0	0	2/2	2	1	V(64)}		D	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
5	4	15	15	3.0	1/4	1/4	2/2	2	1	V|HC		D	I		V		V					HC		M	0	0	1, 5, 2		1	1
5	4	16	16	0.0	1/2	1/2	2/2	2	1	{		D	I										{		0	0				
6	5	18	18	2.0	0	0	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
6	5	20	20	2.0	1/2	1/2	2/2	2	1	vi6		D	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
7	6	22	22	2.0	0	0	2/2	2	1	V.V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	6	24	24	2.0	1/2	1/2	2/2	2	1	viio		D	V		viio		vii	o						o	0	0	5, 2, -1		5	5
8	7	26	26	1.0	0	0	2/2	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
8	7	27	27	1.0	1/4	1/4	2/2	2	1	ii6		D	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
8	7	28	28	1.0	1/2	1/2	2/2	2	1	V(64)		D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
8	7	29	29	1.0	3/4	3/4	2/2	2	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	30	30	1.0	0	0	2/2	2	1	I(94)}		D	V		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
9	8	31	31	1.0	1/4	1/4	2/2	2	1	I|PAC		D	V		I		I					PAC		M	0	0	0, 4, 1		0	0
10	8	32	32	2.0	0	1/2	2/2	2	1	I.V{		D	I		V		V						{	M	0	0	1, 5, 2		1	1
11	9	34	34	1.0	0	0	2/2	2	1	V7/II		D	I		V7/II		V		7		II			Mm7	0	0	3, 7, 4, 1		3	3
11	9	35	35	1.0	1/4	1/4	2/2	2	1	II		D	I		II		II							M	0	0	2, 6, 3		2	2
11	9	36	36	1.0	1/2	1/2	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	9	37	37	1.0	3/4	3/4	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
12	10	38	38	1.0	0	0	2/2	2	1	IV6		D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
12	10	39	39	1.5	1/4	1/4	2/2	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
12	10	81/2	81/2	0.5	5/8	5/8	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
12	10	41	41	0.5	3/4	3/4	2/2	2	1	viio6		D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
12	10	83/2	83/2	0.5	7/8	7/8	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
13	11	42	42	1.0	0	0	2/2	2	1	V65		D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
13	11	43	43	1.0	1/4	1/4	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
13	11	44	44	1.0	1/2	1/2	2/2	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
13	11	45	45	1.0	3/4	3/4	2/2	2	1	viio6/V		D	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
14	12	46	46	2.0	0	0	2/2	2	1	V(64)}		D	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
14	12	48	48	6.0	1/2	1/2	2/2	2	1	V|HC		D	I		V		V					HC		M	0	0	1, 5, 2		1	1
15	13	52	52	0.0	1/2	1/2	2/2	2	1	{		D	I										{		0	0				
16	14	54	54	2.0	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
16	14	56	56	2.0	1/2	1/2	2/2	2	1	vi		D	I		vi		vi							m	0	0	3, 0, 4		3	3
17	15	58	58	2.0	0	0	2/2	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
17	15	60	60	2.0	1/2	1/2	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	16	62	62	1.0	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
18	16	63	63	1.0	1/4	1/4	2/2	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
18	16	64	64	1.0	1/2	1/2	2/2	2	1	V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
18	16	65	65	1.0	3/4	3/4	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
19	17	66	66	1.0	0	0	2/2	2	1	I(94)}		D	I		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
19	17	67	67	1.0	1/4	1/4	2/2	2	1	I|PAC		D	I		I		I					PAC		M	0	0	0, 4, 1		0	0
20	17	68	68	2.0	0	1/2	2/2	2	1	V{		D	I		V		V						{	M	0	0	1, 5, 2		1	1
21	18	70	70	2.0	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
21	18	72	72	2.0	1/2	1/2	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
22	19	74	74	2.0	0	0	2/2	2	1	ii		D	I		ii		ii							m	0	0	2, -1, 3		2	2
22	19	76	76	2.0	1/2	1/2	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
23	20	78	78	2.0	0	0	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
23	20	80	80	2.0	1/2	1/2	2/2	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
24	21	82	82	1.0	0	0	2/2	2	1	V(64)}		D	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
24	21	83	83	3.0	1/4	1/4	2/2	2	1	V|HC		D	I		V		V					HC		M	0	0	1, 5, 2		1	1
24	21	84	84	0.0	1/2	1/2	2/2	2	1	{		D	I										{		0	0				
25	22	86	86	2.0	0	0	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
25	22	88	88	2.0	1/2	1/2	2/2	2	1	vi6		D	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
26	23	90	90	2.0	0	0	2/2	2	1	V.viio6		D	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
26	23	92	92	2.0	1/2	1/2	2/2	2	1	V65		D	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
27	24	94	94	1.0	0	0	2/2	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
27	24	95	95	1.0	1/4	1/4	2/2	2	1	ii6		D	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
27	24	96	96	1.0	1/2	1/2	2/2	2	1	V(64)		D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
27	24	97	97	1.0	3/4	3/4	2/2	2	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	25	98	98	1.0	0	0	2/2	2	1	I(94)}		D	V		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
