mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	4.0	0	0	3/4	2	1		Eb.I{	Eb	I		I	I						{	M	0	0	0, 4, 1		0	0
2	2	4	1.0	1/4	1/4	3/4	2	1		viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
2	2	5	1.0	1/2	1/2	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	6	1.0	0	0	3/4	2	1		#viio43/ii	Eb	I		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
3	3	7	2.0	1/4	1/4	3/4	2	1		ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
4	4	9	1.0	0	0	3/4	2	1		V(64)}	Eb	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
4	4	10	2.0	1/4	1/4	3/4	2	1		V|HC	Eb	I		V	V					HC		M	0	0	1, 5, 2		1	1
5	5	12	2.0	0	0	3/4	2	1		I{	Eb	I		I	I						{	M	0	0	0, 4, 1		0	0
5	5	14	1.0	1/2	1/2	3/4	2	1		vi6	Eb	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
6	6	15	1.0	0	0	3/4	2	1		ii(4)	Eb	I		ii(4)	ii			4				m	0	0	2, 1, 3		2	2
6	6	16	1.0	1/4	1/4	3/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	17	1.0	1/2	1/2	3/4	2	1		vi|DC	Eb	I		vi	vi					DC		m	0	0	3, 0, 4		3	3
7	7	18	1.0	0	0	3/4	2	1		ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
7	7	19	1.0	1/4	1/4	3/4	2	1		V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
7	7	20	1.0	1/2	1/2	3/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	21	3.0	0	0	3/4	2	1		I[I|PAC}{	Eb	I	I	I	I					PAC	}{	M	0	0	0, 4, 1		0	0
9	9	24	0.5	0	0	3/4	2	1		viio6(2)	Eb	I	I	viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
9	9	49/2	2.5	1/8	1/8	3/4	2	1		viio6	Eb	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
10	10	27	3.0	0	0	3/4	2	1		I	Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
11	11	30	0.5	0	0	3/4	2	1		viio6(2)	Eb	I	I	viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
11	11	61/2	2.5	1/8	1/8	3/4	2	1		viio6	Eb	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
12	12	33	1.5	0	0	3/4	2	1		I]	Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
12	12	69/2	0.5	3/8	3/8	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
12	12	35	0.5	1/2	1/2	3/4	2	1		ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
12	12	71/2	0.5	5/8	5/8	3/4	2	1		vii%7/V	Eb	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
13	13	36	1.0	0	0	3/4	2	1		V(64)}	Eb	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
13	13	37	2.0	1/4	1/4	3/4	2	1		V|HC	Eb	I		V	V					HC		M	0	0	1, 5, 2		1	1
14	14	39	2.0	0	0	3/4	2	1		V.I{	Eb	V		I	I						{	M	0	0	0, 4, 1		0	0
14	14	41	0.5	1/2	1/2	3/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
14	14	83/2	0.5	5/8	5/8	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
15	15	42	0.5	0	0	3/4	2	1		viio6	Eb	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
15	15	85/2	0.5	1/8	1/8	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
15	15	43	2.0	1/4	1/4	3/4	2	1		V65	Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
16	16	45	2.0	0	0	3/4	2	1		V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	16	47	0.5	1/2	1/2	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
16	16	95/2	0.5	5/8	5/8	3/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
17	17	48	0.5	0	0	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
17	17	97/2	0.5	1/8	1/8	3/4	2	1		V43	Eb	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
17	17	49	2.0	1/4	1/4	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
18	18	51	2.0	0	0	3/4	2	1		viio/IV	Eb	V		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
18	18	53	0.5	1/2	1/2	3/4	2	1		IV6	Eb	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
18	18	107/2	0.5	5/8	5/8	3/4	2	1		V6/IV	Eb	V		V6/IV	V		6		IV			M	0	0	4, 1, 0		0	4
19	19	54	1.5	0	0	3/4	2	1		IV(#2)	Eb	V		IV(#2)	IV			#2				M	0	0	-1, 8, 0		-1	-1
19	19	111/2	0.5	3/8	3/8	3/4	2	1		ii6(#7)	Eb	V		ii6(#7)	ii		6	#7				m	0	0	-1, 3, 7		2	-1
19	19	56	0.5	1/2	1/2	3/4	2	1		ii6	Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
19	19	113/2	0.5	5/8	5/8	3/4	2	1		viio64	Eb	V		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
20	20	57	0.5	0	0	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
20	20	115/2	0.5	1/8	1/8	3/4	2	1		IV	Eb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
