ix	mn	onset	chords
0	1	0	.C.I
1	2	0	V43
2	2	1/2	I
3	3	0	IV64
4	3	1/2	I
5	4	0	V6
6	4	1/4	V65
7	4	1/2	I\\
8	5	0	IV
9	6	0	I6
10	7	0	ii7
11	7	3/4	V43
12	8	0	I
13	9	0	ii6
14	10	0	IV
15	10	1/2	IV6
16	10	7/8	V65/V
17	11	0	V
18	11	1/4	V(64)
19	11	1/2	V
20	11	3/4	V(64)
21	12	0	V\\
22	13	1/2	V.V2
23	14	0	I6
24	15	0	V2(4)
25	15	1/4	V43
26	16	0	I6
27	17	0	V2(4)
28	17	1/4	V43
29	18	0	I6
30	18	1/2	IV
31	19	0	viio6
32	19	1/2	iii
33	20	0	vi6
34	20	1/2	ii
35	21	0	V6
36	21	7/16	V65
37	21	1/2	I
38	22	0	ii6
39	24	0	V(64)
40	25	0	V7
41	26	0	I\\
42	26	3/4	V7
43	27	0	I
44	27	3/4	V
45	28	0	I
0	29	0	v.i
1	29	3/4	V7
2	30	0	i
3	30	3/4	V7
4	31	0	i
5	32	0	ii.V
6	33	0	i
7	33	3/4	V7
8	34	0	i
9	34	3/4	V7
10	35	0	i
11	36	0	vi.V6
12	37	0	i6
13	37	1/2	iv
14	38	0	V6/III
15	38	1/2	III
16	39	0	VI6
17	39	1/2	iio
18	40	0	V6
19	40	1/2	i
20	41	0	IV.IV6
21	41	1/2	V7
22	42	0	I\\
23	43	0	V43
24	43	1/2	I
25	44	0	IV64
26	44	1/2	I
27	45	0	V6
28	45	1/4	V43
29	45	1/2	I
30	46	0	IV
31	47	0	I6
32	48	0	ii7
33	48	3/4	V65
34	49	0	I
35	51	0	I.I6
36	52	0	ii7
37	52	3/4	V7
38	53	0	I
39	54	0	ii6
40	55	0	IV
41	55	1/2	IV6
42	55	7/8	V65/V
43	56	0	V
44	56	1/4	V(64)
45	56	1/2	V
46	56	3/4	V(64)
47	57	0	V\\
48	58	1/2	V2
49	59	0	I6
50	60	0	V2(4)
51	60	1/4	V43
52	61	0	I6
53	62	0	V2(4)
54	62	1/4	V43
55	63	0	I6
56	63	1/2	IV
57	64	0	viio6
58	64	1/2	iii
59	65	0	vi6
60	65	1/2	ii
61	66	0	V6
62	66	1/4	V65
63	66	1/2	I
64	67	0	ii6
65	68	0	viio7/V
66	69	0	V(64)
67	70	0	V7
68	71	0	I\\
69	71	3/4	V7
70	72	0	I
71	72	3/4	V7
72	73	0	I\\
