ix	mn	onset	chords
0	1	0	.F.I
1	1	1/8	viio6
2	1	1/4	I
3	2	0	IV
4	2	1/8	V2
5	2	1/4	I6
6	3	0	I
7	3	1/8	V6
8	3	1/4	I
9	3	5/8	vi6
10	4	0	ii(4)
11	4	1/8	V7
12	4	1/4	I\\
13	5	0	V(64)
14	5	1/4	V
15	5	3/8	V2
16	5	1/2	I6
17	5	5/8	iv6
18	6	0	V(4)/V
19	6	1/4	V/V
20	6	3/8	iv64
21	6	1/2	V65
22	6	5/8	V2
23	7	0	I6
24	7	1/2	IV
25	7	5/8	IV6
26	8	0	V(64)
27	8	1/4	V\\
28	9	0	I
29	9	1/8	viio6
30	9	1/4	I
31	10	0	IV
32	10	1/8	V2
33	10	1/4	I6
34	11	1/2	I6
35	11	5/8	V6/ii
36	12	0	ii(4)
37	12	1/8	viio
38	12	1/4	I
39	13	0	V(64)
40	13	1/4	V\\
41	14	0	II
42	14	1/8	V65
43	14	1/2	I
44	14	11/16	viio6
45	15	0	I6
46	15	3/16	IV
47	15	1/4	V(64)
48	15	1/2	V7
49	16	0	I(94)
50	16	1/4	I\\
51	17	0	I
52	17	1/8	viio6
53	17	1/4	I
54	18	0	IV
55	18	1/8	V2
56	18	1/4	I6
57	19	0	I
58	19	1/8	V6
59	19	1/4	I
60	20	0	V64
61	20	1/8	V65
62	20	1/4	I
63	21	0	V(64)
64	21	1/4	V7
65	21	3/8	V2
66	21	1/2	I6
67	21	5/8	I
68	22	0	V(4)/V
69	22	1/4	V/V
70	22	3/8	iv64
71	22	1/2	V65
72	22	5/8	V2
73	23	0	I6
74	23	1/2	IV
75	23	5/8	IV6
76	24	0	V(64)
77	24	1/4	V\\
78	25	0	I
79	25	1/8	viio6
80	25	1/4	I
81	26	0	IV
82	26	1/8	V2
83	26	1/4	I6
84	27	11/16	vi6
85	28	0	ii
86	28	1/8	viio
87	28	1/4	I
88	29	0	V(64)
89	29	1/4	V\\
90	30	0	V/V
91	30	1/8	V65
92	30	1/2	I
93	30	11/16	viio6
94	30	23/32	
95	31	0	I6
96	31	3/16	IV
97	31	1/4	V(64)
98	31	1/2	V7
99	32	0	I(974)
100	32	1/4	I\\
101	33	0	V.I
102	34	0	viio6(2)
103	34	1/4	viio6
104	35	0	V7
105	36	0	I(#2)
106	36	1/4	I
107	36	1/2	I6
108	37	0	ii65
109	37	3/8	viio7/V
110	37	1/2	V(64)
111	38	0	IV6
112	38	3/8	viio6/V
113	38	1/2	I6
114	39	0	IV
115	39	1/8	ii6
116	39	1/4	V(64)
117	39	1/2	V7
118	40	0	I\\
119	40	1/2	I.I6
120	40	5/8	V2/vi
121	41	0	V65/ii
122	41	1/8	V7/ii
123	41	1/4	ii6
124	41	1/2	ii
125	41	5/8	IV64
126	42	0	V65
127	42	1/8	V7
128	42	1/4	I6
129	42	1/2	I
130	42	5/8	iii64
131	43	0	ii64(2)
132	43	1/8	ii64
133	43	1/4	viio
134	43	3/8	V7
135	43	1/2	vi
136	43	5/8	ii6
137	44	0	V(64)
138	44	1/4	V\\
139	45	0	I
140	45	1/8	viio6
141	45	1/4	I
142	46	0	IV
143	46	1/8	V2
144	46	1/4	I6
145	47	0	I
146	47	5/8	vi6
147	48	0	viio6/V
148	48	1/8	V65
149	48	1/4	I
150	49	0	V(64)
151	49	1/4	V\\
154	50	0	viio6/V
155	50	1/8	viio
152	50	1/2	I
153	50	5/8	V43
156	51	0	I6
157	51	1/8	IV
158	51	1/4	V(64)
159	51	1/2	V7
160	52	0	I(974)
161	52	1/4	I\\
162	53	0	V.I
163	54	0	viio6(2)
164	54	1/4	viio6
165	55	0	V
166	55	1/4	V7
167	56	0	I
168	56	1/2	I6
169	57	0	ii65
170	57	3/8	viio7/V
171	57	1/2	V(64)
172	58	0	IV6
173	58	3/8	viio6/V
174	58	1/2	I6
175	59	0	IV
176	59	1/8	IV+
177	59	3/16	ii6
178	59	1/4	V(64)
179	59	1/2	V7
180	60	0	I\\
181	60	1/2	I.I6
182	60	5/8	V2/iv
183	61	0	V65/ii
184	61	1/4	ii6
185	61	1/2	ii
186	61	5/8	IV64
187	62	0	V65
188	62	1/4	I6
189	62	1/2	I
190	62	5/8	ii64
191	63	0	ii64(2)
192	63	1/8	ii64
193	63	1/4	viio
194	63	3/8	V
195	63	1/2	vi
196	63	5/8	ii6
197	64	0	V(64)
198	64	1/4	V\\
199	65	0	I
200	65	1/8	viio6
201	65	1/4	I
202	66	0	IV
203	66	1/8	V2
204	66	1/4	I6
205	67	5/8	vi6
206	68	0	V/V
207	68	1/8	V7
208	68	1/4	I\\
209	69	0	I
210	69	1/4	V65
211	69	1/2	V43
212	69	9/16	I
213	70	0	V
214	70	1/8	V2
215	70	3/8	V6
216	70	5/8	viio7/V
217	71	1/8	V(64)
218	71	1/2	V7
219	72	0	I(974)
220	72	1/4	I\\
221	73	0	V(64)
222	73	1/4	V
223	74	0	V
224	74	1/16	viio6
225	74	1/8	V65\\
226	74	1/2	I
227	74	5/8	viio6
228	75	0	I6
229	75	1/8	ii6
230	75	1/4	V(64)
231	75	1/2	V7
232	76	0	I\\
233	76	1/2	V7
234	77	0	I
235	77	1/2	V7
236	78	0	I
237	78	1/4	I6
238	78	1/2	V
239	78	5/8	V7
240	79	0	I(942)
241	79	1/2	I\\
