ix	mn	onset	chords
92	42	3/4	I6
93	43	0	ii
94	43	1/4	viio
95	43	1/2	V7
96	43	3/4	V43
97	44	0	I6
98	44	1/4	ii6
99	44	1/2	V(64)
100	44	3/4	V7
101	45	0	I\\
102	45	1/2	vi
103	46	0	ii65
104	46	1/2	V
105	47	0	I
106	47	1/2	vi
107	48	0	ii65
108	48	1/2	V
109	49	0	I\\
0	50	0	I[I6
1	51	0	V43
2	52	0	I6]
3	53	0	viio2/IV
4	54	0	V7/IV
5	54	1/2	V7(b2)/IV
6	55	0	V7/IV
7	55	1/2	V7(b2)/IV
8	56	0	V7/IV
9	57	0	v.Ger6
10	58	0	V[V\\
11	58	1/4	V6
12	59	0	iv64(2)
13	59	1/4	iv64
14	59	1/2	ii%7
15	60	0	V65
16	60	1/2	i
17	61	0	V65/VII
18	61	1/2	#viio7]
19	62	0	i.V[V\\
20	63	0	iv64(2)
21	63	1/4	iv64
22	63	1/2	ii%7
23	64	0	V65
24	64	1/2	i
25	65	0	V7/VII
26	65	1/2	#viio7]
27	66	0	iv.V[V\\
28	67	0	iv64(2)
29	67	1/4	iv64
30	67	1/2	ii%7
31	68	0	V7
32	68	1/2	i
33	69	0	iv65
34	69	1/2	#viio7]
35	70	0	i
36	70	1/2	i.V65/III
37	71	0	III
38	71	1/2	vi
39	71	3/4	VIM7
40	72	0	iio
41	72	1/2	V65
42	73	0	i
43	73	1/4	v6
44	73	1/2	#vi%7
45	73	3/4	.Ger6
46	74	0	V\\
47	74	3/4	V65
48	75	0	i
49	75	3/4	viio7/V
50	76	0	V
51	76	3/4	V65
52	77	0	i
53	77	3/4	viio7/V
54	78	0	V
55	78	1/4	.Fr6
56	78	1/2	V
57	78	3/4	.Fr6
58	79	0	V\\
59	80	0	i[i6
60	81	0	V43
61	82	0	i6
62	83	0	V43
63	84	0	i6]
64	85	0	iv(9#7)
65	85	1/4	iv65
66	85	1/2	VII
67	86	0	III(7#2)
68	86	1/4	IIIM65
69	86	1/2	VI
70	87	1/4	iio6
71	87	1/2	V(64)
72	87	3/4	V7
73	88	0	i\\
74	88	3/4	VI
75	89	0	V(4)
76	89	1/2	v
77	89	3/4	viio/VI
78	90	0	VI(9)
79	90	1/2	VI
80	91	0	III(4)
81	91	1/2	III
82	91	3/4	#viio/iv
83	92	0	iv(9)
84	92	1/2	iv
85	92	7/8	#viio7
86	93	0	i(4)
87	93	1/4	i
88	93	1/2	v6
89	94	0	viio6/V
90	94	1/4	iv6
91	94	1/2	I64
92	94	3/4	i64
93	95	0	ii%65
94	95	1/4	I64
95	95	1/2	iv6
96	95	3/4	V6/iv
97	96	0	iv
98	96	1/4	i64
99	96	1/2	iv6
100	96	3/4	V65/V
101	97	0	V[V\\
102	97	1/4	V6
103	97	1/2	i
104	97	3/4	V43
105	98	0	i
106	98	3/4	viio43/V
107	99	0	V6
108	99	1/2	i
109	99	3/4	V43
110	100	0	i
111	100	3/4	viio43/V
112	101	0	V6]
113	101	1/4	i
114	101	1/2	V
115	101	3/4	i
116	102	0	V
117	102	1/4	i
118	102	1/2	V
119	103	1/2	V\\
120	104	0	i6
121	105	0	iv6
122	106	0	V7
123	107	0	i
124	108	0	i6
125	109	0	iv
126	109	1/2	.bII6
127	110	0	i6(b2)
128	110	1/4	i6(#7)
129	110	1/2	i6
130	111	0	ii%7
131	111	1/4	ii%43
132	111	1/2	#viio43
133	111	3/4	V65
134	112	0	i
135	112	1/2	V43
136	112	3/4	V2
137	113	0	i6
138	113	3/4	V6/iv
139	114	0	iv
140	114	1/2	iio6
141	115	0	V(64)
142	115	1/2	V7
143	116	0	i\\
144	116	3/4	V65
145	117	0	i
146	117	3/4	V65
147	118	0	i
148	118	1/2	i6
149	119	0	.bII6
150	119	1/2	#viio43
151	120	0	i6
152	120	1/4	iv
153	120	1/2	V(64)
154	120	3/4	V
155	121	0	i\\
156	121	1/4	V
157	121	7/8	V2
158	122	0	i6
159	122	1/4	V
160	122	7/8	V2
161	123	0	i6
162	123	1/4	i
163	123	1/2	VI
164	123	3/4	i64
165	124	0	ii%7
166	124	1/4	#viio
167	124	1/2	V7
168	124	3/4	V43
169	125	0	i6
170	125	1/4	iio6
171	125	1/2	V(64)
172	125	3/4	V7
173	126	0	#viio43
174	127	0	viio7/V
175	128	0	V(64)
176	128	3/4	V7
177	129	0	i\\
178	129	1/2	VI
179	130	0	ii%65
180	130	1/2	V
181	131	0	i\\
182	131	1/2	VI
183	132	0	ii%65
184	132	1/2	V
185	133	0	i\\
