ix	mn	onset	chords
0	0	0	.F.I
1	1	1/4	I6
2	1	1/2	V7
3	2	0	vi(64)
4	2	1/4	vi
5	2	1/2	I6
6	3	0	ii65
7	3	1/4	ii7
8	3	1/2	ii65
9	4	0	V(64)
10	4	1/4	V\\
11	4	1/2	I
12	5	1/4	I6
13	5	1/2	V7
14	6	0	vi(64)
15	6	1/4	vi
16	6	1/2	ii6
17	6	5/8	viio64
18	7	0	I6
19	7	1/8	IV
20	7	1/4	V(64)
21	7	1/2	V
22	8	0	I\\
23	9	0	V43
24	9	1/2	V6
25	10	0	I
26	11	0	V43
27	11	1/2	V65
28	12	0	I
29	12	1/8	V43
30	12	1/4	I6
31	13	0	ii6
32	13	1/2	ii
33	14	0	V(64)
34	14	1/4	V\\
35	15	0	V.I
36	16	0	ii
37	16	1/4	viio
38	16	1/2	V7
39	16	5/8	V2
40	17	0	I6
41	17	1/4	V2
42	17	1/2	I6
43	18	0	V43
44	18	3/8	V65
45	18	1/2	V7
46	18	5/8	V2
47	19	0	I6
48	19	1/4	ii65
49	19	1/2	I64
50	20	0	IV6
51	21	0	I
52	21	1/8	ii6
53	21	1/4	V(64)
54	21	1/2	V
55	22	0	I\\
56	22	1/4	vi6
57	22	1/2	IV6
58	23	0	ii6
59	23	5/16	V6/ii
60	23	3/8	ii
61	23	7/16	V6/IV
62	23	1/2	IV
63	23	9/16	viio6
64	23	5/8	I6
65	23	11/16	V6
66	24	0	I
67	24	1/8	ii6
68	24	1/4	V(64)
69	24	1/2	V
70	25	0	I\\
71	25	1/4	vi6
72	25	1/2	IV6
73	26	0	ii6
74	27	0	V(64)
75	28	1/8	V7
76	28	3/16	V(64)
77	28	1/4	V(4)
78	28	1/2	V7
79	29	0	I[I\\
80	29	1/8	V2/IV
81	29	1/4	IV6
82	29	1/2	viio6
83	30	0	I6
84	30	1/8	V2/IV
85	30	1/4	IV6
86	30	1/2	V43]
87	31	0	I(9#74)
88	31	1/4	I\\
89	33	0	ii6
90	34	0	V(64)
91	34	1/2	V7
92	35	0	I6
93	36	0	ii6
94	36	1/4	V(64)
95	36	1/2	V7
96	37	0	i\\
97	38	0	ii.V7(4)
98	38	1/8	V7
99	39	0	i(94)
100	39	1/8	i
101	40	0	vi.V7(4)
102	40	1/8	V7
103	41	0	VI(+6+4)
104	41	1/8	VI
105	42	0	.Ger6
106	43	0	V\\
107	43	1/2	i
108	44	0	iv(9)
109	44	1/4	iv
110	44	1/2	V7/III
111	45	0	III(9)
112	45	1/4	III
113	45	1/2	i
114	46	0	V65/VII
115	46	1/2	#viio
116	47	0	i(9)
117	47	1/4	i
118	47	1/2	V7/VII
119	48	0	I.v(9)
120	48	1/4	v
121	48	1/2	iiio
122	49	0	V65/ii
123	49	1/2	ii
124	50	0	V65
125	50	1/8	I
126	50	1/4	ii6
127	50	5/8	vii%7/V
128	51	0	V\\
129	51	1/2	viio7/V
130	52	0	V
131	52	1/2	.It6
132	53	0	V(#74)
133	53	1/4	V\\
134	53	1/2	I
135	54	1/4	I6
136	54	1/2	V7
137	55	0	vi(64)
138	55	1/4	vi
139	55	1/2	I6
140	56	0	ii65
141	56	1/4	ii7
142	56	1/2	ii65
143	57	0	V(64)
144	57	1/4	V\\
145	57	1/2	I
146	58	1/4	I6
147	58	1/2	V7
148	59	0	vi(64)
149	59	1/4	vi
150	59	1/2	ii6
151	59	5/8	viio64
152	60	0	I6
153	60	1/8	IV
154	60	1/4	V(64)
155	60	1/2	V
156	61	0	I\\
157	62	0	V2/IV
158	63	0	IV6
159	64	0	V2/ii
160	65	0	ii6
161	67	0	V(64)
162	67	1/4	V\\
163	68	0	I
164	69	0	ii
165	69	1/4	viio
166	69	1/2	V7
167	69	5/8	V2
168	70	0	I6
169	70	3/8	V2/IV
170	70	1/2	IV6
171	70	5/8	IV
172	71	0	V43
173	71	5/8	V2
174	72	0	IV6
175	72	1/2	I64
176	73	0	ii65
177	73	1/2	I64
178	74	0	IV6
179	74	1/2	I64
180	75	0	ii65
181	75	11/16	vii%7
182	76	0	I
183	76	1/8	ii6
184	76	1/4	V(64)
185	76	1/2	V
186	77	0	I\\
187	77	1/4	vi6
188	77	1/2	IV6
189	78	0	ii6
190	78	5/16	#viio7/vi
191	78	3/8	vi
192	78	7/16	viio43/V
193	78	1/2	V6
194	78	9/16	V7/vi
195	78	5/8	IV
196	78	11/16	viio6
197	79	0	I6
198	79	1/8	ii6
199	79	1/4	V(64)
200	79	1/2	V
201	80	0	I\\
202	80	1/4	vi6
203	80	1/2	IV6
204	81	0	ii6
205	82	0	V(64)
206	83	0	vii%7/V
207	83	1/4	V7(4)
208	83	1/2	V7
209	84	0	I[I\\
210	84	1/8	viio64/IV
211	84	1/4	IV6
212	84	1/2	viio6
213	85	0	I6
214	85	1/8	V2/IV
215	85	3/8	IV6
216	85	1/2	viio6
217	86	0	I(974)
218	86	1/2	I]\\
