ix	mn	onset	chords
0	1	0	.Eb.I
1	1	1/2	V(64)
2	1	3/4	V
3	2	0	I
4	2	1/4	V
5	2	1/2	I
6	3	1/4	ii
7	3	1/2	V(64)
8	3	3/4	V\\
9	4	0	I
10	4	1/2	V(64)
11	4	3/4	V7
12	5	0	I
13	5	1/4	V
14	5	1/2	I
15	6	0	I+6
16	6	3/4	IV
17	7	0	I6
18	7	1/4	V(64)
19	7	3/8	V7(4)
20	7	7/16	V7
21	7	1/2	I\\
22	8	0	V.I
23	8	1/2	V(64)
24	8	3/4	V
25	8	7/8	V7(+9)
26	9	0	V
27	9	1/8	V7(+9)
28	9	1/4	V
29	9	1/2	I(974)
30	9	3/4	I\\
31	10	0	I6
32	10	1/2	IV
33	11	0	V7
34	11	1/2	vi(#4)
35	11	5/8	vi
36	12	0	I6
37	12	1/4	#viio65/ii
38	12	1/2	ii6
39	12	3/4	viio7/V
40	13	0	V(64)
41	13	1/4	V
42	13	1/2	I\\
43	13	3/4	V7
44	14	0	I
45	14	1/4	V7
46	14	1/2	I
47	14	3/4	V7
48	15	0	I\\
49	15	3/8	V7
50	15	1/2	I
51	15	5/8	V7
52	15	3/4	I
53	15	7/8	V7
54	16	0	I\\
55	16	1/4	I.ii43
56	16	1/2	viio7
57	16	5/8	V7
58	17	0	I
59	17	1/2	V(64)
60	17	3/4	V7
61	18	0	I
62	18	1/4	V
63	18	1/2	I
64	19	9/32	ii
65	19	1/2	V(64)
66	19	3/4	V\\
67	20	0	I
68	20	1/2	V(64)
69	20	3/4	V
70	21	0	I
71	21	1/4	V
72	21	1/2	I
73	22	0	I+6
74	22	1/2	V+65/IV
75	22	3/4	IV
76	23	0	I6
77	23	1/4	V(64)
78	23	3/8	V7(4)
79	23	7/16	V7
80	23	1/2	I\\
81	24	0	IV.I
82	24	1/4	I(94)
83	24	1/2	I
84	24	3/4	V7
85	25	0	I
86	25	1/4	I(94)
87	25	1/2	I
88	25	3/4	V7
89	26	0	I
90	26	3/8	IM7
91	26	1/2	I(64)
92	26	5/8	I
93	27	0	V[V43
94	27	1/2	I
95	28	0	V6
96	28	1/2	I]
97	29	0	V65/V
98	29	1/2	V
99	30	0	I.viio6/V
100	30	1/2	V7
101	30	3/4	.Ger65
102	31	0	V6
103	31	1/8	.Ger65
104	31	1/4	V6
105	31	3/8	.Ger65
106	31	1/2	V6\\
107	32	0	.bIII.I
108	32	1/4	I(94)
109	32	1/2	I
110	32	3/4	V7
111	33	0	I
112	33	1/4	I(94)
113	33	1/2	I
114	33	3/4	V7
115	34	0	I
116	34	1/4	V6
117	34	3/8	iv.iio64
118	34	1/2	V7
119	34	3/4	V(64)
120	34	7/8	V
121	35	0	i
122	35	1/4	V6
123	35	3/8	v.iv65
124	35	1/2	V7
125	35	3/4	V(64)
126	35	7/8	V
127	36	0	i
128	36	1/4	V6
129	36	3/8	vi.ii%43
130	36	1/2	V7
131	36	3/4	i6
132	36	7/8	V6
133	37	0	i
134	37	1/4	V6
135	37	3/8	III64
136	37	1/2	.Ger6(7)
137	37	3/4	.Ger6
138	38	0	V[V\\
139	38	1/4	viio43/V
140	38	1/2	V6
141	38	3/4	viio43/V
142	39	0	V6]
143	39	1/2	#viio43
144	39	3/4	I.V2/V
145	40	0	V6
146	40	1/2	V7
147	41	0	I
148	41	1/2	V(64)
149	41	3/4	V7
150	42	0	I
151	42	1/4	V
152	42	1/2	I
153	43	1/4	ii
154	43	1/2	V(64)
155	43	3/4	V\\
156	44	0	I
157	44	1/2	V(64)
158	44	3/4	V7
159	45	0	I
160	45	1/4	V
161	45	1/2	I
162	46	0	I+6
163	46	3/4	IV
164	47	0	I6
165	47	1/4	V(64)
166	47	3/8	V7(4)
167	47	7/16	V7
168	47	1/2	I[I\\
169	47	3/4	IV
170	48	0	I6
171	48	1/4	IV
172	48	1/2	I6]
173	48	3/4	ii6
174	49	0	V(64)
175	49	1/4	V7
176	49	1/2	I[I\\
177	49	3/4	IV
178	50	0	I6
179	50	1/4	IV
180	50	1/2	I6]
181	50	3/4	V43
182	51	0	I6
183	51	1/4	vi
184	51	1/2	ii6
185	51	3/4	V65/V
186	52	0	V
187	52	1/8	vi6
188	52	1/4	V6
189	52	3/8	viio6/V
190	52	1/2	V7\\
191	53	0	I
192	53	1/4	IV
193	53	1/2	V(64)
194	53	3/4	V7
195	54	0	I\\
196	54	1/4	V7
197	54	1/2	I
198	54	3/4	V7
199	55	0	I
200	55	1/4	V7
201	55	1/2	I
202	55	7/8	V7
203	56	0	I
204	56	1/8	V7
205	56	1/4	I
206	56	3/8	V7
207	56	1/2	I
208	56	3/4	V7
209	57	0	I
210	57	1/8	V7
211	57	1/4	I
212	57	3/8	V7
213	57	1/2	I\\
