mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	2	1	C.I{		C	I		I		I						{	M	0	0	0, 4, 1		0	0	0	13	0.0	0.0	1.25	0.0
1	1	1/2	1/2	4/4	2	1	V43		C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2	0	7	0.0	0.0	0.75	0.0
1	1	3/4	3/4	4/4	2	1	V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5	0	4	0.0	0.0	0.5	0.0
1	1	7/8	7/8	4/4	2	1	V7		C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	3	0.0	0.0	0.25	0.0
2	2	0	0	4/4	2	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.375	0.0
2	2	1/8	1/8	4/4	2	1	iii64		C	I		iii64		iii		64					m	0	0	5, 4, 1		4	5	0	2	0.0	0.0	0.125	0.0
2	2	1/4	1/4	4/4	2	1	IV6		C	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3	1	3	0.25	0.0	0.25	0.0
2	2	3/8	3/8	4/4	2	1	ii6		C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	1	3	0.25	0.0625	0.1875	0.25
2	2	1/2	1/2	4/4	2	1	V(64)		C	I		V(64)		V			64				M	0	0	1, 0, 4		1	1	4	5	0.4444444444444444	0.25	0.625	0.2857142857142857
2	2	3/4	3/4	4/4	2	1	V		C	I		V		V							M	0	0	1, 5, 2		1	1	2	2	0.5	0.125	0.125	0.5
2	2	7/8	7/8	4/4	2	1	viio64		C	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1	2	3	0.4	0.125	0.25	0.3333333333333333
3	3	0	0	4/4	2	1	I6		C	I		I6		I		6					M	0	0	4, 1, 0		0	4	2	9	0.18181818181818182	0.1875	0.9375	0.16666666666666666
3	3	3/8	3/8	4/4	2	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.375	0.0
3	3	1/2	1/2	4/4	2	1	V43		C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2	0	7	0.0	0.0	0.75	0.0
3	3	3/4	3/4	4/4	2	1	V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5	0	4	0.0	0.0	0.5	0.0
3	3	7/8	7/8	4/4	2	1	V7		C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	3	0.0	0.0	0.25	0.0
4	4	0	0	4/4	2	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0	1	3	0.25	0.0	0.25	0.0
4	4	1/8	1/8	4/4	2	1	ii6		C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	0	5	0.0	0.0	0.375	0.0
4	4	1/4	1/4	4/4	2	1	V(64)		C	I		V(64)		V			64				M	0	0	1, 0, 4		1	1	0	3	0.0	0.0	0.375	0.0
4	4	3/8	3/8	4/4	2	1	V7		C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	4	0.0	0.0	0.5	0.0
4	4	1/2	1/2	4/4	2	1	I(974)}		C	I		I(974)		I			974			}	M	0	0	0, -1, 1	2, 5	0	0	0	5	0.0	0.0	1.0	0.0
4	4	3/4	3/4	4/4	2	1	I|PAC		C	I		I		I					PAC		M	0	0	0, 4, 1		0	0	0	9	0.0	0.0	1.0	0.0
5	5	1/4	1/4	4/4	2	1	V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5	0	6	0.0	0.0	0.5	0.0
5	5	1/2	1/2	4/4	2	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.25	0.0
5	5	5/8	5/8	4/4	2	1	V64		C	I		V64		V		64					M	0	0	2, 1, 5		1	2	0	3	0.0	0.0	0.15625	0.0
5	5	3/4	3/4	4/4	2	1	I6		C	I		I6		I		6					M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	0.25	0.0
5	5	7/8	7/8	4/4	2	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.15625	0.0
6	6	0	0	4/4	2	1	V.I6		C	V		I6		I		6					M	0	0	5, 2, 1		1	5	0	3	0.0	0.0	0.25	0.0
6	6	1/8	1/8	4/4	2	1	viio6		C	V		viio6		vii	o	6					o	0	0	3, 0, 6		6	3	0	3	0.0	0.0	0.15625	0.0
6	6	1/4	1/4	4/4	2	1	I6		C	V		I6		I		6					M	0	0	5, 2, 1		1	5	0	3	0.0	0.0	0.25	0.0
6	6	3/8	3/8	4/4	2	1	I		C	V		I		I							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.15625	0.0
6	6	1/2	1/2	4/4	2	1	V43		C	V		V43		V		43					Mm7	0	0	3, 0, 2, 6		2	3	0	3	0.0	0.0	0.25	0.0
6	6	5/8	5/8	4/4	2	1	V65		C	V		V65		V		65					Mm7	0	0	6, 3, 0, 2		2	6	0	3	0.0	0.0	0.25	0.0
6	6	3/4	3/4	4/4	2	1	I}		C	V		I		I						}	M	0	0	1, 5, 2		1	1	2	3	0.4	0.125	0.25	0.3333333333333333
7	7	0	0	4/4	2	1	ii6{		C	V		ii6		ii		6				{	m	0	0	0, 4, 3		3	0	4	9	0.3076923076923077	0.25	0.75	0.25
7	7	1/2	1/2	4/4	2	1	viio6		C	V		viio6		vii	o	6					o	0	0	3, 0, 6		6	3	7	9	0.4375	0.4375	0.5625	0.4375
8	8	0	0	4/4	2	1	I6		C	V		I6		I		6					M	0	0	5, 2, 1		1	5	0	2	0.0	0.0	0.125	0.0
8	8	1/16	1/16	4/4	2	1	viio		C	V		viio		vii	o						o	0	0	6, 3, 0		6	6	0	2	0.0	0.0	0.125	0.0
8	8	1/8	1/8	4/4	2	1	I		C	V		I		I							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.125	0.0
8	8	3/16	3/16	4/4	2	1	viio6		C	V		viio6		vii	o	6					o	0	0	3, 0, 6		6	3	0	2	0.0	0.0	0.125	0.0
8	8	1/4	1/4	4/4	2	1	I6		C	V		I6		I		6					M	0	0	5, 2, 1		1	5	0	4	0.0	0.0	0.25	0.0
8	8	3/8	3/8	4/4	2	1	ii6		C	V		ii6		ii		6					m	0	0	0, 4, 3		3	0	0	4	0.0	0.0	0.25	0.0
8	8	1/2	1/2	4/4	2	1	V(64)		C	V		V(64)		V			64				M	0	0	2, 1, 5		2	2	0	4	0.0	0.0	0.625	0.0
8	8	5/8	5/8	4/4	2	1	vii%7/V		C	V		vii%7/V		vii	%	7		V			%7	0	0	7, 4, 1, 5		7	7	0	2	0.0	0.0	0.125	0.0
8	8	3/4	3/4	4/4	2	1	V|HC}		C	V		V		V					HC	}	M	0	0	2, 6, 3		2	2	2	4	0.3333333333333333	0.125	0.375	0.25
9	9	0	0	4/4	2	1	I{		C	V		I		I						{	M	0	0	1, 5, 2		1	1	4	11	0.26666666666666666	0.1875	0.8125	0.1875
9	9	1/2	1/2	4/4	2	1	V43		C	V		V43		V		43					Mm7	0	0	3, 0, 2, 6		2	3	2	12	0.14285714285714285	0.1875	0.6875	0.21428571428571427
10	10	0	0	4/4	2	1	I		C	V		I		I							M	0	0	1, 5, 2		1	1	5	14	0.2631578947368421	0.15625	0.84375	0.15625
10	10	1/2	1/2	4/4	2	1	V43		C	V		V43		V		43					Mm7	0	0	3, 0, 2, 6		2	3	3	13	0.1875	0.21875	0.71875	0.23333333333333334
11	11	0	0	4/4	2	1	I6		C	V		I6		I		6					M	0	0	5, 2, 1		1	5	0	9	0.0	0.0	0.75	0.0
11	11	3/8	3/8	4/4	2	1	V65/IV		C	V		V65/IV		V		65		IV			Mm7	0	0	5, 2, -1, 1		1	5	0	3	0.0	0.0	0.25	0.0
11	11	1/2	1/2	4/4	2	1	IV(#2)		C	V		IV(#2)		IV			#2				M	0	0	0, 9, 1		0	0	0	3	0.0	0.0	0.25	0.0
11	11	5/8	5/8	4/4	2	1	IV		C	V		IV		IV							M	0	0	0, 4, 1		0	0	2	9	0.18181818181818182	0.0625	0.6875	0.08333333333333333
12	12	0	0	4/4	2	1	I6		C	V		I6		I		6					M	0	0	5, 2, 1		1	5	1	3	0.25	0.0	0.25	0.0
12	12	1/8	1/8	4/4	2	1	ii6		C	V		ii6		ii		6					m	0	0	0, 4, 3		3	0	0	4	0.0	0.0	0.25	0.0
12	12	1/4	1/4	4/4	2	1	V(64)		C	V		V(64)		V			64				M	0	0	2, 1, 5		2	2	0	3	0.0	0.0	0.25	0.0
12	12	3/8	3/8	4/4	2	1	viio64		C	V		viio64		vii	o	64					o	0	0	0, 6, 3		6	0	0	3	0.0	0.0	0.25	0.0
12	12	1/2	1/2	4/4	2	1	I6		C	V		I6		I		6					M	0	0	5, 2, 1		1	5	0	9	0.0	0.0	0.75	0.0
12	12	7/8	7/8	4/4	2	1	V65/IV		C	V		V65/IV		V		65		IV			Mm7	0	0	5, 2, -1, 1		1	5	0	3	0.0	0.0	0.25	0.0
13	13	0	0	4/4	2	1	IV(#2)		C	V		IV(#2)		IV			#2				M	0	0	0, 9, 1		0	0	0	3	0.0	0.0	0.625	0.0
13	13	1/8	1/8	4/4	2	1	IV		C	V		IV		IV							M	0	0	0, 4, 1		0	0	2	3	0.4	0.03125	0.21875	0.125
13	13	1/2	1/2	4/4	2	1	I6		C	V		I6		I		6					M	0	0	5, 2, 1		1	5	2	4	0.3333333333333333	0.0625	0.3125	0.16666666666666666
13	13	5/8	5/8	4/4	2	1	IV		C	V		IV		IV							M	0	0	0, 4, 1		0	0	2	4	0.3333333333333333	0.03125	0.34375	0.08333333333333333
13	13	3/4	3/4	4/4	2	1	V(64)		C	V		V(64)		V			64				M	0	0	2, 1, 5		2	2	2	4	0.3333333333333333	0.0625	0.3125	0.16666666666666666
13	13	7/8	7/8	4/4	2	1	V		C	V		V		V							M	0	0	2, 6, 3		2	2	2	4	0.3333333333333333	0.09375	0.28125	0.25
14	14	0	0	4/4	2	1	I|PAC}	1	C	V		I		I					PAC	}	M	0	0	1, 5, 2		1	1	8	8	0.5	0.3125	0.75	0.29411764705882354
14	14	3/4	3/4	4/4	2	1	I.vii%7	1	C	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5	0	4	0.0	0.0	0.25	0.0
15	14	0	0	4/4	2	1	I|PAC}	2	C	V		I		I					PAC	}	M	0	0	1, 5, 2		1	1	8	7	0.5333333333333333	0.3125	0.625	0.3333333333333333
15	14	3/4	3/4	4/4	2	1	ii.#viio7	2	C	ii		#viio7		#vii	o	7					o7	0	1	7, 4, 1, -2		7	7	16	20	0.4444444444444444	0.6875	1.25	0.3548387096774194
17	16	1/2	1/2	4/4	2	1	i{		C	ii		i		i						{	m	0	1	2, -1, 3		2	2	0	13	0.0	0.0	1.25	0.0
18	17	0	0	4/4	2	1	V43		C	ii		V43		V		43					Mm7	0	1	4, 1, 3, 7		3	4	0	7	0.0	0.0	0.75	0.0
18	17	1/4	1/4	4/4	2	1	V65		C	ii		V65		V		65					Mm7	0	1	7, 4, 1, 3		3	7	0	4	0.0	0.0	0.5	0.0
18	17	3/8	3/8	4/4	2	1	V7		C	ii		V7		V		7					Mm7	0	1	3, 7, 4, 1		3	3	0	3	0.0	0.0	0.25	0.0
18	17	1/2	1/2	4/4	2	1	i		C	ii		i		i							m	0	1	2, -1, 3		2	2	0	5	0.0	0.0	0.5	0.0
18	17	3/4	3/4	4/4	2	1	V65		C	ii		V65		V		65					Mm7	0	1	7, 4, 1, 3		3	7	0	4	0.0	0.0	0.25	0.0
18	17	7/8	7/8	4/4	2	1	I.IV64		C	I		IV64		IV		64					M	0	0	0, -1, 3		-1	0	1	3	0.25	0.0625	0.1875	0.25
19	18	0	0	4/4	2	1	V6(2)		C	I		V6(2)		V		6	2				M	0	0	5, 2, 3		1	5	0	3	0.0	0.0	0.375	0.0
19	18	1/8	1/8	4/4	2	1	V6(b2)		C	I		V6(b2)		V		6	b2				M	0	0	5, 2, -4		1	5	0	2	0.0	0.0	0.125	0.0
19	18	1/4	1/4	4/4	2	1	V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5	1	7	0.125	0.0625	0.4375	0.125
19	18	1/2	1/2	4/4	2	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0	0	13	0.0	0.0	1.25	0.0
20	19	0	0	4/4	2	1	V43		C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2	0	7	0.0	0.0	0.75	0.0
20	19	1/4	1/4	4/4	2	1	#viio65/vi		C	I		#viio65/vi		#vii	o	65		vi			o7	0	0	5, 2, -1, 8		8	5	0	3	0.0	0.0	0.375	0.0
20	19	1/2	1/2	4/4	2	1	vi.i		C	vi		i		i							m	0	1	3, 0, 4		3	3	3	8	0.2727272727272727	0.1875	0.75	0.2
21	20	0	0	4/4	2	1	#viio		C	vi		#viio		#vii	o						o	0	1	8, 5, 2		8	8	3	7	0.3	0.1875	0.75	0.2
21	20	1/2	1/2	4/4	2	1	It6		C	vi		It6	It	vii	o	6	b3	V			It	0	1	-1, 3, 9		9	-1	6	11	0.35294117647058826	0.375	1.0	0.2727272727272727
22	21	0	0	4/4	2	1	V7		C	vi		V7		V		7					Mm7	0	1	4, 8, 5, 2		4	4	6	11	0.35294117647058826	0.375	1.0	0.2727272727272727
22	21	1/2	1/2	4/4	2	1	Ger7		C	vi		Ger7	Ger	vii	o	7	b3	V			Ger	0	1	9, -1, 3, 0		9	9	1	5	0.16666666666666666	0.125	1.375	0.08333333333333333
23	22	0	0	4/4	2	1	V|HC		C	vi		V		V					HC		M	0	1	4, 8, 5		4	4	1	5	0.16666666666666666	0.0625	0.4375	0.125
23	22	1/4	1/4	4/4	2	1	Ger6		C	vi		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-1, 3, 0, 9		9	-1	3	5	0.375	0.0625	0.625	0.09090909090909091
23	22	1/2	1/2	4/4	2	1	V		C	vi		V		V							M	0	1	4, 8, 5		4	4	1	5	0.16666666666666666	0.0625	0.4375	0.125
23	22	3/4	3/4	4/4	2	1	Ger6		C	vi		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-1, 3, 0, 9		9	-1	3	5	0.375	0.0625	0.625	0.09090909090909091
24	23	0	0	4/4	2	1	V}		C	vi		V		V						}	M	0	1	4, 8, 5		4	4	5	8	0.38461538461538464	0.3125	0.9375	0.25
25	24	0	0	4/4	2	1	I.I{		C	I		I		I						{	M	0	0	0, 4, 1		0	0	0	13	0.0	0.0	1.25	0.0
25	24	1/2	1/2	4/4	2	1	V43		C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2	0	7	0.0	0.0	0.75	0.0
