mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/4	4/4	2	1	Bb.I{	Bb	I		I		I						{	M	0	0	-2, 2, -1		-2	-2	3	7	0.3	0.1875	1.0625	0.15
2	1	1/2	1/2	4/4	2	1	vi6	Bb	I		vi6		vi		6					m	0	0	-2, 2, 1		1	-2	0	7	0.0	0.0	0.875	0.0
3	2	0	0	4/4	2	1	ii(4)	Bb	I		ii(4)		ii			4				m	0	0	0, -1, 1		0	0	0	2	0.0	0.0	0.375	0.0
3	2	1/4	1/4	4/4	2	1	ii	Bb	I		ii		ii							m	0	0	0, -3, 1		0	0	3	10	0.23076923076923078	0.1875	1.3125	0.125
4	3	0	0	4/4	2	1	V(4)	Bb	I		V(4)		V			4				M	0	0	-1, -2, 0		-1	-1	0	2	0.0	0.0	0.375	0.0
4	3	1/4	1/4	4/4	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	1	9	0.1	0.125	1.375	0.08333333333333333
5	4	0	0	4/4	2	1	I(97)	Bb	I		I(97)		I			97				M	0	0	-2, 2, -1	0, 3	-2	-2	0	3	0.0	0.0	0.625	0.0
5	4	1/4	1/4	4/4	2	1	I|IAC	Bb	I		I		I					IAC		M	0	0	-2, 2, -1		-2	-2	3	11	0.21428571428571427	0.1875	1.4375	0.11538461538461539
6	5	0	0	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-3, 1, 0		0	-3	1	3	0.25	0.125	0.5	0.2
6	5	1/4	1/4	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	0	3	0.0	0.0	0.375	0.0
6	5	1/2	1/2	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-3, 1, 0		0	-3	1	3	0.25	0.125	0.5	0.2
6	5	3/4	3/4	4/4	2	1	viio6	Bb	I		viio6		vii	o	6					o	0	0	0, -3, 3		3	0	0	3	0.0	0.0	0.375	0.0
7	6	0	0	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	8	10	0.4444444444444444	0.5	1.0	0.3333333333333333
8	7	0	0	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-3, 1, 0		0	-3	1	3	0.25	0.125	0.375	0.25
8	7	1/4	1/4	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	1	3	0.25	0.125	0.375	0.25
8	7	1/2	1/2	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-3, 1, 0		0	-3	1	3	0.25	0.125	0.375	0.25
8	7	3/4	3/4	4/4	2	1	viio6	Bb	I		viio6		vii	o	6					o	0	0	0, -3, 3		3	0	0	4	0.0	0.0	0.5	0.0
9	8	0	0	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	6	9	0.4	0.375	1.125	0.25
10	9	0	0	4/4	2	1	V65	Bb	I		V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	4	0.0	0.0	1.125	0.0
10	9	1/4	1/4	4/4	2	1	I	Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.375	0.0
10	9	1/2	1/2	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-3, 1, 0		0	-3	2	3	0.4	0.25	0.5	0.3333333333333333
10	9	3/4	3/4	4/4	2	1	V(64)	Bb	I		V(64)		V			64				M	0	0	-1, -2, 2		-1	-1	0	3	0.0	0.0	0.5	0.0
10	9	7/8	7/8	4/4	2	1	V	Bb	I		V		V							M	0	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.25	0.0
11	10	0	0	4/4	2	1	I|PAC}	Bb	I		I		I					PAC	}	M	0	0	-2, 2, -1		-2	-2	3	15	0.16666666666666666	0.1875	2.5625	0.06818181818181818
12	11	5/8	5/8	4/4	2	1	vi6	Bb	I		vi6		vi		6					m	0	0	-2, 2, 1		1	-2	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
13	12	0	0	4/4	2	1	V.V(4)	Bb	V		V(4)		V			4				M	0	0	0, -1, 1		0	0	0	2	0.0	0.0	0.375	0.0
13	12	1/4	1/4	4/4	2	1	V7	Bb	V		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	3	12	0.2	0.1875	1.3125	0.125
14	13	0	0	4/4	2	1	V65	Bb	V		V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	4	19	0.17391304347826086	0.25	1.625	0.13333333333333333
15	14	0	0	4/4	2	1	I	Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	4	12	0.25	0.1875	1.4375	0.11538461538461539
