mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	2	1	Eb.I{	Eb	I		I		I						{	M	0	0	-3, 1, -2		-3	-3	0	11	0.0	0.0	1.0	0.0
1	1	1/2	1/2	4/4	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	-2, -3, 1		-2	-2	1	6	0.14285714285714285	0.03125	0.71875	0.041666666666666664
1	1	3/4	3/4	4/4	2	1	V	Eb	I		V		V							M	0	0	-2, 2, -1		-2	-2	0	6	0.0	0.0	0.5	0.0
2	2	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	0	6	0.0	0.0	0.75	0.0
2	2	1/4	1/4	4/4	2	1	V	Eb	I		V		V							M	0	0	-2, 2, -1		-2	-2	0	6	0.0	0.0	0.75	0.0
2	2	1/2	1/2	4/4	2	1	I	Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	10	13	0.43478260869565216	0.53125	1.03125	0.34
3	3	1/4	1/4	4/4	2	1	ii	Eb	I		ii		ii							m	0	0	-1, -4, 0		-1	-1	3	9	0.25	0.1875	0.5625	0.25
3	3	1/2	1/2	4/4	2	1	V(64)}	Eb	I		V(64)		V			64			}	M	0	0	-2, -3, 1		-2	-2	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
3	3	3/4	3/4	4/4	2	1	V|HC	Eb	I		V		V					HC		M	0	0	-2, 2, -1		-2	-2	3	3	0.5	0.1875	0.3125	0.375
4	4	0	0	4/4	2	1	I{	Eb	I		I		I						{	M	0	0	-3, 1, -2		-3	-3	1	16	0.058823529411764705	0.03125	0.96875	0.03125
4	4	1/2	1/2	4/4	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	-2, -3, 1		-2	-2	1	6	0.14285714285714285	0.03125	0.71875	0.041666666666666664
4	4	3/4	3/4	4/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	9	0.0	0.0	0.59375	0.0
5	5	0	0	4/4	2	1	I	Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	0	5	0.0	0.0	0.6875	0.0
5	5	1/4	1/4	4/4	2	1	V	Eb	I		V		V							M	0	0	-2, 2, -1		-2	-2	0	6	0.0	0.0	0.75	0.0
5	5	1/2	1/2	4/4	2	1	I	Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	6	7	0.46153846153846156	0.1875	0.625	0.23076923076923078
6	6	0	0	4/4	2	1	V+6/IV	Eb	I		V+6/IV		V	+	6		IV			+	0	0	1, 5, -3		-3	1	6	11	0.35294117647058826	0.1875	1.1875	0.13636363636363635
6	6	3/4	3/4	4/4	2	1	IV	Eb	I		IV		IV							M	0	0	-4, 0, -3		-4	-4	3	4	0.42857142857142855	0.09375	0.21875	0.3
