mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	2	1	Bb.I{	Bb	I		I	I						{	M	0	0	-2, 2, -1		-2	-2	1	4	0.2	0.03125	0.71875	0.041666666666666664
1	1	1/4	1/4	2/4	2	1	viio6	Bb	I		viio6	vii	o	6					o	0	0	0, -3, 3		3	0	2	6	0.25	0.08333333333333333	0.6666666666666666	0.1111111111111111
2	2	0	0	2/4	2	1	I6	Bb	I		I6	I		6					M	0	0	2, -1, -2		-2	2	2	7	0.2222222222222222	0.08333333333333333	0.7916666666666666	0.09523809523809523
3	3	0	0	2/4	2	1	IV	Bb	I		IV	IV							M	0	0	-3, 1, -2		-3	-3	0	5	0.0	0.0	0.625	0.0
3	3	1/8	1/8	2/4	2	1	I	Bb	I		I	I							M	0	0	-2, 2, -1		-2	-2	2	11	0.15384615384615385	0.0625	0.8125	0.07142857142857142
4	4	0	0	2/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	1	5	0.16666666666666666	0.0	0.5	0.0
4	4	1/8	1/8	2/4	2	1	I|IAC}	Bb	I		I	I					IAC	}	M	0	0	-2, 2, -1		-2	-2	1	8	0.1111111111111111	0.03125	1.21875	0.025
5	5	1/4	1/4	2/4	2	1	viio6	Bb	I		viio6	vii	o	6					o	0	0	0, -3, 3		3	0	2	6	0.25	0.08333333333333333	0.6666666666666666	0.1111111111111111
6	6	0	0	2/4	2	1	I6	Bb	I		I6	I		6					M	0	0	2, -1, -2		-2	2	2	7	0.2222222222222222	0.08333333333333333	0.7916666666666666	0.09523809523809523
7	7	0	0	2/4	2	1	ii6	Bb	I		ii6	ii		6					m	0	0	-3, 1, 0		0	-3	0	9	0.0	0.0	1.0	0.0
7	7	1/4	1/4	2/4	2	1	V(64)	Bb	I		V(64)	V			64				M	0	0	-1, -2, 2		-1	-1	2	4	0.3333333333333333	0.03125	0.46875	0.0625
7	7	3/8	3/8	2/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	2	3	0.4	0.03125	0.21875	0.125
8	8	0	0	2/4	2	1	I[I|PAC}{	Bb	I	I	I	I					PAC	}{	M	0	0	-2, 2, -1		-2	-2	1	16	0.058823529411764705	0.0625	1.1875	0.05
8	8	7/16	7/16	2/4	2	1	V7/IV	Bb	I	I	V7/IV	V		7		IV			Mm7	0	0	-2, 2, -1, -4		-2	-2	0	3	0.0	0.0	0.1875	0.0
9	9	0	0	2/4	2	1	IV	Bb	I	I	IV	IV							M	0	0	-3, 1, -2		-3	-3	7	24	0.22580645161290322	0.21875	1.28125	0.14583333333333334
10	10	0	0	2/4	2	1	I	Bb	I	I	I	I							M	0	0	-2, 2, -1		-2	-2	1	16	0.058823529411764705	0.0625	1.1875	0.05
10	10	7/16	7/16	2/4	2	1	V7/IV	Bb	I	I	V7/IV	V		7		IV			Mm7	0	0	-2, 2, -1, -4		-2	-2	0	3	0.0	0.0	0.1875	0.0
11	11	0	0	2/4	2	1	IV	Bb	I	I	IV	IV							M	0	0	-3, 1, -2		-3	-3	7	24	0.22580645161290322	0.21875	1.28125	0.14583333333333334
12	12	0	0	2/4	2	1	I]	Bb	I	I	I	I							M	0	0	-2, 2, -1		-2	-2	5	13	0.2777777777777778	0.15625	0.75	0.1724137931034483
13	13	0	0	2/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	4	12	0.25	0.125	0.65625	0.16
14	14	0	0	2/4	2	1	I	Bb	I		I	I							M	0	0	-2, 2, -1		-2	-2	1	9	0.1	0.03125	0.5625	0.05263157894736842
