mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
48	48	3/8	3/8	2/4	2	1	#viio6/ii		a	III		#viio6/ii		#vii	o	6		ii			o	1	0	4, 1, 7		7	4	0	3	0.0	0.0	0.375	0.0
49	49	0	0	2/4	2	1	ii6		a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1	0	3	0.0	0.0	0.5	0.0
49	49	1/4	1/4	2/4	2	1	V6/ii		a	III		V6/ii		V		6		ii			M	1	0	7, 4, 3		3	7	0	3	0.0	0.0	0.5	0.0
50	50	0	0	2/4	2	1	ii		a	III		ii		ii							m	1	0	2, -1, 3		2	2	2	6	0.25	0.25	0.75	0.25
51	51	0	0	2/4	2	1	V(64)		a	III		V(64)		V			64				M	1	0	1, 0, 4		1	1	1	4	0.2	0.125	0.875	0.125
51	51	1/4	1/4	2/4	2	1	V		a	III		V		V							M	1	0	1, 5, 2		1	1	0	5	0.0	0.0	1.0	0.0
52	52	0	0	2/4	2	1	#viio43/ii|EC		a	III		#viio43/ii		#vii	o	43		ii	EC		o7	1	0	1, -2, 7, 4		7	1	2	5	0.2857142857142857	0.25	1.0	0.2
53	53	0	0	2/4	2	1	ii6		a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1	0	3	0.0	0.0	0.5	0.0
53	53	1/4	1/4	2/4	2	1	V6/ii		a	III		V6/ii		V		6		ii			M	1	0	7, 4, 3		3	7	0	3	0.0	0.0	0.5	0.0
54	54	0	0	2/4	2	1	ii		a	III		ii		ii							m	1	0	2, -1, 3		2	2	2	6	0.25	0.25	0.75	0.25
55	55	0	0	2/4	2	1	V(64)		a	III		V(64)		V			64				M	1	0	1, 0, 4		1	1	1	4	0.2	0.125	0.875	0.125
55	55	1/4	1/4	2/4	2	1	V		a	III		V		V							M	1	0	1, 5, 2		1	1	0	5	0.0	0.0	1.0	0.0
56	56	0	0	2/4	2	1	#viio43/ii|EC		a	III		#viio43/ii		#vii	o	43		ii	EC		o7	1	0	1, -2, 7, 4		7	1	2	5	0.2857142857142857	0.25	1.0	0.2
57	57	0	0	2/4	2	1	ii6		a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1	2	7	0.2222222222222222	0.25	1.25	0.16666666666666666
58	58	0	0	2/4	2	1	v.#viio43		a	v		#viio43		#vii	o	43					o7	1	1	3, 0, 9, 6		9	3	2	5	0.2857142857142857	0.25	1.0	0.2
59	59	0	0	2/4	2	1	i6		a	v		i6		i		6					m	1	1	1, 5, 4		4	1	2	7	0.2222222222222222	0.25	1.25	0.16666666666666666
60	60	0	0	2/4	2	1	iv		a	v		iv		iv							m	1	1	3, 0, 4		3	3	2	5	0.2857142857142857	0.25	1.25	0.16666666666666666
61	61	0	0	2/4	2	1	iv6		a	v		iv6		iv		6					m	1	1	0, 4, 3		3	0	2	5	0.2857142857142857	0.25	1.25	0.16666666666666666
62	62	0	0	2/4	2	1	iio6		a	v		iio6		ii	o	6					o	1	1	3, 0, 6		6	3	0	5	0.0	0.0	1.125	0.0
62	62	3/8	3/8	2/4	2	1	viio/V		a	v		viio/V		vii	o			V			o	1	1	10, 7, 4		10	10	0	3	0.0	0.0	0.375	0.0
63	63	0	0	2/4	2	1	V|HC}		a	v		V		V					HC	}	M	1	1	5, 9, 6		5	5	2	4	0.3333333333333333	0.125	0.875	0.125
64	64	0	0	2/4	2	1	i6{		a	v		i6		i		6				{	m	1	1	1, 5, 4		4	1	0	5	0.0	0.0	1.375	0.0
64	64	3/8	3/8	2/4	2	1	V64		a	v		V64		V		64					M	1	1	6, 5, 9		5	6	0	3	0.0	0.0	0.375	0.0
65	65	0	0	2/4	2	1	i		a	v		i		i							m	1	1	4, 1, 5		4	4	0	5	0.0	0.0	1.375	0.0
65	65	3/8	3/8	2/4	2	1	V6		a	v		V6		V		6					M	1	1	9, 6, 5		5	9	0	3	0.0	0.0	0.375	0.0
66	66	0	0	2/4	2	1	i		a	v		i		i							m	1	1	4, 1, 5		4	4	0	5	0.0	0.0	1.375	0.0
66	66	3/8	3/8	2/4	2	1	V43		a	v		V43		V		43					Mm7	1	1	6, 3, 5, 9		5	6	0	3	0.0	0.0	0.375	0.0
67	67	0	0	2/4	2	1	i		a	v		i		i							m	1	1	4, 1, 5		4	4	0	4	0.0	0.0	1.0	0.0
67	67	1/4	1/4	2/4	2	1	V6		a	v		V6		V		6					M	1	1	9, 6, 5		5	9	1	3	0.25	0.125	0.625	0.16666666666666666
68	68	0	0	2/4	2	1	V43		a	v		V43		V		43					Mm7	1	1	6, 3, 5, 9		5	6	0	5	0.0	0.0	1.375	0.0
68	68	3/8	3/8	2/4	2	1	i		a	v		i		i							m	1	1	4, 1, 5		4	4	0	3	0.0	0.0	0.375	0.0
69	69	0	0	2/4	2	1	V6		a	v		V6		V		6					M	1	1	9, 6, 5		5	9	0	5	0.0	0.0	1.375	0.0
69	69	3/8	3/8	2/4	2	1	i		a	v		i		i							m	1	1	4, 1, 5		4	4	0	3	0.0	0.0	0.375	0.0
70	70	0	0	2/4	2	1	V43		a	v		V43		V		43					Mm7	1	1	6, 3, 5, 9		5	6	0	5	0.0	0.0	1.375	0.0
70	70	3/8	3/8	2/4	2	1	i6		a	v		i6		i		6					m	1	1	1, 5, 4		4	1	0	3	0.0	0.0	0.375	0.0
71	71	0	0	2/4	2	1	V43		a	v		V43		V		43					Mm7	1	1	6, 3, 5, 9		5	6	0	4	0.0	0.0	1.0	0.0
71	71	1/4	1/4	2/4	2	1	i}		a	v		i		i						}	m	1	1	4, 1, 5		4	4	1	3	0.25	0.125	0.625	0.16666666666666666
72	72	0	0	2/4	2	1	i6{		a	v		i6		i		6				{	m	1	1	1, 5, 4		4	1	0	5	0.0	0.0	1.125	0.0
72	72	3/8	3/8	2/4	2	1	#viio6		a	v		#viio6		#vii	o	6					o	1	1	6, 3, 9		9	6	0	3	0.0	0.0	0.375	0.0
73	73	0	0	2/4	2	1	VI6		a	v		VI6		VI		6					M	1	1	4, 1, 0		0	4	0	5	0.0	0.0	1.125	0.0
73	73	3/8	3/8	2/4	2	1	v6		a	v		v6		v		6					m	1	1	2, 6, 5		5	2	0	3	0.0	0.0	0.375	0.0
74	74	0	0	2/4	2	1	iv6		a	v		iv6		iv		6					m	1	1	0, 4, 3		3	0	0	5	0.0	0.0	1.125	0.0
74	74	3/8	3/8	2/4	2	1	III6		a	v		III6		III		6					M	1	1	5, 2, 1		1	5	0	3	0.0	0.0	0.375	0.0
75	75	0	0	2/4	2	1	bII6		a	v		bII6		bII		6					M	1	1	3, 0, -1		-1	3	0	5	0.0	0.0	1.125	0.0
75	75	3/8	3/8	2/4	2	1	i6		a	v		i6		i		6					m	1	1	1, 5, 4		4	1	0	3	0.0	0.0	0.375	0.0
76	76	0	0	2/4	2	1	#viio6		a	v		#viio6		#vii	o	6					o	1	1	6, 3, 9		9	6	0	4	0.0	0.0	0.75	0.0
76	76	1/4	1/4	2/4	2	1	V65		a	v		V65		V		65					Mm7	1	1	9, 6, 3, 5		5	9	0	4	0.0	0.0	0.75	0.0
77	77	0	0	2/4	2	1	i		a	v		i		i							m	1	1	4, 1, 5		4	4	0	4	0.0	0.0	0.75	0.0
77	77	1/4	1/4	2/4	2	1	iv		a	v		iv		iv							m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	0.5	0.0
78	78	0	0	2/4	2	1	V(64)		a	v		V(64)		V			64				M	1	1	5, 4, 1		5	5	0	3	0.0	0.0	0.5	0.0
78	78	1/4	1/4	2/4	2	1	V		a	v		V		V							M	1	1	5, 9, 6		5	5	0	3	0.0	0.0	0.5	0.0
79	79	0	0	2/4	2	1	i|PAC}		a	v		i		i					PAC	}	m	1	1	4, 1, 5		4	4	0	5	0.0	0.0	0.75	0.0
80	80	0	0	2/4	2	1	i6{		a	v		i6		i		6				{	m	1	1	1, 5, 4		4	1	0	5	0.0	0.0	1.125	0.0
80	80	3/8	3/8	2/4	2	1	#viio6		a	v		#viio6		#vii	o	6					o	1	1	6, 3, 9		9	6	0	3	0.0	0.0	0.375	0.0
81	81	0	0	2/4	2	1	VI6		a	v		VI6		VI		6					M	1	1	4, 1, 0		0	4	0	5	0.0	0.0	1.125	0.0
81	81	3/8	3/8	2/4	2	1	v6		a	v		v6		v		6					m	1	1	2, 6, 5		5	2	0	3	0.0	0.0	0.375	0.0
82	82	0	0	2/4	2	1	iv6		a	v		iv6		iv		6					m	1	1	0, 4, 3		3	0	0	5	0.0	0.0	1.125	0.0
82	82	3/8	3/8	2/4	2	1	III6		a	v		III6		III		6					M	1	1	5, 2, 1		1	5	0	3	0.0	0.0	0.375	0.0
83	83	0	0	2/4	2	1	bII6		a	v		bII6		bII		6					M	1	1	3, 0, -1		-1	3	0	5	0.0	0.0	1.125	0.0
83	83	3/8	3/8	2/4	2	1	i6		a	v		i6		i		6					m	1	1	1, 5, 4		4	1	0	3	0.0	0.0	0.375	0.0
84	84	0	0	2/4	2	1	#viio6		a	v		#viio6		#vii	o	6					o	1	1	6, 3, 9		9	6	0	4	0.0	0.0	0.75	0.0
84	84	1/4	1/4	2/4	2	1	V65		a	v		V65		V		65					Mm7	1	1	9, 6, 3, 5		5	9	0	4	0.0	0.0	0.75	0.0
85	85	0	0	2/4	2	1	i		a	v		i		i							m	1	1	4, 1, 5		4	4	0	4	0.0	0.0	0.75	0.0
85	85	1/4	1/4	2/4	2	1	iv		a	v		iv		iv							m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	0.5	0.0
86	86	0	0	2/4	2	1	V(64)		a	v		V(64)		V			64				M	1	1	5, 4, 1		5	5	0	3	0.0	0.0	0.5	0.0
86	86	1/4	1/4	2/4	2	1	V		a	v		V		V							M	1	1	5, 9, 6		5	5	0	3	0.0	0.0	0.5	0.0
87	87	0	0	2/4	2	1	i|EC}{		a	v		i		i					EC	}{	m	1	1	4, 1, 5		4	4	1	3	0.25	0.125	1.0	0.1111111111111111
87	87	3/8	3/8	2/4	2	1	i.V65		a	i		V65		V		65					Mm7	1	1	8, 5, 2, 4		4	8	0	2	0.0	0.0	0.25	0.0
88	88	0	0	2/4	2	1	i		a	i		i		i							m	1	1	3, 0, 4		3	3	2	7	0.2222222222222222	0.25	1.25	0.16666666666666666
89	89	0	0	2/4	2	1	iv		a	i		iv		iv							m	1	1	2, -1, 3		2	2	2	4	0.3333333333333333	0.25	1.125	0.18181818181818182
90	90	0	0	2/4	2	1	V7/III		a	i		V7/III		V		7		III			Mm7	1	1	1, 5, 2, -1		1	1	2	7	0.2222222222222222	0.25	1.25	0.16666666666666666
91	91	0	0	2/4	2	1	III		a	i		III		III							M	1	1	0, 4, 1		0	0	2	4	0.3333333333333333	0.25	1.125	0.18181818181818182
92	92	0	0	2/4	2	1	VIM7		a	i		VIM7		VI	M	7					MM7	1	1	-1, 3, 0, 4		-1	-1	2	7	0.2222222222222222	0.25	1.25	0.16666666666666666
93	93	0	0	2/4	2	1	iio		a	i		iio		ii	o						o	1	1	5, 2, -1		5	5	2	4	0.3333333333333333	0.25	1.125	0.18181818181818182
94	94	0	0	2/4	2	1	V7		a	i		V7		V		7					Mm7	1	1	4, 8, 5, 2		4	4	2	7	0.2222222222222222	0.25	1.25	0.16666666666666666
95	95	0	0	2/4	2	1	i		a	i		i		i							m	1	1	3, 0, 4		3	3	0	4	0.0	0.0	0.75	0.0
95	95	3/8	3/8	2/4	2	1	v6		a	i		v6		v		6					m	1	1	1, 5, 4		4	1	0	2	0.0	0.0	0.25	0.0
96	96	0	0	2/4	2	1	iv6(2)		a	i		iv6(2)		iv		6	2				m	1	1	-1, 3, 4		2	-1	0	4	0.0	0.0	1.0	0.0
96	96	1/4	1/4	2/4	2	1	iv6		a	i		iv6		iv		6					m	1	1	-1, 3, 2		2	-1	0	1	0.0	0.0	0.25	0.0
96	96	3/8	3/8	2/4	2	1	iio6		a	i		iio6		ii	o	6					o	1	1	2, -1, 5		5	2	0	2	0.0	0.0	0.25	0.0
97	97	0	0	2/4	2	1	V7		a	i		V7		V		7					Mm7	1	1	4, 8, 5, 2		4	4	1	4	0.2	0.25	1.0	0.2
97	97	3/8	3/8	2/4	2	1	i6		a	i		i6		i		6					m	1	1	0, 4, 3		3	0	0	2	0.0	0.0	0.25	0.0
98	98	0	0	2/4	2	1	ii6(2)		a	i		ii6(2)		ii		6	2				m	1	1	2, 6, 0		5	2	0	4	0.0	0.0	1.125	0.0
98	98	1/4	1/4	2/4	2	1	ii6		a	i		ii6		ii		6					m	1	1	2, 6, 5		5	2	0	1	0.0	0.0	0.125	0.0
98	98	3/8	3/8	2/4	2	1	viio/V		a	i		viio/V		vii	o			V			o	1	1	9, 6, 3		9	9	0	2	0.0	0.0	0.25	0.0
99	99	0	0	2/4	2	1	V|HC}		a	i		V		V					HC	}	M	1	1	4, 8, 5		4	4	0	5	0.0	0.0	1.0	0.0
100	100	0	0	2/4	2	1	It6(2)		a	i		It6(2)	It	vii	o	6	b32	V			It	1	1	-1, 3, 4		9	-1	0	4	0.0	0.0	1.25	0.0
100	100	1/4	1/4	2/4	2	1	It6		a	i		It6	It	vii	o	6	b3	V			It	1	1	-1, 3, 9		9	-1	0	2	0.0	0.0	0.25	0.0
101	101	0	0	2/4	2	1	V		a	i		V		V							M	1	1	4, 8, 5		4	4	0	6	0.0	0.0	1.5	0.0
102	102	0	0	2/4	2	1	It6(2)		a	i		It6(2)	It	vii	o	6	b32	V			It	1	1	-1, 3, 4		9	-1	0	4	0.0	0.0	1.25	0.0
102	102	1/4	1/4	2/4	2	1	It6		a	i		It6	It	vii	o	6	b3	V			It	1	1	-1, 3, 9		9	-1	0	2	0.0	0.0	0.25	0.0
103	103	0	0	2/4	2	1	V		a	i		V		V							M	1	1	4, 8, 5		4	4	0	6	0.0	0.0	1.5	0.0
104	104	0	0	2/4	2	1	It6(2)		a	i		It6(2)	It	vii	o	6	b32	V			It	1	1	-1, 3, 4		9	-1	0	4	0.0	0.0	1.25	0.0
104	104	1/4	1/4	2/4	2	1	It6		a	i		It6	It	vii	o	6	b3	V			It	1	1	-1, 3, 9		9	-1	0	2	0.0	0.0	0.25	0.0
105	105	0	0	2/4	2	1	V		a	i		V		V							M	1	1	4, 8, 5		4	4	1	5	0.16666666666666666	0.125	0.875	0.125
