mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	2	1	a.i[i{	a	i	i	i		i						{	m	1	1	3, 0, 4		3	3	1	30	0.03225806451612903	0.0	4.0	0.0
2	2	0	0	4/4	2	1	V43	a	i	i	V43		V		43					Mm7	1	1	5, 2, 4, 8		4	5	9	28	0.24324324324324326	1.0	4.0	0.2
3	3	0	0	4/4	2	1	i	a	i	i	i		i							m	1	1	3, 0, 4		3	3	3	31	0.08823529411764706	0.1875	3.8125	0.046875
4	4	0	0	4/4	2	1	V43	a	i	i	V43		V		43					Mm7	1	1	5, 2, 4, 8		4	5	9	28	0.24324324324324326	1.0	4.0	0.2
5	5	0	0	4/4	2	1	i]	a	i	i	i		i							m	1	1	3, 0, 4		3	3	2	17	0.10526315789473684	0.25	2.5	0.09090909090909091
6	6	0	0	4/4	2	1	iv(9#7)	a	i		iv(9#7)		iv			9#7				m	1	1	2, -1, 3	4, 7	2	2	0	2	0.0	0.0	0.5	0.0
6	6	1/4	1/4	4/4	2	1	iv65	a	i		iv65		iv		65					mm7	1	1	-1, 3, 0, 2		2	-1	0	6	0.0	0.0	1.25	0.0
6	6	1/2	1/2	4/4	2	1	VII	a	i		VII		VII							M	1	1	1, 5, 2		1	1	2	7	0.2222222222222222	0.25	0.875	0.2222222222222222
7	7	0	0	4/4	2	1	III(7#2)	a	i		III(7#2)		III			7#2				M	1	1	0, 9, 1	5	0	0	0	2	0.0	0.0	0.5	0.0
7	7	1/4	1/4	4/4	2	1	IIIM65	a	i		IIIM65		III	M	65					MM7	1	1	4, 1, 5, 0		0	4	0	6	0.0	0.0	1.25	0.0
7	7	1/2	1/2	4/4	2	1	VI	a	i		VI		VI							M	1	1	-1, 3, 0		-1	-1	3	8	0.2727272727272727	0.3125	1.0625	0.22727272727272727
8	8	1/4	1/4	4/4	2	1	iio6	a	i		iio6		ii	o	6					o	1	1	2, -1, 5		5	2	0	5	0.0	0.0	1.0	0.0
8	8	1/2	1/2	4/4	2	1	V(64)	a	i		V(64)		V			64				M	1	1	4, 3, 0		4	4	0	5	0.0	0.0	1.0	0.0
8	8	3/4	3/4	4/4	2	1	V7	a	i		V7		V		7					Mm7	1	1	4, 8, 5, 2		4	4	0	5	0.0	0.0	1.0	0.0
9	9	0	0	4/4	2	1	i[i|EC}{	a	i	i	i		i					EC	}{	m	1	1	3, 0, 4		3	3	4	31	0.11428571428571428	0.1875	3.8125	0.046875
10	10	0	0	4/4	2	1	#viio65	a	i	i	#viio65		#vii	o	65					o7	1	1	5, 2, -1, 8		8	5	9	30	0.23076923076923078	1.125	3.875	0.225
11	11	0	0	4/4	2	1	i]	a	i	i	i		i							m	1	1	3, 0, 4		3	3	4	31	0.11428571428571428	0.25	3.75	0.0625
12	12	0	0	4/4	2	1	V43/VI	a	i		V43/VI		V		43		VI			Mm7	1	1	1, -2, 0, 4		0	1	0	39	0.0	0.0	5.0	0.0
13	13	0	0	4/4	2	1	VI	a	i		VI		VI							M	1	1	-1, 3, 0		-1	-1	1	7	0.125	0.125	0.875	0.125
13	13	1/4	1/4	4/4	2	1	iv6	a	i		iv6		iv		6					m	1	1	-1, 3, 2		2	-1	0	8	0.0	0.0	1.0	0.0
13	13	1/2	1/2	4/4	2	1	V43/iv	a	i		V43/iv		V		43		iv			Mm7	1	1	4, 1, 3, 7		3	4	1	15	0.0625	0.125	1.875	0.0625
14	14	0	0	4/4	2	1	IV	a	i		IV		IV							M	1	1	2, 6, 3		2	2	1	4	0.2	0.125	0.875	0.125
14	14	1/4	1/4	4/4	2	1	V65/III	a	i		V65/III		V		65		III			Mm7	1	1	5, 2, -1, 1		1	5	0	4	0.0	0.0	0.875	0.0
14	14	1/2	1/2	4/4	2	1	III(#9)	a	i		III(#9)		III			#9				M	1	1	0, 4, 1	9	0	0	0	3	0.0	0.0	0.625	0.0
14	14	3/4	3/4	4/4	2	1	i	a	i		i		i							m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	0.625	0.0
15	15	0	0	4/4	2	1	III.ii6	a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1	2	9	0.18181818181818182	0.1875	1.3125	0.125
15	15	3/4	3/4	4/4	2	1	viio/V	a	III		viio/V		vii	o			V			o	1	0	6, 3, 0		6	6	2	4	0.3333333333333333	0.0625	0.4375	0.125
16	16	0	0	4/4	2	1	V[V|HC}{	a	III	V	V		V					HC	}{	M	1	0	1, 5, 2		1	1	0	11	0.0	0.0	1.0	0.0
16	16	1/2	1/2	4/4	2	1	i	a	III	V	i		i							m	1	0	0, -3, 1		0	0	0	5	0.0	0.0	0.5	0.0
16	16	3/4	3/4	4/4	2	1	V7	a	III	V	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1	0	5	0.0	0.0	0.5	0.0
17	17	0	0	4/4	2	1	i	a	III	V	i		i							m	1	0	0, -3, 1		0	0	2	15	0.11764705882352941	0.125	2.375	0.05
17	17	3/4	3/4	4/4	2	1	viio43/V	a	III	V	viio43/V		vii	o	43		V			o7	1	0	0, -3, 6, 3		6	0	1	4	0.2	0.0625	0.4375	0.125
18	18	0	0	4/4	2	1	V	a	III	V	V		V							M	1	0	1, 5, 2		1	1	0	12	0.0	0.0	1.25	0.0
18	18	1/2	1/2	4/4	2	1	i	a	III	V	i		i							m	1	0	0, -3, 1		0	0	0	5	0.0	0.0	0.5	0.0
18	18	3/4	3/4	4/4	2	1	V7	a	III	V	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1	0	5	0.0	0.0	0.5	0.0
19	19	0	0	4/4	2	1	i	a	III	V	i		i							m	1	0	0, -3, 1		0	0	2	15	0.11764705882352941	0.125	2.375	0.05
19	19	3/4	3/4	4/4	2	1	viio43/V	a	III	V	viio43/V		vii	o	43		V			o7	1	0	0, -3, 6, 3		6	0	1	4	0.2	0.0625	0.4375	0.125
20	20	0	0	4/4	2	1	V]	a	III	V	V		V							M	1	0	1, 5, 2		1	1	0	7	0.0	0.0	1.0	0.0
20	20	1/4	1/4	4/4	2	1	i	a	III		i		i							m	1	0	0, -3, 1		0	0	0	6	0.0	0.0	0.5	0.0
20	20	1/2	1/2	4/4	2	1	V	a	III		V		V							M	1	0	1, 5, 2		1	1	0	6	0.0	0.0	0.75	0.0
20	20	3/4	3/4	4/4	2	1	i	a	III		i		i							m	1	0	0, -3, 1		0	0	0	6	0.0	0.0	0.5	0.0
21	21	0	0	4/4	2	1	V	a	III		V		V							M	1	0	1, 5, 2		1	1	0	6	0.0	0.0	0.75	0.0
21	21	1/4	1/4	4/4	2	1	i	a	III		i		i							m	1	0	0, -3, 1		0	0	0	6	0.0	0.0	0.5	0.0
21	21	1/2	1/2	4/4	2	1	V	a	III		V		V							M	1	0	1, 5, 2		1	1	0	5	0.0	0.0	0.5	0.0
21	21	5/8	5/8	4/4	2	1	i	a	III		i		i							m	1	0	0, -3, 1		0	0	0	5	0.0	0.0	0.5	0.0
21	21	3/4	3/4	4/4	2	1	V	a	III		V		V							M	1	0	1, 5, 2		1	1	0	5	0.0	0.0	0.5	0.0
21	21	7/8	7/8	4/4	2	1	i	a	III		i		i							m	1	0	0, -3, 1		0	0	0	5	0.0	0.0	0.5	0.0
22	22	0	0	4/4	2	1	V}	a	III		V		V						}	M	1	0	1, 5, 2		1	1	1	14	0.06666666666666667	0.125	3.25	0.037037037037037035
23	23	0	0	4/4	2	1	I6	a	III		I6		I		6					M	1	0	4, 1, 0		0	4	11	15	0.4230769230769231	0.6875	1.8125	0.275
24	24	0	0	4/4	2	1	ii	a	III		ii		ii							m	1	0	2, -1, 3		2	2	10	16	0.38461538461538464	0.625	1.875	0.25
25	25	0	0	4/4	2	1	V7	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1	8	23	0.25806451612903225	0.5	2.75	0.15384615384615385
26	26	0	0	4/4	2	1	I	a	III		I		I							M	1	0	0, 4, 1		0	0	8	9	0.47058823529411764	0.5	0.75	0.4
27	27	0	0	4/4	2	1	I6	a	III		I6		I		6					M	1	0	4, 1, 0		0	4	9	17	0.34615384615384615	0.5625	1.9375	0.225
28	28	0	0	4/4	2	1	ii6	a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1	8	12	0.4	0.5	2.25	0.18181818181818182
29	29	0	0	4/4	2	1	I6(2)	a	III		I6(2)		I		6	2				M	1	0	4, 1, 2		0	4	3	8	0.2727272727272727	0.1875	1.5625	0.10714285714285714
29	29	1/2	1/2	4/4	2	1	I6	a	III		I6		I		6					M	1	0	4, 1, 0		0	4	4	6	0.4	0.25	1.0	0.2
30	30	0	0	4/4	2	1	ii7	a	III		ii7		ii		7					mm7	1	0	2, -1, 3, 0		2	2	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
30	30	1/4	1/4	4/4	2	1	ii6	a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
30	30	1/2	1/2	4/4	2	1	V	a	III		V		V							M	1	0	1, 5, 2		1	1	2	4	0.3333333333333333	0.125	0.875	0.125
30	30	3/4	3/4	4/4	2	1	V65	a	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5	1	4	0.2	0.0625	0.4375	0.125
31	31	0	0	4/4	2	1	I	a	III		I		I							M	1	0	0, 4, 1		0	0	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
31	31	1/4	1/4	4/4	2	1	V43	a	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2	1	5	0.16666666666666666	0.0625	0.9375	0.0625
31	31	1/2	1/2	4/4	2	1	I6	a	III		I6		I		6					M	1	0	4, 1, 0		0	4	2	3	0.4	0.125	0.625	0.16666666666666666
31	31	3/4	3/4	4/4	2	1	V65/IV	a	III		V65/IV		V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4	2	3	0.4	0.125	0.375	0.25
32	32	0	0	4/4	2	1	IV	a	III		IV		IV							M	1	0	-1, 3, 0		-1	-1	3	5	0.375	0.1875	0.6875	0.21428571428571427
32	32	3/8	3/8	4/4	2	1	ii6	a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1	16	26	0.38095238095238093	1.0	1.625	0.38095238095238093
34	34	0	0	4/4	2	1	V(64)	a	III		V(64)		V			64				M	1	0	1, 0, 4		1	1	3	13	0.1875	0.1875	0.8125	0.1875
34	34	1/2	1/2	4/4	2	1	V7	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1	0	9	0.0	0.0	1.0	0.0
35	35	0	0	4/4	2	1	I|EC}{	a	III		I		I					EC	}{	M	1	0	0, 4, 1		0	0	9	6	0.6	0.5	0.6875	0.42105263157894735
35	35	3/4	3/4	4/4	2	1	V7	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1	1	5	0.16666666666666666	0.0625	0.4375	0.125
36	36	0	0	4/4	2	1	I	a	III		I		I							M	1	0	0, 4, 1		0	0	8	5	0.6153846153846154	0.5	0.5	0.5
36	36	3/4	3/4	4/4	2	1	V7	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1	1	5	0.16666666666666666	0.0625	0.4375	0.125
37	37	0	0	4/4	2	1	I	a	III		I		I							M	1	0	0, 4, 1		0	0	4	5	0.4444444444444444	0.25	0.5	0.3333333333333333
37	37	1/2	1/2	4/4	2	1	I6	a	III		I6		I		6					M	1	0	4, 1, 0		0	4	5	6	0.45454545454545453	0.3125	1.1875	0.20833333333333334
38	38	0	0	4/4	2	1	ii6	a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1	4	5	0.4444444444444444	0.25	1.25	0.16666666666666666
38	38	1/2	1/2	4/4	2	1	V2	a	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1	3	8	0.2727272727272727	0.1875	1.8125	0.09375
39	39	0	0	4/4	2	1	I6	a	III		I6		I		6					M	1	0	4, 1, 0		0	4	1	6	0.14285714285714285	0.0625	0.9375	0.0625
39	39	1/4	1/4	4/4	2	1	IV	a	III		IV		IV							M	1	0	-1, 3, 0		-1	-1	2	4	0.3333333333333333	0.0625	0.9375	0.0625
39	39	1/2	1/2	4/4	2	1	V(64)	a	III		V(64)		V			64				M	1	0	1, 0, 4		1	1	0	2	0.0	0.0	0.5	0.0
39	39	3/4	3/4	4/4	2	1	V	a	III		V		V							M	1	0	1, 5, 2		1	1	0	3	0.0	0.0	0.75	0.0
40	40	0	0	4/4	2	1	I|EC}{	a	III		I		I					EC	}{	M	1	0	0, 4, 1		0	0	2	2	0.5	0.125	0.3125	0.2857142857142857
40	40	1/4	1/4	4/4	2	1	V	a	III		V		V							M	1	0	1, 5, 2		1	1	7	5	0.5833333333333334	0.4375	0.4375	0.5
40	40	7/8	7/8	4/4	2	1	V2	a	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1	0	3	0.0	0.0	0.25	0.0
41	41	0	0	4/4	2	1	I6	a	III		I6		I		6					M	1	0	4, 1, 0		0	4	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
41	41	1/4	1/4	4/4	2	1	V	a	III		V		V							M	1	0	1, 5, 2		1	1	7	5	0.5833333333333334	0.4375	0.4375	0.5
41	41	7/8	7/8	4/4	2	1	V2	a	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1	0	3	0.0	0.0	0.25	0.0
42	42	0	0	4/4	2	1	I6	a	III		I6		I		6					M	1	0	4, 1, 0		0	4	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
42	42	1/4	1/4	4/4	2	1	I	a	III		I		I							M	1	0	0, 4, 1		0	0	3	4	0.42857142857142855	0.15625	0.34375	0.3125
42	42	1/2	1/2	4/4	2	1	vi	a	III		vi		vi							m	1	0	3, 0, 4		3	3	2	3	0.4	0.125	0.625	0.16666666666666666
42	42	3/4	3/4	4/4	2	1	I6	a	III		I6		I		6					M	1	0	4, 1, 0		0	4	3	4	0.42857142857142855	0.15625	0.34375	0.3125
43	43	0	0	4/4	2	1	ii7	a	III		ii7		ii		7					mm7	1	0	2, -1, 3, 0		2	2	1	5	0.16666666666666666	0.0625	1.1875	0.05
43	43	1/4	1/4	4/4	2	1	viio	a	III		viio		vii	o						o	1	0	5, 2, -1		5	5	3	3	0.5	0.1875	0.3125	0.375
43	43	1/2	1/2	4/4	2	1	V7	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1	1	4	0.2	0.0625	0.4375	0.125
43	43	3/4	3/4	4/4	2	1	V43	a	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2	2	6	0.25	0.09375	0.65625	0.125
44	44	0	0	4/4	2	1	I6	a	III		I6		I		6					M	1	0	4, 1, 0		0	4	1	5	0.16666666666666666	0.0625	0.375	0.14285714285714285
44	44	1/4	1/4	4/4	2	1	ii6	a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1	2	4	0.3333333333333333	0.0625	0.4375	0.125
44	44	1/2	1/2	4/4	2	1	V(64)	a	III		V(64)		V			64				M	1	0	1, 0, 4		1	1	1	5	0.16666666666666666	0.0625	0.375	0.14285714285714285
44	44	3/4	3/4	4/4	2	1	V7	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1	1	5	0.16666666666666666	0.0625	0.375	0.14285714285714285
45	45	0	0	4/4	2	1	I|PAC}{	a	III		I		I					PAC	}{	M	1	0	0, 4, 1		0	0	5	8	0.38461538461538464	0.3125	0.9375	0.25
45	45	1/2	1/2	4/4	2	1	vi	a	III		vi		vi							m	1	0	3, 0, 4		3	3	4	10	0.2857142857142857	0.25	1.25	0.16666666666666666
46	46	0	0	4/4	2	1	ii65	a	III		ii65		ii		65					mm7	1	0	-1, 3, 0, 2		2	-1	3	11	0.21428571428571427	0.1875	1.3125	0.125
46	46	1/2	1/2	4/4	2	1	V	a	III		V		V							M	1	0	1, 5, 2		1	1	4	10	0.2857142857142857	0.25	1.25	0.16666666666666666
47	47	0	0	4/4	2	1	I|IAC	a	III		I		I					IAC		M	1	0	0, 4, 1		0	0	5	11	0.3125	0.3125	1.4375	0.17857142857142858
47	47	1/2	1/2	4/4	2	1	vi	a	III		vi		vi							m	1	0	3, 0, 4		3	3	4	13	0.23529411764705882	0.25	1.75	0.125
48	48	0	0	4/4	2	1	ii65	a	III		ii65		ii		65					mm7	1	0	-1, 3, 0, 2		2	-1	3	14	0.17647058823529413	0.1875	1.8125	0.09375
48	48	1/2	1/2	4/4	2	1	V	a	III		V		V							M	1	0	1, 5, 2		1	1	4	13	0.23529411764705882	0.25	1.75	0.125
49	49	0	0	4/4	2	1	I|PAC}	a	III		I		I					PAC	}	M	1	0	0, 4, 1		0	0	0	14	0.0	0.0	3.5	0.0
50	50	0	0	4/4	2	1	I[I{	a	III	I	I		I						{	M	1	0	0, 4, 1		0	0	1	30	0.03225806451612903	0.0	4.0	0.0
51	51	0	0	4/4	2	1	V43	a	III	I	V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2	9	28	0.24324324324324326	1.0	4.0	0.2
52	52	0	0	4/4	2	1	I]	a	III	I	I		I							M	1	0	0, 4, 1		0	0	3	31	0.08823529411764706	0.1875	3.8125	0.046875
