mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	2/2	2	1	Bb.V65/ii{		Bb	I		V65/ii		V		65		ii		{	Mm7	0	0	5, 2, -1, 1		1	5	0	4	0.0	0.0	1.0	0.0
2	1	0	0	2/2	2	1	ii		Bb	I		ii		ii							m	0	0	0, -3, 1		0	0	2	4	0.3333333333333333	0.125	1.375	0.08333333333333333
2	1	1/2	1/2	2/2	2	1	V65		Bb	I		V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	4	0.0	0.0	1.0	0.0
3	2	0	0	2/2	2	1	I		Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	2	5	0.2857142857142857	0.125	1.625	0.07142857142857142
3	2	3/4	3/4	2/2	2	1	I6		Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	0	3	0.0	0.0	0.75	0.0
4	3	0	0	2/2	2	1	IV		Bb	I		IV		IV							M	0	0	-3, 1, -2		-3	-3	1	3	0.25	0.125	0.875	0.125
4	3	1/4	1/4	2/2	2	1	I6		Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	1	2	0.3333333333333333	0.125	0.375	0.25
4	3	1/2	1/2	2/2	2	1	viio6		Bb	I		viio6		vii	o	6					o	0	0	0, -3, 3		3	0	1	3	0.25	0.125	0.625	0.16666666666666666
4	3	3/4	3/4	2/2	2	1	I		Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	1	3	0.25	0.125	0.625	0.16666666666666666
5	4	0	0	2/2	2	1	V(64)}		Bb	I		V(64)		V			64			}	M	0	0	-1, -2, 2		-1	-1	0	3	0.0	0.0	1.0	0.0
5	4	1/4	1/4	2/2	2	1	V|HC		Bb	I		V		V					HC		M	0	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.5	0.0
5	4	1/2	1/2	2/2	2	1	V65/ii{		Bb	I		V65/ii		V		65		ii		{	Mm7	0	0	5, 2, -1, 1		1	5	1	5	0.16666666666666666	0.125	0.875	0.125
6	5	0	0	2/2	2	1	ii		Bb	I		ii		ii							m	0	0	0, -3, 1		0	0	1	3	0.25	0.0	0.75	0.0
6	5	1/4	1/4	2/2	2	1	ii6		Bb	I		ii6		ii		6					m	0	0	-3, 1, 0		0	-3	2	4	0.3333333333333333	0.25	0.75	0.25
6	5	3/4	3/4	2/2	2	1	V65		Bb	I		V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	4	0.0	0.0	0.75	0.0
7	6	0	0	2/2	2	1	I		Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	1	3	0.25	0.0	0.75	0.0
7	6	1/4	1/4	2/2	2	1	I6		Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	1	9	0.1	0.125	1.625	0.07142857142857142
8	7	0	0	2/2	2	1	IV		Bb	I		IV		IV							M	0	0	-3, 1, -2		-3	-3	0	4	0.0	0.0	0.75	0.0
8	7	1/4	1/4	2/2	2	1	ii43		Bb	I		ii43		ii		43					mm7	0	0	1, -2, 0, -3		0	1	0	4	0.0	0.0	1.0	0.0
8	7	1/2	1/2	2/2	2	1	V(4)		Bb	I		V(4)		V			4				M	0	0	-1, -2, 0		-1	-1	1	4	0.2	0.0	0.75	0.0
8	7	3/4	3/4	2/2	2	1	V		Bb	I		V		V							M	0	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.5	0.0
9	8	0	0	2/2	2	1	I|PAC}		Bb	I		I		I					PAC	}	M	0	0	-2, 2, -1		-2	-2	0	6	0.0	0.0	1.1666666666666667	0.0
9	8	1/2	1/2	2/2	2	1	ii		Bb	I		ii		ii							m	0	0	0, -3, 1		0	0	0	3	0.0	0.0	0.4166666666666667	0.0
9	8	3/4	3/4	2/2	2	1	viio		Bb	I		viio		vii	o						o	0	0	3, 0, -3		3	3	0	3	0.0	0.0	0.4166666666666667	0.0
10	9	0	0	2/2	2	1	I		Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.4166666666666667	0.0
10	9	1/4	1/4	2/2	2	1	I6		Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	0	3	0.0	0.0	0.4166666666666667	0.0
10	9	1/2	1/2	2/2	2	1	ii6		Bb	I		ii6		ii		6					m	0	0	-3, 1, 0		0	-3	0	3	0.0	0.0	0.4166666666666667	0.0
10	9	3/4	3/4	2/2	2	1	viio/V		Bb	I		viio/V		vii	o			V			o	0	0	4, 1, -2		4	4	0	3	0.0	0.0	0.4166666666666667	0.0
11	10	0	0	2/2	2	1	V|HC}		Bb	I		V		V					HC	}	M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.4166666666666667	0.0
11	10	1/4	1/4	2/2	2	1	I{		Bb	I		I		I						{	M	0	0	-2, 2, -1		-2	-2	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
11	10	1/2	1/2	2/2	2	1	ii		Bb	I		ii		ii							m	0	0	0, -3, 1		0	0	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
11	10	3/4	3/4	2/2	2	1	viio		Bb	I		viio		vii	o						o	0	0	3, 0, -3		3	3	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
12	11	0	0	2/2	2	1	I		Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
12	11	1/4	1/4	2/2	2	1	IV		Bb	I		IV		IV							M	0	0	-3, 1, -2		-3	-3	1	3	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
12	11	1/2	1/2	2/2	2	1	V		Bb	I		V		V							M	0	0	-1, 3, 0		-1	-1	1	3	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
12	11	3/4	3/4	2/2	2	1	V7		Bb	I		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	1	3	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
13	12	0	0	2/2	2	1	I|PAC}		Bb	I		I		I					PAC	}	M	0	0	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.5	0.0
