mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/4	2/4	2	1	C.I6{	C	I		I6		I		6				{	M	0	0	4, 1, 0		0	4	0	4	0.0	0.0	0.5	0.0
2	1	0	0	2/4	2	1	vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3	0	6	0.0	0.0	0.75	0.0
2	1	1/4	1/4	2/4	2	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	0	6	0.0	0.0	0.75	0.0
3	2	0	0	2/4	2	1	V	C	I		V		V							M	0	0	1, 5, 2		1	1	0	6	0.0	0.0	0.75	0.0
3	2	1/4	1/4	2/4	2	1	I6	C	I		I6		I		6					M	0	0	4, 1, 0		0	4	1	5	0.16666666666666666	0.0625	0.4375	0.125
4	3	0	0	2/4	2	1	IV	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1	2	3	0.4	0.125	0.5	0.2
4	3	1/4	1/4	2/4	2	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	1	1	0.5	0.0625	0.0625	0.5
4	3	3/8	3/8	2/4	2	1	ii	C	I		ii		ii							m	0	0	2, -1, 3		2	2	0	3	0.0	0.0	0.25	0.0
5	4	0	0	2/4	2	1	V|HC}	C	I		V		V					HC	}	M	0	0	1, 5, 2		1	1	2	3	0.4	0.125	0.375	0.25
5	4	1/4	1/4	2/4	2	1	I6{	C	I		I6		I		6				{	M	0	0	4, 1, 0		0	4	0	4	0.0	0.0	0.5	0.0
6	5	0	0	2/4	2	1	vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3	0	6	0.0	0.0	0.75	0.0
6	5	1/4	1/4	2/4	2	1	ii	C	I		ii		ii							m	0	0	2, -1, 3		2	2	0	6	0.0	0.0	0.75	0.0
7	6	0	0	2/4	2	1	V	C	I		V		V							M	0	0	1, 5, 2		1	1	0	6	0.0	0.0	0.75	0.0
7	6	1/4	1/4	2/4	2	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0	2	4	0.3333333333333333	0.125	0.375	0.25
8	7	0	0	2/4	2	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	2	4	0.3333333333333333	0.125	0.875	0.125
8	7	1/4	1/4	2/4	2	1	IV	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.125	0.0
8	7	3/8	3/8	2/4	2	1	V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	4	0.0	0.0	0.375	0.0
9	8	0	0	2/4	2	1	I|PAC}	C	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.625	0.0
9	8	1/4	1/4	2/4	2	1	V.IV{	C	V		IV		IV						{	M	0	0	0, 4, 1		0	0	1	7	0.125	0.0625	0.4375	0.125
10	9	0	0	2/4	2	1	I6	C	V		I6		I		6					M	0	0	5, 2, 1		1	5	3	5	0.375	0.1875	0.3125	0.375
10	9	1/4	1/4	2/4	2	1	V6	C	V		V6		V		6					M	0	0	6, 3, 2		2	6	0	8	0.0	0.0	0.5	0.0
11	10	0	0	2/4	2	1	I	C	V		I		I							M	0	0	1, 5, 2		1	1	2	6	0.25	0.125	0.375	0.25
11	10	1/4	1/4	2/4	2	1	I6	C	V		I6		I		6					M	0	0	5, 2, 1		1	5	2	6	0.25	0.125	0.375	0.25
12	11	0	0	2/4	2	1	ii6	C	V		ii6		ii		6					m	0	0	0, 4, 3		3	0	2	6	0.25	0.125	0.375	0.25
12	11	1/4	1/4	2/4	2	1	V65/V	C	V		V65/V		V		65		V			Mm7	0	0	7, 4, 1, 3		3	7	1	7	0.125	0.0625	0.4375	0.125
13	12	0	0	2/4	2	1	V|HC}	C	V		V		V					HC	}	M	0	0	2, 6, 3		2	2	2	3	0.4	0.125	0.25	0.3333333333333333
13	12	1/4	1/4	2/4	2	1	I6{	C	V		I6		I		6				{	M	0	0	5, 2, 1		1	5	0	4	0.0	0.0	0.5	0.0
14	13	0	0	2/4	2	1	vi	C	V		vi		vi							m	0	0	4, 1, 5		4	4	0	6	0.0	0.0	0.75	0.0
14	13	1/4	1/4	2/4	2	1	ii6	C	V		ii6		ii		6					m	0	0	0, 4, 3		3	0	0	6	0.0	0.0	0.75	0.0
15	14	0	0	2/4	2	1	V	C	V		V		V							M	0	0	2, 6, 3		2	2	0	6	0.0	0.0	0.75	0.0
15	14	1/4	1/4	2/4	2	1	I6	C	V		I6		I		6					M	0	0	5, 2, 1		1	5	1	5	0.16666666666666666	0.0625	0.4375	0.125
16	15	0	0	2/4	2	1	IV	C	V		IV		IV							M	0	0	0, 4, 1		0	0	1	5	0.16666666666666666	0.0625	0.8125	0.07142857142857142
16	15	1/4	1/4	2/4	2	1	V(64)	C	V		V(64)		V			64				M	0	0	2, 1, 5		2	2	0	3	0.0	0.0	0.375	0.0
16	15	3/8	3/8	2/4	2	1	V7	C	V		V7		V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	3	0.0	0.0	0.25	0.0
17	16	0	0	2/4	2	1	I|PAC}	C	V		I		I					PAC	}	M	0	0	1, 5, 2		1	1	4	11	0.26666666666666666	0.25	1.125	0.18181818181818182
19	18	0	0	2/4	2	1	I.V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	4	9	0.3076923076923077	0.4375	0.9375	0.3181818181818182
21	20	1/4	1/4	2/4	2	1	I6{	C	I		I6		I		6				{	M	0	0	4, 1, 0		0	4	0	4	0.0	0.0	0.5	0.0
22	21	0	0	2/4	2	1	vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3	0	6	0.0	0.0	0.75	0.0
22	21	1/4	1/4	2/4	2	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	0	6	0.0	0.0	0.75	0.0
23	22	0	0	2/4	2	1	V	C	I		V		V							M	0	0	1, 5, 2		1	1	0	6	0.0	0.0	0.75	0.0
23	22	1/4	1/4	2/4	2	1	I6	C	I		I6		I		6					M	0	0	4, 1, 0		0	4	1	5	0.16666666666666666	0.0625	0.4375	0.125
24	23	0	0	2/4	2	1	IV	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1	2	3	0.4	0.125	0.5	0.2
24	23	1/4	1/4	2/4	2	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	1	1	0.5	0.0625	0.0625	0.5
24	23	3/8	3/8	2/4	2	1	ii	C	I		ii		ii							m	0	0	2, -1, 3		2	2	0	3	0.0	0.0	0.25	0.0
25	24	0	0	2/4	2	1	V|HC}	C	I		V		V					HC	}	M	0	0	1, 5, 2		1	1	2	3	0.4	0.125	0.25	0.3333333333333333
25	24	1/4	1/4	2/4	2	1	I6{	C	I		I6		I		6				{	M	0	0	4, 1, 0		0	4	0	4	0.0	0.0	0.5	0.0
26	25	0	0	2/4	2	1	vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3	0	6	0.0	0.0	0.75	0.0
26	25	1/4	1/4	2/4	2	1	ii	C	I		ii		ii							m	0	0	2, -1, 3		2	2	0	6	0.0	0.0	0.75	0.0
27	26	0	0	2/4	2	1	V	C	I		V		V							M	0	0	1, 5, 2		1	1	0	6	0.0	0.0	0.75	0.0
27	26	1/4	1/4	2/4	2	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0	2	4	0.3333333333333333	0.125	0.375	0.25
28	27	0	0	2/4	2	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	2	4	0.3333333333333333	0.125	0.875	0.125
28	27	1/4	1/4	2/4	2	1	IV	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.125	0.0
28	27	3/8	3/8	2/4	2	1	V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	4	0.0	0.0	0.375	0.0
29	28	0	0	2/4	2	1	I|PAC}	C	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.5	0.0
29	28	1/4	1/4	2/4	2	1	vi.i6{	C	vi		i6		i		6				{	m	0	1	0, 4, 3		3	0	0	4	0.0	0.0	0.5	0.0
30	29	0	0	2/4	2	1	i	C	vi		i		i							m	0	1	3, 0, 4		3	3	2	4	0.3333333333333333	0.125	0.375	0.25
30	29	1/4	1/4	2/4	2	1	iio	C	vi		iio		ii	o						o	0	1	5, 2, -1		5	5	0	4	0.0	0.0	0.5	0.0
31	30	0	0	2/4	2	1	V6	C	vi		V6		V		6					M	0	1	8, 5, 4		4	8	2	4	0.3333333333333333	0.125	0.375	0.25
31	30	1/4	1/4	2/4	2	1	V(64)	C	vi		V(64)		V			64				M	0	1	4, 3, 0		4	4	2	8	0.2	0.125	0.875	0.125
32	31	1/4	1/4	2/4	2	1	V7	C	vi		V7		V		7					Mm7	0	1	4, 8, 5, 2		4	4	0	4	0.0	0.0	0.5	0.0
33	32	0	0	2/4	2	1	V	C	vi		V		V							M	0	1	4, 8, 5		4	4	2	4	0.3333333333333333	0.125	0.375	0.25
33	32	1/4	1/4	2/4	2	1	i6	C	vi		i6		i		6					m	0	1	0, 4, 3		3	0	0	6	0.0	0.0	0.75	0.0
34	33	0	0	2/4	2	1	bII6	C	vi		bII6		bII		6					M	0	1	2, -1, -2		-2	2	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
34	33	1/4	1/4	2/4	2	1	#viio6/iv	C	vi		#viio6/iv		#vii	o	6		iv			o	0	1	4, 1, 7		7	4	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
35	34	0	0	2/4	2	1	iv6	C	vi		iv6		iv		6					m	0	1	-1, 3, 2		2	-1	1	3	0.25	0.0625	0.6875	0.08333333333333333
35	34	1/8	1/8	2/4	2	1	V6/iv	C	vi		V6/iv		V		6		iv			M	0	1	7, 4, 3		3	7	1	2	0.3333333333333333	0.0625	0.1875	0.25
35	34	1/4	1/4	2/4	2	1	iv	C	vi		iv		iv							m	0	1	2, -1, 3		2	2	1	2	0.3333333333333333	0.0625	0.1875	0.25
35	34	3/8	3/8	2/4	2	1	i64	C	vi		i64		i		64					m	0	1	4, 3, 0		3	4	1	2	0.3333333333333333	0.0625	0.1875	0.25
36	35	0	0	2/4	2	1	Ger6	C	vi		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-1, 3, 0, 9		9	-1	1	7	0.125	0.0625	0.9375	0.0625
37	36	0	0	2/4	2	1	V|HC}	C	vi		V		V					HC	}	M	0	1	4, 8, 5		4	4	1	12	0.07692307692307693	0.0625	0.8125	0.07142857142857142
38	37	0	0	2/4	2	1	V(64)	C	vi		V(64)		V			64				M	0	1	4, 3, 0		4	4	1	15	0.0625	0.0625	0.9375	0.0625
39	38	0	0	2/4	2	1	V	C	vi		V		V							M	0	1	4, 8, 5		4	4	1	15	0.0625	0.0625	0.9375	0.0625
40	39	0	0	2/4	2	1	V(64)	C	vi		V(64)		V			64				M	0	1	4, 3, 0		4	4	1	15	0.0625	0.0625	0.9375	0.0625
41	40	0	0	2/4	2	1	V	C	vi		V		V							M	0	1	4, 8, 5		4	4	0	2	0.0	0.0	0.25	0.0
41	40	1/4	1/4	2/4	2	1	i6{	C	vi		i6		i		6				{	m	0	1	0, 4, 3		3	0	0	4	0.0	0.0	0.5	0.0
42	41	0	0	2/4	2	1	V(64)	C	vi		V(64)		V			64				M	0	1	4, 3, 0		4	4	2	4	0.3333333333333333	0.125	0.375	0.25
42	41	1/4	1/4	2/4	2	1	V7	C	vi		V7		V		7					Mm7	0	1	4, 8, 5, 2		4	4	0	4	0.0	0.0	0.5	0.0
43	42	0	0	2/4	2	1	V	C	vi		V		V							M	0	1	4, 8, 5		4	4	2	4	0.3333333333333333	0.125	0.375	0.25
43	42	1/4	1/4	2/4	2	1	i64	C	vi		i64		i		64					m	0	1	4, 3, 0		3	4	0	4	0.0	0.0	0.5	0.0
44	43	0	0	2/4	2	1	i6	C	vi		i6		i		6					m	0	1	0, 4, 3		3	0	2	4	0.3333333333333333	0.125	0.375	0.25
44	43	1/4	1/4	2/4	2	1	iio6	C	vi		iio6		ii	o	6					o	0	1	2, -1, 5		5	2	0	4	0.0	0.0	0.5	0.0
45	44	0	0	2/4	2	1	V64	C	vi		V64		V		64					M	0	1	5, 4, 8		4	5	2	4	0.3333333333333333	0.125	0.375	0.25
45	44	1/4	1/4	2/4	2	1	#viio	C	vi		#viio		#vii	o						o	0	1	8, 5, 2		8	8	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
46	45	0	0	2/4	2	1	i	C	vi		i		i							m	0	1	3, 0, 4		3	3	1	3	0.25	0.0625	0.3125	0.16666666666666666
46	45	1/8	1/8	2/4	2	1	iio	C	vi		iio		ii	o						o	0	1	5, 2, -1		5	5	1	3	0.25	0.0625	0.3125	0.16666666666666666
46	45	1/4	1/4	2/4	2	1	i6	C	vi		i6		i		6					m	0	1	0, 4, 3		3	0	1	3	0.25	0.0625	0.4375	0.125
46	45	3/8	3/8	2/4	2	1	V65/iv	C	vi		V65/iv		V		65		iv			Mm7	0	1	7, 4, 1, 3		3	7	0	3	0.0	0.0	0.25	0.0
47	46	0	0	2/4	2	1	iv	C	vi		iv		iv							m	0	1	2, -1, 3		2	2	1	3	0.25	0.0625	0.6875	0.08333333333333333
47	46	1/8	1/8	2/4	2	1	i64	C	vi		i64		i		64					m	0	1	4, 3, 0		3	4	1	2	0.3333333333333333	0.0625	0.1875	0.25
47	46	1/4	1/4	2/4	2	1	iv6	C	vi		iv6		iv		6					m	0	1	-1, 3, 2		2	-1	1	2	0.3333333333333333	0.0625	0.1875	0.25
47	46	3/8	3/8	2/4	2	1	i64	C	vi		i64		i		64					m	0	1	4, 3, 0		3	4	1	2	0.3333333333333333	0.0625	0.1875	0.25
48	47	0	0	2/4	2	1	bII6	C	vi		bII6		bII		6					M	0	1	2, -1, -2		-2	2	0	6	0.0	0.0	0.75	0.0
48	47	1/4	1/4	2/4	2	1	V(64)	C	vi		V(64)		V			64				M	0	1	4, 3, 0		4	4	0	3	0.0	0.0	0.5	0.0
48	47	3/8	3/8	2/4	2	1	V	C	vi		V		V							M	0	1	4, 8, 5		4	4	0	2	0.0	0.0	0.25	0.0
49	48	0	0	2/4	2	1	i|PAC}	C	vi		i		i					PAC	}	m	0	1	3, 0, 4		3	3	0	5	0.0	0.0	0.375	0.0
49	48	1/4	1/4	2/4	2	1	V7	C	vi		V7		V		7					Mm7	0	1	4, 8, 5, 2		4	4	0	8	0.0	0.0	0.5	0.0
50	49	0	0	2/4	2	1	i	C	vi		i		i							m	0	1	3, 0, 4		3	3	0	5	0.0	0.0	0.375	0.0
50	49	1/4	1/4	2/4	2	1	V7	C	vi		V7		V		7					Mm7	0	1	4, 8, 5, 2		4	4	0	8	0.0	0.0	0.5	0.0
51	50	0	0	2/4	2	1	i	C	vi		i		i							m	0	1	3, 0, 4		3	3	0	5	0.0	0.0	0.375	0.0
51	50	1/4	1/4	2/4	2	1	V7	C	vi		V7		V		7					Mm7	0	1	4, 8, 5, 2		4	4	0	8	0.0	0.0	0.5	0.0
52	51	0	0	2/4	2	1	i	C	vi		i		i							m	0	1	3, 0, 4		3	3	0	8	0.0	0.0	0.5	0.0
52	51	1/4	1/4	2/4	2	1	I.V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	8	0.0	0.0	0.5	0.0
53	52	1/4	1/4	2/4	2	1	I6{	C	I		I6		I		6				{	M	0	0	4, 1, 0		0	4	0	4	0.0	0.0	0.5	0.0
54	53	0	0	2/4	2	1	vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3	0	6	0.0	0.0	0.75	0.0
54	53	1/4	1/4	2/4	2	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	0	6	0.0	0.0	0.75	0.0
55	54	0	0	2/4	2	1	V	C	I		V		V							M	0	0	1, 5, 2		1	1	0	6	0.0	0.0	0.75	0.0
55	54	1/4	1/4	2/4	2	1	I6	C	I		I6		I		6					M	0	0	4, 1, 0		0	4	1	5	0.16666666666666666	0.0625	0.4375	0.125
56	55	0	0	2/4	2	1	IV	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1	2	3	0.4	0.125	0.5	0.2
56	55	1/4	1/4	2/4	2	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	1	1	0.5	0.0625	0.0625	0.5
56	55	3/8	3/8	2/4	2	1	ii	C	I		ii		ii							m	0	0	2, -1, 3		2	2	0	3	0.0	0.0	0.25	0.0
57	56	0	0	2/4	2	1	V|HC}	C	I		V		V					HC	}	M	0	0	1, 5, 2		1	1	2	3	0.4	0.125	0.375	0.25
57	56	1/4	1/4	2/4	2	1	I6{	C	I		I6		I		6				{	M	0	0	4, 1, 0		0	4	0	4	0.0	0.0	0.5	0.0
58	57	0	0	2/4	2	1	vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3	0	6	0.0	0.0	0.75	0.0
58	57	1/4	1/4	2/4	2	1	ii	C	I		ii		ii							m	0	0	2, -1, 3		2	2	0	6	0.0	0.0	0.75	0.0
