mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	2	1	D.I{	D	I		I		I						{	M	0	0	2, 6, 3		2	2	2	10	0.16666666666666666	0.0625	2.1875	0.027777777777777776
1	1	3/4	3/4	4/4	2	1	viio6	D	I		viio6		vii	o	6					o	0	0	4, 1, 7		7	4	2	4	0.3333333333333333	0.0625	0.6875	0.08333333333333333
2	2	0	0	4/4	2	1	I6	D	I		I6		I		6					M	0	0	6, 3, 2		2	6	2	8	0.2	0.25	1.5	0.14285714285714285
3	3	1/4	1/4	4/4	2	1	I	D	I		I		I							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.5	0.0
3	3	1/2	1/2	4/4	2	1	ii7	D	I		ii7		ii		7					mm7	0	0	4, 1, 5, 2		4	4	2	4	0.3333333333333333	0.0625	0.4375	0.125
3	3	3/4	3/4	4/4	2	1	V7	D	I		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	4	0.0	0.0	0.5	0.0
4	4	0	0	4/4	2	1	I|IAC}{	D	I		I		I					IAC	}{	M	0	0	2, 6, 3		2	2	3	7	0.3	0.0625	1.4375	0.041666666666666664
4	4	3/4	3/4	4/4	2	1	viio6	D	I		viio6		vii	o	6					o	0	0	4, 1, 7		7	4	2	4	0.3333333333333333	0.0625	0.6875	0.08333333333333333
5	5	0	0	4/4	2	1	I6	D	I		I6		I		6					M	0	0	6, 3, 2		2	6	2	11	0.15384615384615385	0.25	2.0	0.1111111111111111
6	6	1/2	1/2	4/4	2	1	ii7	D	I		ii7		ii		7					mm7	0	0	4, 1, 5, 2		4	4	2	4	0.3333333333333333	0.0625	0.4375	0.125
6	6	3/4	3/4	4/4	2	1	V7	D	I		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	1	5	0.16666666666666666	0.0625	0.4375	0.125
7	7	0	0	4/4	2	1	I|PAC}{	D	I		I		I					PAC	}{	M	0	0	2, 6, 3		2	2	1	12	0.07692307692307693	0.0625	1.6875	0.03571428571428571
8	8	0	0	4/4	2	1	V43	D	I		V43		V		43					Mm7	0	0	4, 1, 3, 7		3	4	4	11	0.26666666666666666	0.25	1.125	0.18181818181818182
9	9	0	0	4/4	2	1	V7	D	I		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	9	0.0	0.0	1.375	0.0
9	9	3/4	3/4	4/4	2	1	V2	D	I		V2		V		2					Mm7	0	0	1, 3, 7, 4		3	1	1	3	0.25	0.0625	0.3125	0.16666666666666666
10	10	0	0	4/4	2	1	I6	D	I		I6		I		6					M	0	0	6, 3, 2		2	6	4	11	0.26666666666666666	0.25	1.125	0.18181818181818182
11	11	0	0	4/4	2	1	I	D	I		I		I							M	0	0	2, 6, 3		2	2	5	6	0.45454545454545453	0.3125	0.5625	0.35714285714285715
11	11	5/8	5/8	4/4	2	1	I6	D	I		I6		I		6					M	0	0	6, 3, 2		2	6	3	9	0.25	0.1875	0.9375	0.16666666666666666
12	12	0	0	4/4	2	1	ii6	D	I		ii6		ii		6					m	0	0	1, 5, 4		4	1	7	13	0.35	0.4375	1.4375	0.23333333333333334
12	12	7/8	7/8	4/4	2	1	viio/V	D	I		viio/V		vii	o			V			o	0	0	8, 5, 2		8	8	1	3	0.25	0.0625	0.3125	0.16666666666666666
13	13	0	0	4/4	2	1	V|HC	D	I		V		V					HC		M	0	0	3, 7, 4		3	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
13	13	1/8	1/8	4/4	2	1	V2	D	I		V2		V		2					Mm7	0	0	1, 3, 7, 4		3	1	0	3	0.0	0.0	0.25	0.0
13	13	1/4	1/4	4/4	2	1	I6	D	I		I6		I		6					M	0	0	6, 3, 2		2	6	0	2	0.0	0.0	0.25	0.0
13	13	3/8	3/8	4/4	2	1	I	D	I		I		I							M	0	0	2, 6, 3		2	2	0	1	0.0	0.0	0.125	0.0
13	13	1/2	1/2	4/4	2	1	V65	D	I		V65		V		65					Mm7	0	0	7, 4, 1, 3		3	7	0	3	0.0	0.0	0.25	0.0
13	13	5/8	5/8	4/4	2	1	V7	D	I		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	3	0.0	0.0	0.25	0.0
13	13	3/4	3/4	4/4	2	1	I	D	I		I		I							M	0	0	2, 6, 3		2	2	1	2	0.3333333333333333	0.0	0.25	0.0
13	13	7/8	7/8	4/4	2	1	I6	D	I		I6		I		6					M	0	0	6, 3, 2		2	6	1	2	0.3333333333333333	0.0625	0.1875	0.25
14	14	0	0	4/4	2	1	V	D	I		V		V							M	0	0	3, 7, 4		3	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
14	14	1/8	1/8	4/4	2	1	V2	D	I		V2		V		2					Mm7	0	0	1, 3, 7, 4		3	1	0	3	0.0	0.0	0.25	0.0
14	14	1/4	1/4	4/4	2	1	I6	D	I		I6		I		6					M	0	0	6, 3, 2		2	6	0	2	0.0	0.0	0.25	0.0
14	14	3/8	3/8	4/4	2	1	I	D	I		I		I							M	0	0	2, 6, 3		2	2	0	1	0.0	0.0	0.125	0.0
14	14	1/2	1/2	4/4	2	1	V65	D	I		V65		V		65					Mm7	0	0	7, 4, 1, 3		3	7	0	3	0.0	0.0	0.25	0.0
14	14	5/8	5/8	4/4	2	1	V7	D	I		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	3	0.0	0.0	0.25	0.0
14	14	3/4	3/4	4/4	2	1	I	D	I		I		I							M	0	0	2, 6, 3		2	2	1	2	0.3333333333333333	0.0	0.25	0.0
14	14	7/8	7/8	4/4	2	1	I6	D	I		I6		I		6					M	0	0	6, 3, 2		2	6	1	2	0.3333333333333333	0.0625	0.1875	0.25
15	15	0	0	4/4	2	1	V	D	I		V		V							M	0	0	3, 7, 4		3	3	0	7	0.0	0.0	1.0	0.0
15	15	1/4	1/4	4/4	2	1	I	D	I		I		I							M	0	0	2, 6, 3		2	2	0	7	0.0	0.0	1.0	0.0
15	15	1/2	1/2	4/4	2	1	V	D	I		V		V							M	0	0	3, 7, 4		3	3	0	7	0.0	0.0	1.0	0.0
