mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	2	1	c.i{		c	i		i		i						{	m	1	1	0, -3, 1		0	0	1	18	0.05263157894736842	0.0625	4.75	0.012987012987012988
3	3	0	0	4/4	2	1	i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3	0	10	0.0	0.0	2.5	0.0
4	4	0	0	4/4	2	1	#viio65		c	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2	0	9	0.0	0.0	2.25	0.0
5	5	0	0	4/4	2	1	V		c	i		V		V							M	1	1	1, 5, 2		1	1	1	18	0.05263157894736842	0.0625	4.75	0.012987012987012988
7	7	0	0	4/4	2	1	#viio65		c	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2	0	13	0.0	0.0	3.25	0.0
8	8	0	0	4/4	2	1	i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3	0	7	0.0	0.0	1.75	0.0
9	9	0	0	4/4	2	1	V[V		c	i	V	V		V							M	1	1	1, 5, 2		1	1	0	7	0.0	0.0	1.5	0.0
9	9	3/4	3/4	4/4	2	1	V(64)		c	i	V	V(64)		V			64				M	1	1	1, 0, -3		1	1	0	4	0.0	0.0	0.75	0.0
10	10	0	0	4/4	2	1	viio7/V		c	i	V	viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6	2	2	0.5	0.25	0.5	0.3333333333333333
10	10	1/4	1/4	4/4	2	1	V7		c	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	4	0.0	0.0	1.0	0.0
10	10	1/2	1/2	4/4	2	1	I6(2)		c	i	V	I6(2)		I		6	2				M	1	1	4, 1, 2		0	4	0	3	0.0	0.0	0.5	0.0
10	10	3/4	3/4	4/4	2	1	i6		c	i	V	i6		i		6					m	1	1	-3, 1, 0		0	-3	0	4	0.0	0.0	0.75	0.0
11	11	0	0	4/4	2	1	V7(4)		c	i	V	V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1	0	4	0.0	0.0	1.25	0.0
11	11	1/4	1/4	4/4	2	1	V7		c	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	5	0.0	0.0	0.75	0.0
11	11	3/4	3/4	4/4	2	1	V(64)		c	i	V	V(64)		V			64				M	1	1	1, 0, -3		1	1	0	4	0.0	0.0	0.75	0.0
12	12	0	0	4/4	2	1	viio2/V		c	i	V	viio2/V		vii	o	2		V			o7	1	1	-3, 6, 3, 0		6	-3	2	2	0.5	0.25	0.5	0.3333333333333333
12	12	1/4	1/4	4/4	2	1	V7		c	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	4	0.0	0.0	1.0	0.0
12	12	1/2	1/2	4/4	2	1	I(2)		c	i	V	I(2)		I			2				M	1	1	2, 4, 1		0	2	0	3	0.0	0.0	0.5	0.0
12	12	3/4	3/4	4/4	2	1	i		c	i	V	i		i							m	1	1	0, -3, 1		0	0	0	4	0.0	0.0	0.75	0.0
13	13	0	0	4/4	2	1	V(4)		c	i	V	V(4)		V			4				M	1	1	1, 0, 2		1	1	0	4	0.0	0.0	1.0	0.0
13	13	1/4	1/4	4/4	2	1	V]		c	i	V	V		V							M	1	1	1, 5, 2		1	1	0	3	0.0	0.0	0.5	0.0
13	13	1/2	1/2	4/4	2	1	#viio43		c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1	0	7	0.0	0.0	1.25	0.0
14	14	0	0	4/4	2	1	i6(#762)		c	i		i6(#762)		i		6	#762				m	1	1	-3, -4, 2, 5		0	-3	0	5	0.0	0.0	1.0	0.0
14	14	1/4	1/4	4/4	2	1	i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3	0	5	0.0	0.0	1.0	0.0
14	14	1/2	1/2	4/4	2	1	V65		c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5	0	7	0.0	0.0	0.8125	0.0
15	15	0	0	4/4	2	1	i		c	i		i		i							m	1	1	0, -3, 1		0	0	2	7	0.2222222222222222	0.125	0.875	0.125
15	15	1/2	1/2	4/4	2	1	#viio43		c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1	0	7	0.0	0.0	1.25	0.0
16	16	0	0	4/4	2	1	i6(#762)		c	i		i6(#762)		i		6	#762				m	1	1	-3, -4, 2, 5		0	-3	0	5	0.0	0.0	1.0	0.0
16	16	1/4	1/4	4/4	2	1	i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3	0	5	0.0	0.0	1.0	0.0
16	16	1/2	1/2	4/4	2	1	#viio6		c	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2	0	7	0.0	0.0	0.8125	0.0
17	17	0	0	4/4	2	1	i		c	i		i		i							m	1	1	0, -3, 1		0	0	0	5	0.0	0.0	0.75	0.0
17	17	1/2	1/2	4/4	2	1	iio6		c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1	0	4	0.0	0.0	0.625	0.0
18	18	0	0	4/4	2	1	V(64)		c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1	0	4	0.0	0.0	0.625	0.0
18	18	1/2	1/2	4/4	2	1	V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	4	0.0	0.0	0.625	0.0
19	19	0	0	4/4	2	1	i|PAC}		c	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0	1	13	0.07142857142857142	0.0625	3.25	0.018867924528301886
21	21	0	0	4/4	2	1	III.V7		c	III		V7		V		7					Mm7	1	0	-2, 2, -1, -4		-2	-2	9	25	0.2647058823529412	0.75	4.25	0.15
23	23	0	0	4/4	2	1	I{		c	III		I		I						{	M	1	0	-3, 1, -2		-3	-3	2	7	0.2222222222222222	0.0625	0.9375	0.0625
23	23	1/2	1/2	4/4	2	1	V43		c	III		V43		V		43					Mm7	1	0	-1, -4, -2, 2		-2	-1	0	3	0.0	0.0	0.5	0.0
23	23	3/4	3/4	4/4	2	1	V2		c	III		V2		V		2					Mm7	1	0	-4, -2, 2, -1		-2	-4	0	3	0.0	0.0	0.5	0.0
24	24	0	0	4/4	2	1	I6		c	III		I6		I		6					M	1	0	1, -2, -3		-3	1	0	4	0.0	0.0	0.5	0.0
24	24	1/4	1/4	4/4	2	1	I		c	III		I		I							M	1	0	-3, 1, -2		-3	-3	0	3	0.0	0.0	0.625	0.0
24	24	1/2	1/2	4/4	2	1	V6		c	III		V6		V		6					M	1	0	2, -1, -2		-2	2	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
24	24	3/4	3/4	4/4	2	1	V7		c	III		V7		V		7					Mm7	1	0	-2, 2, -1, -4		-2	-2	1	3	0.25	0.125	0.375	0.25
25	25	0	0	4/4	2	1	I		c	III		I		I							M	1	0	-3, 1, -2		-3	-3	2	7	0.2222222222222222	0.0625	0.9375	0.0625
