mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	A.I{		A	I		I		I						{	M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	1.5	0.0
1	1	1/2	1/2	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	4	0.0	0.0	0.75	0.0
2	2	0	0	3/4	2	1	I		A	I		I		I							M	0	0	3, 7, 4		3	3	4	9	0.3076923076923077	0.5	1.125	0.3076923076923077
3	3	0	0	3/4	2	1	V		A	I		V		V							M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	1.5	0.0
3	3	1/2	1/2	3/4	2	1	I		A	I		I		I							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.75	0.0
4	4	0	0	3/4	2	1	V65		A	I		V65		V		65					Mm7	0	0	8, 5, 2, 4		4	8	4	9	0.3076923076923077	0.5	1.125	0.3076923076923077
5	5	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	7, 4, 3		3	7	2	6	0.25	0.0625	1.1875	0.05
5	5	1/2	1/2	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	5, 2, 4, 8		4	5	0	5	0.0	0.0	1.0	0.0
6	6	0	0	3/4	2	1	I		A	I		I		I							M	0	0	3, 7, 4		3	3	2	6	0.25	0.0625	1.1875	0.05
6	6	1/2	1/2	3/4	2	1	V2		A	I		V2		V		2					Mm7	0	0	2, 4, 8, 5		4	2	0	5	0.0	0.0	1.0	0.0
7	7	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	3	0.0	0.0	0.625	0.0
7	7	3/8	3/8	3/4	2	1	V2		A	I		V2		V		2					Mm7	0	0	2, 4, 8, 5		4	2	0	4	0.0	0.0	0.5	0.0
7	7	1/2	1/2	3/4	2	1	I6		A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	4	0.0	0.0	0.5	0.0
7	7	5/8	5/8	3/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	5, 2, 4, 8		4	5	0	4	0.0	0.0	0.5	0.0
8	8	0	0	3/4	2	1	I		A	I		I		I							M	0	0	3, 7, 4		3	3	1	4	0.2	0.0625	0.4375	0.125
8	8	1/8	1/8	3/4	2	1	ii6		A	I		ii6		ii		6					m	0	0	2, 6, 5		5	2	0	5	0.0	0.0	0.375	0.0
8	8	1/4	1/4	3/4	2	1	V(64)}		A	I		V(64)		V			64			}	M	0	0	4, 3, 7		4	4	0	3	0.0	0.0	0.75	0.0
8	8	1/2	1/2	3/4	2	1	V|HC		A	I		V		V					HC		M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	0.75	0.0
9	9	0	0	3/4	2	1	I{		A	I		I		I						{	M	0	0	3, 7, 4		3	3	0	6	0.0	0.0	1.0	0.0
