mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	2	1	D.I6{		D	I		I6		I		6				{	M	0	0	6, 3, 2		2	6	2	9	0.18181818181818182	0.15625	1.09375	0.125
2	2	0	0	2/4	2	1	ii6		D	I		ii6		ii		6					m	0	0	1, 5, 4		4	1	1	8	0.1111111111111111	0.125	1.0	0.1111111111111111
3	3	0	0	2/4	2	1	V6		D	I		V6		V		6					M	0	0	7, 4, 3		3	7	2	9	0.18181818181818182	0.15625	1.09375	0.125
4	4	0	0	2/4	2	1	I		D	I		I		I							M	0	0	2, 6, 3		2	2	1	8	0.1111111111111111	0.125	1.0	0.1111111111111111
5	5	0	0	2/4	2	1	I6		D	I		I6		I		6					M	0	0	6, 3, 2		2	6	1	3	0.25	0.03125	0.46875	0.0625
5	5	1/8	1/8	2/4	2	1	V43		D	I		V43		V		43					Mm7	0	0	4, 1, 3, 7		3	4	0	3	0.0	0.0	0.25	0.0
5	5	1/4	1/4	2/4	2	1	I		D	I		I		I							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.5	0.0
6	6	0	0	2/4	2	1	V43		D	I		V43		V		43					Mm7	0	0	4, 1, 3, 7		3	4	0	4	0.0	0.0	0.5	0.0
6	6	1/8	1/8	2/4	2	1	I6		D	I		I6		I		6					M	0	0	6, 3, 2		2	6	1	2	0.3333333333333333	0.03125	0.21875	0.125
6	6	1/4	1/4	2/4	2	1	V2		D	I		V2		V		2					Mm7	0	0	1, 3, 7, 4		3	1	0	4	0.0	0.0	0.5	0.0
7	7	0	0	2/4	2	1	I6		D	I		I6		I		6					M	0	0	6, 3, 2		2	6	0	4	0.0	0.0	0.5	0.0
7	7	1/4	1/4	2/4	2	1	V(64)/V		D	I		V(64)/V		V			64	V			M	0	0	4, 3, 7		4	4	0	4	0.0	0.0	0.5	0.0
8	8	0	0	2/4	2	1	V7/V		D	I		V7/V		V		7		V			Mm7	0	0	4, 8, 5, 2		4	4	2	4	0.3333333333333333	0.0625	0.6875	0.08333333333333333
8	8	1/4	1/4	2/4	2	1	I/V|PAC}		D	I		I/V		I				V	PAC	}	M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.375	0.0
9	9	0	0	2/4	2	1	I{		D	I		I		I						{	M	0	0	2, 6, 3		2	2	4	5	0.4444444444444444	0.15625	0.34375	0.3125
9	9	1/4	1/4	2/4	2	1	vi		D	I		vi		vi							m	0	0	5, 2, 6		5	5	4	4	0.5	0.25	0.25	0.5
10	10	0	0	2/4	2	1	ii6		D	I		ii6		ii		6					m	0	0	1, 5, 4		4	1	4	4	0.5	0.25	0.25	0.5
10	10	1/4	1/4	2/4	2	1	ii		D	I		ii		ii							m	0	0	4, 1, 5		4	4	3	4	0.42857142857142855	0.125	0.25	0.3333333333333333
11	11	0	0	2/4	2	1	viio		D	I		viio		vii	o						o	0	0	7, 4, 1		7	7	4	5	0.4444444444444444	0.15625	0.34375	0.3125
11	11	1/4	1/4	2/4	2	1	V		D	I		V		V							M	0	0	3, 7, 4		3	3	4	4	0.5	0.25	0.25	0.5
12	12	0	0	2/4	2	1	I		D	I		I		I							M	0	0	2, 6, 3		2	2	7	8	0.4666666666666667	0.375	0.5	0.42857142857142855
13	13	0	0	2/4	2	1	V2/IV		D	I		V2/IV		V		2		IV			Mm7	0	0	0, 2, 6, 3		2	0	1	6	0.14285714285714285	0.041666666666666664	0.4583333333333333	0.08333333333333333
13	13	1/4	1/4	2/4	2	1	IV6		D	I		IV6		IV		6					M	0	0	5, 2, 1		1	5	1	6	0.14285714285714285	0.041666666666666664	0.3333333333333333	0.1111111111111111
14	14	0	0	2/4	2	1	V2		D	I		V2		V		2					Mm7	0	0	1, 3, 7, 4		3	1	1	6	0.14285714285714285	0.041666666666666664	0.4583333333333333	0.08333333333333333
14	14	1/4	1/4	2/4	2	1	I6		D	I		I6		I		6					M	0	0	6, 3, 2		2	6	3	4	0.42857142857142855	0.125	0.25	0.3333333333333333
15	15	0	0	2/4	2	1	ii6		D	I		ii6		ii		6					m	0	0	1, 5, 4		4	1	1	7	0.125	0.041666666666666664	0.4583333333333333	0.08333333333333333
15	15	1/4	1/4	2/4	2	1	V(64)		D	I		V(64)		V			64				M	0	0	3, 2, 6		3	3	0	5	0.0	0.0	0.375	0.0
15	15	3/8	3/8	2/4	2	1	V7		D	I		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	5	0.0	0.0	0.375	0.0
16	16	0	0	2/4	2	1	I[I|PAC}{		D	I	I	I		I					PAC	}{	M	0	0	2, 6, 3		2	2	0	14	0.0	0.0	0.875	0.0
17	17	0	0	2/4	2	1	V43		D	I	I	V43		V		43					Mm7	0	0	4, 1, 3, 7		3	4	2	15	0.11764705882352941	0.08333333333333333	0.9166666666666666	0.08333333333333333
18	18	0	0	2/4	2	1	I		D	I	I	I		I							M	0	0	2, 6, 3		2	2	0	14	0.0	0.0	0.875	0.0
19	19	0	0	2/4	2	1	V43		D	I	I	V43		V		43					Mm7	0	0	4, 1, 3, 7		3	4	2	15	0.11764705882352941	0.08333333333333333	0.9166666666666666	0.08333333333333333
20	20	0	0	2/4	2	1	I		D	I	I	I		I							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.375	0.0
20	20	1/8	1/8	2/4	2	1	viio		D	I	I	viio		vii	o						o	0	0	7, 4, 1		7	7	0	3	0.0	0.0	0.125	0.0
20	20	1/4	1/4	2/4	2	1	I]		D	I	I	I		I							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.125	0.0
20	20	3/8	3/8	2/4	2	1	V7		D	I		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	6	0.0	0.0	0.5	0.0
21	21	0	0	2/4	2	1	I[I		D	I	I	I		I							M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	0.625	0.0
21	21	1/8	1/8	2/4	2	1	viio		D	I	I	viio		vii	o						o	0	0	7, 4, 1		7	7	0	3	0.0	0.0	0.125	0.0
21	21	1/4	1/4	2/4	2	1	I]		D	I	I	I		I							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.125	0.0
21	21	3/8	3/8	2/4	2	1	V7		D	I		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	6	0.0	0.0	0.5	0.0
22	22	0	0	2/4	2	1	I		D	I		I		I							M	0	0	2, 6, 3		2	2	0	20	0.0	0.0	1.5	0.0
23	23	0	0	2/4	2	1	V|HC		D	I		V		V					HC		M	0	0	3, 7, 4		3	3	0	7	0.0	0.0	0.375	0.0
23	23	1/4	1/4	2/4	2	1	I		D	I		I		I							M	0	0	2, 6, 3		2	2	0	9	0.0	0.0	0.625	0.0
24	24	0	0	2/4	2	1	V		D	I		V		V							M	0	0	3, 7, 4		3	3	0	8	0.0	0.0	0.5	0.0
24	24	1/4	1/4	2/4	2	1	V(64)		D	I		V(64)		V			64				M	0	0	3, 2, 6		3	3	0	8	0.0	0.0	0.5	0.0
25	25	0	0	2/4	2	1	V}		D	I		V		V						}	M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.5	0.0
26	26	0	0	2/4	2	1	V.I{		D	V		I		I						{	M	0	0	3, 7, 4		3	3	2	3	0.4	0.15625	0.34375	0.3125
27	27	0	0	2/4	2	1	ii		D	V		ii		ii							m	0	0	5, 2, 6		5	5	1	3	0.25	0.125	0.25	0.3333333333333333
27	27	1/4	1/4	2/4	2	1	viio6		D	V		viio6		vii	o	6					o	0	0	5, 2, 8		8	5	3	5	0.375	0.28125	0.59375	0.32142857142857145
29	29	0	0	2/4	2	1	iii		D	V		iii		iii							m	0	0	7, 4, 8		7	7	1	3	0.25	0.125	0.25	0.3333333333333333
