mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	2	1	G.I{		G	I		I		I						{	M	0	0	1, 5, 2		1	1	1	5	0.16666666666666666	0.09375	0.90625	0.09375
1	1	1/4	1/4	2/4	2	1	V6		G	I		V6		V		6					M	0	0	6, 3, 2		2	6	0	2	0.0	0.0	0.25	0.0
1	1	3/8	3/8	2/4	2	1	I		G	I		I		I							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.25	0.0
2	2	0	0	2/4	2	1	V43		G	I		V43		V		43					Mm7	0	0	3, 0, 2, 6		2	3	0	3	0.0	0.0	0.75	0.0
2	2	1/8	1/8	2/4	2	1	V6		G	I		V6		V		6					M	0	0	6, 3, 2		2	6	0	2	0.0	0.0	0.25	0.0
2	2	1/4	1/4	2/4	2	1	I		G	I		I		I							M	0	0	1, 5, 2		1	1	2	3	0.4	0.125	0.375	0.25
3	3	0	0	2/4	2	1	IV6		G	I		IV6		IV		6					M	0	0	4, 1, 0		0	4	0	4	0.0	0.0	0.5	0.0
3	3	1/8	1/8	2/4	2	1	I64		G	I		I64		I		64					M	0	0	2, 1, 5		1	2	0	4	0.0	0.0	0.5	0.0
3	3	1/4	1/4	2/4	2	1	IV		G	I		IV		IV							M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.5	0.0
3	3	7/16	7/16	2/4	2	1	I6		G	I		I6		I		6					M	0	0	5, 2, 1		1	5	0	3	0.0	0.0	0.1875	0.0
4	4	0	0	2/4	2	1	viio		G	I		viio		vii	o						o	0	0	6, 3, 0		6	6	0	3	0.0	0.0	0.25	0.0
4	4	1/8	1/8	2/4	2	1	I		G	I		I		I							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.25	0.0
4	4	1/4	1/4	2/4	2	1	V(64)}		G	I		V(64)		V			64			}	M	0	0	2, 1, 5		2	2	0	3	0.0	0.0	0.5	0.0
4	4	3/8	3/8	2/4	2	1	V|HC		G	I		V		V					HC		M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
5	5	0	0	2/4	2	1	I{		G	I		I		I						{	M	0	0	1, 5, 2		1	1	1	5	0.16666666666666666	0.09375	0.90625	0.09375
5	5	1/4	1/4	2/4	2	1	V6		G	I		V6		V		6					M	0	0	6, 3, 2		2	6	0	2	0.0	0.0	0.25	0.0
5	5	3/8	3/8	2/4	2	1	I		G	I		I		I							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.25	0.0
6	6	0	0	2/4	2	1	V43		G	I		V43		V		43					Mm7	0	0	3, 0, 2, 6		2	3	0	3	0.0	0.0	0.75	0.0
6	6	1/8	1/8	2/4	2	1	V6		G	I		V6		V		6					M	0	0	6, 3, 2		2	6	1	2	0.3333333333333333	0.0625	0.1875	0.25
6	6	1/4	1/4	2/4	2	1	I		G	I		I		I							M	0	0	1, 5, 2		1	1	2	3	0.4	0.125	0.375	0.25
7	7	0	0	2/4	2	1	IV6		G	I		IV6		IV		6					M	0	0	4, 1, 0		0	4	0	4	0.0	0.0	0.5	0.0
7	7	1/8	1/8	2/4	2	1	I64		G	I		I64		I		64					M	0	0	2, 1, 5		1	2	0	4	0.0	0.0	0.5	0.0
7	7	1/4	1/4	2/4	2	1	IV		G	I		IV		IV							M	0	0	0, 4, 1		0	0	1	5	0.16666666666666666	0.0625	0.5	0.1111111111111111
7	7	7/16	7/16	2/4	2	1	IV6		G	I		IV6		IV		6					M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	0.1875	0.0
8	8	0	0	2/4	2	1	V(64)		G	I		V(64)		V			64				M	0	0	2, 1, 5		2	2	0	3	0.0	0.0	0.5	0.0
8	8	1/8	1/8	2/4	2	1	V		G	I		V		V							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
8	8	1/4	1/4	2/4	2	1	I|PAC}{		G	I		I		I					PAC	}{	M	0	0	1, 5, 2		1	1	0	6	0.0	0.0	0.75	0.0
9	9	0	0	2/4	2	1	ii6		G	I		ii6		ii		6					m	0	0	0, 4, 3		3	0	0	6	0.0	0.0	0.75	0.0
9	9	1/4	1/4	2/4	2	1	V7		G	I		V7		V		7					Mm7	0	0	2, 6, 3, 0		2	2	1	8	0.1111111111111111	0.0	0.75	0.0
10	10	0	0	2/4	2	1	I|EC		G	I		I		I					EC		M	0	0	1, 5, 2		1	1	0	6	0.0	0.0	0.75	0.0
10	10	1/4	1/4	2/4	2	1	vi		G	I		vi		vi							m	0	0	4, 1, 5		4	4	0	7	0.0	0.0	0.75	0.0
11	11	0	0	2/4	2	1	ii6		G	I		ii6		ii		6					m	0	0	0, 4, 3		3	0	0	7	0.0	0.0	0.75	0.0
11	11	1/4	1/4	2/4	2	1	V7		G	I		V7		V		7					Mm7	0	0	2, 6, 3, 0		2	2	1	8	0.1111111111111111	0.0	0.75	0.0
12	1	0	0	2/4	2	1	I|EC}{	1	G	I		I		I					EC	}{	M	0	0	1, 5, 2		1	1	1	5	0.16666666666666666	0.09375	0.90625	0.09375
12	1	1/4	1/4	2/4	2	1	V6	1	G	I		V6		V		6					M	0	0	6, 3, 2		2	6	0	2	0.0	0.0	0.25	0.0
12	1	3/8	3/8	2/4	2	1	I	1	G	I		I		I							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.25	0.0
