mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/8	2	1	G.I{	G	I		I		I						{	M	0	0	1, 5, 2		1	1	2	12	0.14285714285714285	0.25	1.75	0.125
3	3	0	0	3/8	2	1	I(6)	G	I		I(6)		I			6				M	0	0	1, 5, 4		1	1	0	4	0.0	0.0	0.75	0.0
3	3	1/4	1/4	3/8	2	1	I(+7)	G	I		I(+7)		I			+7				M	0	0	1, 5, 2	6	1	1	0	3	0.0	0.0	0.375	0.0
4	4	0	0	3/8	2	1	I(64)	G	I		I(64)		I			64				M	0	0	1, 0, 4		1	1	1	4	0.2	0.0	0.75	0.0
4	4	1/4	1/4	3/8	2	1	I	G	I		I		I							M	0	0	1, 5, 2		1	1	2	15	0.11764705882352941	0.25	2.125	0.10526315789473684
7	7	0	0	3/8	2	1	I(64)	G	I		I(64)		I			64				M	0	0	1, 0, 4		1	1	0	4	0.0	0.0	0.75	0.0
7	7	1/4	1/4	3/8	2	1	I	G	I		I		I							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.375	0.0
8	8	0	0	3/8	2	1	I(94)	G	I		I(94)		I			94				M	0	0	1, 0, 2	3	1	1	0	5	0.0	0.0	0.75	0.0
8	8	1/4	1/4	3/8	2	1	I}	G	I		I		I						}	M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.375	0.0
9	9	0	0	3/8	2	1	I6{	G	I		I6		I		6				{	M	0	0	5, 2, 1		1	5	1	7	0.125	0.0625	1.0625	0.05555555555555555
10	10	0	0	3/8	2	1	ii6	G	I		ii6		ii		6					m	0	0	0, 4, 3		3	0	1	7	0.125	0.0625	1.0625	0.05555555555555555
11	11	0	0	3/8	2	1	iii6	G	I		iii6		iii		6					m	0	0	2, 6, 5		5	2	1	7	0.125	0.0625	1.0625	0.05555555555555555
12	12	0	0	3/8	2	1	IV6	G	I		IV6		IV		6					M	0	0	4, 1, 0		0	4	1	7	0.125	0.0625	1.0625	0.05555555555555555
13	13	0	0	3/8	2	1	V6	G	I		V6		V		6					M	0	0	6, 3, 2		2	6	1	4	0.2	0.0625	0.3125	0.16666666666666666
13	13	1/4	1/4	3/8	2	1	V65	G	I		V65		V		65					Mm7	0	0	6, 3, 0, 2		2	6	0	4	0.0	0.0	0.375	0.0
14	14	0	0	3/8	2	1	I	G	I		I		I							M	0	0	1, 5, 2		1	1	1	9	0.1	0.0625	0.8125	0.07142857142857142
15	15	0	0	3/8	2	1	V43	G	I		V43		V		43					Mm7	0	0	3, 0, 2, 6		2	3	1	9	0.1	0.0625	0.8125	0.07142857142857142
16	16	0	0	3/8	2	1	I6	G	I		I6		I		6					M	0	0	5, 2, 1		1	5	1	9	0.1	0.0625	0.8125	0.07142857142857142
17	17	0	0	3/8	2	1	ii6	G	I		ii6		ii		6					m	0	0	0, 4, 3		3	0	4	6	0.4	0.25	0.5	0.3333333333333333
18	18	1/8	1/8	3/8	2	1	IV	G	I		IV		IV							M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.5	0.0
19	19	0	0	3/8	2	1	V(9)	G	I		V(9)		V			9				M	0	0	2, 6, 3	4	2	2	0	3	0.0	0.0	0.375	0.0
19	19	1/8	1/8	3/8	2	1	V7	G	I		V7		V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	3	0.0	0.0	0.5	0.0
20	20	0	0	3/8	2	1	vi(6)	G	I		vi(6)		vi			6				m	0	0	4, 1, 0		4	4	0	3	0.0	0.0	0.375	0.0
20	20	1/8	1/8	3/8	2	1	vi	G	I		vi		vi							m	0	0	4, 1, 5		4	4	0	3	0.0	0.0	0.5	0.0
21	21	0	0	3/8	2	1	ii6(2)	G	I		ii6(2)		ii		6	2				m	0	0	0, 4, 5		3	0	0	3	0.0	0.0	0.375	0.0
21	21	1/8	1/8	3/8	2	1	ii6	G	I		ii6		ii		6					m	0	0	0, 4, 3		3	0	0	3	0.0	0.0	0.5	0.0
22	22	0	0	3/8	2	1	V(6v5)	G	I		V(6v5)		V			6v5				M	0	0	2, 6, 5		2	2	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
22	22	1/8	1/8	3/8	2	1	V(64)	G	I		V(64)		V			64				M	0	0	2, 1, 5		2	2	0	3	0.0	0.0	0.5	0.0
23	23	0	0	3/8	2	1	V(4)	G	I		V(4)		V			4				M	0	0	2, 1, 3		2	2	0	3	0.0	0.0	0.375	0.0
23	23	1/8	1/8	3/8	2	1	V	G	I		V		V							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.5	0.0
24	24	0	0	3/8	2	1	I(7)|EC}	G	I		I(7)		I			7		EC	}	M	0	0	1, 5, 2	6	1	1	0	3	0.0	0.0	0.375	0.0
24	24	1/8	1/8	3/8	2	1	I	G	I		I		I							M	0	0	1, 5, 2		1	1	1	1	0.5	0.125	0.125	0.5
25	25	0	0	3/8	2	1	I[V7/IV{	G	I	I	V7/IV		V		7		IV		{	Mm7	0	0	1, 5, 2, -1		1	1	2	7	0.2222222222222222	0.125	1.375	0.08333333333333333
