mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
26	26	1/4	1/4	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	5	0.16666666666666666	0.125	0.6875	0.15384615384615385
27	27	0	0	3/4	2	1	i		A	I		i		i							m	0	0	3, 0, 4		3	3	2	3	0.4	0.25	0.75	0.25
27	27	1/2	1/2	3/4	2	1	i2		A	I		i2		i		2					mm7	0	0	1, 3, 0, 4		3	1	0	4	0.0	0.0	0.75	0.0
28	28	0	0	3/4	2	1	Ger6		A	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-1, 3, 0, 9		9	-1	5	12	0.29411764705882354	0.625	3.875	0.1388888888888889
30	30	0	0	3/4	2	1	V|HC}		A	I		V		V					HC	}	M	0	0	4, 8, 5		4	4	3	6	0.3333333333333333	0.25	1.0	0.2
31	31	0	0	3/4	2	1	I{		A	I		I		I						{	M	0	0	3, 7, 4		3	3	4	16	0.2	0.25	4.0	0.058823529411764705
33	33	1/2	1/2	3/4	2	1	vi6		A	I		vi6		vi		6					m	0	0	3, 7, 6		6	3	0	3	0.0	0.0	0.75	0.0
34	34	0	0	3/4	2	1	V7/V		A	I		V7/V		V		7		V			Mm7	0	0	5, 9, 6, 3		5	5	0	3	0.0	0.0	0.75	0.0
34	34	1/4	1/4	3/4	2	1	V|HC		A	I		V		V					HC		M	0	0	4, 8, 5		4	4	4	6	0.4	0.5	1.25	0.2857142857142857
36	36	0	0	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	9	0.1	0.125	1.125	0.1
37	37	0	0	3/4	2	1	V(64)		A	I		V(64)		V			64				M	0	0	4, 3, 7		4	4	3	11	0.21428571428571427	0.375	1.375	0.21428571428571427
38	38	1/4	1/4	3/4	2	1	V43/IV		A	I		V43/IV		V		43		IV			Mm7	0	0	4, 1, 3, 7		3	4	0	6	0.0	0.0	0.75	0.0
39	39	0	0	3/4	2	1	IV		A	I		IV		IV							M	0	0	2, 6, 3		2	2	4	5	0.4444444444444444	0.5	1.0	0.3333333333333333
40	40	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	2	0.0	0.0	0.375	0.0
40	40	3/16	3/16	3/4	2	1	IV		A	I		IV		IV							M	0	0	2, 6, 3		2	2	2	4	0.3333333333333333	0.0	0.125	0.0
40	40	1/4	1/4	3/4	2	1	V(64)}		A	I		V(64)		V			64			}	M	0	0	4, 3, 7		4	4	0	3	0.0	0.0	1.0	0.0
40	40	1/2	1/2	3/4	2	1	V		A	I		V		V							M	0	0	4, 8, 5		4	4	0	2	0.0	0.0	0.5	0.0
41	41	0	0	3/4	2	1	I|EC{		A	I		I		I					EC	{	M	0	0	3, 7, 4		3	3	1	9	0.1	0.125	1.375	0.08333333333333333
42	42	0	0	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	6	12	0.3333333333333333	0.5	1.0	0.3333333333333333
43	43	0	0	3/4	2	1	I		A	I		I		I							M	0	0	3, 7, 4		3	3	1	11	0.08333333333333333	0.125	1.375	0.08333333333333333
44	44	0	0	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	6	12	0.3333333333333333	0.5	1.0	0.3333333333333333
45	45	0	0	3/4	2	1	I		A	I		I		I							M	0	0	3, 7, 4		3	3	1	4	0.2	0.0625	0.4375	0.125
45	45	1/4	1/4	3/4	2	1	IV6		A	I		IV6		IV		6					M	0	0	6, 3, 2		2	6	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
45	45	1/2	1/2	3/4	2	1	IV		A	I		IV		IV							M	0	0	2, 6, 3		2	2	2	5	0.2857142857142857	0.125	0.875	0.125
46	46	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	7, 4, 3		3	7	6	9	0.4	0.375	1.125	0.25
47	47	0	0	3/4	2	1	IV		A	I		IV		IV							M	0	0	2, 6, 3		2	2	1	4	0.2	0.03125	0.71875	0.041666666666666664
47	47	1/4	1/4	3/4	2	1	V(64)		A	I		V(64)		V			64				M	0	0	4, 3, 7		4	4	0	3	0.0	0.0	1.0	0.0
47	47	1/2	1/2	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	3	0.25	0.0	0.75	0.0
48	48	0	0	3/4	2	1	I|PAC}		A	I		I		I					PAC	}	M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	1.0	0.0
49	49	0	0	3/4	2	1	IV.I[I{		A	IV	I	I		I						{	M	0	0	2, 6, 3		2	2	0	8	0.0	0.0	2.25	0.0
49	49	1/2	1/2	3/4	2	1	V7		A	IV	I	V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	3	0.0	0.0	0.375	0.0
50	50	0	0	3/4	2	1	I		A	IV	I	I		I							M	0	0	2, 6, 3		2	2	4	12	0.25	0.5	1.75	0.2222222222222222
51	51	1/4	1/4	3/4	2	1	IV]		A	IV	I	IV		IV							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.375	0.0
51	51	1/2	1/2	3/4	2	1	V7		A	IV		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	5	0.0	0.0	0.875	0.0
52	52	0	0	3/4	2	1	I|PAC		A	IV		I		I					PAC		M	0	0	2, 6, 3		2	2	6	15	0.2857142857142857	0.75	2.25	0.25
53	53	1/4	1/4	3/4	2	1	IV64		A	IV		IV64		IV		64					M	0	0	2, 1, 5		1	2	0	4	0.0	0.0	0.625	0.0
53	53	1/2	1/2	3/4	2	1	viio6		A	IV		viio6		vii	o	6					o	0	0	4, 1, 7		7	4	0	4	0.0	0.0	0.625	0.0
54	54	0	0	3/4	2	1	I6		A	IV		I6		I		6					M	0	0	6, 3, 2		2	6	0	6	0.0	0.0	0.875	0.0
54	54	3/8	3/8	3/4	2	1	I.iii6		A	I		iii6		iii		6					m	0	0	4, 8, 7		7	4	0	2	0.0	0.0	0.25	0.0
54	54	1/2	1/2	3/4	2	1	ii6		A	I		ii6		ii		6					m	0	0	2, 6, 5		5	2	0	2	0.0	0.0	0.25	0.0
54	54	5/8	5/8	3/4	2	1	I6		A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	2	0.0	0.0	0.25	0.0
55	55	0	0	3/4	2	1	V		A	I		V		V							M	0	0	4, 8, 5		4	4	0	4	0.0	0.0	0.625	0.0
55	55	1/4	1/4	3/4	2	1	I6		A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	4	0.0	0.0	0.625	0.0
55	55	1/2	1/2	3/4	2	1	I		A	I		I		I							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.625	0.0
56	56	0	0	3/4	2	1	V|HC		A	I		V		V					HC		M	0	0	4, 8, 5		4	4	0	4	0.0	0.0	0.625	0.0
56	56	1/4	1/4	3/4	2	1	IV6		A	I		IV6		IV		6					M	0	0	6, 3, 2		2	6	0	3	0.0	0.0	0.375	0.0
56	56	3/8	3/8	3/4	2	1	iii6		A	I		iii6		iii		6					m	0	0	4, 8, 7		7	4	0	3	0.0	0.0	0.375	0.0
56	56	1/2	1/2	3/4	2	1	ii6		A	I		ii6		ii		6					m	0	0	2, 6, 5		5	2	0	3	0.0	0.0	0.375	0.0
56	56	5/8	5/8	3/4	2	1	I6		A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	3	0.0	0.0	0.375	0.0
57	57	0	0	3/4	2	1	V64		A	I		V64		V		64					M	0	0	5, 4, 8		4	5	1	4	0.2	0.0	0.625	0.0
57	57	1/4	1/4	3/4	2	1	I6		A	I		I6		I		6					M	0	0	7, 4, 3		3	7	1	4	0.2	0.0	0.625	0.0
57	57	1/2	1/2	3/4	2	1	V(64)		A	I		V(64)		V			64				M	0	0	4, 3, 7		4	4	1	4	0.2	0.0	0.625	0.0
58	58	0	0	3/4	2	1	V		A	I		V		V							M	0	0	4, 8, 5		4	4	1	4	0.2	0.0	0.625	0.0
58	58	1/4	1/4	3/4	2	1	I		A	I		I		I							M	0	0	3, 7, 4		3	3	4	5	0.4444444444444444	0.5	1.0	0.3333333333333333
59	59	0	0	3/4	2	1	I6		A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	4	0.0	0.0	0.75	0.0
59	59	1/4	1/4	3/4	2	1	V(64)		A	I		V(64)		V			64				M	0	0	4, 3, 7		4	4	0	4	0.0	0.0	0.75	0.0
59	59	1/2	1/2	3/4	2	1	V		A	I		V		V							M	0	0	4, 8, 5		4	4	0	4	0.0	0.0	0.75	0.0
60	60	0	0	3/4	2	1	I|PAC		A	I		I		I					PAC		M	0	0	3, 7, 4		3	3	6	9	0.4	0.75	1.25	0.375
61	61	0	0	3/4	2	1	V(64)		A	I		V(64)		V			64				M	0	0	4, 3, 7		4	4	0	8	0.0	0.0	1.25	0.0
61	61	1/2	1/2	3/4	2	1	V		A	I		V		V							M	0	0	4, 8, 5		4	4	0	4	0.0	0.0	0.625	0.0
62	62	0	0	3/4	2	1	I}		A	I		I		I						}	M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.5	0.0
62	62	1/4	1/4	3/4	2	1	ii6		A	I		ii6		ii		6					m	0	0	2, 6, 5		5	2	0	4	0.0	0.0	0.75	0.0
62	62	1/2	1/2	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	4	0.0	0.0	0.75	0.0
63	63	0	0	3/4	2	1	I|PAC		A	I		I		I					PAC		M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.75	0.0
63	63	1/4	1/4	3/4	2	1	ii6		A	I		ii6		ii		6					m	0	0	2, 6, 5		5	2	0	4	0.0	0.0	0.75	0.0
63	63	1/2	1/2	3/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	4	0.0	0.0	0.75	0.0
64	64	0	0	3/4	2	1	I|PAC		A	I		I		I					PAC		M	0	0	3, 7, 4		3	3	2	4	0.3333333333333333	0.25	0.75	0.25
64	64	1/2	1/2	3/4	2	1	V7/IV		A	I		V7/IV		V		7		IV			Mm7	0	0	3, 7, 4, 1		3	3	0	2	0.0	0.0	0.25	0.0
65	65	0	0	3/4	2	1	v.V7{		A	v		V7		V		7				{	Mm7	0	1	5, 9, 6, 3		5	5	0	8	0.0	0.0	2.25	0.0
65	65	1/2	1/2	3/4	2	1	V(64)		A	v		V(64)		V			64				M	0	1	5, 4, 1		5	5	0	3	0.0	0.0	0.375	0.0
66	66	0	0	3/4	2	1	V7		A	v		V7		V		7					Mm7	0	1	5, 9, 6, 3		5	5	1	9	0.1	0.125	1.375	0.08333333333333333
66	66	1/2	1/2	3/4	2	1	V(64)		A	v		V(64)		V			64				M	0	1	5, 4, 1		5	5	1	4	0.2	0.125	0.5	0.2
67	67	0	0	3/4	2	1	V7		A	v		V7		V		7					Mm7	0	1	5, 9, 6, 3		5	5	1	8	0.1111111111111111	0.125	1.125	0.1
67	67	1/2	1/2	3/4	2	1	V(64)		A	v		V(64)		V			64				M	0	1	5, 4, 1		5	5	1	4	0.2	0.125	0.5	0.2
68	68	0	0	3/4	2	1	V7		A	v		V7		V		7					Mm7	0	1	5, 9, 6, 3		5	5	4	15	0.21052631578947367	0.5	2.25	0.18181818181818182
69	69	0	0	3/4	2	1	i}		A	v		i		i						}	m	0	1	4, 1, 5		4	4	10	42	0.19230769230769232	1.25	9.25	0.11904761904761904
73	73	0	0	3/4	2	1	bIII.I{		A	bIII		I		I						{	M	0	0	0, 4, 1		0	0	1	6	0.14285714285714285	0.125	1.5	0.07692307692307693
73	73	1/2	1/2	3/4	2	1	V65		A	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5	0	4	0.0	0.0	0.625	0.0
74	74	0	0	3/4	2	1	I		A	bIII		I		I							M	0	0	0, 4, 1		0	0	1	6	0.14285714285714285	0.125	1.375	0.08333333333333333
74	74	1/2	1/2	3/4	2	1	V65		A	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5	0	3	0.0	0.0	0.5	0.0
75	75	0	0	3/4	2	1	I		A	bIII		I		I							M	0	0	0, 4, 1		0	0	1	6	0.14285714285714285	0.125	1.5	0.07692307692307693
75	75	1/2	1/2	3/4	2	1	V65		A	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5	0	4	0.0	0.0	0.625	0.0
76	76	0	0	3/4	2	1	I		A	bIII		I		I							M	0	0	0, 4, 1		0	0	1	9	0.1	0.125	1.6875	0.06896551724137931
77	77	0	0	3/4	2	1	V2/IV		A	bIII		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2	1	9	0.1	0.125	1.6875	0.06896551724137931
78	78	0	0	3/4	2	1	IV.V7		A	IV		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	10	0.0	0.0	1.8125	0.0
79	79	0	0	3/4	2	1	V(b64)		A	IV		V(b64)		V			b64				M	0	0	3, 2, -1		3	3	2	4	0.3333333333333333	0.25	1.25	0.16666666666666666
79	79	1/2	1/2	3/4	2	1	V65/V		A	IV		V65/V		V		65		V			Mm7	0	0	8, 5, 2, 4		4	8	1	4	0.2	0.125	0.625	0.16666666666666666
80	80	0	0	3/4	2	1	V|HC}		A	IV		V		V					HC	}	M	0	0	3, 7, 4		3	3	2	6	0.25	0.25	1.0	0.2
81	81	0	0	3/4	2	1	Ger6		A	IV		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-2, 2, -1, 8		8	-2	3	6	0.3333333333333333	0.375	2.625	0.125
82	82	0	0	3/4	2	1	V|HC		A	IV		V		V					HC		M	0	0	3, 7, 4		3	3	1	6	0.14285714285714285	0.125	1.125	0.1
82	82	1/2	1/2	3/4	2	1	V(b64)		A	IV		V(b64)		V			b64				M	0	0	3, 2, -1		3	3	0	5	0.0	0.0	1.0	0.0
83	83	0	0	3/4	2	1	V		A	IV		V		V							M	0	0	3, 7, 4		3	3	1	6	0.14285714285714285	0.125	1.125	0.1
83	83	1/2	1/2	3/4	2	1	V(b64)		A	IV		V(b64)		V			b64				M	0	0	3, 2, -1		3	3	0	5	0.0	0.0	1.0	0.0
84	84	0	0	3/4	2	1	V		A	IV		V		V							M	0	0	3, 7, 4		3	3	3	6	0.3333333333333333	0.375	1.125	0.25
85	85	0	0	3/4	2	1	I[I{		A	IV	I	I		I						{	M	0	0	2, 6, 3		2	2	0	8	0.0	0.0	2.25	0.0
85	85	1/2	1/2	3/4	2	1	V7		A	IV	I	V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	3	0.0	0.0	0.375	0.0
86	86	0	0	3/4	2	1	I]		A	IV	I	I		I							M	0	0	2, 6, 3		2	2	4	9	0.3076923076923077	0.5	1.375	0.26666666666666666
87	87	0	0	3/4	2	1	IV6		A	IV		IV6		IV		6					M	0	0	5, 2, 1		1	5	0	3	0.0	0.0	0.5	0.0
87	87	1/4	1/4	3/4	2	1	I64		A	IV		I64		I		64					M	0	0	3, 2, 6		2	3	0	4	0.0	0.0	0.625	0.0
87	87	1/2	1/2	3/4	2	1	IV		A	IV		IV		IV							M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	0.625	0.0
88	88	0	0	3/4	2	1	I		A	IV		I		I							M	0	0	2, 6, 3		2	2	6	10	0.375	0.75	1.375	0.35294117647058826
89	89	0	0	3/4	2	1	ii2		A	IV		ii2		ii		2					mm7	0	0	2, 4, 1, 5		4	2	0	4	0.0	0.0	0.625	0.0
89	89	1/4	1/4	3/4	2	1	I		A	IV		I		I							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.625	0.0
89	89	1/2	1/2	3/4	2	1	IV64		A	IV		IV64		IV		64					M	0	0	2, 1, 5		1	2	0	4	0.0	0.0	0.625	0.0
90	90	0	0	3/4	2	1	I		A	IV		I		I							M	0	0	2, 6, 3		2	2	4	8	0.3333333333333333	0.5	1.125	0.3076923076923077
91	91	0	0	3/4	2	1	V		A	IV		V		V							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.625	0.0
91	91	1/4	1/4	3/4	2	1	I6		A	IV		I6		I		6					M	0	0	6, 3, 2		2	6	0	4	0.0	0.0	0.625	0.0
91	91	1/2	1/2	3/4	2	1	I		A	IV		I		I							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.625	0.0
92	92	0	0	3/4	2	1	V|HC		A	IV		V		V					HC		M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.625	0.0
92	92	1/4	1/4	3/4	2	1	I		A	IV		I		I							M	0	0	2, 6, 3		2	2	6	6	0.5	0.75	0.75	0.5
93	93	0	0	3/4	2	1	V		A	IV		V		V							M	0	0	3, 7, 4		3	3	1	4	0.2	0.0	0.625	0.0
93	93	1/4	1/4	3/4	2	1	V(64)		A	IV		V(64)		V			64				M	0	0	3, 2, 6		3	3	2	8	0.2	0.0	1.25	0.0
94	94	0	0	3/4	2	1	V6		A	IV		V6		V		6					M	0	0	7, 4, 3		3	7	1	4	0.2	0.0	0.625	0.0
94	94	1/4	1/4	3/4	2	1	IV6		A	IV		IV6		IV		6					M	0	0	5, 2, 1		1	5	2	7	0.2222222222222222	0.25	1.25	0.16666666666666666
95	95	0	0	3/4	2	1	I6		A	IV		I6		I		6					M	0	0	6, 3, 2		2	6	0	4	0.0	0.0	0.75	0.0
95	95	1/4	1/4	3/4	2	1	ii		A	IV		ii		ii							m	0	0	4, 1, 5		4	4	0	4	0.0	0.0	0.75	0.0
95	95	1/2	1/2	3/4	2	1	V		A	IV		V		V							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.75	0.0
96	96	0	0	3/4	2	1	I|IAC		A	IV		I		I					IAC		M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.75	0.0
96	96	1/4	1/4	3/4	2	1	IV		A	IV		IV		IV							M	0	0	1, 5, 2		1	1	3	9	0.25	0.375	1.125	0.25
97	97	0	0	3/4	2	1	I		A	IV		I		I							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.625	0.0
97	97	1/4	1/4	3/4	2	1	ii64		A	IV		ii64		ii		64					m	0	0	5, 4, 1		4	5	0	4	0.0	0.0	0.625	0.0
97	97	1/2	1/2	3/4	2	1	V		A	IV		V		V							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.625	0.0
98	98	0	0	3/4	2	1	I|IAC}		A	IV		I		I					IAC	}	M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.625	0.0
98	98	1/4	1/4	3/4	2	1	IV		A	IV		IV		IV							M	0	0	1, 5, 2		1	1	1	3	0.25	0.125	0.625	0.16666666666666666
98	98	1/2	1/2	3/4	2	1	V7		A	IV		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	4	0.0	0.0	0.75	0.0
99	99	0	0	3/4	2	1	I|PAC		A	IV		I		I					PAC		M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.75	0.0
99	99	1/4	1/4	3/4	2	1	IV		A	IV		IV		IV							M	0	0	1, 5, 2		1	1	1	3	0.25	0.125	0.625	0.16666666666666666
99	99	1/2	1/2	3/4	2	1	V7		A	IV		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	4	0.0	0.0	0.75	0.0
100	100	0	0	3/4	2	1	I|PAC	1	A	IV		I		I					PAC		M	0	0	2, 6, 3		2	2	3	5	0.375	0.375	0.875	0.3
101	100	0	0	3/4	2	1	I|PAC	2	A	IV		I		I					PAC		M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	1.0	0.0
