mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	3/4	2	1	Bb.I6{	Bb	I		I6		I		6				{	M	0	0	2, -1, -2		-2	2	2	8	0.2	0.1875	1.8125	0.09375
3	2	0	0	3/4	2	1	V2	Bb	I		V2		V		2					Mm7	0	0	-3, -1, 3, 0		-1	-3	1	12	0.07692307692307693	0.125	2.625	0.045454545454545456
5	4	0	0	3/4	2	1	I6	Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	0	3	0.0	0.0	0.75	0.0
5	4	1/2	1/2	3/4	2	1	I	Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	2	2	0.5	0.125	0.375	0.25
6	5	0	0	3/4	2	1	V[I6	Bb	I	V	I6		I		6					M	0	0	2, -1, -2		-2	2	2	3	0.4	0.25	1.0	0.2
6	5	1/4	1/4	3/4	2	1	V7	Bb	I	V	V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	4	0.0	0.0	0.5	0.0
6	5	1/2	1/2	3/4	2	1	I	Bb	I	V	I		I							M	0	0	-2, 2, -1		-2	-2	2	2	0.5	0.25	0.25	0.5
7	6	0	0	3/4	2	1	I6	Bb	I	V	I6		I		6					M	0	0	2, -1, -2		-2	2	2	3	0.4	0.25	1.0	0.2
7	6	1/4	1/4	3/4	2	1	V7	Bb	I	V	V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	4	0.0	0.0	0.5	0.0
7	6	1/2	1/2	3/4	2	1	I	Bb	I	V	I		I							M	0	0	-2, 2, -1		-2	-2	2	2	0.5	0.25	0.25	0.5
8	7	0	0	3/4	2	1	I6]	Bb	I	V	I6		I		6					M	0	0	2, -1, -2		-2	2	7	7	0.5	0.875	1.125	0.4375
10	9	0	0	3/4	2	1	V.V(64)	Bb	V		V(64)		V			64				M	0	0	0, -1, 3		0	0	1	5	0.16666666666666666	0.0625	1.1875	0.05
10	9	1/2	1/2	3/4	2	1	V7	Bb	V		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	0	4	0.0	0.0	1.0	0.0
11	10	0	0	3/4	2	1	I|PAC}	Bb	V		I		I					PAC	}	M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	1.0	0.0
11	10	1/2	1/2	3/4	2	1	IV{	Bb	V		IV		IV						{	M	0	0	-2, 2, -1		-2	-2	2	2	0.5	0.125	0.375	0.25
12	11	0	0	3/4	2	1	I	Bb	V		I		I							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.75	0.0
12	11	1/2	1/2	3/4	2	1	viio64	Bb	V		viio64		vii	o	64					o	0	0	-2, 4, 1		4	-2	2	2	0.5	0.125	0.375	0.25
