mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	Bb.I{	Bb	I		I		I						{	M	0	0	-2, 2, -1		-2	-2	0	16	0.0	0.0	5.75	0.0
5	5	0	0	3/4	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	5	13	0.2777777777777778	0.625	5.375	0.10416666666666667
7	7	0	0	3/4	2	1	I	Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	6	10	0.375	0.5625	1.4375	0.28125
9	9	0	0	3/4	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	5	13	0.2777777777777778	0.625	5.375	0.10416666666666667
11	11	0	0	3/4	2	1	I}	Bb	I		I		I						}	M	0	0	-2, 2, -1		-2	-2	2	15	0.11764705882352941	0.125	2.0625	0.05714285714285714
13	13	0	0	3/4	2	1	IV	Bb	I		IV		IV							M	0	0	-3, 1, -2		-3	-3	2	7	0.2222222222222222	0.125	1.1875	0.09523809523809523
14	14	0	0	3/4	2	1	I6	Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	2	7	0.2222222222222222	0.125	1.1875	0.09523809523809523
15	15	0	0	3/4	2	1	V65	Bb	I		V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	5	0.0	0.0	2.25	0.0
16	16	0	0	3/4	2	1	I(#2)	Bb	I		I(#2)		I			#2				M	0	0	-2, 7, -1		-2	-2	0	3	0.0	0.0	0.75	0.0
16	16	1/4	1/4	3/4	2	1	I	Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	2	4	0.3333333333333333	0.125	0.3125	0.2857142857142857
17	17	0	0	3/4	2	1	IV	Bb	I		IV		IV							M	0	0	-3, 1, -2		-3	-3	2	7	0.2222222222222222	0.125	1.1875	0.09523809523809523
18	18	0	0	3/4	2	1	I6	Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	2	7	0.2222222222222222	0.125	1.1875	0.09523809523809523
19	19	0	0	3/4	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	7	0.0	0.0	2.25	0.0
20	20	0	0	3/4	2	1	I|PAC}	Bb	I		I		I					PAC	}	M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.75	0.0
21	21	0	0	3/4	2	1	vi	Bb	I		vi		vi							m	0	0	1, -2, 2		1	1	0	6	0.0	0.0	1.5	0.0
22	22	0	0	3/4	2	1	V/vi	Bb	I		V/vi		V				vi			M	0	0	2, 6, 3		2	2	0	6	0.0	0.0	1.5	0.0
23	23	0	0	3/4	2	1	IV{	Bb	I		IV		IV						{	M	0	0	-3, 1, -2		-3	-3	2	10	0.16666666666666666	0.125	2.125	0.05555555555555555
24	24	0	0	3/4	2	1	V65/IV	Bb	I		V65/IV		V		65		IV			Mm7	0	0	2, -1, -4, -2		-2	2	1	10	0.09090909090909091	0.125	2.125	0.05555555555555555
