mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	7/8	4/4	2	1	Bb.I{	Bb	I		I		I						{	M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.5	0.0
2	1	1/4	1/4	4/4	2	1	V43	Bb	I		V43		V		43					Mm7	0	0	0, -3, -1, 3		-1	0	0	3	0.0	0.0	0.375	0.0
2	1	1/2	1/2	4/4	2	1	I6(#11)	Bb	I		I6(#11)		I		6	#11				M	0	0	2, -1, -2	4	-2	2	0	3	0.0	0.0	0.5	0.0
2	1	3/4	3/4	4/4	2	1	I	Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.5	0.0
3	2	0	0	4/4	2	1	V6	Bb	I		V6		V		6					M	0	0	3, 0, -1		-1	3	2	3	0.4	0.125	0.375	0.25
3	2	1/4	1/4	4/4	2	1	I	Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	1	3	0.25	0.125	0.375	0.25
3	2	1/2	1/2	4/4	2	1	V64	Bb	I		V64		V		64					M	0	0	0, -1, 3		-1	0	0	3	0.0	0.0	0.5	0.0
3	2	3/4	3/4	4/4	2	1	V2	Bb	I		V2		V		2					Mm7	0	0	-3, -1, 3, 0		-1	-3	0	4	0.0	0.0	0.5	0.0
4	3	0	0	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	1	6	0.14285714285714285	0.125	0.875	0.125
4	3	1/2	1/2	4/4	2	1	V6	Bb	I		V6		V		6					M	0	0	3, 0, -1		-1	3	1	6	0.14285714285714285	0.125	0.875	0.125
5	4	0	0	4/4	2	1	I	Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
5	4	3/8	3/8	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-3, 1, 0		0	-3	0	3	0.0	0.0	0.375	0.0
5	4	1/2	1/2	4/4	2	1	V(64)}	Bb	I		V(64)		V			64			}	M	0	0	-1, -2, 2		-1	-1	0	3	0.0	0.0	0.75	0.0
5	4	3/4	3/4	4/4	2	1	V|HC	Bb	I		V		V					HC		M	0	0	-1, 3, 0		-1	-1	1	3	0.25	0.0625	0.3125	0.16666666666666666
6	5	0	0	4/4	2	1	I{	Bb	I		I		I						{	M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.375	0.0
6	5	1/4	1/4	4/4	2	1	V43	Bb	I		V43		V		43					Mm7	0	0	0, -3, -1, 3		-1	0	0	3	0.0	0.0	0.375	0.0
6	5	1/2	1/2	4/4	2	1	I6(#11)	Bb	I		I6(#11)		I		6	#11				M	0	0	2, -1, -2	4	-2	2	0	3	0.0	0.0	0.5	0.0
6	5	3/4	3/4	4/4	2	1	I	Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.5	0.0
7	6	0	0	4/4	2	1	V6	Bb	I		V6		V		6					M	0	0	3, 0, -1		-1	3	2	3	0.4	0.125	0.375	0.25
7	6	1/4	1/4	4/4	2	1	I	Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	1	3	0.25	0.125	0.375	0.25
7	6	1/2	1/2	4/4	2	1	V64	Bb	I		V64		V		64					M	0	0	0, -1, 3		-1	0	0	3	0.0	0.0	0.5	0.0
7	6	3/4	3/4	4/4	2	1	V2	Bb	I		V2		V		2					Mm7	0	0	-3, -1, 3, 0		-1	-3	0	4	0.0	0.0	0.5	0.0
8	7	0	0	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	2, -1, -2		-2	2	0	5	0.0	0.0	0.75	0.0
8	7	1/2	1/2	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-3, 1, 0		0	-3	0	6	0.0	0.0	1.0	0.0
9	8	0	0	4/4	2	1	V(64)	Bb	I		V(64)		V			64				M	0	0	-1, -2, 2		-1	-1	0	4	0.0	0.0	1.0	0.0
9	8	1/4	1/4	4/4	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	2	3	0.4	0.125	0.375	0.25
9	8	1/2	1/2	4/4	2	1	I|PAC}	Bb	I		I		I					PAC	}	M	0	0	-2, 2, -1		-2	-2	0	5	0.0	0.0	0.875	0.0
10	9	0	0	4/4	2	1	V	Bb	I		V		V							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.375	0.0
10	9	1/4	1/4	4/4	2	1	viio6/V	Bb	I		viio6/V		vii	o	6		V			o	0	0	1, -2, 4		4	1	0	3	0.0	0.0	0.375	0.0
10	9	1/2	1/2	4/4	2	1	V65	Bb	I		V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	4	0.0	0.0	0.625	0.0
10	9	3/4	3/4	4/4	2	1	I(4)	Bb	I		I(4)		I			4				M	0	0	-2, -3, -1		-2	-2	0	1	0.0	0.0	0.125	0.0
10	9	7/8	7/8	4/4	2	1	I	Bb	I		I		I							M	0	0	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.25	0.0
11	10	0	0	4/4	2	1	ii6(2)	Bb	I		ii6(2)		ii		6	2				m	0	0	-3, 1, 2		0	-3	1	2	0.3333333333333333	0.125	0.5	0.2
