mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	3/4	2	1	F.I{		F	I		I		I						{	M	0	0	-1, 3, 0		-1	-1	0	9	0.0	0.0	1.0	0.0
2	1	1/4	1/4	3/4	2	1	I6		F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	0	5	0.0	0.0	0.875	0.0
2	1	1/2	1/2	3/4	2	1	V7		F	I		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	3	7	0.3	0.1875	0.8125	0.1875
3	2	0	0	3/4	2	1	vi(64)		F	I		vi(64)		vi			64				m	0	0	2, 1, -2		2	2	1	5	0.16666666666666666	0.03125	0.96875	0.03125
3	2	1/4	1/4	3/4	2	1	vi		F	I		vi		vi							m	0	0	2, -1, 3		2	2	1	5	0.16666666666666666	0.03125	0.65625	0.045454545454545456
3	2	1/2	1/2	3/4	2	1	I6		F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
4	3	0	0	3/4	2	1	ii65		F	I		ii65		ii		65					mm7	0	0	-2, 2, -1, 1		1	-2	1	7	0.125	0.0625	1.3125	0.045454545454545456
4	3	1/4	1/4	3/4	2	1	ii7		F	I		ii7		ii		7					mm7	0	0	1, -2, 2, -1		1	1	0	5	0.0	0.0	0.875	0.0
4	3	1/2	1/2	3/4	2	1	ii65		F	I		ii65		ii		65					mm7	0	0	-2, 2, -1, 1		1	-2	3	7	0.3	0.09375	0.625	0.13043478260869565
5	4	0	0	3/4	2	1	V(64)}		F	I		V(64)		V			64			}	M	0	0	0, -1, 3		0	0	1	4	0.2	0.03125	0.71875	0.041666666666666664
5	4	1/4	1/4	3/4	2	1	V|HC		F	I		V		V					HC		M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.5	0.0
5	4	1/2	1/2	3/4	2	1	I{		F	I		I		I						{	M	0	0	-1, 3, 0		-1	-1	4	10	0.2857142857142857	0.125	0.875	0.125
6	5	1/4	1/4	3/4	2	1	I6		F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	0	5	0.0	0.0	1.0	0.0
6	5	1/2	1/2	3/4	2	1	V7		F	I		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	2	8	0.2	0.0625	0.8125	0.07142857142857142
7	6	0	0	3/4	2	1	vi(64)		F	I		vi(64)		vi			64				m	0	0	2, 1, -2		2	2	1	4	0.2	0.125	0.875	0.125
7	6	1/4	1/4	3/4	2	1	vi		F	I		vi		vi							m	0	0	2, -1, 3		2	2	1	6	0.14285714285714285	0.0625	0.5	0.1111111111111111
