mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	A.I{	A	I		I		I						{	M	0	0	3, 7, 4		3	3	2	5	0.2857142857142857	0.03125	1.21875	0.025
1	1	1/4	1/4	3/4	2	1	V43	A	I		V43		V		43					Mm7	0	0	5, 2, 4, 8		4	5	0	3	0.0	0.0	0.5	0.0
1	1	1/2	1/2	3/4	2	1	V2	A	I		V2		V		2					Mm7	0	0	2, 4, 8, 5		4	2	0	3	0.0	0.0	0.5	0.0
2	2	0	0	3/4	2	1	I6	A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	6	0.0	0.0	1.25	0.0
2	2	3/8	3/8	3/4	2	1	V65	A	I		V65		V		65					Mm7	0	0	8, 5, 2, 4		4	8	0	6	0.0	0.0	0.75	0.0
3	3	0	0	3/4	2	1	I	A	I		I		I							M	0	0	3, 7, 4		3	3	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
3	3	1/4	1/4	3/4	2	1	IV	A	I		IV		IV							M	0	0	2, 6, 3		2	2	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
3	3	1/2	1/2	3/4	2	1	ii6	A	I		ii6		ii		6					m	0	0	2, 6, 5		5	2	1	3	0.25	0.0625	0.1875	0.25
4	4	0	0	3/4	2	1	V(64)}	A	I		V(64)		V			64			}	M	0	0	4, 3, 7		4	4	1	4	0.2	0.03125	0.96875	0.03125
4	4	1/4	1/4	3/4	2	1	V|HC	A	I		V		V					HC		M	0	0	4, 8, 5		4	4	4	5	0.4444444444444444	0.25	0.5	0.3333333333333333
5	5	0	0	3/4	2	1	I{	A	I		I		I						{	M	0	0	3, 7, 4		3	3	2	5	0.2857142857142857	0.03125	0.71875	0.041666666666666664
5	5	1/4	1/4	3/4	2	1	V43	A	I		V43		V		43					Mm7	0	0	5, 2, 4, 8		4	5	0	4	0.0	0.0	0.75	0.0
5	5	1/2	1/2	3/4	2	1	V2	A	I		V2		V		2					Mm7	0	0	2, 4, 8, 5		4	2	0	4	0.0	0.0	0.75	0.0
6	6	0	0	3/4	2	1	I6	A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	5	0.0	0.0	0.75	0.0
6	6	1/4	1/4	3/4	2	1	ii6(#4)	A	I		ii6(#4)		ii		6	#4				m	0	0	2, 11, 5		5	2	0	3	0.0	0.0	0.5	0.0
6	6	1/2	1/2	3/4	2	1	viio7/V	A	I		viio7/V		vii	o	7		V			o7	0	0	9, 6, 3, 0		9	9	2	6	0.25	0.125	0.625	0.16666666666666666
7	7	0	0	3/4	2	1	V(64)	A	I		V(64)		V			64				M	0	0	4, 3, 7		4	4	3	10	0.23076923076923078	0.15625	0.96875	0.1388888888888889
7	7	5/8	5/8	3/4	2	1	V7	A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	4	0.0	0.0	0.375	0.0
8	8	0	0	3/4	2	1	I(94)}	A	I		I(94)		I			94			}	M	0	0	3, 2, 4	5	3	3	0	3	0.0	0.0	0.75	0.0
8	8	1/4	1/4	3/4	2	1	I|PAC	A	I		I		I					PAC		M	0	0	3, 7, 4		3	3	0	6	0.0	0.0	0.875	0.0
9	9	0	0	3/4	2	1	V7{	A	I		V7		V		7				{	Mm7	0	0	4, 8, 5, 2		4	4	3	11	0.21428571428571427	0.09375	1.28125	0.06818181818181818
9	9	3/8	3/8	3/4	2	1	V(64)	A	I		V(64)		V			64				M	0	0	4, 3, 7		4	4	2	4	0.3333333333333333	0.0625	0.3125	0.16666666666666666
9	9	1/2	1/2	3/4	2	1	V7	A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	6	0.0	0.0	0.75	0.0
10	10	0	0	3/4	2	1	I[I	A	I	I	I		I							M	0	0	3, 7, 4		3	3	4	10	0.2857142857142857	0.125	1.25	0.09090909090909091
10	10	3/8	3/8	3/4	2	1	viio6	A	I	I	viio6		vii	o	6					o	0	0	5, 2, 8		8	5	2	4	0.3333333333333333	0.0625	0.3125	0.16666666666666666
10	10	1/2	1/2	3/4	2	1	I]	A	I	I	I		I							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.375	0.0
10	10	5/8	5/8	3/4	2	1	V6	A	I		V6		V		6					M	0	0	8, 5, 4		4	8	0	2	0.0	0.0	0.25	0.0
11	11	0	0	3/4	2	1	vi	A	I		vi		vi							m	0	0	6, 3, 7		6	6	5	15	0.25	0.15625	1.84375	0.078125
