mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/4	2/2	2	1	F.I{		F	I		I		I						{	M	0	0	-1, 3, 0		-1	-1	2	3	0.4	0.25	0.5	0.3333333333333333
2	1	1/2	1/2	2/2	2	1	viio		F	I		viio		vii	o						o	0	0	4, 1, -2		4	4	1	3	0.25	0.125	0.375	0.25
3	2	0	0	2/2	2	1	I		F	I		I		I							M	0	0	-1, 3, 0		-1	-1	2	5	0.2857142857142857	0.25	1.25	0.16666666666666666
4	3	1/2	1/2	2/2	2	1	viio		F	I		viio		vii	o						o	0	0	4, 1, -2		4	4	1	3	0.25	0.125	0.375	0.25
5	4	0	0	2/2	2	1	I[I		F	I	I	I		I							M	0	0	-1, 3, 0		-1	-1	0	10	0.0	0.0	3.0	0.0
6	5	0	0	2/2	2	1	V2		F	I	I	V2		V		2					Mm7	0	0	-2, 0, 4, 1		0	-2	5	12	0.29411764705882354	1.5	1.5	0.5
7	6	0	0	2/2	2	1	I		F	I	I	I		I							M	0	0	-1, 3, 0		-1	-1	5	12	0.29411764705882354	0.625	2.375	0.20833333333333334
8	7	0	0	2/2	2	1	V2		F	I	I	V2		V		2					Mm7	0	0	-2, 0, 4, 1		0	-2	3	13	0.1875	1.125	2.875	0.28125
9	8	0	0	2/2	2	1	I]}		F	I	I	I		I						}	M	0	0	-1, 3, 0		-1	-1	2	6	0.25	0.25	2.0	0.1111111111111111
10	9	1/2	1/2	2/2	2	1	viio		F	I		viio		vii	o						o	0	0	4, 1, -2		4	4	1	3	0.25	0.125	0.375	0.25
11	10	0	0	2/2	2	1	I		F	I		I		I							M	0	0	-1, 3, 0		-1	-1	2	5	0.2857142857142857	0.25	1.25	0.16666666666666666
12	11	1/2	1/2	2/2	2	1	viio		F	I		viio		vii	o						o	0	0	4, 1, -2		4	4	1	3	0.25	0.125	0.375	0.25
13	12	0	0	2/2	2	1	I		F	I		I		I							M	0	0	-1, 3, 0		-1	-1	0	9	0.0	0.0	2.0	0.0
14	13	0	0	2/2	2	1	V43		F	I		V43		V		43					Mm7	0	0	1, -2, 0, 4		0	1	4	12	0.25	0.5	1.5	0.25
15	14	0	0	2/2	2	1	I		F	I		I		I							M	0	0	-1, 3, 0		-1	-1	4	8	0.3333333333333333	0.5	1.0	0.3333333333333333
15	14	3/4	3/4	2/2	2	1	I6		F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	1	3	0.25	0.125	0.375	0.25
16	15	0	0	2/2	2	1	V2		F	I		V2		V		2					Mm7	0	0	-2, 0, 4, 1		0	-2	4	12	0.25	0.5	1.5	0.25
17	16	0	0	2/2	2	1	I6		F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	0	6	0.0	0.0	0.75	0.0
17	16	3/8	3/8	2/2	2	1	viio6		F	I		viio6		vii	o	6					o	0	0	1, -2, 4		4	1	0	3	0.0	0.0	0.375	0.0
17	16	1/2	1/2	2/2	2	1	vi6		F	I		vi6		vi		6					m	0	0	-1, 3, 2		2	-1	0	7	0.0	0.0	0.875	0.0
17	16	7/8	7/8	2/2	2	1	V6		F	I		V6		V		6					M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	0.375	0.0
18	17	0	0	2/2	2	1	IV6		F	I		IV6		IV		6					M	0	0	2, -1, -2		-2	2	0	7	0.0	0.0	0.875	0.0
18	17	3/8	3/8	2/2	2	1	iii6		F	I		iii6		iii		6					m	0	0	0, 4, 3		3	0	0	3	0.0	0.0	0.375	0.0
18	17	1/2	1/2	2/2	2	1	ii6		F	I		ii6		ii		6					m	0	0	-2, 2, 1		1	-2	0	7	0.0	0.0	0.875	0.0
18	17	7/8	7/8	2/2	2	1	I6		F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	0	3	0.0	0.0	0.375	0.0
19	18	0	0	2/2	2	1	viio6(2)}		F	I		viio6(2)		vii	o	6	2			}	o	0	0	1, -2, -1		4	1	0	3	0.0	0.0	1.5	0.0
19	18	1/2	1/2	2/2	2	1	viio6		F	I		viio6		vii	o	6					o	0	0	1, -2, 4		4	1	0	3	0.0	0.0	0.75	0.0
20	19	0	0	2/2	2	1	viio{		F	I		viio		vii	o					{	o	0	0	4, 1, -2		4	4	2	4	0.3333333333333333	0.25	2.25	0.1
20	19	3/4	3/4	2/2	2	1	V65		F	I		V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	1	1	0.5	0.125	0.125	0.5
21	20	0	0	2/2	2	1	I		F	I		I		I							M	0	0	-1, 3, 0		-1	-1	1	4	0.2	0.125	1.25	0.09090909090909091
21	20	3/8	3/8	2/2	2	1	V7/IV		F	I		V7/IV		V		7		IV			Mm7	0	0	-1, 3, 0, -3		-1	-1	0	1	0.0	0.0	0.125	0.0
21	20	1/2	1/2	2/2	2	1	ii6		F	I		ii6		ii		6					m	0	0	-2, 2, 1		1	-2	1	5	0.16666666666666666	0.125	1.375	0.08333333333333333
22	21	0	0	2/2	2	1	V(64)		F	I		V(64)		V			64				M	0	0	0, -1, 3		0	0	0	4	0.0	0.0	2.5	0.0
22	21	1/2	1/2	2/2	2	1	V7(4)		F	I		V7(4)		V		7	4				Mm7	0	0	0, -1, 1, -2		0	0	0	1	0.0	0.0	0.5	0.0
22	21	3/4	3/4	2/2	2	1	V7		F	I		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	1	2	0.3333333333333333	0.125	0.375	0.25
23	22	0	0	2/2	2	1	viio6/V|DC		F	I		viio6/V		vii	o	6		V	DC		o	0	0	2, -1, 5		5	2	4	7	0.36363636363636365	0.5	3.5	0.125
24	23	0	0	2/2	2	1	V43		F	I		V43		V		43					Mm7	0	0	1, -2, 0, 4		0	1	4	12	0.25	0.5	1.5	0.25
25	24	0	0	2/2	2	1	I		F	I		I		I							M	0	0	-1, 3, 0		-1	-1	1	6	0.14285714285714285	0.125	1.125	0.1
25	24	1/2	1/2	2/2	2	1	vi		F	I		vi		vi							m	0	0	2, -1, 3		2	2	1	5	0.16666666666666666	0.125	0.875	0.125
26	25	0	0	2/2	2	1	IV		F	I		IV		IV							M	0	0	-2, 2, -1		-2	-2	1	5	0.16666666666666666	0.125	0.875	0.125
26	25	1/2	1/2	2/2	2	1	ii		F	I		ii		ii							m	0	0	1, -2, 2		1	1	1	5	0.16666666666666666	0.125	0.875	0.125
27	26	0	0	2/2	2	1	V65(4b2)}		F	I		V65(4b2)		V		65	4b2			}	Mm7	0	0	-1, 1, -2, -5		0	-1	0	3	0.0	0.0	1.5	0.0
27	26	1/2	1/2	2/2	2	1	V65		F	I		V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	0	3	0.0	0.0	0.75	0.0
28	27	0	0	2/2	2	1	viio6{		F	I		viio6		vii	o	6				{	o	0	0	1, -2, 4		4	1	2	4	0.3333333333333333	0.25	2.25	0.1
28	27	3/4	3/4	2/2	2	1	V7		F	I		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	1	1	0.5	0.125	0.125	0.5
29	28	0	0	2/2	2	1	V(64)		F	I		V(64)		V			64				M	0	0	0, -1, 3		0	0	0	3	0.0	0.0	1.25	0.0
29	28	1/4	1/4	2/2	2	1	V7		F	I		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	2	3	0.4	0.25	1.0	0.2
29	28	3/4	3/4	2/2	2	1	V65		F	I		V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	2	2	0.5	0.25	0.25	0.5
30	29	0	0	2/2	2	1	I		F	I		I		I							M	0	0	-1, 3, 0		-1	-1	1	3	0.25	0.125	1.125	0.1
30	29	1/4	1/4	2/2	2	1	V43		F	I		V43		V		43					Mm7	0	0	1, -2, 0, 4		0	1	2	3	0.4	0.25	1.0	0.2
30	29	3/4	3/4	2/2	2	1	V7		F	I		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	2	2	0.5	0.25	0.25	0.5
31	30	0	0	2/2	2	1	V(64)		F	I		V(64)		V			64				M	0	0	0, -1, 3		0	0	1	3	0.25	0.125	1.125	0.1
31	30	1/4	1/4	2/2	2	1	V7		F	I		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	4	5	0.4444444444444444	0.5	1.25	0.2857142857142857
32	31	0	0	2/2	2	1	I}		F	I		I		I						}	M	0	0	-1, 3, 0		-1	-1	0	8	0.0	0.0	1.25	0.0
32	31	3/4	3/4	2/2	2	1	V		F	I		V		V							M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
33	32	0	0	2/2	2	1	I		F	I		I		I							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.5	0.0
33	32	1/4	1/4	2/2	2	1	V.ii		F	V		ii		ii							m	0	0	2, -1, 3		2	2	0	2	0.0	0.0	0.25	0.0
33	32	1/2	1/2	2/2	2	1	V6/ii		F	V		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7	0	5	0.0	0.0	0.75	0.0
34	33	0	0	2/2	2	1	ii		F	V		ii		ii							m	0	0	2, -1, 3		2	2	3	4	0.42857142857142855	0.375	0.625	0.375
34	33	3/4	3/4	2/2	2	1	V7/ii		F	V		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3	0	3	0.0	0.0	0.5	0.0
35	34	0	0	2/2	2	1	ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	1	2	0.3333333333333333	0.125	0.375	0.25
35	34	1/4	1/4	2/2	2	1	ii		F	V		ii		ii							m	0	0	2, -1, 3		2	2	1	2	0.3333333333333333	0.125	0.375	0.25
35	34	1/2	1/2	2/2	2	1	V65		F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5	1	4	0.2	0.125	0.875	0.125
36	35	0	0	2/2	2	1	I		F	V		I		I							M	0	0	0, 4, 1		0	0	2	4	0.3333333333333333	0.25	0.75	0.25
36	35	1/2	1/2	2/2	2	1	V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	1	4	0.2	0.125	0.875	0.125
37	36	0	0	2/2	2	1	i6		F	V		i6		i		6					m	0	0	-3, 1, 0		0	-3	1	2	0.3333333333333333	0.125	0.375	0.25
37	36	1/4	1/4	2/2	2	1	i		F	V		i		i							m	0	0	0, -3, 1		0	0	1	2	0.3333333333333333	0.125	0.375	0.25
37	36	1/2	1/2	2/2	2	1	V65		F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5	1	4	0.2	0.125	0.875	0.125
38	37	0	0	2/2	2	1	i		F	V		i		i							m	0	0	0, -3, 1		0	0	2	5	0.2857142857142857	0.25	1.25	0.16666666666666666
38	37	1/2	1/2	2/2	2	1	i2		F	V		i2		i		2					mm7	0	0	-2, 0, -3, 1		0	-2	2	5	0.2857142857142857	0.25	1.25	0.16666666666666666
39	38	0	0	2/2	2	1	bVI		F	V		bVI		bVI							M	0	0	-4, 0, -3		-4	-4	2	5	0.2857142857142857	0.25	1.25	0.16666666666666666
39	38	1/2	1/2	2/2	2	1	i64		F	V		i64		i		64					m	0	0	1, 0, -3		0	1	2	5	0.2857142857142857	0.25	1.25	0.16666666666666666
40	39	0	0	2/2	2	1	viio7/V		F	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6	0	4	0.0	0.0	1.0	0.0
40	39	1/2	1/2	2/2	2	1	i64		F	V		i64		i		64					m	0	0	1, 0, -3		0	1	2	5	0.2857142857142857	0.25	1.0	0.2
41	40	0	0	2/2	2	1	bVI		F	V		bVI		bVI							M	0	0	-4, 0, -3		-4	-4	0	4	0.0	0.0	1.0	0.0
41	40	1/2	1/2	2/2	2	1	It6		F	V		It6	It	vii	o	6	b3	V			It	0	0	-4, 0, 6		6	-4	0	4	0.0	0.0	1.0	0.0
42	41	0	0	2/2	2	1	V|HC}		F	V		V		V					HC	}	M	0	0	1, 5, 2		1	1	7	10	0.4117647058823529	0.5833333333333334	1.9166666666666667	0.23333333333333334
