mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/8	6/8	2	1	D.V{		D	I		V		V						{	M	0	0	3, 7, 4		3	3	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
2	1	0	0	6/8	2	1	I		D	I		I		I							M	0	0	2, 6, 3		2	2	2	4	0.3333333333333333	0.125	1.0	0.1111111111111111
2	1	3/8	3/8	6/8	2	1	viio6/V		D	I		viio6/V		vii	o	6		V			o	0	0	5, 2, 8		8	5	2	4	0.3333333333333333	0.125	1.0	0.1111111111111111
3	2	0	0	6/8	2	1	V(64)		D	I		V(64)		V			64				M	0	0	3, 2, 6		3	3	0	4	0.0	0.0	1.25	0.0
3	2	1/4	1/4	6/8	2	1	V		D	I		V		V							M	0	0	3, 7, 4		3	3	1	2	0.3333333333333333	0.0	0.25	0.0
3	2	3/8	3/8	6/8	2	1	V7		D	I		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	2	0.0	0.0	0.375	0.0
4	3	0	0	6/8	2	1	V		D	I		V		V							M	0	0	3, 7, 4		3	3	2	4	0.3333333333333333	0.125	1.0	0.1111111111111111
4	3	3/8	3/8	6/8	2	1	V6		D	I		V6		V		6					M	0	0	7, 4, 3		3	7	0	5	0.0	0.0	1.125	0.0
5	4	0	0	6/8	2	1	I(94)		D	I		I(94)		I			94				M	0	0	2, 1, 3	4	2	2	0	4	0.0	0.0	1.25	0.0
5	4	1/4	1/4	6/8	2	1	I		D	I		I		I							M	0	0	2, 6, 3		2	2	0	6	0.0	0.0	0.75	0.0
5	4	5/8	5/8	6/8	2	1	viio6		D	I		viio6		vii	o	6					o	0	0	4, 1, 7		7	4	0	2	0.0	0.0	0.25	0.0
6	5	0	0	6/8	2	1	I6		D	I		I6		I		6					M	0	0	6, 3, 2		2	6	3	4	0.42857142857142855	0.125	0.375	0.25
6	5	3/8	3/8	6/8	2	1	I		D	I		I		I							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.5	0.0
6	5	5/8	5/8	6/8	2	1	viio6		D	I		viio6		vii	o	6					o	0	0	4, 1, 7		7	4	0	2	0.0	0.0	0.25	0.0
7	6	0	0	6/8	2	1	I6		D	I		I6		I		6					M	0	0	6, 3, 2		2	6	3	4	0.42857142857142855	0.125	0.375	0.25
7	6	3/8	3/8	6/8	2	1	IV		D	I		IV		IV							M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	0.5	0.0
7	6	5/8	5/8	6/8	2	1	viio6		D	I		viio6		vii	o	6					o	0	0	4, 1, 7		7	4	0	2	0.0	0.0	0.25	0.0
8	7	0	0	6/8	2	1	I6		D	I		I6		I		6					M	0	0	6, 3, 2		2	6	3	5	0.375	0.1875	0.4375	0.3
8	7	3/8	3/8	6/8	2	1	ii6		D	I		ii6		ii		6					m	0	0	1, 5, 4		4	1	3	5	0.375	0.1875	0.4375	0.3
9	8	0	0	6/8	2	1	V|HC}		D	I		V		V					HC	}	M	0	0	3, 7, 4		3	3	1	7	0.125	0.125	0.875	0.125
10	9	0	0	6/8	2	1	I		D	I		I		I							M	0	0	2, 6, 3		2	2	2	4	0.3333333333333333	0.125	1.0	0.1111111111111111
10	9	3/8	3/8	6/8	2	1	viio6/V		D	I		viio6/V		vii	o	6		V			o	0	0	5, 2, 8		8	5	2	4	0.3333333333333333	0.125	1.0	0.1111111111111111
11	10	0	0	6/8	2	1	V(64)		D	I		V(64)		V			64				M	0	0	3, 2, 6		3	3	0	4	0.0	0.0	1.25	0.0
