mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
18	18	0	0	3/4	2	1	viio/IV		Eb	V		viio/IV	vii	o			IV			o	0	0	2, -1, -4		2	2	2	6	0.25	0.0625	0.8125	0.07142857142857142
18	18	1/2	1/2	3/4	2	1	IV6		Eb	V		IV6	IV		6					M	0	0	1, -2, -3		-3	1	0	2	0.0	0.0	0.25	0.0
18	18	5/8	5/8	3/4	2	1	V6/IV		Eb	V		V6/IV	V		6		IV			M	0	0	2, -1, -2		-2	2	0	2	0.0	0.0	0.25	0.0
19	19	0	0	3/4	2	1	IV(#2)		Eb	V		IV(#2)	IV			#2				M	0	0	-3, 6, -2		-3	-3	0	5	0.0	0.0	0.875	0.0
19	19	3/8	3/8	3/4	2	1	ii6(#7)		Eb	V		ii6(#7)	ii		6	#7				m	0	0	-3, 1, 5		0	-3	1	3	0.25	0.0625	0.3125	0.16666666666666666
19	19	1/2	1/2	3/4	2	1	ii6		Eb	V		ii6	ii		6					m	0	0	-3, 1, 0		0	-3	1	3	0.25	0.0625	0.3125	0.16666666666666666
19	19	5/8	5/8	3/4	2	1	viio64		Eb	V		viio64	vii	o	64					o	0	0	-3, 3, 0		3	-3	1	3	0.25	0.0625	0.3125	0.16666666666666666
20	20	0	0	3/4	2	1	I6		Eb	V		I6	I		6					M	0	0	2, -1, -2		-2	2	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
20	20	1/8	1/8	3/4	2	1	IV		Eb	V		IV	IV							M	0	0	-3, 1, -2		-3	-3	0	5	0.0	0.0	0.375	0.0
20	20	1/4	1/4	3/4	2	1	V(64)		Eb	V		V(64)	V			64				M	0	0	-1, -2, 2		-1	-1	0	5	0.0	0.0	0.75	0.0
20	20	1/2	1/2	3/4	2	1	V7		Eb	V		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	3	6	0.3333333333333333	0.375	0.625	0.375
21	21	0	0	3/4	2	1	I|PAC}{		Eb	V		I	I					PAC	}{	M	0	0	-2, 2, -1		-2	-2	0	6	0.0	0.0	0.5625	0.0
21	21	1/4	1/4	3/4	2	1	V2		Eb	V		V2	V		2					Mm7	0	0	-3, -1, 3, 0		-1	-3	0	2	0.0	0.0	0.125	0.0
21	21	3/8	3/8	3/4	2	1	I6		Eb	V		I6	I		6					M	0	0	2, -1, -2		-2	2	0	4	0.0	0.0	0.375	0.0
21	21	1/2	1/2	3/4	2	1	V64		Eb	V		V64	V		64					M	0	0	0, -1, 3		-1	0	0	4	0.0	0.0	0.375	0.0
21	21	5/8	5/8	3/4	2	1	I		Eb	V		I	I							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.375	0.0
22	22	0	0	3/4	2	1	V65		Eb	V		V65	V		65					Mm7	0	0	3, 0, -3, -1		-1	3	8	13	0.38095238095238093	0.5625	1.1875	0.32142857142857145
22	22	5/8	5/8	3/4	2	1	V2		Eb	V		V2	V		2					Mm7	0	0	-3, -1, 3, 0		-1	-3	0	4	0.0	0.0	0.375	0.0
23	23	0	0	3/4	2	1	I6		Eb	V		I6	I		6					M	0	0	2, -1, -2		-2	2	1	11	0.08333333333333333	0.03125	0.96875	0.03125
23	23	3/8	3/8	3/4	2	1	I		Eb	V		I	I							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.5	0.0
23	23	1/2	1/2	3/4	2	1	viio6		Eb	V		viio6	vii	o	6					o	0	0	0, -3, 3		3	0	0	4	0.0	0.0	0.5	0.0
23	23	5/8	5/8	3/4	2	1	I6		Eb	V		I6	I		6					M	0	0	2, -1, -2		-2	2	0	4	0.0	0.0	0.5	0.0
24	24	0	0	3/4	2	1	ii6		Eb	V		ii6	ii		6					m	0	0	-3, 1, 0		0	-3	1	11	0.08333333333333333	0.03125	1.34375	0.022727272727272728
24	24	1/2	1/2	3/4	2	1	V(64)		Eb	V		V(64)	V			64				M	0	0	-1, -2, 2		-1	-1	0	4	0.0	0.0	0.625	0.0
24	24	5/8	5/8	3/4	2	1	V7		Eb	V		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	3	0.0	0.0	0.375	0.0
25	25	0	0	3/4	2	1	I(974)}		Eb	V		I(974)	I			974			}	M	0	0	-2, -3, -1	0, 3	-2	-2	1	4	0.2	0.0625	0.9375	0.0625
25	25	1/4	1/4	3/4	2	1	I|IAC		Eb	V		I	I					IAC		M	0	0	-2, 2, -1		-2	-2	0	5	0.0	0.0	0.4375	0.0
25	25	3/8	3/8	3/4	2	1	I6{		Eb	V		I6	I		6				{	M	0	0	2, -1, -2		-2	2	0	4	0.0	0.0	0.375	0.0
25	25	1/2	1/2	3/4	2	1	V2		Eb	V		V2	V		2					Mm7	0	0	-3, -1, 3, 0		-1	-3	1	3	0.25	0.0625	0.3125	0.16666666666666666
25	25	5/8	5/8	3/4	2	1	I		Eb	V		I	I							M	0	0	-2, 2, -1		-2	-2	1	3	0.25	0.0625	0.3125	0.16666666666666666
26	26	0	0	3/4	2	1	V65		Eb	V		V65	V		65					Mm7	0	0	3, 0, -3, -1		-1	3	8	13	0.38095238095238093	0.5625	1.1875	0.32142857142857145
26	26	5/8	5/8	3/4	2	1	V2		Eb	V		V2	V		2					Mm7	0	0	-3, -1, 3, 0		-1	-3	0	4	0.0	0.0	0.375	0.0
27	27	0	0	3/4	2	1	I6		Eb	V		I6	I		6					M	0	0	2, -1, -2		-2	2	1	11	0.08333333333333333	0.03125	0.96875	0.03125
27	27	3/8	3/8	3/4	2	1	I		Eb	V		I	I							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.5	0.0
27	27	1/2	1/2	3/4	2	1	viio6		Eb	V		viio6	vii	o	6					o	0	0	0, -3, 3		3	0	0	4	0.0	0.0	0.5	0.0
27	27	5/8	5/8	3/4	2	1	I6		Eb	V		I6	I		6					M	0	0	2, -1, -2		-2	2	0	4	0.0	0.0	0.5	0.0
28	28	0	0	3/4	2	1	ii6		Eb	V		ii6	ii		6					m	0	0	-3, 1, 0		0	-3	4	7	0.36363636363636365	0.125	0.875	0.125
28	28	1/2	1/2	3/4	2	1	V7		Eb	V		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	6	0.0	0.0	0.90625	0.0
29	29	0	0	3/4	2	1	I|PAC}{		Eb	V		I	I					PAC	}{	M	0	0	-2, 2, -1		-2	-2	0	7	0.0	0.0	0.625	0.0
29	29	3/8	3/8	3/4	2	1	viio/IV		Eb	V		viio/IV	vii	o			IV			o	0	0	2, -1, -4		2	2	0	3	0.0	0.0	0.25	0.0
29	29	1/2	1/2	3/4	2	1	ii6		Eb	V		ii6	ii		6					m	0	0	-3, 1, 0		0	-3	0	3	0.0	0.0	0.25	0.0
29	29	5/8	5/8	3/4	2	1	V2		Eb	V		V2	V		2					Mm7	0	0	-3, -1, 3, 0		-1	-3	0	3	0.0	0.0	0.25	0.0
30	30	0	0	3/4	2	1	I6		Eb	V		I6	I		6					M	0	0	2, -1, -2		-2	2	3	5	0.375	0.25	0.375	0.4
30	30	3/8	3/8	3/4	2	1	viio/IV		Eb	V		viio/IV	vii	o			IV			o	0	0	2, -1, -4		2	2	0	3	0.0	0.0	0.25	0.0
30	30	1/2	1/2	3/4	2	1	ii6		Eb	V		ii6	ii		6					m	0	0	-3, 1, 0		0	-3	0	3	0.0	0.0	0.25	0.0
30	30	5/8	5/8	3/4	2	1	V7		Eb	V		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	4	0.0	0.0	0.375	0.0
31	31	0	0	3/4	2	1	I(94)}		Eb	V		I(94)	I			94			}	M	0	0	-2, -3, -1	0	-2	-2	0	3	0.0	0.0	0.875	0.0
31	31	1/4	1/4	3/4	2	1	I|PAC		Eb	V		I	I					PAC		M	0	0	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.25	0.0
31	31	3/8	3/8	3/4	2	1	I.viio64		Eb	I		viio64	vii	o	64					o	0	0	-4, 2, -1		2	-4	0	3	0.0	0.0	0.375	0.0
31	31	1/2	1/2	3/4	2	1	I6		Eb	I		I6	I		6					M	0	0	1, -2, -3		-3	1	0	3	0.0	0.0	0.375	0.0
31	31	5/8	5/8	3/4	2	1	viio6		Eb	I		viio6	vii	o	6					o	0	0	-1, -4, 2		2	-1	0	3	0.0	0.0	0.375	0.0
32	32	0	0	3/4	2	1	ii.#viio(#4#2){		Eb	ii		#viio(#4#2)	#vii	o		#4#2			{	o	0	1	4, 6, 3		4	4	0	3	0.0	0.0	1.0	0.0
32	32	1/4	1/4	3/4	2	1	#viio7		Eb	ii		#viio7	#vii	o	7					o7	0	1	4, 1, -2, -5		4	4	0	4	0.0	0.0	0.5	0.0
32	32	1/2	1/2	3/4	2	1	V		Eb	ii		V	V							M	0	1	0, 4, 1		0	0	1	4	0.2	0.125	0.625	0.16666666666666666
33	33	0	0	3/4	2	1	VI(64)		Eb	ii		VI(64)	VI			64				M	0	1	-5, 1, -2		-5	-5	0	3	0.0	0.0	1.0	0.0
33	33	1/4	1/4	3/4	2	1	VI		Eb	ii		VI	VI							M	0	1	-5, -1, -4		-5	-5	0	3	0.0	0.0	0.375	0.0
33	33	1/2	1/2	3/4	2	1	i6		Eb	ii		i6	i		6					m	0	1	-4, 0, -1		-1	-4	0	4	0.0	0.0	0.75	0.0
34	34	0	0	3/4	2	1	ii6(#7)		Eb	ii		ii6(#7)	ii		6	#7				m	0	1	-2, 2, 6		1	-2	1	2	0.3333333333333333	0.25	0.5	0.3333333333333333
34	34	1/4	1/4	3/4	2	1	ii6		Eb	ii		ii6	ii		6					m	0	1	-2, 2, 1		1	-2	0	2	0.0	0.0	0.375	0.0
34	34	1/2	1/2	3/4	2	1	V7		Eb	ii		V7	V		7					Mm7	0	1	0, 4, 1, -2		0	0	0	3	0.0	0.0	0.625	0.0
35	35	0	0	3/4	2	1	i(94)}		Eb	ii		i(94)	i			94			}	m	0	1	-1, -2, 0	1	-1	-1	0	3	0.0	0.0	0.875	0.0
35	35	1/4	1/4	3/4	2	1	i|PAC		Eb	ii		i	i					PAC		m	0	1	-1, -4, 0		-1	-1	3	8	0.2727272727272727	0.1875	1.5625	0.10714285714285714
36	36	1/2	1/2	3/4	2	1	VI6		Eb	ii		VI6	VI		6					M	0	1	-1, -4, -5		-5	-1	1	3	0.25	0.0625	0.1875	0.25
37	37	0	0	3/4	2	1	viio43(2)/V		Eb	ii		viio43(2)/V	vii	o	43	2	V			o7	0	1	-1, -4, 0, 2		5	-1	0	4	0.0	0.0	2.125	0.0
37	37	1/4	1/4	3/4	2	1	viio43/V		Eb	ii		viio43/V	vii	o	43		V			o7	0	1	-1, -4, 5, 2		5	-1	0	4	0.0	0.0	0.875	0.0
38	38	0	0	3/4	2	1	IV.V6(6#2)		Eb	IV		V6(6#2)	V		6	6#2				M	0	0	6, 0, -3		-3	6	4	9	0.3076923076923077	0.25	1.75	0.125
39	39	0	0	3/4	2	1	V+6		Eb	IV		V+6	V	+	6					+	0	0	1, 5, -3		-3	1	0	3	0.0	0.0	0.875	0.0
39	39	1/4	1/4	3/4	2	1	V6(6)		Eb	IV		V6(6)	V		6	6				M	0	0	1, 0, -3		-3	1	0	5	0.0	0.0	1.375	0.0
40	40	0	0	3/4	2	1	I		Eb	IV		I	I							M	0	0	-4, 0, -3		-4	-4	0	7	0.0	0.0	1.25	0.0
40	40	1/2	1/2	3/4	2	1	#viio/ii		Eb	IV		#viio/ii	#vii	o			ii			o	0	0	3, 0, -3		3	3	0	5	0.0	0.0	0.75	0.0
41	41	0	0	3/4	2	1	V43		Eb	IV		V43	V		43					Mm7	0	0	-2, -5, -3, 1		-3	-2	2	5	0.2857142857142857	0.0625	0.6875	0.08333333333333333
41	41	1/4	1/4	3/4	2	1	V2		Eb	IV		V2	V		2					Mm7	0	0	-5, -3, 1, -2		-3	-5	0	4	0.0	0.0	0.625	0.0
41	41	1/2	1/2	3/4	2	1	I6		Eb	IV		I6	I		6					M	0	0	0, -3, -4		-4	0	0	3	0.0	0.0	0.5	0.0
42	42	0	0	3/4	2	1	ii6		Eb	IV		ii6	ii		6					m	0	0	-5, -1, -2		-2	-5	1	4	0.2	0.0625	0.4375	0.125
42	42	1/4	1/4	3/4	2	1	V(64)		Eb	IV		V(64)	V			64				M	0	0	-3, -4, 0		-3	-3	0	3	0.0	0.0	1.125	0.0
42	42	1/2	1/2	3/4	2	1	V7		Eb	IV		V7	V		7					Mm7	0	0	-3, 1, -2, -5		-3	-3	1	3	0.25	0.0625	0.4375	0.125
43	43	0	0	3/4	2	1	I|PAC}{		Eb	IV		I	I					PAC	}{	M	0	0	-4, 0, -3		-4	-4	0	19	0.0	0.0	1.75	0.0
44	44	0	0	3/4	2	1	V43/vi		Eb	IV		V43/vi	V		43		vi			Mm7	0	0	1, -2, 0, 4		0	1	1	21	0.045454545454545456	0.125	2.5	0.047619047619047616
45	45	0	0	3/4	2	1	vi		Eb	IV		vi	vi							m	0	0	-1, -4, 0		-1	-1	1	21	0.045454545454545456	0.125	2.5	0.047619047619047616
46	46	0	0	3/4	2	1	V43/iv		Eb	IV		V43/iv	V		43		iv			Mm7	0	0	-3, -6, -4, 0		-4	-3	0	22	0.0	0.0	2.875	0.0
47	47	0	0	3/4	2	1	iv		Eb	IV		iv	iv							m	0	0	-5, -8, -4		-5	-5	1	13	0.07142857142857142	0.125	1.75	0.06666666666666667
47	47	1/2	1/2	3/4	2	1	I.iv6		Eb	I		iv6	iv		6					m	0	0	-7, -3, -4		-4	-7	1	7	0.125	0.125	0.625	0.16666666666666666
48	48	0	0	3/4	2	1	V7(4)}		Eb	I		V7(4)	V		7	4			}	Mm7	0	0	-2, -3, -1, -4		-2	-2	0	6	0.0	0.0	1.375	0.0
48	48	1/4	1/4	3/4	2	1	V7|HC		Eb	I		V7	V		7			HC		Mm7	0	0	-2, 2, -1, -4		-2	-2	5	42	0.10638297872340426	0.21875	5.40625	0.03888888888888889
51	51	0	0	3/4	2	1	I{		Eb	I		I	I						{	M	0	0	-3, 1, -2		-3	-3	6	15	0.2857142857142857	0.5625	2.1875	0.20454545454545456
52	52	1/4	1/4	3/4	2	1	viio6		Eb	I		viio6	vii	o	6					o	0	0	-1, -4, 2		2	-1	0	5	0.0	0.0	0.5	0.0
52	52	1/2	1/2	3/4	2	1	I6		Eb	I		I6	I		6					M	0	0	1, -2, -3		-3	1	0	5	0.0	0.0	0.5	0.0
53	53	0	0	3/4	2	1	ii6		Eb	I		ii6	ii		6					m	0	0	-4, 0, -1		-1	-4	10	8	0.5555555555555556	0.5	1.75	0.2222222222222222
54	54	0	0	3/4	2	1	V(64)}		Eb	I		V(64)	V			64			}	M	0	0	-2, -3, 1		-2	-2	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
54	54	1/4	1/4	3/4	2	1	V|HC		Eb	I		V	V					HC		M	0	0	-2, 2, -1		-2	-2	10	8	0.5555555555555556	0.3125	0.46875	0.4
55	55	0	0	3/4	2	1	I{		Eb	I		I	I						{	M	0	0	-3, 1, -2		-3	-3	5	9	0.35714285714285715	0.15625	1.09375	0.125
55	55	1/2	1/2	3/4	2	1	vi6		Eb	I		vi6	vi		6					m	0	0	-3, 1, 0		0	-3	4	6	0.4	0.125	0.625	0.16666666666666666
56	56	0	0	3/4	2	1	V/V		Eb	I		V/V	V				V			M	0	0	-1, 3, 0		-1	-1	1	3	0.25	0.125	0.75	0.14285714285714285
56	56	1/4	1/4	3/4	2	1	V7		Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	2	0.0	0.0	0.375	0.0
56	56	3/8	3/8	3/4	2	1	#viio7/vi		Eb	I		#viio7/vi	#vii	o	7		vi			o7	0	0	5, 2, -1, -4		5	5	0	2	0.0	0.0	0.25	0.0
56	56	1/2	1/2	3/4	2	1	vi		Eb	I		vi	vi							m	0	0	0, -3, 1		0	0	1	3	0.25	0.0625	0.4375	0.125
56	56	5/8	5/8	3/4	2	1	V65/IV		Eb	I		V65/IV	V		65		IV			Mm7	0	0	1, -2, -5, -3		-3	1	0	3	0.0	0.0	0.25	0.0
57	57	0	0	3/4	2	1	IV		Eb	I		IV	IV							M	0	0	-4, 0, -3		-4	-4	2	4	0.3333333333333333	0.125	0.5	0.2
57	57	1/4	1/4	3/4	2	1	V(64)		Eb	I		V(64)	V			64				M	0	0	-2, -3, 1		-2	-2	0	4	0.0	0.0	1.0	0.0
57	57	1/2	1/2	3/4	2	1	V7		Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	2	6	0.25	0.0625	0.4375	0.125
58	58	0	0	3/4	2	1	I[I|PAC}{		Eb	I	I	I	I					PAC	}{	M	0	0	-3, 1, -2		-3	-3	0	19	0.0	0.0	1.75	0.0
59	59	0	0	3/4	2	1	viio6		Eb	I	I	viio6	vii	o	6					o	0	0	-1, -4, 2		2	-1	7	14	0.3333333333333333	0.5	1.375	0.26666666666666666
60	60	0	0	3/4	2	1	I		Eb	I	I	I	I							M	0	0	-3, 1, -2		-3	-3	3	20	0.13043478260869565	0.0625	1.8125	0.03333333333333333
61	61	0	0	3/4	2	1	V43(9)		Eb	I	I	V43(9)	V		43	9				Mm7	0	0	-1, -4, -2, 2	0	-2	-1	3	7	0.3	0.1875	0.6875	0.21428571428571427
61	61	3/8	3/8	3/4	2	1	V43		Eb	I	I	V43	V		43					Mm7	0	0	-1, -4, -2, 2		-2	-1	4	14	0.2222222222222222	0.15625	0.59375	0.20833333333333334
62	62	0	0	3/4	2	1	I]		Eb	I	I	I	I							M	0	0	-3, 1, -2		-3	-3	5	7	0.4166666666666667	0.13541666666666666	0.7395833333333334	0.15476190476190474
62	62	3/8	3/8	3/4	2	1	I6		Eb	I		I6	I		6					M	0	0	1, -2, -3		-3	1	0	3	0.0	0.0	0.375	0.0
62	62	1/2	1/2	3/4	2	1	ii6		Eb	I		ii6	ii		6					m	0	0	-4, 0, -1		-1	-4	0	3	0.0	0.0	0.375	0.0
62	62	5/8	5/8	3/4	2	1	vii%7/V		Eb	I		vii%7/V	vii	%	7		V			%7	0	0	3, 0, -3, 1		3	3	0	3	0.0	0.0	0.375	0.0
63	63	0	0	3/4	2	1	V(64)}		Eb	I		V(64)	V			64			}	M	0	0	-2, -3, 1		-2	-2	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
63	63	1/4	1/4	3/4	2	1	V|HC		Eb	I		V	V					HC		M	0	0	-2, 2, -1		-2	-2	4	6	0.4	0.25	0.75	0.25
64	64	0	0	3/4	2	1	I{		Eb	I		I	I						{	M	0	0	-3, 1, -2		-3	-3	2	8	0.2	0.0625	0.9375	0.0625
64	64	1/2	1/2	3/4	2	1	viio64		Eb	I		viio64	vii	o	64					o	0	0	-4, 2, -1		2	-4	0	2	0.0	0.0	0.25	0.0
64	64	5/8	5/8	3/4	2	1	I6		Eb	I		I6	I		6					M	0	0	1, -2, -3		-3	1	0	2	0.0	0.0	0.25	0.0
65	65	0	0	3/4	2	1	viio6		Eb	I		viio6	vii	o	6					o	0	0	-1, -4, 2		2	-1	0	4	0.0	0.0	0.5	0.0
65	65	1/8	1/8	3/4	2	1	I		Eb	I		I	I							M	0	0	-3, 1, -2		-3	-3	2	5	0.2857142857142857	0.0625	0.4375	0.125
65	65	1/4	1/4	3/4	2	1	V65		Eb	I		V65	V		65					Mm7	0	0	2, -1, -4, -2		-2	2	0	7	0.0	0.0	0.875	0.0
66	66	0	0	3/4	2	1	V7		Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	1	7	0.125	0.03125	0.84375	0.03571428571428571
66	66	1/2	1/2	3/4	2	1	I6		Eb	I		I6	I		6					M	0	0	1, -2, -3		-3	1	0	2	0.0	0.0	0.25	0.0
66	66	5/8	5/8	3/4	2	1	V2		Eb	I		V2	V		2					Mm7	0	0	-4, -2, 2, -1		-2	-4	0	4	0.0	0.0	0.5	0.0
67	67	0	0	3/4	2	1	I6		Eb	I		I6	I		6					M	0	0	1, -2, -3		-3	1	0	4	0.0	0.0	0.5	0.0
67	67	1/8	1/8	3/4	2	1	V43		Eb	I		V43	V		43					Mm7	0	0	-1, -4, -2, 2		-2	-1	1	6	0.14285714285714285	0.03125	0.46875	0.0625
67	67	1/4	1/4	3/4	2	1	I		Eb	I		I	I							M	0	0	-3, 1, -2		-3	-3	0	10	0.0	0.0	1.25	0.0
68	68	0	0	3/4	2	1	V65/IV		Eb	I		V65/IV	V		65		IV			Mm7	0	0	1, -2, -5, -3		-3	1	2	15	0.11764705882352941	0.0625	1.5625	0.038461538461538464
68	68	5/8	5/8	3/4	2	1	V+6/IV		Eb	I		V+6/IV	V	+	6		IV			+	0	0	1, 5, -3		-3	1	1	6	0.14285714285714285	0.0625	0.9375	0.0625
