mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	6/8	2	1	F.I{	F	I		I		I						{	M	0	0	-1, 3, 0		-1	-1	9	24	0.2727272727272727	0.5625	2.25	0.2
3	3	3/8	3/8	6/8	2	1	I6	F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	2	7	0.2222222222222222	0.1875	0.5625	0.25
4	4	0	0	6/8	2	1	ii65	F	I		ii65		ii		65					mm7	0	0	-2, 2, -1, 1		1	-2	1	8	0.1111111111111111	0.125	0.625	0.16666666666666666
4	4	3/8	3/8	6/8	2	1	I64	F	I		I64		I		64					M	0	0	0, -1, 3		-1	0	2	7	0.2222222222222222	0.1875	0.5625	0.25
5	5	0	0	6/8	2	1	iv6	F	I		iv6		iv		6					m	0	0	-5, -1, -2		-2	-5	0	5	0.0	0.0	0.5	0.0
5	5	1/4	1/4	6/8	2	1	V(64)	F	I		V(64)		V			64				M	0	0	0, -1, 3		0	0	0	3	0.0	0.0	0.25	0.0
5	5	3/8	3/8	6/8	2	1	iv6	F	I		iv6		iv		6					m	0	0	-5, -1, -2		-2	-5	0	5	0.0	0.0	0.5	0.0
5	5	5/8	5/8	6/8	2	1	V(64)	F	I		V(64)		V			64				M	0	0	0, -1, 3		0	0	0	3	0.0	0.0	0.25	0.0
6	6	0	0	6/8	2	1	viio7/V	F	I		viio7/V		vii	o	7		V			o7	0	0	5, 2, -1, -4		5	5	0	9	0.0	0.0	0.75	0.0
6	6	3/8	3/8	6/8	2	1	V|HC}	F	I		V		V					HC	}	M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.375	0.0
7	7	0	0	6/8	2	1	I{	F	I		I		I						{	M	0	0	-1, 3, 0		-1	-1	9	24	0.2727272727272727	0.5625	2.25	0.2
9	9	3/8	3/8	6/8	2	1	I6	F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	2	7	0.2222222222222222	0.1875	0.5625	0.25
10	10	0	0	6/8	2	1	ii65	F	I		ii65		ii		65					mm7	0	0	-2, 2, -1, 1		1	-2	1	8	0.1111111111111111	0.125	0.625	0.16666666666666666
10	10	3/8	3/8	6/8	2	1	I64	F	I		I64		I		64					M	0	0	0, -1, 3		-1	0	2	7	0.2222222222222222	0.1875	0.5625	0.25
11	11	0	0	6/8	2	1	iv6	F	I		iv6		iv		6					m	0	0	-5, -1, -2		-2	-5	0	5	0.0	0.0	0.5	0.0
11	11	1/4	1/4	6/8	2	1	V(64)	F	I		V(64)		V			64				M	0	0	0, -1, 3		0	0	0	3	0.0	0.0	0.25	0.0
11	11	3/8	3/8	6/8	2	1	iv6	F	I		iv6		iv		6					m	0	0	-5, -1, -2		-2	-5	0	5	0.0	0.0	0.5	0.0
11	11	5/8	5/8	6/8	2	1	V(64)	F	I		V(64)		V			64				M	0	0	0, -1, 3		0	0	0	3	0.0	0.0	0.25	0.0
12	12	0	0	6/8	2	1	viio7/V	F	I		viio7/V		vii	o	7		V			o7	0	0	5, 2, -1, -4		5	5	0	3	0.0	0.0	0.25	0.0
12	12	3/8	3/8	6/8	2	1	viio64	F	I		viio64		vii	o	64					o	0	0	-2, 4, 1		4	-2	0	3	0.0	0.0	0.25	0.0
13	13	0	0	6/8	2	1	#viio65/ii	F	I		#viio65/ii		#vii	o	65		ii			o7	0	0	3, 0, -3, 6		6	3	0	3	0.0	0.0	0.25	0.0
13	13	3/8	3/8	6/8	2	1	ii6	F	I		ii6		ii		6					m	0	0	-2, 2, 1		1	-2	0	6	0.0	0.0	0.375	0.0
14	14	0	0	6/8	2	1	V7	F	I		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	2	7	0.2222222222222222	0.125	1.375	0.08333333333333333
14	14	3/8	3/8	6/8	2	1	I|PAC}	F	I		I		I					PAC	}	M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.375	0.0
14	14	1/2	1/2	6/8	2	1	V{	F	I		V		V						{	M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
15	15	0	0	6/8	2	1	V7	F	I		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	1	15	0.0625	0.125	2.0	0.058823529411764705
16	16	0	0	6/8	2	1	I	F	I		I		I							M	0	0	-1, 3, 0		-1	-1	1	13	0.07142857142857142	0.0	2.125	0.0
17	17	0	0	6/8	2	1	V7	F	I		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	1	14	0.06666666666666667	0.125	2.0	0.058823529411764705
18	18	0	0	6/8	2	1	I(#11)	F	I		I(#11)		I			#11				M	0	0	-1, 3, 0	5	-1	-1	0	6	0.0	0.0	1.0	0.0
18	18	3/8	3/8	6/8	2	1	I	F	I		I		I							M	0	0	-1, 3, 0		-1	-1	0	7	0.0	0.0	0.875	0.0
19	19	0	0	6/8	2	1	V7	F	I		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	1	15	0.0625	0.125	2.0	0.058823529411764705
20	20	0	0	6/8	2	1	I	F	I		I		I							M	0	0	-1, 3, 0		-1	-1	0	15	0.0	0.0	2.125	0.0
21	21	0	0	6/8	2	1	V7	F	I		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	0	15	0.0	0.0	2.125	0.0
22	22	0	0	6/8	2	1	I}	F	I		I		I						}	M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	1.0	0.0
22	22	1/4	1/4	6/8	2	1	I6{	F	I		I6		I		6				{	M	0	0	3, 0, -1		-1	3	0	2	0.0	0.0	0.25	0.0
22	22	3/8	3/8	6/8	2	1	ii6	F	I		ii6		ii		6					m	0	0	-2, 2, 1		1	-2	0	4	0.0	0.0	0.5	0.0
22	22	5/8	5/8	6/8	2	1	V6/V	F	I		V6/V		V		6		V			M	0	0	5, 2, 1		1	5	0	2	0.0	0.0	0.25	0.0
23	23	0	0	6/8	2	1	iii6	F	I		iii6		iii		6					m	0	0	0, 4, 3		3	0	0	4	0.0	0.0	0.5	0.0
23	23	1/4	1/4	6/8	2	1	V6/vi	F	I		V6/vi		V		6		vi			M	0	0	7, 4, 3		3	7	0	2	0.0	0.0	0.25	0.0
23	23	3/8	3/8	6/8	2	1	IV6	F	I		IV6		IV		6					M	0	0	2, -1, -2		-2	2	0	4	0.0	0.0	0.5	0.0
23	23	5/8	5/8	6/8	2	1	viio	F	I		viio		vii	o						o	0	0	4, 1, -2		4	4	0	2	0.0	0.0	0.25	0.0
24	24	0	0	6/8	2	1	V2	F	I		V2		V		2					Mm7	0	0	-2, 0, 4, 1		0	-2	2	8	0.2	0.125	2.125	0.05555555555555555
25	25	0	0	6/8	2	1	I6	F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
25	25	3/8	3/8	6/8	2	1	V(64)	F	I		V(64)		V			64				M	0	0	0, -1, 3		0	0	0	3	0.0	0.0	0.75	0.0
