mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
67	67	0	0	6/8	2	1	i{		A	i		i	i						{	m	0	1	3, 0, 4		3	3	6	18	0.25	0.375	1.125	0.25
68	68	0	0	6/8	2	1	V		A	i		V	V							M	0	1	4, 8, 5		4	4	3	9	0.25	0.1875	0.5625	0.25
68	68	3/8	3/8	6/8	2	1	V7		A	i		V7	V		7					Mm7	0	1	4, 8, 5, 2		4	4	2	10	0.16666666666666666	0.125	0.625	0.16666666666666666
69	69	0	0	6/8	2	1	i		A	i		i	i							m	0	1	3, 0, 4		3	3	1	7	0.125	0.0625	0.4375	0.125
69	69	1/4	1/4	6/8	2	1	V65		A	i		V65	V		65					Mm7	0	1	8, 5, 2, 4		4	8	0	4	0.0	0.0	0.25	0.0
69	69	3/8	3/8	6/8	2	1	i		A	i		i	i							m	0	1	3, 0, 4		3	3	1	7	0.125	0.0625	0.4375	0.125
69	69	5/8	5/8	6/8	2	1	iv6		A	i		iv6	iv		6					m	0	1	-1, 3, 2		2	-1	0	4	0.0	0.0	0.25	0.0
70	70	0	0	6/8	2	1	V(64)		A	i		V(64)	V			64				M	0	1	4, 3, 0		4	4	1	7	0.125	0.0625	0.4375	0.125
70	70	1/4	1/4	6/8	2	1	V		A	i		V	V							M	0	1	4, 8, 5		4	4	1	3	0.25	0.0625	0.1875	0.25
70	70	3/8	3/8	6/8	2	1	i|PAC}		A	i		i	i					PAC	}	m	0	1	3, 0, 4		3	3	3	17	0.15	0.1875	1.4375	0.11538461538461539
71	71	1/4	1/4	6/8	2	1	V65		A	i		V65	V		65					Mm7	0	1	8, 5, 2, 4		4	8	0	6	0.0	0.0	0.375	0.0
71	71	3/8	3/8	6/8	2	1	i		A	i		i	i							m	0	1	3, 0, 4		3	3	2	10	0.16666666666666666	0.125	0.625	0.16666666666666666
71	71	5/8	5/8	6/8	2	1	iv6		A	i		iv6	iv		6					m	0	1	-1, 3, 2		2	-1	0	6	0.0	0.0	0.375	0.0
72	72	0	0	6/8	2	1	V(64)		A	i		V(64)	V			64				M	0	1	4, 3, 0		4	4	2	10	0.16666666666666666	0.125	0.625	0.16666666666666666
72	72	1/4	1/4	6/8	2	1	V		A	i		V	V							M	0	1	4, 8, 5		4	4	2	4	0.3333333333333333	0.125	0.25	0.3333333333333333
72	72	3/8	3/8	6/8	2	1	i|PAC}		A	i		i	i					PAC	}	m	0	1	3, 0, 4		3	3	0	7	0.0	0.0	0.875	0.0
73	73	0	0	6/8	2	1	I.I{		A	I		I	I						{	M	0	0	3, 7, 4		3	3	8	22	0.26666666666666666	0.75	1.875	0.2857142857142857
74	74	0	0	6/8	2	1	V		A	I		V	V							M	0	0	4, 8, 5		4	4	4	11	0.26666666666666666	0.375	0.9375	0.2857142857142857
74	74	3/8	3/8	6/8	2	1	V7		A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	4	11	0.26666666666666666	0.375	0.9375	0.2857142857142857
75	75	0	0	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	0	14	0.0	0.0	1.1875	0.0
75	75	3/8	3/8	6/8	2	1	V		A	I		V	V							M	0	0	4, 8, 5		4	4	0	14	0.0	0.0	1.1875	0.0
76	76	0	0	6/8	2	1	V(64)}		A	I		V(64)	V			64			}	M	0	0	4, 3, 7		4	4	4	11	0.26666666666666666	0.375	0.9375	0.2857142857142857
76	76	3/8	3/8	6/8	2	1	V|HC		A	I		V	V					HC		M	0	0	4, 8, 5		4	4	2	9	0.18181818181818182	0.125	0.8125	0.13333333333333333
77	77	0	0	6/8	2	1	I{		A	I		I	I						{	M	0	0	3, 7, 4		3	3	8	22	0.26666666666666666	0.75	1.875	0.2857142857142857
78	78	0	0	6/8	2	1	V		A	I		V	V							M	0	0	4, 8, 5		4	4	4	11	0.26666666666666666	0.375	0.9375	0.2857142857142857
78	78	3/8	3/8	6/8	2	1	V7		A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	4	11	0.26666666666666666	0.375	0.9375	0.2857142857142857
79	79	0	0	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	0	10	0.0	0.0	0.875	0.0
79	79	1/4	1/4	6/8	2	1	V		A	I		V	V							M	0	0	4, 8, 5		4	4	0	5	0.0	0.0	0.4375	0.0
79	79	3/8	3/8	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	0	5	0.0	0.0	0.4375	0.0
79	79	1/2	1/2	6/8	2	1	vi		A	I		vi	vi							m	0	0	6, 3, 7		6	6	0	5	0.0	0.0	0.4375	0.0
79	79	5/8	5/8	6/8	2	1	ii6		A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	0	5	0.0	0.0	0.4375	0.0
80	80	0	0	6/8	2	1	V(64)		A	I		V(64)	V			64				M	0	0	4, 3, 7		4	4	0	10	0.0	0.0	0.875	0.0
80	80	1/4	1/4	6/8	2	1	V		A	I		V	V							M	0	0	4, 8, 5		4	4	0	5	0.0	0.0	0.4375	0.0
80	80	3/8	3/8	6/8	2	1	I|PAC}		A	I		I	I					PAC	}	M	0	0	3, 7, 4		3	3	3	18	0.14285714285714285	0.09375	1.40625	0.0625
81	81	3/8	3/8	6/8	2	1	IV64		A	I		IV64	IV		64					M	0	0	3, 2, 6		2	3	4	17	0.19047619047619047	0.25	1.125	0.18181818181818182
82	82	3/8	3/8	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	4	16	0.2	0.15625	1.34375	0.10416666666666667
83	83	3/8	3/8	6/8	2	1	viio6		A	I		viio6	vii	o	6					o	0	0	5, 2, 8		8	5	4	8	0.3333333333333333	0.15625	0.71875	0.17857142857142858
84	84	0	0	6/8	2	1	I6		A	I		I6	I		6					M	0	0	7, 4, 3		3	7	0	3	0.0	0.0	0.375	0.0
84	84	1/8	1/8	6/8	2	1	viio6		A	I		viio6	vii	o	6					o	0	0	5, 2, 8		8	5	0	3	0.0	0.0	0.375	0.0
84	84	1/4	1/4	6/8	2	1	vii%43/V		A	I		vii%43/V	vii	%	43		V			%7	0	0	3, 7, 9, 6		9	3	0	4	0.0	0.0	0.5	0.0
84	84	3/8	3/8	6/8	2	1	V(64)}		A	I		V(64)	V			64			}	M	0	0	4, 3, 7		4	4	0	6	0.0	0.0	1.75	0.0
84	84	5/8	5/8	6/8	2	1	V|HC		A	I		V	V					HC		M	0	0	4, 8, 5		4	4	0	4	0.0	0.0	0.5	0.0
85	85	0	0	6/8	2	1	I{		A	I		I	I						{	M	0	0	3, 7, 4		3	3	8	22	0.26666666666666666	0.75	1.875	0.2857142857142857
86	86	0	0	6/8	2	1	V		A	I		V	V							M	0	0	4, 8, 5		4	4	4	11	0.26666666666666666	0.375	0.9375	0.2857142857142857
86	86	3/8	3/8	6/8	2	1	V7		A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	4	11	0.26666666666666666	0.375	0.9375	0.2857142857142857
87	87	0	0	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	0	10	0.0	0.0	0.875	0.0
87	87	1/4	1/4	6/8	2	1	V		A	I		V	V							M	0	0	4, 8, 5		4	4	0	5	0.0	0.0	0.4375	0.0
87	87	3/8	3/8	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	0	5	0.0	0.0	0.4375	0.0
87	87	1/2	1/2	6/8	2	1	vi		A	I		vi	vi							m	0	0	6, 3, 7		6	6	0	5	0.0	0.0	0.4375	0.0
87	87	5/8	5/8	6/8	2	1	ii6		A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	0	5	0.0	0.0	0.4375	0.0
88	88	0	0	6/8	2	1	V(64)		A	I		V(64)	V			64				M	0	0	4, 3, 7		4	4	0	10	0.0	0.0	0.875	0.0
88	88	1/4	1/4	6/8	2	1	V|HC		A	I		V	V					HC		M	0	0	4, 8, 5		4	4	2	12	0.14285714285714285	0.1875	1.125	0.14285714285714285
88	88	5/8	5/8	6/8	2	1	V(64)		A	I		V(64)	V			64				M	0	0	4, 3, 7		4	4	0	5	0.0	0.0	0.4375	0.0
89	89	0	0	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	0	10	0.0	0.0	0.875	0.0
89	89	1/4	1/4	6/8	2	1	V7		A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	5	0.0	0.0	0.4375	0.0
89	89	3/8	3/8	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	0	10	0.0	0.0	0.875	0.0
89	89	5/8	5/8	6/8	2	1	IV		A	I		IV	IV							M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	0.4375	0.0
90	90	0	0	6/8	2	1	V(64)		A	I		V(64)	V			64				M	0	0	4, 3, 7		4	4	0	10	0.0	0.0	0.875	0.0
90	90	1/4	1/4	6/8	2	1	V		A	I		V	V							M	0	0	4, 8, 5		4	4	0	5	0.0	0.0	0.4375	0.0
90	90	3/8	3/8	6/8	2	1	I|PAC}		A	I		I	I					PAC	}	M	0	0	3, 7, 4		3	3	0	20	0.0	0.0	1.375	0.0
91	91	5/16	5/16	6/8	2	1	V43		A	I		V43	V		43					Mm7	0	0	5, 2, 4, 8		4	5	0	3	0.0	0.0	0.125	0.0
91	91	3/8	3/8	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	3	16	0.15789473684210525	0.125	0.5625	0.18181818181818182
92	92	0	0	6/8	2	1	V6		A	I		V6	V		6					M	0	0	8, 5, 4		4	8	3	10	0.23076923076923078	0.125	0.5	0.2
92	92	5/16	5/16	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.125	0.0
92	92	3/8	3/8	6/8	2	1	#viio/ii		A	I		#viio/ii	#vii	o			ii			o	0	0	10, 7, 4		10	10	1	4	0.2	0.03125	0.21875	0.125
92	92	1/2	1/2	6/8	2	1	V43		A	I		V43	V		43					Mm7	0	0	5, 2, 4, 8		4	5	1	5	0.16666666666666666	0.03125	0.1875	0.14285714285714285
92	92	5/8	5/8	6/8	2	1	V		A	I		V	V							M	0	0	4, 8, 5		4	4	2	6	0.25	0.0625	0.1875	0.25
93	93	0	0	6/8	2	1	vi7		A	I		vi7	vi		7					mm7	0	0	6, 3, 7, 4		6	6	5	9	0.35714285714285715	0.1875	0.40625	0.3157894736842105
93	93	3/8	3/8	6/8	2	1	V6		A	I		V6	V		6					M	0	0	8, 5, 4		4	8	5	9	0.35714285714285715	0.1875	0.40625	0.3157894736842105
94	94	0	0	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	2	4	0.3333333333333333	0.0625	0.3125	0.16666666666666666
94	94	1/8	1/8	6/8	2	1	vi		A	I		vi	vi							m	0	0	6, 3, 7		6	6	2	4	0.3333333333333333	0.0625	0.3125	0.16666666666666666
94	94	1/4	1/4	6/8	2	1	ii6		A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	2	4	0.3333333333333333	0.0625	0.3125	0.16666666666666666
94	94	3/8	3/8	6/8	2	1	V|HC}		A	I		V	V					HC	}	M	0	0	4, 8, 5		4	4	6	8	0.42857142857142855	0.1875	0.4375	0.3
95	95	0	0	6/8	2	1	I{		A	I		I	I						{	M	0	0	3, 7, 4		3	3	5	17	0.22727272727272727	0.3125	0.8125	0.2777777777777778
95	95	3/8	3/8	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	5	8	0.38461538461538464	0.15625	0.34375	0.3125
96	96	0	0	6/8	2	1	V		A	I		V	V							M	0	0	4, 8, 5		4	4	6	18	0.25	0.3125	0.8125	0.2777777777777778
96	96	3/8	3/8	6/8	2	1	V7		A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	4	9	0.3076923076923077	0.125	0.375	0.25
97	97	0	0	6/8	2	1	vi7		A	I		vi7	vi		7					mm7	0	0	6, 3, 7, 4		6	6	2	7	0.2222222222222222	0.0625	0.4375	0.125
97	97	1/4	1/4	6/8	2	1	V6		A	I		V6	V		6					M	0	0	8, 5, 4		4	8	2	4	0.3333333333333333	0.0625	0.3125	0.16666666666666666
97	97	3/8	3/8	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	1	9	0.1	0.03125	0.46875	0.0625
97	97	5/8	5/8	6/8	2	1	ii65		A	I		ii65	ii		65					mm7	0	0	2, 6, 3, 5		5	2	0	7	0.0	0.0	0.5	0.0
98	98	0	0	6/8	2	1	V(64)	1	A	I		V(64)	V			64				M	0	0	4, 3, 7		4	4	3	8	0.2727272727272727	0.03125	1.34375	0.022727272727272728
98	98	1/4	1/4	6/8	2	1	V7(4)	1	A	I		V7(4)	V		7	4				Mm7	0	0	4, 3, 5, 2		4	4	0	2	0.0	0.0	0.25	0.0
98	98	5/16	5/16	6/8	2	1	V7	1	A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	2	0.3333333333333333	0.03125	0.09375	0.25
98	98	3/8	3/8	6/8	2	1	I(974)}	1	A	I		I(974)	I			974			}	M	0	0	3, 2, 4	5, 8	3	3	0	5	0.0	0.0	0.875	0.0
98	98	1/2	1/2	6/8	2	1	I|PAC	1	A	I		I	I					PAC		M	0	0	3, 7, 4		3	3	5	7	0.4166666666666667	0.078125	0.3125	0.2
99	98	0	0	6/8	2	1	V(64)	2	A	I		V(64)	V			64				M	0	0	4, 3, 7		4	4	3	8	0.2727272727272727	0.03125	1.34375	0.022727272727272728
99	98	1/4	1/4	6/8	2	1	V7(4)	2	A	I		V7(4)	V		7	4				Mm7	0	0	4, 3, 5, 2		4	4	0	2	0.0	0.0	0.25	0.0
99	98	5/16	5/16	6/8	2	1	V7	2	A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	2	0.3333333333333333	0.03125	0.09375	0.25
99	98	3/8	3/8	6/8	2	1	I(974)}	2	A	I		I(974)	I			974			}	M	0	0	3, 2, 4	5, 8	3	3	0	5	0.0	0.0	0.75	0.0
99	98	1/2	1/2	6/8	2	1	I|PAC	2	A	I		I	I					PAC		M	0	0	3, 7, 4		3	3	6	7	0.46153846153846156	0.0625	0.3125	0.16666666666666666
100	99	0	0	6/8	2	1	I[I{		A	I	I	I	I						{	M	0	0	3, 7, 4		3	3	1	6	0.14285714285714285	0.015625	0.234375	0.0625
100	99	1/8	1/8	6/8	2	1	viio6		A	I	I	viio6	vii	o	6					o	0	0	5, 2, 8		8	5	2	4	0.3333333333333333	0.09375	0.15625	0.375
100	99	1/4	1/4	6/8	2	1	V7/IV		A	I	I	V7/IV	V		7		IV			Mm7	0	0	3, 7, 4, 1		3	3	1	5	0.16666666666666666	0.0625	0.1875	0.25
100	99	3/8	3/8	6/8	2	1	IV64]		A	I	I	IV64	IV		64					M	0	0	3, 2, 6		2	3	0	6	0.0	0.0	0.25	0.0
100	99	1/2	1/2	6/8	2	1	IV6		A	I		IV6	IV		6					M	0	0	6, 3, 2		2	6	0	5	0.0	0.0	0.25	0.0
100	99	5/8	5/8	6/8	2	1	IV		A	I		IV	IV							M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	0.25	0.0
101	100	0	0	6/8	2	1	I(64)		A	I		I(64)	I			64				M	0	0	3, 2, 6		3	3	9	26	0.2571428571428571	0.17708333333333334	0.9479166666666666	0.1574074074074074
101	100	1/2	1/2	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	2	15	0.11764705882352941	0.0625	1.9375	0.03125
102	101	3/8	3/8	6/8	2	1	V43		A	I		V43	V		43					Mm7	0	0	5, 2, 4, 8		4	5	1	10	0.09090909090909091	0.03125	1.46875	0.020833333333333332
103	102	0	0	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	1	6	0.14285714285714285	0.03125	0.46875	0.0625
103	102	1/8	1/8	6/8	2	1	V65		A	I		V65	V		65					Mm7	0	0	8, 5, 2, 4		4	8	1	6	0.14285714285714285	0.03125	0.46875	0.0625
103	102	1/4	1/4	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	1	6	0.14285714285714285	0.03125	0.46875	0.0625
103	102	3/8	3/8	6/8	2	1	V(64)}		A	I		V(64)	V			64			}	M	0	0	4, 3, 7		4	4	0	4	0.0	0.0	0.625	0.0
103	102	1/2	1/2	6/8	2	1	V|HC		A	I		V	V					HC		M	0	0	4, 8, 5		4	4	2	8	0.2	0.0625	0.4375	0.125
104	103	0	0	6/8	2	1	I{		A	I		I	I						{	M	0	0	3, 7, 4		3	3	0	12	0.0	0.0	0.625	0.0
104	103	5/16	5/16	6/8	2	1	V43		A	I		V43	V		43					Mm7	0	0	5, 2, 4, 8		4	5	2	5	0.2857142857142857	0.0	0.125	0.0
104	103	3/8	3/8	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	4	17	0.19047619047619047	0.1875	0.515625	0.26666666666666666
105	104	0	0	6/8	2	1	V6		A	I		V6	V		6					M	0	0	8, 5, 4		4	8	3	10	0.23076923076923078	0.125	0.5	0.2
105	104	5/16	5/16	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	3	4	0.42857142857142855	0.03125	0.09375	0.25
105	104	3/8	3/8	6/8	2	1	V43		A	I		V43	V		43					Mm7	0	0	5, 2, 4, 8		4	5	1	5	0.16666666666666666	0.03125	0.1875	0.14285714285714285
105	104	1/2	1/2	6/8	2	1	V65		A	I		V65	V		65					Mm7	0	0	8, 5, 2, 4		4	8	1	6	0.14285714285714285	0.0625	0.171875	0.26666666666666666
105	104	5/8	5/8	6/8	2	1	V		A	I		V	V							M	0	0	4, 8, 5		4	4	2	6	0.25	0.0625	0.1875	0.25
106	105	0	0	6/8	2	1	vi7		A	I		vi7	vi		7					mm7	0	0	6, 3, 7, 4		6	6	4	10	0.2857142857142857	0.15625	0.34375	0.3125
106	105	1/4	1/4	6/8	2	1	V6		A	I		V6	V		6					M	0	0	8, 5, 4		4	8	3	5	0.375	0.09375	0.15625	0.375
106	105	3/8	3/8	6/8	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	1	8	0.1111111111111111	0.03125	0.34375	0.08333333333333333
106	105	5/8	5/8	6/8	2	1	ii65		A	I		ii65	ii		65					mm7	0	0	2, 6, 3, 5		5	2	0	7	0.0	0.0	0.5	0.0
107	106	0	0	6/8	2	1	V(64)		A	I		V(64)	V			64				M	0	0	4, 3, 7		4	4	3	7	0.3	0.03125	1.15625	0.02631578947368421
107	106	1/4	1/4	6/8	2	1	V7(4)		A	I		V7(4)	V		7	4				Mm7	0	0	4, 3, 5, 2		4	4	0	2	0.0	0.0	0.25	0.0
107	106	5/16	5/16	6/8	2	1	V7		A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	1	0.0	0.0	0.0625	0.0
107	106	3/8	3/8	6/8	2	1	I(974)}		A	I		I(974)	I			974			}	M	0	0	3, 2, 4	5, 8	3	3	1	5	0.16666666666666666	0.0625	1.4375	0.041666666666666664
107	106	5/8	5/8	6/8	2	1	I|IAC		A	I		I	I					IAC		M	0	0	3, 7, 4		3	3	2	18	0.1	0.041666666666666664	0.8333333333333334	0.047619047619047616
108	107	1/4	1/4	6/8	2	1	viio6		A	I		viio6	vii	o	6					o	0	0	5, 2, 8		8	5	4	6	0.4	0.08333333333333333	0.16666666666666666	0.3333333333333333
108	107	3/8	3/8	6/8	2	1	I6		A	I		I6	I		6					M	0	0	7, 4, 3		3	7	9	9	0.5	0.140625	0.734375	0.16071428571428573
108	107	5/8	5/8	6/8	2	1	ii6		A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	5	4	0.5555555555555556	0.078125	0.171875	0.3125
109	108	0	0	6/8	2	1	V(64)	1	A	I		V(64)	V			64				M	0	0	4, 3, 7		4	4	0	12	0.0	0.0	0.75	0.0
109	108	1/4	1/4	6/8	2	1	V7	1	A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	6	0.14285714285714285	0.03125	0.46875	0.0625
109	108	3/8	3/8	6/8	2	1	I(974)}	1	A	I		I(974)	I			974			}	M	0	0	3, 2, 4	5, 8	3	3	0	4	0.0	0.0	0.625	0.0
109	108	1/2	1/2	6/8	2	1	I	1	A	I		I	I							M	0	0	3, 7, 4		3	3	8	5	0.6153846153846154	0.16666666666666666	0.20833333333333334	0.4444444444444444
110	108	0	0	6/8	2	1	V(64)	2	A	I		V(64)	V			64				M	0	0	4, 3, 7		4	4	0	12	0.0	0.0	0.75	0.0
110	108	1/4	1/4	6/8	2	1	V7	2	A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	6	0.14285714285714285	0.03125	0.46875	0.0625
110	108	3/8	3/8	6/8	2	1	I(974)}	2	A	I		I(974)	I			974			}	M	0	0	3, 2, 4	5, 8	3	3	0	5	0.0	0.0	1.5	0.0
110	108	5/8	5/8	6/8	2	1	I|PAC	2	A	I		I	I					PAC		M	0	0	3, 7, 4		3	3	2	6	0.25	0.0625	0.6875	0.08333333333333333
111	109	1/4	1/4	4/4	2	1	V43		A	I		V43	V		43					Mm7	0	0	5, 2, 4, 8		4	5	1	3	0.25	0.125	0.375	0.25
111	109	1/2	1/2	4/4	2	1	I6		A	I		I6	I		6					M	0	0	7, 4, 3		3	7	1	3	0.25	0.125	0.375	0.25
111	109	3/4	3/4	4/4	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	1	3	0.25	0.125	0.375	0.25
112	110	0	0	4/4	2	1	V6		A	I		V6	V		6					M	0	0	8, 5, 4		4	8	2	4	0.3333333333333333	0.0625	0.4375	0.125
112	110	1/4	1/4	4/4	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	1	3	0.25	0.125	0.375	0.25
112	110	1/2	1/2	4/4	2	1	V43		A	I		V43	V		43					Mm7	0	0	5, 2, 4, 8		4	5	0	4	0.0	0.0	0.5	0.0
112	110	3/4	3/4	4/4	2	1	V2		A	I		V2	V		2					Mm7	0	0	2, 4, 8, 5		4	2	1	3	0.25	0.125	0.375	0.25
113	111	0	0	4/4	2	1	I6		A	I		I6	I		6					M	0	0	7, 4, 3		3	7	2	5	0.2857142857142857	0.25	0.625	0.2857142857142857
113	111	1/2	1/2	4/4	2	1	V6		A	I		V6	V		6					M	0	0	8, 5, 4		4	8	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
114	112	0	0	4/4	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	1	4	0.2	0.0	0.5	0.0
114	112	1/4	1/4	4/4	2	1	ii6		A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	1	4	0.2	0.0	0.5	0.0
114	112	1/2	1/2	4/4	2	1	V(64)}		A	I		V(64)	V			64			}	M	0	0	4, 3, 7		4	4	0	3	0.0	0.0	0.875	0.0
114	112	3/4	3/4	4/4	2	1	V|HC		A	I		V	V					HC		M	0	0	4, 8, 5		4	4	0	2	0.0	0.0	0.25	0.0
115	113	0	0	4/4	2	1	I{		A	I		I	I						{	M	0	0	3, 7, 4		3	3	4	20	0.16666666666666666	0.25	2.75	0.08333333333333333
116	114	0	0	4/4	2	1	V		A	I		V	V							M	0	0	4, 8, 5		4	4	2	10	0.16666666666666666	0.125	1.375	0.08333333333333333
116	114	1/2	1/2	4/4	2	1	V7		A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	11	0.08333333333333333	0.0625	1.4375	0.041666666666666664
117	115	0	0	4/4	2	1	vi		A	I		vi	vi							m	0	0	6, 3, 7		6	6	1	5	0.16666666666666666	0.0625	0.4375	0.125
117	115	1/4	1/4	4/4	2	1	viio		A	I		viio	vii	o						o	0	0	8, 5, 2		8	8	1	5	0.16666666666666666	0.0625	0.4375	0.125
117	115	1/2	1/2	4/4	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	0	6	0.0	0.0	0.5	0.0
117	115	3/4	3/4	4/4	2	1	IV		A	I		IV	IV							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.25	0.0
117	115	7/8	7/8	4/4	2	1	viio		A	I		viio	vii	o						o	0	0	8, 5, 2		8	8	0	3	0.0	0.0	0.25	0.0
118	116	0	0	4/4	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.25	0.0
118	116	1/8	1/8	4/4	2	1	vi		A	I		vi	vi							m	0	0	6, 3, 7		6	6	0	3	0.0	0.0	0.25	0.0
118	116	1/4	1/4	4/4	2	1	ii6		A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	0	3	0.0	0.0	0.25	0.0
118	116	3/8	3/8	4/4	2	1	V		A	I		V	V							M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	0.25	0.0
118	116	1/2	1/2	4/4	2	1	I|PAC}		A	I		I	I					PAC	}	M	0	0	3, 7, 4		3	3	4	17	0.19047619047619047	0.25	2.25	0.1
119	117	1/2	1/2	4/4	2	1	IV64		A	I		IV64	IV		64					M	0	0	3, 2, 6		2	3	8	16	0.3333333333333333	0.5	1.5	0.25
120	118	1/2	1/2	4/4	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	7	17	0.2916666666666667	0.4375	2.0625	0.175
121	119	1/2	1/2	4/4	2	1	viio6		A	I		viio6	vii	o	6					o	0	0	5, 2, 8		8	5	3	9	0.25	0.1875	1.3125	0.125
122	120	0	0	4/4	2	1	I6		A	I		I6	I		6					M	0	0	7, 4, 3		3	7	1	7	0.125	0.0625	1.1875	0.05
122	120	1/4	1/4	4/4	2	1	ii6		A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	2	6	0.25	0.125	1.125	0.1
122	120	1/2	1/2	4/4	2	1	V|HC}		A	I		V	V					HC	}	M	0	0	4, 8, 5		4	4	4	8	0.3333333333333333	0.25	1.3125	0.16
123	121	0	0	4/4	2	1	I{		A	I		I	I						{	M	0	0	3, 7, 4		3	3	2	4	0.3333333333333333	0.0625	0.4375	0.125
123	121	1/4	1/4	4/4	2	1	V43		A	I		V43	V		43					Mm7	0	0	5, 2, 4, 8		4	5	1	3	0.25	0.125	0.375	0.25
123	121	1/2	1/2	4/4	2	1	I6		A	I		I6	I		6					M	0	0	7, 4, 3		3	7	1	3	0.25	0.125	0.375	0.25
123	121	3/4	3/4	4/4	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	1	3	0.25	0.125	0.375	0.25
124	122	0	0	4/4	2	1	V6		A	I		V6	V		6					M	0	0	8, 5, 4		4	8	2	4	0.3333333333333333	0.0625	0.4375	0.125
124	122	1/4	1/4	4/4	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	1	3	0.25	0.125	0.375	0.25
124	122	1/2	1/2	4/4	2	1	V43		A	I		V43	V		43					Mm7	0	0	5, 2, 4, 8		4	5	0	4	0.0	0.0	0.5	0.0
124	122	3/4	3/4	4/4	2	1	V6		A	I		V6	V		6					M	0	0	8, 5, 4		4	8	1	3	0.25	0.125	0.375	0.25
125	123	0	0	4/4	2	1	vi7		A	I		vi7	vi		7					mm7	0	0	6, 3, 7, 4		6	6	1	3	0.25	0.125	0.375	0.25
125	123	1/4	1/4	4/4	2	1	V6		A	I		V6	V		6					M	0	0	8, 5, 4		4	8	0	3	0.0	0.0	0.375	0.0
125	123	1/2	1/2	4/4	2	1	I		A	I		I	I							M	0	0	3, 7, 4		3	3	1	3	0.25	0.0	0.375	0.0
125	123	3/4	3/4	4/4	2	1	ii6		A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	1	3	0.25	0.0	0.375	0.0
