mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/8	3/4	2	1	F.V{	F	I		V		V						{	M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.375	0.0
2	1	0	0	3/4	2	1	I	F	I		I		I							M	0	0	-1, 3, 0		-1	-1	2	9	0.18181818181818182	0.0	2.0	0.0
2	1	1/2	1/2	3/4	2	1	V7	F	I		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	0	5	0.0	0.0	1.0	0.0
3	2	0	0	3/4	2	1	vi(64)	F	I		vi(64)		vi			64				m	0	0	2, 1, -2		2	2	0	3	0.0	0.0	1.0	0.0
3	2	1/4	1/4	3/4	2	1	vi	F	I		vi		vi							m	0	0	2, -1, 3		2	2	0	2	0.0	0.0	0.25	0.0
3	2	3/8	3/8	3/4	2	1	I6	F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	0	4	0.0	0.0	0.625	0.0
3	2	1/2	1/2	3/4	2	1	V64	F	I		V64		V		64					M	0	0	1, 0, 4		0	1	0	4	0.0	0.0	0.5	0.0
3	2	5/8	5/8	3/4	2	1	I	F	I		I		I							M	0	0	-1, 3, 0		-1	-1	0	5	0.0	0.0	0.625	0.0
4	3	0	0	3/4	2	1	IV6	F	I		IV6		IV		6					M	0	0	2, -1, -2		-2	2	0	4	0.0	0.0	0.8125	0.0
4	3	1/8	1/8	3/4	2	1	IV	F	I		IV		IV							M	0	0	-2, 2, -1		-2	-2	1	3	0.25	0.03125	0.28125	0.1
4	3	1/4	1/4	3/4	2	1	I6	F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	0	4	0.0	0.0	0.5	0.0
4	3	1/2	1/2	3/4	2	1	viio6/V	F	I		viio6/V		vii	o	6		V			o	0	0	2, -1, 5		5	2	1	3	0.25	0.125	0.625	0.16666666666666666
5	4	0	0	3/4	2	1	V(64)}	F	I		V(64)		V			64			}	M	0	0	0, -1, 3		0	0	0	4	0.0	0.0	1.5	0.0
5	4	1/4	1/4	3/4	2	1	V|HC	F	I		V		V					HC		M	0	0	0, 4, 1		0	0	0	7	0.0	0.0	1.125	0.0
6	5	0	0	3/4	2	1	V.V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5	0	9	0.0	0.0	2.0	0.0
6	5	1/2	1/2	3/4	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.75	0.0
7	6	0	0	3/4	2	1	V43	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2	0	5	0.0	0.0	1.0	0.0
7	6	1/4	1/4	3/4	2	1	I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4	5	7	0.4166666666666667	0.21875	1.03125	0.175
8	7	0	0	3/4	2	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	1	6	0.14285714285714285	0.0625	0.5625	0.1
8	7	1/4	1/4	3/4	2	1	V(64)	F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1	0	4	0.0	0.0	1.375	0.0
8	7	1/2	1/2	3/4	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	1	4	0.2	0.0625	0.6875	0.08333333333333333
9	8	0	0	3/4	2	1	I|PAC}	F	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.875	0.0
10	8	0	3/8	3/4	2	1	I.V{	F	I		V		V						{	M	0	0	0, 4, 1		0	0	3	2	0.6	0.125	0.25	0.3333333333333333
11	9	0	0	3/4	2	1	#viio43(2)/ii	F	I		#viio43(2)/ii		#vii	o	43	2	ii			o7	0	0	0, -3, 1, 3		6	0	0	3	0.0	0.0	1.0	0.0
11	9	1/4	1/4	3/4	2	1	#viio43/ii	F	I		#viio43/ii		#vii	o	43		ii			o7	0	0	0, -3, 6, 3		6	0	0	4	0.0	0.0	0.5	0.0
11	9	1/2	1/2	3/4	2	1	ii6	F	I		ii6		ii		6					m	0	0	-2, 2, 1		1	-2	0	3	0.0	0.0	0.375	0.0
11	9	5/8	5/8	3/4	2	1	V43/ii	F	I		V43/ii		V		43		ii			Mm7	0	0	3, 0, 2, 6		2	3	0	5	0.0	0.0	0.625	0.0
12	10	0	0	3/4	2	1	ii(9#74)	F	I		ii(9#74)		ii			9#74				m	0	0	1, 0, 2	3, 6	1	1	0	5	0.0	0.0	1.5	0.0
12	10	1/4	1/4	3/4	2	1	ii	F	I		ii		ii							m	0	0	1, -2, 2		1	1	0	3	0.0	0.0	0.375	0.0
12	10	3/8	3/8	3/4	2	1	viio43	F	I		viio43		vii	o	43					o7	0	0	-2, -5, 4, 1		4	-2	0	3	0.0	0.0	0.375	0.0
12	10	1/2	1/2	3/4	2	1	I6	F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	0	3	0.0	0.0	0.375	0.0
12	10	5/8	5/8	3/4	2	1	V43	F	I		V43		V		43					Mm7	0	0	1, -2, 0, 4		0	1	0	5	0.0	0.0	0.625	0.0
13	11	0	0	3/4	2	1	I	F	I		I		I							M	0	0	-1, 3, 0		-1	-1	0	5	0.0	0.0	1.0	0.0
13	11	1/8	1/8	3/4	2	1	IV6	F	I		IV6		IV		6					M	0	0	2, -1, -2		-2	2	0	2	0.0	0.0	0.25	0.0
13	11	1/4	1/4	3/4	2	1	I6	F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	1	2	0.3333333333333333	0.125	0.375	0.25
13	11	1/2	1/2	3/4	2	1	IV	F	I		IV		IV							M	0	0	-2, 2, -1		-2	-2	1	3	0.25	0.0	0.375	0.0
13	11	5/8	5/8	3/4	2	1	ii	F	I		ii		ii							m	0	0	1, -2, 2		1	1	1	3	0.25	0.0	0.375	0.0
14	12	0	0	3/4	2	1	V(64)}	F	I		V(64)		V			64			}	M	0	0	0, -1, 3		0	0	0	3	0.0	0.0	1.0	0.0
14	12	1/4	1/4	3/4	2	1	V|HC	F	I		V		V					HC		M	0	0	0, 4, 1		0	0	0	5	0.0	0.0	0.625	0.0
15	13	0	0	3/4	2	1	V7	F	I		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	2	4	0.3333333333333333	0.125	1.5	0.07692307692307693
15	13	1/4	1/4	3/4	2	1	V65	F	I		V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	0	2	0.0	0.0	0.25	0.0
15	13	3/8	3/8	3/4	2	1	I	F	I		I		I							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.375	0.0
15	13	1/2	1/2	3/4	2	1	V64	F	I		V64		V		64					M	0	0	1, 0, 4		0	1	0	3	0.0	0.0	0.375	0.0
15	13	5/8	5/8	3/4	2	1	I6	F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	0	4	0.0	0.0	0.5	0.0
16	14	0	0	3/4	2	1	V2(4)	F	I		V2(4)		V		2	4				Mm7	0	0	-2, 0, -1, 1		0	-2	0	5	0.0	0.0	2.25	0.0
16	14	1/4	1/4	3/4	2	1	V2	F	I		V2		V		2					Mm7	0	0	-2, 0, 4, 1		0	-2	0	1	0.0	0.0	0.125	0.0
16	14	3/8	3/8	3/4	2	1	V65/IV	F	I		V65/IV		V		65		IV			Mm7	0	0	3, 0, -3, -1		-1	3	4	17	0.19047619047619047	0.3125	3.0625	0.09259259259259259
18	16	0	0	3/4	2	1	IV(#9)	F	I		IV(#9)		IV			#9				M	0	0	-2, 2, -1	7	-2	-2	0	4	0.0	0.0	1.75	0.0
18	16	1/4	1/4	3/4	2	1	IV	F	I		IV		IV							M	0	0	-2, 2, -1		-2	-2	3	4	0.42857142857142855	0.1875	0.3125	0.375
19	17	0	0	3/4	2	1	I(64)	F	I		I(64)		I			64				M	0	0	-1, -2, 2		-1	-1	0	4	0.0	0.0	1.25	0.0
19	17	1/4	1/4	3/4	2	1	I	F	I		I		I							M	0	0	-1, 3, 0		-1	-1	0	9	0.0	0.0	1.0	0.0
20	18	0	0	3/4	2	1	V6	F	I		V6		V		6					M	0	0	4, 1, 0		0	4	1	4	0.2	0.0625	1.3125	0.045454545454545456
20	18	1/4	1/4	3/4	2	1	V65	F	I		V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	0	1	0.0	0.0	0.125	0.0
20	18	3/8	3/8	3/4	2	1	V2	F	I		V2		V		2					Mm7	0	0	-2, 0, 4, 1		0	-2	0	5	0.0	0.0	0.5	0.0
20	18	1/2	1/2	3/4	2	1	I6	F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	0	5	0.0	0.0	0.5	0.0
20	18	5/8	5/8	3/4	2	1	V43	F	I		V43		V		43					Mm7	0	0	1, -2, 0, 4		0	1	0	5	0.0	0.0	0.5	0.0
21	19	0	0	3/4	2	1	I	F	I		I		I							M	0	0	-1, 3, 0		-1	-1	2	5	0.2857142857142857	0.125	0.5	0.2
21	19	1/4	1/4	3/4	2	1	V(64)	F	I		V(64)		V			64				M	0	0	0, -1, 3		0	0	0	4	0.0	0.0	1.5	0.0
21	19	1/2	1/2	3/4	2	1	V7	F	I		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	1	3	0.25	0.0625	0.4375	0.125
22	20	0	0	3/4	2	1	I|PAC}	F	I		I		I					PAC	}	M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.875	0.0
23	20	0	3/8	3/4	2	1	i.i[i{	F	i	i	i		i						{	m	0	1	-1, -4, 0		-1	-1	0	14	0.0	0.0	1.875	0.0
24	21	3/8	3/8	3/4	2	1	iio6	F	i	i	iio6		ii	o	6					o	0	1	-2, -5, 1		1	-2	4	4	0.5	0.25	0.5	0.3333333333333333
24	21	5/8	5/8	3/4	2	1	#viio6	F	i	i	#viio6		#vii	o	6					o	0	1	1, -2, 4		4	1	2	2	0.5	0.125	0.25	0.3333333333333333
25	22	0	0	3/4	2	1	i]	F	i	i	i		i							m	0	1	-1, -4, 0		-1	-1	0	20	0.0	0.0	2.25	0.0
26	23	0	0	3/4	2	1	V6	F	i		V6		V		6					M	0	1	4, 1, 0		0	4	1	13	0.07142857142857142	0.125	1.875	0.0625
26	23	5/8	5/8	3/4	2	1	#viio	F	i		#viio		#vii	o						o	0	1	4, 1, -2		4	4	0	3	0.0	0.0	0.25	0.0
27	24	0	0	3/4	2	1	i(94)	F	i		i(94)		i			94				m	0	1	-1, -2, 0	1	-1	-1	0	5	0.0	0.0	0.375	0.0
27	24	1/8	1/8	3/4	2	1	i	F	i		i		i							m	0	1	-1, -4, 0		-1	-1	1	7	0.125	0.125	0.875	0.125
28	25	0	0	3/4	2	1	VI6(2)	F	i		VI6(2)		VI		6	2				M	0	1	-1, -4, -3		-5	-1	0	1	0.0	0.0	0.125	0.0
28	25	1/8	1/8	3/4	2	1	VI6	F	i		VI6		VI		6					M	0	1	-1, -4, -5		-5	-1	3	19	0.13636363636363635	0.0	2.375	0.0
29	26	0	0	3/4	2	1	bIII.V65	F	bIII		V65		V		65					Mm7	0	0	1, -2, -5, -3		-3	1	2	11	0.15384615384615385	0.375	2.375	0.13636363636363635
30	27	0	0	3/4	2	1	I	F	bIII		I		I							M	0	0	-4, 0, -3		-4	-4	0	3	0.0	0.0	0.25	0.0
30	27	1/8	1/8	3/4	2	1	ii6	F	bIII		ii6		ii		6					m	0	0	-5, -1, -2		-2	-5	0	4	0.0	0.0	0.375	0.0
30	27	1/4	1/4	3/4	2	1	V(64)	F	bIII		V(64)		V			64				M	0	0	-3, -4, 0		-3	-3	0	3	0.0	0.0	1.125	0.0
30	27	1/2	1/2	3/4	2	1	V7(4)	F	bIII		V7(4)		V		7	4				Mm7	0	0	-3, -4, -2, -5		-3	-3	0	1	0.0	0.0	0.25	0.0
30	27	5/8	5/8	3/4	2	1	V7	F	bIII		V7		V		7					Mm7	0	0	-3, 1, -2, -5		-3	-3	1	2	0.3333333333333333	0.0625	0.1875	0.25
31	28	0	0	3/4	2	1	I|PAC}	F	bIII		I		I					PAC	}	M	0	0	-4, 0, -3		-4	-4	1	12	0.07692307692307693	0.0625	2.0625	0.029411764705882353
33	29	1/2	1/2	3/4	2	1	V43/V	F	bIII		V43/V		V		43		V			Mm7	0	0	-1, -4, -2, 2		-2	-1	0	4	0.0	0.0	0.5	0.0
34	30	0	0	3/4	2	1	V(64)	F	bIII		V(64)		V			64				M	0	0	-3, -4, 0		-3	-3	0	2	0.0	0.0	0.375	0.0
34	30	1/4	1/4	3/4	2	1	V6	F	bIII		V6		V		6					M	0	0	1, -2, -3		-3	1	0	2	0.0	0.0	0.25	0.0
34	30	3/8	3/8	3/4	2	1	i.V65	F	i		V65		V		65					Mm7	0	1	4, 1, -2, 0		0	4	0	3	0.0	0.0	0.375	0.0
34	30	1/2	1/2	3/4	2	1	i	F	i		i		i							m	0	1	-1, -4, 0		-1	-1	0	4	0.0	0.0	0.75	0.0
35	31	0	0	3/4	2	1	VIM7	F	i		VIM7		VI	M	7					MM7	0	1	-5, -1, -4, 0		-5	-5	0	5	0.0	0.0	1.25	0.0
35	31	3/8	3/8	3/4	2	1	VI	F	i		VI		VI							M	0	1	-5, -1, -4		-5	-5	1	2	0.3333333333333333	0.0625	0.1875	0.25
35	31	1/2	1/2	3/4	2	1	iio64	F	i		iio64		ii	o	64					o	0	1	-5, 1, -2		1	-5	0	2	0.0	0.0	0.25	0.0
35	31	5/8	5/8	3/4	2	1	It6	F	i		It6	It	vii	o	6	b3	V			It	0	1	-5, -1, 5		5	-5	0	2	0.0	0.0	0.25	0.0
36	32	0	0	3/4	2	1	V(64)}	F	i		V(64)		V			64			}	M	0	1	0, -1, -4		0	0	0	4	0.0	0.0	1.25	0.0
36	32	1/4	1/4	3/4	2	1	V|HC	F	i		V		V					HC		M	0	1	0, 4, 1		0	0	0	3	0.0	0.0	0.375	0.0
36	32	1/2	1/2	3/4	2	1	i6	F	i		i6		i		6					m	0	1	-4, 0, -1		-1	-4	0	3	0.0	0.0	0.375	0.0
