mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/8	2	1	Eb.I{	Eb	I		I		I						{	M	0	0	-3, 1, -2		-3	-3	8	12	0.4	1.0	1.5	0.4
4	4	0	0	3/8	2	1	V6	Eb	I		V6		V		6					M	0	0	2, -1, -2		-2	2	0	4	0.0	0.0	0.75	0.0
4	4	1/8	1/8	3/8	2	1	vi7	Eb	I		vi7		vi		7					mm7	0	0	0, -3, 1, -2		0	0	0	3	0.0	0.0	0.375	0.0
4	4	1/4	1/4	3/8	2	1	V	Eb	I		V		V							M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.375	0.0
5	5	0	0	3/8	2	1	V2	Eb	I		V2		V		2					Mm7	0	0	-4, -2, 2, -1		-2	-4	0	4	0.0	0.0	0.5	0.0
5	5	1/8	1/8	3/8	2	1	vi64	Eb	I		vi64		vi		64					m	0	0	1, 0, -3		0	1	0	4	0.0	0.0	0.5	0.0
5	5	1/4	1/4	3/8	2	1	viio6	Eb	I		viio6		vii	o	6					o	0	0	-1, -4, 2		2	-1	0	4	0.0	0.0	0.5	0.0
6	6	0	0	3/8	2	1	I	Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	0	4	0.0	0.0	0.75	0.0
6	6	1/8	1/8	3/8	2	1	vi	Eb	I		vi		vi							m	0	0	0, -3, 1		0	0	0	1	0.0	0.0	0.125	0.0
6	6	1/4	1/4	3/8	2	1	IV	Eb	I		IV		IV							M	0	0	-4, 0, -3		-4	-4	0	3	0.0	0.0	0.375	0.0
7	7	0	0	3/8	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	-2, -3, 1		-2	-2	1	4	0.2	0.125	1.0	0.1111111111111111
7	7	1/4	1/4	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	1	4	0.2	0.03125	0.34375	0.08333333333333333
8	8	0	0	3/8	2	1	I|IAC}{	Eb	I		I		I					IAC	}{	M	0	0	-3, 1, -2		-3	-3	1	3	0.25	0.125	0.375	0.25
9	9	0	0	3/8	2	1	I6	Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	0	5	0.0	0.0	0.625	0.0
10	10	0	0	3/8	2	1	ii6	Eb	I		ii6		ii		6					m	0	0	-4, 0, -1		-1	-4	2	6	0.25	0.125	0.5625	0.18181818181818182
11	11	0	0	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	2	8	0.2	0.125	0.75	0.14285714285714285
12	12	0	0	3/8	2	1	I|PAC	Eb	I		I		I					PAC		M	0	0	-3, 1, -2		-3	-3	0	8	0.0	0.0	0.5	0.0
12	12	1/4	1/4	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	5	0.0	0.0	0.375	0.0
13	13	0	0	3/8	2	1	I	Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	0	5	0.0	0.0	0.375	0.0
13	13	1/8	1/8	3/8	2	1	I6	Eb	I		I6		I		6					M	0	0	1, -2, -3		-3	1	0	5	0.0	0.0	0.375	0.0
13	13	1/4	1/4	3/8	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	5	0.0	0.0	0.375	0.0
14	14	0	0	3/8	2	1	I|PAC}	Eb	I		I		I					PAC	}	M	0	0	-3, 1, -2		-3	-3	4	29	0.12121212121212122	0.0625	2.6875	0.022727272727272728
18	18	0	0	3/8	2	1	V6	Eb	I		V6		V		6					M	0	0	2, -1, -2		-2	2	4	18	0.18181818181818182	0.0625	1.3125	0.045454545454545456
20	20	0	0	3/8	2	1	V.V43	Eb	V		V43		V		43					Mm7	0	0	0, -3, -1, 3		-1	0	1	7	0.125	0.0625	0.4375	0.125
20	20	1/4	1/4	3/8	2	1	V65	Eb	V		V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	4	0.0	0.0	0.25	0.0
21	21	0	0	3/8	2	1	I|HC	Eb	V		I		I					HC		M	0	0	-2, 2, -1		-2	-2	0	8	0.0	0.0	0.625	0.0
22	22	0	0	3/8	2	1	V43	Eb	V		V43		V		43					Mm7	0	0	0, -3, -1, 3		-1	0	1	7	0.125	0.0625	0.4375	0.125
22	22	1/4	1/4	3/8	2	1	V65	Eb	V		V65		V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	4	0.0	0.0	0.25	0.0
23	23	0	0	3/8	2	1	I|HC	Eb	V		I		I					HC		M	0	0	-2, 2, -1		-2	-2	0	8	0.0	0.0	0.625	0.0
24	24	0	0	3/8	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-3, 1, 0		0	-3	5	17	0.22727272727272727	0.0625	1.1875	0.05
26	26	0	0	3/8	2	1	V(64)}	Eb	V		V(64)		V			64			}	M	0	0	-1, -2, 2		-1	-1	0	3	0.0	0.0	0.875	0.0
26	26	1/4	1/4	3/8	2	1	V|HC	Eb	V		V		V					HC		M	0	0	-1, 3, 0		-1	-1	4	4	0.5	0.5	0.5	0.5
28	28	0	0	3/8	2	1	I{	Eb	V		I		I						{	M	0	0	-2, 2, -1		-2	-2	4	12	0.25	0.16666666666666666	0.8333333333333334	0.16666666666666666
29	29	1/8	1/8	3/8	2	1	ii	Eb	V		ii		ii							m	0	0	0, -3, 1		0	0	0	4	0.0	0.0	0.5	0.0
30	30	0	0	3/8	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	4	12	0.25	0.16666666666666666	0.8333333333333334	0.16666666666666666
31	31	1/8	1/8	3/8	2	1	I	Eb	V		I		I							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.5	0.0
32	32	0	0	3/8	2	1	I6	Eb	V		I6		I		6					M	0	0	2, -1, -2		-2	2	0	12	0.0	0.0	0.75	0.0
33	33	0	0	3/8	2	1	IV	Eb	V		IV		IV							M	0	0	-3, 1, -2		-3	-3	2	8	0.2	0.0625	0.4375	0.125
33	33	1/4	1/4	3/8	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-3, 1, 0		0	-3	1	4	0.2	0.0625	0.1875	0.25
34	34	0	0	3/8	2	1	V(64)	Eb	V		V(64)		V			64				M	0	0	-1, -2, 2		-1	-1	0	7	0.0	0.0	0.5	0.0
34	34	1/4	1/4	3/8	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	5	0.0	0.0	0.25	0.0
35	35	0	0	3/8	2	1	vi|DC	Eb	V		vi		vi					DC		m	0	0	1, -2, 2		1	1	0	4	0.0	0.0	0.25	0.0
35	35	1/8	1/8	3/8	2	1	I64	Eb	V		I64		I		64					M	0	0	-1, -2, 2		-2	-1	0	3	0.0	0.0	0.125	0.0
