mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	0	1.0	0	2/4	1/4	1/4			1			firstMeasure	2
2	1	1	1	2.0	0	2/4	1/2	0							3
3	2	3	3	2.0	0	2/4	1/2	0							4
4	3	5	5	2.0	0	2/4	1/2	0							5
5	4	7	7	2.0	0	2/4	1/2	0							6
6	5	9	9	2.0	0	2/4	1/2	0							7
7	6	11	11	2.0	0	2/4	1/2	0							8
8	7	13	13	2.0	0	2/4	1/2	0							9
9	8	15	15	1.0	0	2/4	1/4	0						end	1, 10
10	8	16	16	1.0	0	2/4	1/4	1/4			1			start	11
11	9	17	17	2.0	0	2/4	1/2	0							12
12	10	19	19	2.0	0	2/4	1/2	0							13
13	11	21	21	2.0	0	2/4	1/2	0							14
14	12	23	23	2.0	0	2/4	1/2	0							15
15	13	25	25	2.0	0	2/4	1/2	0							16
16	14	27	27	2.0	0	2/4	1/2	0							17
17	15	29	29	2.0	0	2/4	1/2	0							18
18	16	31	31	2.0	0	2/4	1/2	0							19
19	17	33	33	2.0	0	2/4	1/2	0							20
20	18	35	35	2.0	0	2/4	1/2	0							21
21	19	37	37	2.0	0	2/4	1/2	0							22
22	20	39	39	2.0	0	2/4	1/2	0							23
23	21	41	41	2.0	0	2/4	1/2	0							24
24	22	43	43	2.0	0	2/4	1/2	0							25
25	23	45	45	2.0	0	2/4	1/2	0							26
26	24	47	47	1.0	0	2/4	1/4	0						end	10, 27
27	24	48	48	1.0	3	2/4	1/4	1/4			1	start-repeat		start	28
28	25	49	49	2.0	3	2/4	1/2	0							29
29	26	51	51	2.0	3	2/4	1/2	0							30
30	27	53	53	2.0	3	2/4	1/2	0							31
31	28	55	55	2.0	3	2/4	1/2	0							32
32	29	57	57	2.0	3	2/4	1/2	0							33
33	30	59	59	2.0	3	2/4	1/2	0							34
34	31	61	61	2.0	3	2/4	1/2	0							35
35	32	63	63	1.0	3	2/4	1/4	0						end	27, 36
36	32	64	64	1.0	3	2/4	1/4	1/4			1			start	37
37	33	65	65	2.0	3	2/4	1/2	0							38
38	34	67	67	2.0	3	2/4	1/2	0							39
39	35	69	69	2.0	3	2/4	1/2	0							40
40	36	71	71	2.0	3	2/4	1/2	0							41
41	37	73	73	2.0	3	2/4	1/2	0							42
42	38	75	75	2.0	3	2/4	1/2	0							43
43	39	77	77	2.0	3	2/4	1/2	0							44
44	40	79	79	1.0	3	2/4	1/4	0						end	36, 45
45	40	80	80	1.0	3	2/4	1/4	1/4			1			start	46
46	41	81	81	2.0	3	2/4	1/2	0							47
47	42	83	83	2.0	3	2/4	1/2	0							48
48	43	85	85	2.0	3	2/4	1/2	0							49
49	44	87	87	2.0	3	2/4	1/2	0							50
50	45	89	89	2.0	3	2/4	1/2	0							51
51	46	91	91	2.0	3	2/4	1/2	0							52
52	47	93	93	2.0	3	2/4	1/2	0							53
53	48	95	95	2.0	3	2/4	1/2	0							54
54	49	97	97	2.0	3	2/4	1/2	0							55
55	50	99	99	2.0	3	2/4	1/2	0							56
56	51	101	101	2.0	3	2/4	1/2	0							57
57	52	103	103	2.0	3	2/4	1/2	0							58
58	53	105	105	2.0	3	2/4	1/2	0							59
59	54	107	107	2.0	3	2/4	1/2	0							60
60	55	109	109	2.0	3	2/4	1/2	0							61
61	56	111	111	1.0	3	2/4	1/4	0						end	45, 62
62	56	112	112	1.0	3	2/4	1/4	1/4			1			start	63
63	57	113	113	2.0	3	2/4	1/2	0							64
64	58	115	115	2.0	3	2/4	1/2	0							65
65	59	117	117	2.0	3	2/4	1/2	0							66
66	60	119	119	2.0	3	2/4	1/2	0							67
67	61	121	121	2.0	3	2/4	1/2	0							68
68	62	123	123	2.0	3	2/4	1/2	0							69
69	63	125	125	2.0	3	2/4	1/2	0							70
70	64	127	127	1.0	3	2/4	1/4	0						end	62, 71
71	64	128	128	1.0	0	2/4	1/4	1/4			1			start	72
72	65	129	129	2.0	0	2/4	1/2	0							73
73	66	131	131	2.0	0	2/4	1/2	0							74
74	67	133	133	2.0	0	2/4	1/2	0							75
75	68	135	135	2.0	0	2/4	1/2	0							76
76	69	137	137	2.0	0	2/4	1/2	0							77
77	70	139	139	2.0	0	2/4	1/2	0							78
78	71	141	141	2.0	0	2/4	1/2	0							79
79	72	143	143	1.0	0	2/4	1/4	0						end	71, 80
80	72	144	144	1.0	0	2/4	1/4	1/4			1	start-repeat		start	81
81	73	145	145	2.0	0	2/4	1/2	0							82
82	74	147	147	2.0	0	2/4	1/2	0							83
83	75	149	149	2.0	0	2/4	1/2	0							84
84	76	151	151	2.0	0	2/4	1/2	0							85
85	77	153	153	2.0	0	2/4	1/2	0							86
86	78	155	155	2.0	0	2/4	1/2	0							87
87	79	157	157	2.0	0	2/4	1/2	0							88
88	80	159	159	2.0	0	2/4	1/2	0							89
89	81	161	161	2.0	0	2/4	1/2	0							90
90	82	163	163	2.0	0	2/4	1/2	0							91
91	83	165	165	2.0	0	2/4	1/2	0							92
92	84	167	167	2.0	0	2/4	1/2	0							93
93	85	169	169	2.0	0	2/4	1/2	0							94
94	86	171	171	2.0	0	2/4	1/2	0							95
95	87	173	173	2.0	0	2/4	1/2	0							96
96	88	175	175	1.0	0	2/4	1/4	0						end	80, 97
97	88	176	176	1.0	3	2/4	1/4	1/4			1			start	98
98	89	177	177	2.0	3	2/4	1/2	0							99
99	90	179	179	2.0	3	2/4	1/2	0							100
100	91	181	181	2.0	3	2/4	1/2	0							101
101	92	183	183	2.0	3	2/4	1/2	0							102
102	93	185	185	2.0	3	2/4	1/2	0							103
103	94	187	187	2.0	3	2/4	1/2	0							104
104	95	189	189	2.0	3	2/4	1/2	0							105, 106
105	96		191	1.0	3	2/4	1/4	0	1					end	97
106	96	191	192	2.0	3	2/4	1/2	0	2		1	double			107
107	97	193	194	2.0	3	2/4	1/2	0							108
108	98	195	196	2.0	3	2/4	1/2	0							109
109	99	197	198	2.0	3	2/4	1/2	0							110
110	100	199	200	2.0	3	2/4	1/2	0							111
111	101	201	202	2.0	3	2/4	1/2	0							112
112	102	203	204	2.0	3	2/4	1/2	0							113
113	103	205	206	2.0	3	2/4	1/2	0							114
114	104	207	208	2.0	3	2/4	1/2	0							115
115	105	209	210	2.0	3	2/4	1/2	0							116
116	106	211	212	2.0	3	2/4	1/2	0							117
117	107	213	214	2.0	3	2/4	1/2	0							118
118	108	215	216	2.0	3	2/4	1/2	0							119
119	109	217	218	2.0	3	2/4	1/2	0							120
120	110	219	220	2.0	3	2/4	1/2	0							121
121	111	221	222	2.0	3	2/4	1/2	0							122
122	112	223	224	2.0	3	2/4	1/2	0							123
123	113	225	226	2.0	3	2/4	1/2	0							124
124	114	227	228	2.0	3	2/4	1/2	0							125
125	115	229	230	2.0	3	2/4	1/2	0							126
126	116	231	232	2.0	3	2/4	1/2	0							127
127	117	233	234	2.0	3	2/4	1/2	0							128
128	118	235	236	2.0	3	2/4	1/2	0							129
129	119	237	238	2.0	3	2/4	1/2	0							130
130	120	239	240	2.0	3	2/4	1/2	0							131
131	121	241	242	2.0	3	2/4	1/2	0							132
132	122	243	244	2.0	3	2/4	1/2	0							133
133	123	245	246	2.0	3	2/4	1/2	0							134
134	124	247	248	2.0	3	2/4	1/2	0							135
135	125	249	250	2.0	3	2/4	1/2	0							136
136	126	251	252	2.0	3	2/4	1/2	0							137
137	127	253	254	2.0	3	2/4	1/2	0				end		lastMeasure	-1
