mc	mn	timesig	onset	staff	voice	cadence
5	4	6/8	3/8	1	1	HC
9	8	6/8	3/8	1	1	PAC
13	12	6/8	3/8	1	1	HC
17	16	6/8	0	1	1	PAC
27	26	6/8	0	1	1	HC
42	41	6/8	0	1	1	PAC
46	45	6/8	3/8	1	1	HC
54	53	6/8	0	1	1	PAC
79	77	6/8	0	1	1	HC
104	102	6/8	3/8	1	1	HC
108	106	6/8	3/8	1	1	PAC
122	120	6/8	0	1	1	HC
127	125	6/8	3/8	1	1	HC
131	129	6/8	3/8	1	1	PAC
135	133	6/8	3/8	1	1	HC
157	155	6/8	0	1	1	PAC
