mc	mn	timesig	mc_onset	staff	voice	cadence
8	8	3/8	0	1	1	IAC
12	12	3/8	0	1	1	PAC
14	14	3/8	0	1	1	PAC
21	21	3/8	0	1	1	HC
23	23	3/8	0	1	1	HC
26	26	3/8	1/4	1	1	HC
35	35	3/8	0	1	1	DC
39	39	3/8	0	1	1	EC
41	41	3/8	0	1	1	EC
43	43	3/8	0	1	1	PAC
55	55	3/8	1/8	1	1	HC
66	66	3/8	0	1	1	IAC
70	70	3/8	0	1	1	PAC
72	72	3/8	0	1	1	PAC
86	86	3/8	1/4	1	1	HC
95	95	3/8	0	1	1	DC
99	99	3/8	0	1	1	EC
101	101	3/8	0	1	1	EC
103	103	3/8	0	1	1	PAC
