mc	mn	timesig	mc_onset	staff	voice	cadence
17	17	4/4	0	1	1	HC
34	34	4/4	0	1	1	HC
41	41	4/4	0	1	1	EC
44	44	4/4	0	1	1	PAC
50	50	4/4	0	1	1	PAC
70	70	4/4	0	1	1	HC
88	88	4/4	0	1	1	HC
106	106	4/4	0	1	1	HC
113	113	4/4	0	1	1	EC
116	116	4/4	0	1	1	PAC
120	120	4/4	0	1	1	PAC
126	126	4/4	0	1	1	PAC
