mc	mn	timesig	onset	staff	voice	cadence
4	4	2/4	1/8	1	1	IAC
8	8	2/4	0	1	1	PAC
16	16	2/4	0	1	1	HC
30	30	2/4	0	1	1	PAC
34	34	2/4	0	1	1	EC
36	36	2/4	0	1	1	EC
38	38	2/4	0	1	1	PAC
48	48	2/4	0	1	1	PAC
59	59	2/4	0	1	1	IAC
61	61	2/4	0	1	1	PAC
68	68	2/4	0	1	1	HC
73	73	2/4	1/8	1	1	IAC
77	77	2/4	0	1	1	PAC
85	85	2/4	0	1	1	HC
99	99	2/4	0	1	1	PAC
103	103	2/4	0	1	1	EC
105	105	2/4	0	1	1	EC
107	107	2/4	0	1	1	PAC
