mc	mn	timesig	onset	staff	voice	cadence
9	8	3/8	0	1	1	HC
17	16	3/8	0	1	1	PAC
33	32	3/8	0	1	1	HC
50	49	3/8	1/4	1	1	HC
63	62	3/8	0	1	1	PAC
67	66	3/8	0	1	1	PAC
73	72	3/8	0	1	1	PAC
87	85	3/8	0	1	1	PAC
105	103	3/8	0	1	1	HC
117	115	3/8	0	1	1	HC
125	123	3/8	0	1	1	PAC
145	143	3/8	0	1	1	HC
162	160	3/8	1/4	1	1	HC
175	173	3/8	0	1	1	PAC
179	177	3/8	0	1	1	PAC
185	183	3/8	0	1	1	PAC
