mc	mn	timesig	onset	staff	voice	cadence
24	24	3/8	0	1	1	EC
39	39	3/8	0	1	1	HC
73	73	3/8	0	1	1	PAC
81	81	3/8	0	1	1	PAC
97	97	3/8	0	1	1	PAC
101	101	3/8	0	1	1	PAC
123	123	3/8	0	1	1	HC
138	138	3/8	0	1	1	PAC
142	142	3/8	0	1	1	PAC
152	152	3/8	0	1	1	DC
160	160	3/8	0	1	1	HC
168	168	3/8	0	1	1	HC
195	195	3/8	0	1	1	EC
210	210	3/8	0	1	1	HC
244	244	3/8	0	1	1	PAC
252	252	3/8	0	1	1	PAC
268	268	3/8	0	1	1	PAC
272	272	3/8	0	1	1	PAC
