mc	mn	timesig	onset	staff	voice	cadence
11	11	4/4	0	1	1	HC
26	26	4/4	0	1	1	PAC
42	42	4/4	0	1	1	PAC
56	56	4/4	0	1	1	HC
71	71	4/4	0	1	1	PAC
