mc	mn	timesig	mc_onset	staff	voice	cadence
9	9	4/4	0	1	1	EC
16	16	4/4	0	1	1	HC
35	35	4/4	0	1	1	EC
40	40	4/4	0	1	1	EC
45	45	4/4	0	1	1	PAC
47	47	4/4	0	1	1	IAC
49	49	4/4	0	1	1	PAC
58	58	4/4	0	1	1	HC
74	74	4/4	0	1	1	HC
78	78	4/4	0	1	1	HC
88	88	4/4	0	1	1	IAC
97	97	4/4	0	1	1	HC
116	116	4/4	0	1	1	EC
121	121	4/4	0	1	1	EC
126	126	4/4	0	1	1	EC
129	129	4/4	0	1	1	PAC
131	131	4/4	0	1	1	IAC
133	133	4/4	0	1	1	PAC
