mc	mn	timesig	mc_onset	staff	voice	cadence
20	20	3/4	0	1	1	PAC
35	35	3/4	0	1	1	HC
37	37	3/4	0	1	1	HC
39	39	3/4	0	1	1	HC
57	57	3/4	0	1	1	PAC
65	65	3/4	0	1	1	EC
69	69	3/4	0	1	1	PAC
73	73	3/4	0	1	1	PAC
77	77	3/4	0	1	1	PAC
95	95	3/4	0	1	1	HC
97	97	3/4	0	1	1	HC
99	99	3/4	0	1	1	HC
127	127	3/4	0	1	1	HC
129	129	3/4	0	1	1	HC
152	152	3/4	0	1	1	PAC
167	167	3/4	0	1	1	HC
169	169	3/4	0	1	1	HC
187	187	3/4	0	1	1	PAC
195	195	3/4	0	1	1	EC
199	199	3/4	0	1	1	PAC
203	203	3/4	0	1	1	PAC
207	207	3/4	0	1	1	PAC
