mc	mn	timesig	onset	staff	voice	cadence
5	4	3/4	1/4	1	1	HC
9	8	3/4	0	1	1	PAC
15	14	3/4	1/4	1	1	HC
23	22	3/4	0	1	1	EC
26	25	3/4	0	1	1	EC
30	29	3/4	0	1	1	PAC
36	35	3/4	0	1	1	EC
38	37	3/4	0	1	1	PAC
44	43	3/4	0	1	1	HC
52	51	3/4	1/8	1	1	HC
54	53	3/4	1/4	1	1	HC
58	57	3/4	1/4	1	1	HC
62	61	3/4	0	1	1	PAC
68	67	3/4	1/4	1	1	HC
78	77	3/4	0	1	1	EC
81	80	3/4	0	1	1	EC
85	84	3/4	0	1	1	PAC
