mc	mn	timesig	mc_onset	staff	voice	cadence
19	19	4/4	0	1	1	PAC
30	30	4/4	1/4	1	1	HC
48	48	4/4	0	1	1	DC
59	59	4/4	0	1	1	PAC
63	63	4/4	0	1	1	PAC
67	67	4/4	0	1	1	PAC
71	71	4/4	0	1	1	PAC
118	118	4/4	0	1	1	PAC
126	126	4/4	1/4	1	1	HC
145	145	4/4	0	1	1	PAC
156	156	4/4	0	1	1	PAC
160	160	4/4	0	1	1	PAC
164	164	4/4	0	1	1	PAC
176	176	4/4	0	1	1	PAC
179	179	4/4	0	1	1	PAC
182	182	4/4	0	1	1	PAC
