mc	mn	timesig	onset	staff	voice	cadence
3	3	4/4	0	1	1	PAC
5	5	4/4	0	1	1	PAC
10	10	4/4	3/4	1	1	DC
12	12	4/4	1/2	1	1	PAC
16	16	4/4	1/8	1	1	HC
24	24	4/4	0	1	1	HC
31	31	4/4	0	1	1	PAC
33	33	4/4	0	1	1	PAC
35	35	4/4	0	1	1	PAC
37	37	4/4	1/2	1	1	IAC
51	51	4/4	1/2	1	1	HC
60	60	4/4	0	1	1	PAC
62	62	4/4	0	1	1	PAC
67	67	4/4	1/2	1	1	HC
78	78	4/4	1/2	1	1	HC
86	86	4/4	1/8	1	1	HC
92	92	4/4	0	1	1	PAC
94	94	4/4	0	1	1	PAC
96	96	4/4	0	1	1	PAC
98	98	4/4	1/2	1	1	IAC
