mc	mn	timesig	mc_onset	staff	voice	cadence
8	8	3/4	1/2	1	1	HC
16	16	3/4	1/2	1	1	PAC
25	25	3/4	0	1	1	IAC
30	30	3/4	1/2	1	1	PAC
38	38	3/4	1/2	1	1	HC
46	46	3/4	1/2	1	1	PAC
52	52	3/4	0	1	1	HC
61	61	3/4	0	1	1	IAC
69	69	3/4	1/4	1	1	HC
76	76	3/4	0	1	1	EC
85	85	3/4	1/2	1	1	DC
87	87	3/4	1/2	1	1	DC
91	91	3/4	1/2	1	1	PAC
