mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
29	29	29	29a	84	84	6.0	0	0	3/4	2	1	V.viio65	F	V		viio65		vii	o	65					o7	0	0	2, -1, -4, 5		5	2
31	31	31	31a	90	90	6.0	0	0	3/4	2	1	i6	F	V		i6		i		6					m	0	0	-3, 1, 0		0	-3
33	33	33	33a	96	96	6.0	0	0	3/4	2	1	bVI6	F	V		bVI6		bVI		6					M	0	0	0, -3, -4		-4	0
35	35	35	35a	102	102	6.0	0	0	3/4	2	1	Ger6	F	V		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
37	37	37	37a	108	108	2.0	0	0	3/4	2	1	V|HC}	F	V		V		V					HC	}	M	0	0	1, 5, 2		1	1
37	37	37	37a	110	110	1.0	1/2	1/2	3/4	2	1	i	F	V		i		i							m	0	0	0, -3, 1		0	0
38	38	38	38a	111	111	2.0	0	0	3/4	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
38	38	38	38a	113	113	1.0	1/2	1/2	3/4	2	1	i	F	V		i		i							m	0	0	0, -3, 1		0	0
39	39	39	39a	114	114	6.0	0	0	3/4	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
41	41	41	41a	120	120	3.0	0	0	3/4	2	1	I{	F	V		I		I						{	M	0	0	0, 4, 1		0	0
42	42	42	42a	123	123	3.0	0	0	3/4	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	43	43	43a	126	126	1.0	0	0	3/4	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
43	43	43	43a	127	127	1.0	1/4	1/4	3/4	2	1	I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
43	43	43	43a	128	128	1.0	1/2	1/2	3/4	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
44	44	44	44a	129	129	2.0	0	0	3/4	2	1	I(97)	F	V		I(97)		I			97				M	0	0	0, 4, 1	2, 5	0	0
44	44	44	44a	131	131	1.0	1/2	1/2	3/4	2	1	I|IAC	F	V		I		I					IAC		M	0	0	0, 4, 1		0	0
45	45	45	45a	132	132	3.0	0	0	3/4	2	1	IV6	F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
46	46	46	46a	135	135	2.0	0	0	3/4	2	1	V6	F	V		V6		V		6					M	0	0	5, 2, 1		1	5
46	46	46	46a	137	137	1.0	1/2	1/2	3/4	2	1	V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
47	47	47	47a	138	138	1.0	0	0	3/4	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
47	47	47	47a	139	139	1.0	1/4	1/4	3/4	2	1	IV6	F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
47	47	47	47a	140	140	1.0	1/2	1/2	3/4	2	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
48	48	48	48a	141	141	3.0	0	0	3/4	2	1	V|HC}	F	V		V		V					HC	}	M	0	0	1, 5, 2		1	1
49	49	49	49a	144	144	3.0	0	0	3/4	2	1	I{	F	V		I		I						{	M	0	0	0, 4, 1		0	0
50	50	50	50a	147	147	2.0	0	0	3/4	2	1	V6	F	V		V6		V		6					M	0	0	5, 2, 1		1	5
50	50	50	50a	149	149	1.0	1/2	1/2	3/4	2	1	V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
51	51	51	51a	150	150	1.0	0	0	3/4	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
51	51	51	51a	151	151	1.0	1/4	1/4	3/4	2	1	I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
51	51	51	51a	152	152	1.0	1/2	1/2	3/4	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
52	52	52	52a	153	153	2.0	0	0	3/4	2	1	I(97)	F	V		I(97)		I			97				M	0	0	0, 4, 1	2, 5	0	0
52	52	52	52a	155	155	1.0	1/2	1/2	3/4	2	1	I|IAC	F	V		I		I					IAC		M	0	0	0, 4, 1		0	0
53	53	53	53a	156	156	3.0	0	0	3/4	2	1	IV6	F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
54	54	54	54a	159	159	2.0	0	0	3/4	2	1	V6	F	V		V6		V		6					M	0	0	5, 2, 1		1	5
54	54	54	54a	161	161	1.0	1/2	1/2	3/4	2	1	V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
55	55	55	55a	162	162	1.0	0	0	3/4	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
55	55	55	55a	163	163	1.0	1/4	1/4	3/4	2	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
55	55	55	55a	164	164	1.0	1/2	1/2	3/4	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
56	56	56	56a	165	165	3.0	0	0	3/4	2	1	I|PAC}{	F	V		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
57	57	57	57a	168	168	3.0	0	0	3/4	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
58	58	58	58a	171	171	3.0	0	0	3/4	2	1	i	F	V		i		i							m	0	0	0, -3, 1		0	0
59	59	59	59a	174	174	3.0	0	0	3/4	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
60	60	60	60a	177	177	3.0	0	0	3/4	2	1	i	F	V		i		i							m	0	0	0, -3, 1		0	0
61	61	61	61a	180	180	3.0	0	0	3/4	2	1	iv7	F	V		iv7		iv		7					mm7	0	0	-1, -4, 0, -3		-1	-1
62	62	62	62a	183	183	3.0	0	0	3/4	2	1	V7/bIII	F	V		V7/bIII		V		7		bIII			Mm7	0	0	-2, 2, -1, -4		-2	-2
63	63	63	63a	186	186	3.0	0	0	3/4	2	1	bIIIM7	F	V		bIIIM7		bIII	M	7					MM7	0	0	-3, 1, -2, 2		-3	-3
64	64	64	64a	189	189	2.0	0	0	3/4	2	1	bVIM7	F	V		bVIM7		bVI	M	7					MM7	0	0	-4, 0, -3, 1		-4	-4
64	64	64	64a	191	191	2.0	1/2	1/2	3/4	2	1	ii%7	F	V		ii%7		ii	%	7					%7	0	0	2, -1, -4, 0		2	2
65	65	65	65a	193	193	2.0	1/4	1/4	3/4	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	66	66	66a	195	195	1.0	0	0	3/4	2	1	bVI	F	V		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
66	66	66	66a	196	196	1.0	1/4	1/4	3/4	2	1	i64	F	V		i64		i		64					m	0	0	1, 0, -3		0	1
66	66	66	66a	197	197	1.0	1/2	1/2	3/4	2	1	viio7/V	F	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
67	67	67	67a	198	198	2.5	0	0	3/4	2	1	V|HC}	F	V		V		V					HC	}	M	0	0	1, 5, 2		1	1
67	67	67	67a	401/2	401/2	0.5	5/8	5/8	3/4	2	1	viio7/V	F	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
68	68	68	68a	201	201	2.5	0	0	3/4	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
68	68	68	68a	407/2	407/2	0.5	5/8	5/8	3/4	2	1	viio7/V	F	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
69	69	69	69a	204	204	6.0	0	0	3/4	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
71	71	71	71a	210	210	5.0	0	0	3/4	2	1	IV{	F	V		IV		IV						{	M	0	0	-1, 3, 0		-1	-1
72	72	72	72a	215	215	1.0	1/2	1/2	3/4	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
73	73	73	73a	216	216	5.0	0	0	3/4	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
74	74	74	74a	221	221	1.0	1/2	1/2	3/4	2	1	vi	F	V		vi		vi							m	0	0	3, 0, 4		3	3
75	75	75	75a	222	222	1.0	0	0	3/4	2	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
75	75	75	75a	223	223	1.0	1/4	1/4	3/4	2	1	V(64)	F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
75	75	75	75a	224	224	1.0	1/2	1/2	3/4	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
76	76	76	76a	225	225	3.0	0	0	3/4	2	1	I|IAC}	F	V		I		I					IAC	}	M	0	0	0, 4, 1		0	0
77	77	77	77a	228	228	5.0	0	0	3/4	2	1	IV64{	F	V		IV64		IV		64				{	M	0	0	0, -1, 3		-1	0
78	78	78	78a	233	233	1.0	1/2	1/2	3/4	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
79	79	79	79a	234	234	5.0	0	0	3/4	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
80	80	80	80a	239	239	1.0	1/2	1/2	3/4	2	1	vi	F	V		vi		vi							m	0	0	3, 0, 4		3	3
81	81	81	81a	240	240	1.0	0	0	3/4	2	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
81	81	81	81a	241	241	1.0	1/4	1/4	3/4	2	1	V(64)	F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
81	81	81	81a	242	242	1.0	1/2	1/2	3/4	2	1	viio64	F	V		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
82	82	82	82a	243	243	1.0	0	0	3/4	2	1	I6|EC	F	V		I6		I		6			EC		M	0	0	4, 1, 0		0	4
82	82	82	82a	244	244	1.0	1/4	1/4	3/4	2	1	#viio7/vi	F	V		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
82	82	82	82a	245	245	1.0	1/2	1/2	3/4	2	1	vi	F	V		vi		vi							m	0	0	3, 0, 4		3	3
83	83	83	83a	246	246	1.0	0	0	3/4	2	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
83	83	83	83a	247	247	1.0	1/4	1/4	3/4	2	1	V(64)	F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
83	83	83	83a	248	248	1.0	1/2	1/2	3/4	2	1	viio64	F	V		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
84	84	84	84a	249	249	1.0	0	0	3/4	2	1	I6|EC	F	V		I6		I		6			EC		M	0	0	4, 1, 0		0	4
84	84	84	84a	250	250	1.0	1/4	1/4	3/4	2	1	#viio7/vi	F	V		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
84	84	84	84a	251	251	1.0	1/2	1/2	3/4	2	1	vi	F	V		vi		vi							m	0	0	3, 0, 4		3	3
85	85	85	85a	252	252	1.0	0	0	3/4	2	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
85	85	85	85a	253	253	1.0	1/4	1/4	3/4	2	1	V(64)	F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
85	85	85	85a	254	254	1.0	1/2	1/2	3/4	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
86	86	86	86a	255	255	5.0	0	0	3/4	2	1	I[I|PAC}{	F	V	I	I		I					PAC	}{	M	0	0	0, 4, 1		0	0
87	87	87	87a	260	260	1.0	1/2	1/2	3/4	2	1	V2(+4)	F	V	I	V2(+4)		V		2	+4				Mm7	0	0	-1, 1, 5, 2	0	1	-1
88	88	88	88a	261	261	5.0	0	0	3/4	2	1	I	F	V	I	I		I							M	0	0	0, 4, 1		0	0
89	89	89	89a	266	266	1.0	1/2	1/2	3/4	2	1	V2(+4)	F	V	I	V2(+4)		V		2	+4				Mm7	0	0	-1, 1, 5, 2	0	1	-1
90	90	90	90a	267	267	1.0	0	0	3/4	2	1	I]	F	V	I	I		I							M	0	0	0, 4, 1		0	0
90	90	90	90a	268	268	2.0	1/4	1/4	3/4	2	1	V6/vi	F	V		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
91	91	91	91a	270	270	1.0	0	0	3/4	2	1	vi	F	V		vi		vi							m	0	0	3, 0, 4		3	3
91	91	91	91a	271	271	2.0	1/4	1/4	3/4	2	1	I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
92	92	92	92a	273	273	1.0	0	0	3/4	2	1	IV	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
92	92	92	92a	274	274	2.0	1/4	1/4	3/4	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
93	93	93	93a	276	276	3.0	0	0	3/4	2	1	I|PAC}	F	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
1	1	94	1b	279	0	3.0	0	0	3/4	2	1	F.I[I{	F	I	I	I		I						{	M	0	0	0, 4, 1		0	0
2	2	95	2b	282	3	3.0	0	0	3/4	2	1	V7/IV	F	I	I	V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
3	3	96	3b	285	6	2.0	0	0	3/4	2	1	IV	F	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
3	3	96	3b	287	8	1.0	1/2	1/2	3/4	2	1	ii6	F	I	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
4	4	97	4b	288	9	3.0	0	0	3/4	2	1	viio6	F	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
5	5	98	5b	291	12	2.0	0	0	3/4	2	1	I]	F	I	I	I		I							M	0	0	0, 4, 1		0	0
5	5	98	5b	293	14	1.0	1/2	1/2	3/4	2	1	vi6	F	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
6	6	99	6b	294	15	1.0	0	0	3/4	2	1	ii	F	I		ii		ii							m	0	0	2, -1, 3		2	2
6	6	99	6b	295	16	2.0	1/4	1/4	3/4	2	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
7	7	100	7b	297	18	1.0	0	0	3/4	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
7	7	100	7b	298	19	1.0	1/4	1/4	3/4	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
7	7	100	7b	299	20	1.0	1/2	1/2	3/4	2	1	vi	F	I		vi		vi							m	0	0	3, 0, 4		3	3
8	8	101	8b	300	21	1.0	0	0	3/4	2	1	ii7	F	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
8	8	101	8b	301	22	2.0	1/4	1/4	3/4	2	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
9	9	102	9b	303	24	1.0	0	0	3/4	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
9	9	102	9b	304	25	1.0	1/4	1/4	3/4	2	1	IV6	F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
9	9	102	9b	305	26	1.0	1/2	1/2	3/4	2	1	IV	F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
10	10	103	10b	306	27	2.0	0	0	3/4	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
10	10	103	10b	308	29	1.0	1/2	1/2	3/4	2	1	vi	F	I		vi		vi							m	0	0	3, 0, 4		3	3
11	11	104	11b	309	30	2.0	0	0	3/4	2	1	ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
11	11	104	11b	311	32	1.0	1/2	1/2	3/4	2	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	105	12b	312	33	2.0	0	0	3/4	2	1	I|PAC}	F	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
12	12	105	12b	314	35	1.0	1/2	1/2	3/4	2	1	I6{	F	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
13	13	106	13b	315	36	2.75	0	0	3/4	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
13	13	106	13b	1271/4	155/4	0.25	11/16	11/16	3/4	2	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
14	14	107	14b	318	39	3.0	0	0	3/4	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
15	15	108	15b	321	42	4.0	0	0	3/4	2	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
16	16	109	16b	325	46	1.0	1/4	1/4	3/4	2	1	I|IAC	F	I		I		I					IAC		M	0	0	0, 4, 1		0	0
16	16	109	16b	326	47	1.0	1/2	1/2	3/4	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
17	17	110	17b	327	48	2.75	0	0	3/4	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
17	17	110	17b	1319/4	203/4	0.25	11/16	11/16	3/4	2	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
18	18	111	18b	330	51	3.0	0	0	3/4	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
19	19	112	19b	333	54	3.0	0	0	3/4	2	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	20	113	20b	336	57	2.0	0	0	3/4	2	1	I|PAC}	F	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
20	20	113	20b	338	59	1.0	1/2	1/2	3/4	2	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	21	114	21b	339	60	2.0	0	0	3/4	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
21	21	114	21b	341	62	1.0	1/2	1/2	3/4	2	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
22	22	115	22b	342	63	2.0	0	0	3/4	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
22	22	115	22b	344	65	1.0	1/2	1/2	3/4	2	1	V6/vi{	F	I		V6/vi		V		6		vi		{	M	0	0	8, 5, 4		4	8
23	23	116	23b	345	66	6.0	0	0	3/4	2	1	vi	F	I		vi		vi							m	0	0	3, 0, 4		3	3
25	25	118	25b	351	72	6.0	0	0	3/4	2	1	#viio65/vi	F	I		#viio65/vi		#vii	o	65		vi			o7	0	0	5, 2, -1, 8		8	5
27	27	120	27b	357	78	6.0	0	0	3/4	2	1	vi6	F	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
29	29	122	29b	363	84	6.0	0	0	3/4	2	1	V.viio65	F	V		viio65		vii	o	65					o7	0	0	2, -1, -4, 5		5	2
31	31	124	31b	369	90	6.0	0	0	3/4	2	1	i6	F	V		i6		i		6					m	0	0	-3, 1, 0		0	-3
33	33	126	33b	375	96	6.0	0	0	3/4	2	1	bVI6	F	V		bVI6		bVI		6					M	0	0	0, -3, -4		-4	0
35	35	128	35b	381	102	6.0	0	0	3/4	2	1	Ger6	F	V		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
37	37	130	37b	387	108	2.0	0	0	3/4	2	1	V|HC}	F	V		V		V					HC	}	M	0	0	1, 5, 2		1	1
37	37	130	37b	389	110	1.0	1/2	1/2	3/4	2	1	i	F	V		i		i							m	0	0	0, -3, 1		0	0
38	38	131	38b	390	111	2.0	0	0	3/4	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
38	38	131	38b	392	113	1.0	1/2	1/2	3/4	2	1	i	F	V		i		i							m	0	0	0, -3, 1		0	0
39	39	132	39b	393	114	6.0	0	0	3/4	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
41	41	134	41b	399	120	3.0	0	0	3/4	2	1	I{	F	V		I		I						{	M	0	0	0, 4, 1		0	0
42	42	135	42b	402	123	3.0	0	0	3/4	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	43	136	43b	405	126	1.0	0	0	3/4	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
43	43	136	43b	406	127	1.0	1/4	1/4	3/4	2	1	I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
43	43	136	43b	407	128	1.0	1/2	1/2	3/4	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
44	44	137	44b	408	129	2.0	0	0	3/4	2	1	I(97)	F	V		I(97)		I			97				M	0	0	0, 4, 1	2, 5	0	0
44	44	137	44b	410	131	1.0	1/2	1/2	3/4	2	1	I|IAC	F	V		I		I					IAC		M	0	0	0, 4, 1		0	0
45	45	138	45b	411	132	3.0	0	0	3/4	2	1	IV6	F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
46	46	139	46b	414	135	2.0	0	0	3/4	2	1	V6	F	V		V6		V		6					M	0	0	5, 2, 1		1	5
46	46	139	46b	416	137	1.0	1/2	1/2	3/4	2	1	V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
47	47	140	47b	417	138	1.0	0	0	3/4	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
47	47	140	47b	418	139	1.0	1/4	1/4	3/4	2	1	IV6	F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
47	47	140	47b	419	140	1.0	1/2	1/2	3/4	2	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
48	48	141	48b	420	141	3.0	0	0	3/4	2	1	V|HC}	F	V		V		V					HC	}	M	0	0	1, 5, 2		1	1
49	49	142	49b	423	144	3.0	0	0	3/4	2	1	I{	F	V		I		I						{	M	0	0	0, 4, 1		0	0
50	50	143	50b	426	147	2.0	0	0	3/4	2	1	V6	F	V		V6		V		6					M	0	0	5, 2, 1		1	5
50	50	143	50b	428	149	1.0	1/2	1/2	3/4	2	1	V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
51	51	144	51b	429	150	1.0	0	0	3/4	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
51	51	144	51b	430	151	1.0	1/4	1/4	3/4	2	1	I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
