mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
11	11	11	11a	30	30	1.0	0	0	6/8	2	1	IV6	f	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
11	11	11	11a	31	31	0.5	1/4	1/4	6/8	2	1	I64	f	III		I64		I		64					M	1	0	1, 0, 4		0	1
11	11	11	11a	63/2	63/2	1.5	3/8	3/8	6/8	2	1	V6/V	f	III		V6/V		V		6		V			M	1	0	6, 3, 2		2	6
12	12	12	12a	33	33	1.5	0	0	6/8	2	1	V(64)	f	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
12	12	12	12a	69/2	69/2	1.5	3/8	3/8	6/8	2	1	V|HC	f	III		V		V					HC		M	1	0	1, 5, 2		1	1
13	13	13	13a	36	36	3.0	0	0	6/8	2	1	Ger6	f	III		Ger6	Ger	vii	o	65	b3	V			Ger	1	0	-4, 0, -3, 6		6	-4
14	14	14	14a	39	39	3.0	0	0	6/8	2	1	V	f	III		V		V							M	1	0	1, 5, 2		1	1
15	15	15	15a	42	42	3.0	0	0	6/8	2	1	viio7/V	f	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
16	16	16	16a	45	45	3.0	0	0	6/8	2	1	V2	f	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
17	17	17	17a	48	48	1.5	0	0	6/8	2	1	I6	f	III		I6		I		6					M	1	0	4, 1, 0		0	4
17	17	17	17a	99/2	99/2	1.5	3/8	3/8	6/8	2	1	IV	f	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
18	18	18	18a	51	51	1.5	0	0	6/8	2	1	V(64)	f	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
18	18	18	18a	105/2	105/2	1.5	3/8	3/8	6/8	2	1	V7	f	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
19	19	19	19a	54	54	1.5	0	0	6/8	2	1	vi|DC	f	III		vi		vi					DC		m	1	0	3, 0, 4		3	3
19	19	19	19a	111/2	111/2	1.5	3/8	3/8	6/8	2	1	IV	f	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
20	20	20	20a	57	57	1.5	0	0	6/8	2	1	V(64)	f	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
20	20	20	20a	117/2	117/2	1.5	3/8	3/8	6/8	2	1	V7	f	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
21	21	21	21a	60	60	1.0	0	0	6/8	2	1	I|PAC}	f	III		I		I					PAC	}	M	1	0	0, 4, 1		0	0
21	21	21	21a	61	61	0.5	1/4	1/4	6/8	2	1	V65/vi{	f	III		V65/vi		V		65		vi		{	Mm7	1	0	8, 5, 2, 4		4	8
21	21	21	21a	123/2	123/2	1.0	3/8	3/8	6/8	2	1	vi	f	III		vi		vi							m	1	0	3, 0, 4		3	3
21	21	21	21a	125/2	125/2	0.5	5/8	5/8	6/8	2	1	ii6	f	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
22	22	22	22a	63	63	1.0	0	0	6/8	2	1	V(64)	f	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
22	22	22	22a	64	64	0.5	1/4	1/4	6/8	2	1	V7	f	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
22	22	22	22a	129/2	129/2	1.0	3/8	3/8	6/8	2	1	I|PAC}	f	III		I		I					PAC	}	M	1	0	0, 4, 1		0	0
22	22	22	22a	131/2	131/2	0.5	5/8	5/8	6/8	2	1	V65/vi{	f	III		V65/vi		V		65		vi		{	Mm7	1	0	8, 5, 2, 4		4	8
23	23	23	23a	66	66	1.0	0	0	6/8	2	1	vi	f	III		vi		vi							m	1	0	3, 0, 4		3	3
23	23	23	23a	67	67	0.5	1/4	1/4	6/8	2	1	ii6	f	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
23	23	23	23a	135/2	135/2	1.0	3/8	3/8	6/8	2	1	V(64)	f	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
23	23	23	23a	137/2	137/2	0.5	5/8	5/8	6/8	2	1	V7	f	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
24	24	24	24a	69	69	1.5	0	0	6/8	2	1	I(974)}	f	III		I(974)		I			974			}	M	1	0	0, -1, 1	2, 5	0	0
24	24	24	24a	141/2	141/2	1.5	3/8	3/8	6/8	2	1	I|PAC	f	III		I		I					PAC		M	1	0	0, 4, 1		0	0
1	1	25	1b	72	0	3.0	0	0	6/8	2	1	f.i{	f	i		i		i						{	m	1	1	0, -3, 1		0	0
2	2	26	2b	75	3	3.0	0	0	6/8	2	1	ii%65	f	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
3	3	27	3b	78	6	2.5	0	0	6/8	2	1	V	f	i		V		V							M	1	1	1, 5, 2		1	1
3	3	27	3b	161/2	17/2	0.5	5/8	5/8	6/8	2	1	V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	4	28	4b	81	9	1.5	0	0	6/8	2	1	VI(64)	f	i		VI(64)		VI			64				M	1	1	-4, 2, -1		-4	-4
4	4	28	4b	165/2	21/2	1.0	3/8	3/8	6/8	2	1	VI	f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
4	4	28	4b	167/2	23/2	0.5	5/8	5/8	6/8	2	1	Ger6	f	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
5	5	29	5b	84	12	1.5	0	0	6/8	2	1	V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
5	5	29	5b	171/2	27/2	1.5	3/8	3/8	6/8	2	1	V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
6	6	30	6b	87	15	1.5	0	0	6/8	2	1	VI(64)	f	i		VI(64)		VI			64				M	1	1	-4, 2, -1		-4	-4
6	6	30	6b	177/2	33/2	1.0	3/8	3/8	6/8	2	1	VI	f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
6	6	30	6b	179/2	35/2	0.5	5/8	5/8	6/8	2	1	Ger6	f	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
7	7	31	7b	90	18	1.5	0	0	6/8	2	1	V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
7	7	31	7b	183/2	39/2	1.5	3/8	3/8	6/8	2	1	V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
8	8	32	8b	93	21	1.5	0	0	6/8	2	1	i(9#74)}	f	i		i(9#74)		i			9#74			}	m	1	1	0, -1, 1	2, 5	0	0
8	8	32	8b	189/2	45/2	1.5	3/8	3/8	6/8	2	1	i|PAC	f	i		i		i					PAC		m	1	1	0, -3, 1		0	0
9	9	33	9b	96	24	1.5	0	0	6/8	2	1	III.I64{	f	III		I64		I		64				{	M	1	0	1, 0, 4		0	1
9	9	33	9b	195/2	51/2	1.5	3/8	3/8	6/8	2	1	V	f	III		V		V							M	1	0	1, 5, 2		1	1
10	10	34	10b	99	27	1.5	0	0	6/8	2	1	V	f	III		V		V							M	1	0	1, 5, 2		1	1
10	10	34	10b	201/2	57/2	1.5	3/8	3/8	6/8	2	1	V(64)	f	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
11	11	35	11b	102	30	1.0	0	0	6/8	2	1	IV6	f	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
11	11	35	11b	103	31	0.5	1/4	1/4	6/8	2	1	I64	f	III		I64		I		64					M	1	0	1, 0, 4		0	1
11	11	35	11b	207/2	63/2	1.5	3/8	3/8	6/8	2	1	V6/V	f	III		V6/V		V		6		V			M	1	0	6, 3, 2		2	6
12	12	36	12b	105	33	1.5	0	0	6/8	2	1	V(64)	f	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
12	12	36	12b	213/2	69/2	1.5	3/8	3/8	6/8	2	1	V|HC	f	III		V		V					HC		M	1	0	1, 5, 2		1	1
13	13	37	13b	108	36	3.0	0	0	6/8	2	1	Ger6	f	III		Ger6	Ger	vii	o	65	b3	V			Ger	1	0	-4, 0, -3, 6		6	-4
14	14	38	14b	111	39	3.0	0	0	6/8	2	1	V	f	III		V		V							M	1	0	1, 5, 2		1	1
15	15	39	15b	114	42	3.0	0	0	6/8	2	1	viio7/V	f	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
16	16	40	16b	117	45	3.0	0	0	6/8	2	1	V2	f	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
17	17	41	17b	120	48	1.5	0	0	6/8	2	1	I6	f	III		I6		I		6					M	1	0	4, 1, 0		0	4
17	17	41	17b	243/2	99/2	1.5	3/8	3/8	6/8	2	1	IV	f	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
18	18	42	18b	123	51	1.5	0	0	6/8	2	1	V(64)	f	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
18	18	42	18b	249/2	105/2	1.5	3/8	3/8	6/8	2	1	V7	f	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
19	19	43	19b	126	54	1.5	0	0	6/8	2	1	vi|DC	f	III		vi		vi					DC		m	1	0	3, 0, 4		3	3
19	19	43	19b	255/2	111/2	1.5	3/8	3/8	6/8	2	1	IV	f	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
20	20	44	20b	129	57	1.5	0	0	6/8	2	1	V(64)	f	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
20	20	44	20b	261/2	117/2	1.5	3/8	3/8	6/8	2	1	V7	f	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
21	21	45	21b	132	60	1.0	0	0	6/8	2	1	I|PAC}	f	III		I		I					PAC	}	M	1	0	0, 4, 1		0	0
21	21	45	21b	133	61	0.5	1/4	1/4	6/8	2	1	V65/vi{	f	III		V65/vi		V		65		vi		{	Mm7	1	0	8, 5, 2, 4		4	8
21	21	45	21b	267/2	123/2	1.0	3/8	3/8	6/8	2	1	vi	f	III		vi		vi							m	1	0	3, 0, 4		3	3
21	21	45	21b	269/2	125/2	0.5	5/8	5/8	6/8	2	1	ii6	f	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
22	22	46	22b	135	63	1.0	0	0	6/8	2	1	V(64)	f	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
22	22	46	22b	136	64	0.5	1/4	1/4	6/8	2	1	V7	f	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
22	22	46	22b	273/2	129/2	1.0	3/8	3/8	6/8	2	1	I|PAC}	f	III		I		I					PAC	}	M	1	0	0, 4, 1		0	0
22	22	46	22b	275/2	131/2	0.5	5/8	5/8	6/8	2	1	V65/vi{	f	III		V65/vi		V		65		vi		{	Mm7	1	0	8, 5, 2, 4		4	8
23	23	47	23b	138	66	1.0	0	0	6/8	2	1	vi	f	III		vi		vi							m	1	0	3, 0, 4		3	3
23	23	47	23b	139	67	0.5	1/4	1/4	6/8	2	1	ii6	f	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
23	23	47	23b	279/2	135/2	1.0	3/8	3/8	6/8	2	1	V(64)	f	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
23	23	47	23b	281/2	137/2	0.5	5/8	5/8	6/8	2	1	V7	f	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
24	24	48	24b	141	69	1.5	0	0	6/8	2	1	I(974)}	f	III		I(974)		I			974			}	M	1	0	0, -1, 1	2, 5	0	0
24	24	48	24b	285/2	141/2	4.5	3/8	3/8	6/8	2	1	I|PAC	f	III		I		I					PAC		M	1	0	0, 4, 1		0	0
25	25	49	25a	144	72	0.0	0	0	6/8	2	1	{	f	III										{		1	0				
26	26	50	26a	147	75	1.5	0	0	6/8	2	1	iv.#viio2	f	iv		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
26	26	50	26a	297/2	153/2	1.5	3/8	3/8	6/8	2	1	#viio43	f	iv		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
27	27	51	27a	150	78	1.5	0	0	6/8	2	1	#viio2	f	iv		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
27	27	51	27a	303/2	159/2	1.5	3/8	3/8	6/8	2	1	#viio43	f	iv		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
28	28	52	28a	153	81	0.5	0	0	6/8	2	1	i6	f	iv		i6		i		6					m	1	1	-3, 1, 0		0	-3
28	28	52	28a	307/2	163/2	0.5	1/8	1/8	6/8	2	1	#viio6	f	iv		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
28	28	52	28a	154	82	0.5	1/4	1/4	6/8	2	1	i	f	iv		i		i							m	1	1	0, -3, 1		0	0
28	28	52	28a	309/2	165/2	1.5	3/8	3/8	6/8	2	1	V65}	f	iv		V65		V		65				}	Mm7	1	1	5, 2, -1, 1		1	5
29	29	53	29a	156	84	1.5	0	0	6/8	2	1	i{	f	iv		i		i						{	m	1	1	0, -3, 1		0	0
29	29	53	29a	315/2	171/2	1.5	3/8	3/8	6/8	2	1	VI6	f	iv		VI6		VI		6					M	1	1	0, -3, -4		-4	0
30	30	54	30a	159	87	1.5	0	0	6/8	2	1	#viio7	f	iv		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
30	30	54	30a	321/2	177/2	0.25	3/8	3/8	6/8	2	1	V6	f	iv		V6		V		6					M	1	1	5, 2, 1		1	5
30	30	54	30a	643/4	355/4	1.25	7/16	7/16	6/8	2	1	v6	f	iv		v6		v		6					m	1	1	-2, 2, 1		1	-2
31	31	55	31a	162	90	1.5	0	0	6/8	2	1	v.V7	f	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
31	31	55	31a	327/2	183/2	1.5	3/8	3/8	6/8	2	1	viio7/V	f	v		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
32	32	56	32a	165	93	3.0	0	0	6/8	2	1	V|HC}	f	v		V		V					HC	}	M	1	1	1, 5, 2		1	1
33	33	57	33a	168	96	3.0	0	0	6/8	2	1	i{	f	v		i		i						{	m	1	1	0, -3, 1		0	0
34	34	58	34a	171	99	3.0	0	0	6/8	2	1	ii%65	f	v		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
35	35	59	35a	174	102	2.5	0	0	6/8	2	1	V	f	v		V		V							M	1	1	1, 5, 2		1	1
35	35	59	35a	353/2	209/2	0.5	5/8	5/8	6/8	2	1	V7	f	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
36	36	60	36a	177	105	1.5	0	0	6/8	2	1	i(4)}	f	v		i(4)		i			4			}	m	1	1	0, -1, 1		0	0
36	36	60	36a	357/2	213/2	1.5	3/8	3/8	6/8	2	1	i.V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
37	37	61	37a	180	108	3.0	0	0	6/8	2	1	i{	f	i		i		i						{	m	1	1	0, -3, 1		0	0
38	38	62	38a	183	111	3.0	0	0	6/8	2	1	ii%65	f	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
39	39	63	39a	186	114	2.5	0	0	6/8	2	1	V	f	i		V		V							M	1	1	1, 5, 2		1	1
39	39	63	39a	377/2	233/2	0.5	5/8	5/8	6/8	2	1	V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
40	40	64	40a	189	117	1.5	0	0	6/8	2	1	VI(64)	f	i		VI(64)		VI			64				M	1	1	-4, 2, -1		-4	-4
40	40	64	40a	381/2	237/2	1.0	3/8	3/8	6/8	2	1	VI	f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
40	40	64	40a	383/2	239/2	0.5	5/8	5/8	6/8	2	1	Ger6	f	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
41	41	65	41a	192	120	1.5	0	0	6/8	2	1	V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
41	41	65	41a	387/2	243/2	1.5	3/8	3/8	6/8	2	1	V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
42	42	66	42a	195	123	1.5	0	0	6/8	2	1	i(9#74)}	f	i		i(9#74)		i			9#74			}	m	1	1	0, -1, 1	2, 5	0	0
42	42	66	42a	393/2	249/2	1.5	3/8	3/8	6/8	2	1	i|PAC	f	i		i		i					PAC		m	1	1	0, -3, 1		0	0
43	43	67	43a	198	126	1.5	0	0	6/8	2	1	i{	f	i		i		i						{	m	1	1	0, -3, 1		0	0
43	43	67	43a	399/2	255/2	1.5	3/8	3/8	6/8	2	1	#viio43/iv	f	i		#viio43/iv		#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2
44	44	68	44a	201	129	1.5	0	0	6/8	2	1	iv6(#72)	f	i		iv6(#72)		iv		6	#72				m	1	1	-4, 0, 1, 4		-1	-4
44	44	68	44a	405/2	261/2	1.0	3/8	3/8	6/8	2	1	iv6	f	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
44	44	68	44a	407/2	263/2	0.5	5/8	5/8	6/8	2	1	i64	f	i		i64		i		64					m	1	1	1, 0, -3		0	1
45	45	69	45a	204	132	2.5	0	0	6/8	2	1	bII6	f	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
45	45	69	45a	413/2	269/2	0.5	5/8	5/8	6/8	2	1	viio7/V	f	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
46	46	70	46a	207	135	1.5	0	0	6/8	2	1	V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
46	46	70	46a	417/2	273/2	1.5	3/8	3/8	6/8	2	1	V|HC	f	i		V		V					HC		M	1	1	1, 5, 2		1	1
47	47	71	47a	210	138	3.0	0	0	6/8	2	1	Ger6	f	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
48	48	72	48a	213	141	3.0	0	0	6/8	2	1	V	f	i		V		V							M	1	1	1, 5, 2		1	1
49	49	73	49a	216	144	3.0	0	0	6/8	2	1	viio7/V	f	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
50	50	74	50a	219	147	3.0	0	0	6/8	2	1	#viio43	f	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
51	51	75	51a	222	150	1.5	0	0	6/8	2	1	i6	f	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
51	51	75	51a	447/2	303/2	1.5	3/8	3/8	6/8	2	1	iv	f	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
52	52	76	52a	225	153	1.5	0	0	6/8	2	1	V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
52	52	76	52a	453/2	309/2	1.5	3/8	3/8	6/8	2	1	V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
53	53	77	53a	228	156	1.5	0	0	6/8	2	1	i6|EC}{	f	i		i6		i		6			EC	}{	m	1	1	-3, 1, 0		0	-3
53	53	77	53a	459/2	315/2	1.5	3/8	3/8	6/8	2	1	ii%65	f	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
54	54	78	54a	231	159	1.5	0	0	6/8	2	1	V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
54	54	78	54a	465/2	321/2	1.5	3/8	3/8	6/8	2	1	#viio65/iv	f	i		#viio65/iv		#vii	o	65		iv			o7	1	1	1, -2, -5, 4		4	1
55	55	79	55a	234	162	1.5	0	0	6/8	2	1	Ger6|DC	f	i		Ger6	Ger	vii	o	65	b3	V	DC		Ger	1	1	-4, 0, -3, 6		6	-4
55	55	79	55a	471/2	327/2	1.5	3/8	3/8	6/8	2	1	viio65/V	f	i		viio65/V		vii	o	65		V			o7	1	1	3, 0, -3, 6		6	3
56	56	80	56a	237	165	1.5	0	0	6/8	2	1	V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
56	56	80	56a	477/2	333/2	1.5	3/8	3/8	6/8	2	1	V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
57	57	81	57a	240	168	1.0	0	0	6/8	2	1	i|PAC}	f	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
57	57	81	57a	241	169	0.5	1/4	1/4	6/8	2	1	V65/iv{	f	i		V65/iv		V		65		iv		{	Mm7	1	1	4, 1, -2, 0		0	4
57	57	81	57a	483/2	339/2	1.0	3/8	3/8	6/8	2	1	iv	f	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
57	57	81	57a	485/2	341/2	0.5	5/8	5/8	6/8	2	1	iv	f	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
58	58	82	58a	243	171	1.0	0	0	6/8	2	1	V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
58	58	82	58a	244	172	0.5	1/4	1/4	6/8	2	1	V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
58	58	82	58a	489/2	345/2	1.0	3/8	3/8	6/8	2	1	i|PAC}	f	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
58	58	82	58a	491/2	347/2	0.5	5/8	5/8	6/8	2	1	#viio7/iv{	f	i		#viio7/iv		#vii	o	7		iv		{	o7	1	1	4, 1, -2, -5		4	4
59	59	83	59a	246	174	1.0	0	0	6/8	2	1	iv	f	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
59	59	83	59a	247	175	0.5	1/4	1/4	6/8	2	1	viio7/V	f	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
59	59	83	59a	495/2	351/2	1.0	3/8	3/8	6/8	2	1	V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
59	59	83	59a	497/2	353/2	0.5	5/8	5/8	6/8	2	1	V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
60	60	84	60a	249	177	1.5	0	0	6/8	2	1	i(9#74)}	f	i		i(9#74)		i			9#74			}	m	1	1	0, -1, 1	2, 5	0	0
60	60	84	60a	501/2	357/2	4.5	3/8	3/8	6/8	2	1	i|PAC	f	i		i		i					PAC		m	1	1	0, -3, 1		0	0
25	25	85	25b	252	72	0.0	0	0	6/8	2	1	{	f	III										{		1	0				
26	26	86	26b	255	75	1.5	0	0	6/8	2	1	iv.#viio2	f	iv		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
26	26	86	26b	513/2	153/2	1.5	3/8	3/8	6/8	2	1	#viio43	f	iv		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
27	27	87	27b	258	78	1.5	0	0	6/8	2	1	#viio2	f	iv		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
27	27	87	27b	519/2	159/2	1.5	3/8	3/8	6/8	2	1	#viio43	f	iv		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
28	28	88	28b	261	81	0.5	0	0	6/8	2	1	i6	f	iv		i6		i		6					m	1	1	-3, 1, 0		0	-3
28	28	88	28b	523/2	163/2	0.5	1/8	1/8	6/8	2	1	#viio6	f	iv		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
28	28	88	28b	262	82	0.5	1/4	1/4	6/8	2	1	i	f	iv		i		i							m	1	1	0, -3, 1		0	0
28	28	88	28b	525/2	165/2	1.5	3/8	3/8	6/8	2	1	V65}	f	iv		V65		V		65				}	Mm7	1	1	5, 2, -1, 1		1	5
29	29	89	29b	264	84	1.5	0	0	6/8	2	1	i{	f	iv		i		i						{	m	1	1	0, -3, 1		0	0
29	29	89	29b	531/2	171/2	1.5	3/8	3/8	6/8	2	1	VI6	f	iv		VI6		VI		6					M	1	1	0, -3, -4		-4	0
30	30	90	30b	267	87	1.5	0	0	6/8	2	1	#viio7	f	iv		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
30	30	90	30b	537/2	177/2	0.25	3/8	3/8	6/8	2	1	V6	f	iv		V6		V		6					M	1	1	5, 2, 1		1	5
30	30	90	30b	1075/4	355/4	1.25	7/16	7/16	6/8	2	1	v6	f	iv		v6		v		6					m	1	1	-2, 2, 1		1	-2
31	31	91	31b	270	90	1.5	0	0	6/8	2	1	v.V7	f	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
