mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1	1a	0	0	2.0	0	0	4/4	2	1	Bb.I{	Bb	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	1	1a	2	2	0.75	1/2	1/2	4/4	2	1	V6(#14)	Bb	I		V6(#14)	V		6	#14				M	0	0	5, 2, 1	6	1	5
1	1	1	1a	11/4	11/4	1.25	11/16	11/16	4/4	2	1	V6	Bb	I		V6	V		6					M	0	0	5, 2, 1		1	5
2	2	2	2a	4	4	1.0	0	0	4/4	2	1	IV6	Bb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
2	2	2	2a	5	5	1.0	1/4	1/4	4/4	2	1	IV	Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
2	2	2	2a	6	6	0.75	1/2	1/2	4/4	2	1	I6(14)	Bb	I		I6(14)	I		6	14				M	0	0	4, 1, 0	5	0	4
2	2	2	2a	27/4	27/4	1.25	11/16	11/16	4/4	2	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	3	3a	8	8	0.5	0	0	4/4	2	1	IV	Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	3	3	3a	17/2	17/2	0.5	1/8	1/8	4/4	2	1	ii6(#7)	Bb	I		ii6(#7)	ii		6	#7				m	0	0	-1, 3, 7		2	-1
3	3	3	3a	9	9	1.0	1/4	1/4	4/4	2	1	ii6	Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
3	3	3	3a	10	10	1.0	1/2	1/2	4/4	2	1	iii	Bb	I		iii	iii							m	0	0	4, 1, 5		4	4
3	3	3	3a	11	11	1.0	3/4	3/4	4/4	2	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	4	4	4a	12	12	1.0	0	0	4/4	2	1	V65	Bb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
4	4	4	4a	13	13	1.0	1/4	1/4	4/4	2	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
4	4	4	4a	14	14	1.0	1/2	1/2	4/4	2	1	V(64)}	Bb	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
4	4	4	4a	15	15	1.0	3/4	3/4	4/4	2	1	V|HC	Bb	I		V	V					HC		M	0	0	1, 5, 2		1	1
5	5	5	5a	16	16	2.0	0	0	4/4	2	1	i{	Bb	I		i	i						{	m	0	0	0, -3, 1		0	0
5	5	5	5a	18	18	0.75	1/2	1/2	4/4	2	1	v6(#14)	Bb	I		v6(#14)	v		6	#14				m	0	0	-2, 2, 1	6	1	-2
5	5	5	5a	75/4	75/4	1.25	11/16	11/16	4/4	2	1	v6	Bb	I		v6	v		6					m	0	0	-2, 2, 1		1	-2
6	6	6	6a	20	20	1.0	0	0	4/4	2	1	iv6	Bb	I		iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
6	6	6	6a	21	21	1.0	1/4	1/4	4/4	2	1	iv	Bb	I		iv	iv							m	0	0	-1, -4, 0		-1	-1
6	6	6	6a	22	22	0.75	1/2	1/2	4/4	2	1	I6(7)	Bb	I		I6(7)	I		6	7				M	0	0	4, 1, 5		0	4
6	6	6	6a	91/4	91/4	0.25	11/16	11/16	4/4	2	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	6	6	6a	23	23	1.0	3/4	3/4	4/4	2	1	i6	Bb	I		i6	i		6					m	0	0	-3, 1, 0		0	-3
7	7	7	7a	24	24	1.25	0	0	4/4	2	1	V.V7(b9)	Bb	V		V7(b9)	V		7	b9				Mm7	0	0	1, 5, 2, -1	-4	1	1
7	7	7	7a	101/4	101/4	0.75	5/16	5/16	4/4	2	1	V7/V	Bb	V		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
7	7	7	7a	26	26	0.5	1/2	1/2	4/4	2	1	bVI(4)	Bb	V		bVI(4)	bVI			4				M	0	0	-4, 2, -3		-4	-4
7	7	7	7a	53/2	53/2	0.5	5/8	5/8	4/4	2	1	bVI	Bb	V		bVI	bVI							M	0	0	-4, 0, -3		-4	-4
7	7	7	7a	27	27	1.0	3/4	3/4	4/4	2	1	ii%65	Bb	V		ii%65	ii	%	65					%7	0	0	-1, -4, 0, 2		2	-1
8	8	8	8a	28	28	1.0	0	0	4/4	2	1	V(b64)	Bb	V		V(b64)	V			b64				M	0	0	1, 0, -3		1	1
8	8	8	8a	29	29	0.5	1/4	1/4	4/4	2	1	V7(4)	Bb	V		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
8	8	8	8a	59/2	59/2	0.5	3/8	3/8	4/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	8	8a	30	30	2.0	1/2	1/2	4/4	2	1	I|PAC}	Bb	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
8	8	8	8a	31	31	0.0	3/4	3/4	4/4	2	1	{	Bb	V									{		0	0				
9	9	9	9a	32	32	2.0	0	0	4/4	2	1	V65	Bb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
9	9	9	9a	34	34	2.0	1/2	1/2	4/4	2	1	I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
10	10	10	10a	36	36	2.0	0	0	4/4	2	1	V65	Bb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
10	10	10	10a	38	38	2.0	1/2	1/2	4/4	2	1	I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
11	11	11	11a	40	40	1.0	0	0	4/4	2	1	vi	Bb	V		vi	vi							m	0	0	3, 0, 4		3	3
11	11	11	11a	41	41	1.0	1/4	1/4	4/4	2	1	IV	Bb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
11	11	11	11a	42	42	1.0	1/2	1/2	4/4	2	1	V7/ii	Bb	V		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
11	11	11	11a	43	43	0.5	3/4	3/4	4/4	2	1	ii	Bb	V		ii	ii							m	0	0	2, -1, 3		2	2
11	11	11	11a	87/2	87/2	0.5	7/8	7/8	4/4	2	1	V64	Bb	V		V64	V		64					M	0	0	2, 1, 5		1	2
12	12	12	12a	44	44	0.5	0	0	4/4	2	1	I6	Bb	V		I6	I		6					M	0	0	4, 1, 0		0	4
12	12	12	12a	89/2	89/2	0.5	1/8	1/8	4/4	2	1	ii6	Bb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
12	12	12	12a	45	45	0.5	1/4	1/4	4/4	2	1	V(64)	Bb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
12	12	12	12a	91/2	91/2	0.5	3/8	3/8	4/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	12	12a	46	46	0.5	1/2	1/2	4/4	2	1	I(974)}	Bb	V		I(974)	I			974			}	M	0	0	0, -1, 1	2, 5	0	0
12	12	12	12a	93/2	93/2	1.5	5/8	5/8	4/4	2	1	I|IAC	Bb	V		I	I					IAC		M	0	0	0, 4, 1		0	0
12	12	12	12a	47	47	0.0	3/4	3/4	4/4	2	1	{	Bb	V									{		0	0				
13	13	13	13a	48	48	2.0	0	0	4/4	2	1	V65	Bb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
13	13	13	13a	50	50	2.0	1/2	1/2	4/4	2	1	I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
14	14	14	14a	52	52	2.0	0	0	4/4	2	1	V65	Bb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
14	14	14	14a	54	54	2.0	1/2	1/2	4/4	2	1	I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
15	15	15	15a	56	56	1.0	0	0	4/4	2	1	vi	Bb	V		vi	vi							m	0	0	3, 0, 4		3	3
15	15	15	15a	57	57	1.0	1/4	1/4	4/4	2	1	IV	Bb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
15	15	15	15a	58	58	1.0	1/2	1/2	4/4	2	1	V7/ii	Bb	V		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
15	15	15	15a	59	59	0.5	3/4	3/4	4/4	2	1	ii	Bb	V		ii	ii							m	0	0	2, -1, 3		2	2
15	15	15	15a	119/2	119/2	0.5	7/8	7/8	4/4	2	1	V64	Bb	V		V64	V		64					M	0	0	2, 1, 5		1	2
16	16	16	16a	60	60	0.5	0	0	4/4	2	1	I6	Bb	V		I6	I		6					M	0	0	4, 1, 0		0	4
