mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
155	154	176	154a	1405/2	1237/2	0.5	5/8	5/8	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
155	154	176	154a	703	619	0.5	3/4	3/4	2/2	2	1		V6(6)		F	I		V6(6)		V		6	6				M	0	0	5, 4, 1		1	5
155	154	176	154a	1407/2	1239/2	0.5	7/8	7/8	2/2	2	1		V6		F	I		V6		V		6					M	0	0	5, 2, 1		1	5
156	155	177	155a	704	620	0.5	0	0	2/2	2	1		vi(2)		F	I		vi(2)		vi			2				m	0	0	5, 0, 4		3	5
156	155	177	155a	1409/2	1241/2	0.5	1/8	1/8	2/2	2	1		vi		F	I		vi		vi							m	0	0	3, 0, 4		3	3
156	155	177	155a	705	621	1.0	1/4	1/4	2/2	2	1		V43/V		F	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
156	155	177	155a	706	622	0.5	1/2	1/2	2/2	2	1		V7(4)		F	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
156	155	177	155a	1413/2	1245/2	1.5	5/8	5/8	2/2	2	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
157	156	178	156a	708	624	0.5	0	0	2/2	2	1		V7(4)/IV		F	I		V7(4)/IV		V		7	4	IV			Mm7	0	0	0, -1, 1, -2		0	0
157	156	178	156a	1417/2	1249/2	1.5	1/8	1/8	2/2	2	1		V7/IV		F	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
157	156	178	156a	710	626	0.5	1/2	1/2	2/2	2	1		IV(4)		F	I		IV(4)		IV			4				M	0	0	-1, 5, 0		-1	-1
157	156	178	156a	1421/2	1253/2	0.5	5/8	5/8	2/2	2	1		IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
157	156	178	156a	711	627	0.5	3/4	3/4	2/2	2	1		I(6)		F	I		I(6)		I			6				M	0	0	0, 4, 3		0	0
157	156	178	156a	1423/2	1255/2	0.5	7/8	7/8	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
158	157	179	157a	712	628	0.5	0	0	2/2	2	1		V43(4)		F	I		V43(4)		V		43	4				Mm7	0	0	2, -1, 1, 0		1	2
158	157	179	157a	1425/2	1257/2	1.5	1/8	1/8	2/2	2	1		V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
158	157	179	157a	714	630	0.5	1/2	1/2	2/2	2	1		I(4)		F	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
158	157	179	157a	1429/2	1261/2	0.5	5/8	5/8	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
158	157	179	157a	715	631	0.5	3/4	3/4	2/2	2	1		V(6)		F	I		V(6)		V			6				M	0	0	1, 5, 4		1	1
158	157	179	157a	1431/2	1263/2	0.5	7/8	7/8	2/2	2	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
159	158	180	158a	716	632	0.5	0	0	2/2	2	1		V7(4)/V		F	I		V7(4)/V		V		7	4	V			Mm7	0	0	2, 1, 3, 0		2	2
159	158	180	158a	1433/2	1265/2	1.5	1/8	1/8	2/2	2	1		V7/V		F	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
159	158	180	158a	718	634	0.5	1/2	1/2	2/2	2	1		V[V(4)		F	I	V	V(4)		V			4				M	0	0	1, 0, 2		1	1
159	158	180	158a	1437/2	1269/2	1.5	5/8	5/8	2/2	2	1		V		F	I	V	V		V							M	0	0	1, 5, 2		1	1
160	159	181	159a	720	636	0.5	0	0	2/2	2	1		IV(2)		F	I	V	IV(2)		IV			2				M	0	0	1, 3, 0		-1	1
160	159	181	159a	1441/2	1273/2	1.5	1/8	1/8	2/2	2	1		IV		F	I	V	IV		IV							M	0	0	-1, 3, 0		-1	-1
160	159	181	159a	722	638	0.5	1/2	1/2	2/2	2	1		I6(6)		F	I	V	I6(6)		I		6	6				M	0	0	4, 3, 0		0	4
160	159	181	159a	1445/2	1277/2	1.5	5/8	5/8	2/2	2	1		I6		F	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
161	160	182	160a	724	640	0.5	0	0	2/2	2	1		V7(6)		F	I	V	V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
161	160	182	160a	1449/2	1281/2	1.5	1/8	1/8	2/2	2	1		V7		F	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
161	160	182	160a	726	642	0.5	1/2	1/2	2/2	2	1		I(4)		F	I	V	I(4)		I			4				M	0	0	0, -1, 1		0	0
161	160	182	160a	1453/2	1285/2	1.5	5/8	5/8	2/2	2	1		I		F	I	V	I		I							M	0	0	0, 4, 1		0	0
162	161	183	161a	728	644	2.0	0	0	2/2	2	1		V7		F	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
162	161	183	161a	730	646	2.0	1/2	1/2	2/2	2	1		V(64)		F	I	V	V(64)		V			64				M	0	0	1, 0, 4		1	1
163	162	184	162a	732	648	2.0	0	0	2/2	2	1		V7		F	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
163	162	184	162a	734	650	2.0	1/2	1/2	2/2	2	1		V(64)		F	I	V	V(64)		V			64				M	0	0	1, 0, 4		1	1
164	163	185	163a	736	652	2.0	0	0	2/2	2	1		V7		F	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
164	163	185	163a	738	654	2.0	1/2	1/2	2/2	2	1		V(64)		F	I	V	V(64)		V			64				M	0	0	1, 0, 4		1	1
165	164	186	164a	740	656	8.0	0	0	2/2	2	1		viio65/V		F	I	V	viio65/V		vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
167	166	188	166a	748	664	12.0	0	0	2/2	2	1		V(64)		F	I	V	V(64)		V			64				M	0	0	1, 0, 4		1	1
170	169	191	169a	760	676	4.0	0	0	2/2	2	1		V7		F	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
171	170	192	170a	764	680	4.0	0	0	2/2	2	1		I|PAC}{		F	I	V	I		I					PAC	}{	M	0	0	0, 4, 1		0	0
172	171	193	171a	768	684	4.0	0	0	2/2	2	1		V7		F	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
173	172	194	172a	772	688	4.0	0	0	2/2	2	1		I		F	I	V	I		I							M	0	0	0, 4, 1		0	0
174	173	195	173a	776	692	4.0	0	0	2/2	2	1		V7]		F	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
175	174	196	174a	780	696	12.0	0	0	2/2	2	1		I}		F	I		I		I						}	M	0	0	0, 4, 1		0	0
177	176	198	176a	788	704	0.0	0	0	2/2	2	1		{		F	I										{		0	0				
178	177	199	177a	792	708	1.0	0	0	2/2	2	1		ii		F	I		ii		ii							m	0	0	2, -1, 3		2	2
178	177	199	177a	793	709	1.0	1/4	1/4	2/2	2	1		V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
178	177	199	177a	794	710	2.0	1/2	1/2	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
179	178	200	178a	796	712	1.0	0	0	2/2	2	1		ii		F	I		ii		ii							m	0	0	2, -1, 3		2	2
179	178	200	178a	797	713	1.0	1/4	1/4	2/2	2	1		V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
179	178	200	178a	798	714	2.0	1/2	1/2	2/2	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
180	179	201	179a	800	716	1.0	0	0	2/2	2	1		ii		F	I		ii		ii							m	0	0	2, -1, 3		2	2
180	179	201	179a	801	717	0.5	1/4	1/4	2/2	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
180	179	201	179a	1603/2	1435/2	0.5	3/8	3/8	2/2	2	1		ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
180	179	201	179a	802	718	1.0	1/2	1/2	2/2	2	1		V(4)		F	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
180	179	201	179a	803	719	1.0	3/4	3/4	2/2	2	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
181	180	202	180a	804	720	2.0	0	0	2/2	2	1		I6|EC		F	I		I6		I		6			EC		M	0	0	4, 1, 0		0	4
181	180	202	180a	806	722	2.0	1/2	1/2	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
182	181	203	181a	808	724	1.0	0	0	2/2	2	1		ii		F	I		ii		ii							m	0	0	2, -1, 3		2	2
182	181	203	181a	809	725	1.0	1/4	1/4	2/2	2	1		V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
182	181	203	181a	810	726	2.0	1/2	1/2	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
183	182	204	182a	812	728	1.0	0	0	2/2	2	1		ii		F	I		ii		ii							m	0	0	2, -1, 3		2	2
183	182	204	182a	813	729	1.0	1/4	1/4	2/2	2	1		V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
183	182	204	182a	814	730	2.0	1/2	1/2	2/2	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
184	183	205	183a	816	732	1.0	0	0	2/2	2	1		ii		F	I		ii		ii							m	0	0	2, -1, 3		2	2
184	183	205	183a	817	733	0.5	1/4	1/4	2/2	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
184	183	205	183a	1635/2	1467/2	0.5	3/8	3/8	2/2	2	1		ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
184	183	205	183a	818	734	1.0	1/2	1/2	2/2	2	1		V(4)		F	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
184	183	205	183a	819	735	1.0	3/4	3/4	2/2	2	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
185	184	206	184a	820	736	2.0	0	0	2/2	2	1		I|PAC}		F	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
185	184	206	184a	822	738	2.0	1/2	1/2	2/2	2	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
186	185	207	185a	824	740	2.0	0	0	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
186	185	207	185a	826	742	2.0	1/2	1/2	2/2	2	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
187	186	208	186a	828	744	2.0	0	0	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
187	186	208	186a	830	746	2.0	1/2	1/2	2/2	2	1		V7(9)		F	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
188	187	209	187a	832	748	2.0	0	0	2/2	2	1		I(74)		F	I		I(74)		I			74				M	0	0	0, -1, 1	5	0	0
188	187	209	187a	834	750	2.0	1/2	1/2	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
