mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	1	0a	0	0	4.0	0	1/2	3/4	2	1	Bb.I6{	Bb	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
3	2	3	2a	4	4	6.0	0	0	3/4	2	1	V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
5	4	5	4a	10	10	2.0	0	0	3/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
5	4	5	4a	12	12	1.0	1/2	1/2	3/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
6	5	6	5a	13	13	1.0	0	0	3/4	2	1	V[I6	Bb	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
6	5	6	5a	14	14	1.0	1/4	1/4	3/4	2	1	V7	Bb	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	5	6	5a	15	15	1.0	1/2	1/2	3/4	2	1	I	Bb	I	V	I		I							M	0	0	0, 4, 1		0	0
7	6	7	6a	16	16	1.0	0	0	3/4	2	1	I6	Bb	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
7	6	7	6a	17	17	1.0	1/4	1/4	3/4	2	1	V7	Bb	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	6	7	6a	18	18	1.0	1/2	1/2	3/4	2	1	I	Bb	I	V	I		I							M	0	0	0, 4, 1		0	0
8	7	8	7a	19	19	6.0	0	0	3/4	2	1	I6]	Bb	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
10	9	10	9a	25	25	2.0	0	0	3/4	2	1	V.V(64)	Bb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
10	9	10	9a	27	27	1.0	1/2	1/2	3/4	2	1	V7	Bb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	10	11	10a	28	28	2.0	0	0	3/4	2	1	I|PAC}	Bb	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
11	10	11	10a	30	30	1.0	1/2	1/2	3/4	2	1	IV{	Bb	V		IV		IV						{	M	0	0	-1, 3, 0		-1	-1
12	11	12	11a	31	31	2.0	0	0	3/4	2	1	I	Bb	V		I		I							M	0	0	0, 4, 1		0	0
12	11	12	11a	33	33	1.0	1/2	1/2	3/4	2	1	viio64	Bb	V		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
13	12	13	12a	34	34	2.0	0	0	3/4	2	1	I}	Bb	V		I		I						}	M	0	0	0, 4, 1		0	0
1	0	14	12a	36	0	4.0	0	1/2	3/4	2	1	Bb.I6{	Bb	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
3	2	16	2b	40	4	6.0	0	0	3/4	2	1	V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
5	4	18	4b	46	10	2.0	0	0	3/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
5	4	18	4b	48	12	1.0	1/2	1/2	3/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
6	5	19	5b	49	13	1.0	0	0	3/4	2	1	V[I6	Bb	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
6	5	19	5b	50	14	1.0	1/4	1/4	3/4	2	1	V7	Bb	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	5	19	5b	51	15	1.0	1/2	1/2	3/4	2	1	I	Bb	I	V	I		I							M	0	0	0, 4, 1		0	0
7	6	20	6b	52	16	1.0	0	0	3/4	2	1	I6	Bb	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
7	6	20	6b	53	17	1.0	1/4	1/4	3/4	2	1	V7	Bb	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	6	20	6b	54	18	1.0	1/2	1/2	3/4	2	1	I	Bb	I	V	I		I							M	0	0	0, 4, 1		0	0
8	7	21	7b	55	19	6.0	0	0	3/4	2	1	I6]	Bb	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
10	9	23	9b	61	25	2.0	0	0	3/4	2	1	V.V(64)	Bb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
10	9	23	9b	63	27	1.0	1/2	1/2	3/4	2	1	V7	Bb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	10	24	10b	64	28	2.0	0	0	3/4	2	1	I|PAC}	Bb	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
11	10	24	10b	66	30	1.0	1/2	1/2	3/4	2	1	IV{	Bb	V		IV		IV						{	M	0	0	-1, 3, 0		-1	-1
12	11	25	11b	67	31	2.0	0	0	3/4	2	1	I	Bb	V		I		I							M	0	0	0, 4, 1		0	0
12	11	25	11b	69	33	1.0	1/2	1/2	3/4	2	1	viio64	Bb	V		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
13	12	26	12b	70	34	2.0	0	0	3/4	2	1	I}	Bb	V		I		I						}	M	0	0	0, 4, 1		0	0
14	12	27	12b	72	36	1.0	0	1/2	3/4	2	1	I.viio43/ii{	Bb	I		viio43/ii		vii	o	43		ii		{	o7	0	0	-6, -9, 0, -3		0	-6
15	13	28	13a	73	37	1.0	0	0	3/4	2	1	II6	Bb	I		II6		II		6					M	0	0	6, 3, 2		2	6
15	13	28	13a	74	38	1.0	1/4	1/4	3/4	2	1	viio43	Bb	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
15	13	28	13a	75	39	1.0	1/2	1/2	3/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
16	14	29	14a	76	40	1.0	0	0	3/4	2	1	viio6/V	Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
16	14	29	14a	77	41	1.0	1/4	1/4	3/4	2	1	viio7	Bb	I		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
16	14	29	14a	78	42	1.0	1/2	1/2	3/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
17	15	30	15a	79	43	2.0	0	0	3/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
17	15	30	15a	81	45	1.0	1/2	1/2	3/4	2	1	viio7/V	Bb	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
18	16	31	16a	82	46	1.0	0	0	3/4	2	1	V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
18	16	31	16a	83	47	1.0	1/4	1/4	3/4	2	1	V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
18	16	31	16a	84	48	1.0	1/2	1/2	3/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
19	17	32	17a	85	49	1.0	0	0	3/4	2	1	viio	Bb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
19	17	32	17a	86	50	1.0	1/4	1/4	3/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
19	17	32	17a	87	51	1.0	1/2	1/2	3/4	2	1	vii%7/V	Bb	I		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
20	18	33	18a	88	52	1.0	0	0	3/4	2	1	V(64)}	Bb	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
20	18	33	18a	89	53	1.0	1/4	1/4	3/4	2	1	V|HC	Bb	I		V		V					HC		M	0	0	1, 5, 2		1	1
20	18	33	18a	90	54	1.0	1/2	1/2	3/4	2	1	I6{	Bb	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
21	19	34	19a	91	55	3.0	0	0	3/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
22	20	35	20a	94	58	3.0	0	0	3/4	2	1	V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
23	21	36	21a	97	61	3.0	0	0	3/4	2	1	viio6	Bb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
24	22	37	22a	100	64	3.0	0	0	3/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
25	23	38	23a	103	67	1.0	0	0	3/4	2	1	V[I6	Bb	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
25	23	38	23a	104	68	1.0	1/4	1/4	3/4	2	1	V7	Bb	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
