mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	1	0a	0	0	3.0	0	3/4	4/4	2	1	Bb.I{	Bb	I		I		I						{	M	0	0	0, 4, 1		0	0
2	1	2	1a	3	3	2.0	1/2	1/2	4/4	2	1	vi6	Bb	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
3	2	3	2a	5	5	1.0	0	0	4/4	2	1	ii(4)	Bb	I		ii(4)		ii			4				m	0	0	2, 1, 3		2	2
3	2	3	2a	6	6	3.0	1/4	1/4	4/4	2	1	ii	Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
4	3	4	3a	9	9	1.0	0	0	4/4	2	1	V(4)	Bb	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
4	3	4	3a	10	10	3.0	1/4	1/4	4/4	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	4	5	4a	13	13	1.0	0	0	4/4	2	1	I(97)	Bb	I		I(97)		I			97				M	0	0	0, 4, 1	2, 5	0	0
5	4	5	4a	14	14	3.0	1/4	1/4	4/4	2	1	I|IAC	Bb	I		I		I					IAC		M	0	0	0, 4, 1		0	0
6	5	6	5a	17	17	1.0	0	0	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
6	5	6	5a	18	18	1.0	1/4	1/4	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
6	5	6	5a	19	19	1.0	1/2	1/2	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
6	5	6	5a	20	20	1.0	3/4	3/4	4/4	2	1	viio6	Bb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
7	6	7	6a	21	21	4.0	0	0	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
8	7	8	7a	25	25	1.0	0	0	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
8	7	8	7a	26	26	1.0	1/4	1/4	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
8	7	8	7a	27	27	1.0	1/2	1/2	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
8	7	8	7a	28	28	1.0	3/4	3/4	4/4	2	1	viio6	Bb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
9	8	9	8a	29	29	4.0	0	0	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
10	9	10	9a	33	33	1.0	0	0	4/4	2	1	V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
10	9	10	9a	34	34	1.0	1/4	1/4	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
10	9	10	9a	35	35	1.0	1/2	1/2	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
10	9	10	9a	36	36	0.5	3/4	3/4	4/4	2	1	V(64)	Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
10	9	10	9a	73/2	73/2	0.5	7/8	7/8	4/4	2	1	V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
11	10	11	10a	37	37	6.5	0	0	4/4	2	1	I|PAC}	Bb	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
11	10	11	10a	40	40	0.0	3/4	3/4	4/4	2	1	{	Bb	I										{		0	0				
12	11	12	11a	87/2	87/2	1.5	5/8	5/8	4/4	2	1	vi6	Bb	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
13	12	13	12a	45	45	1.0	0	0	4/4	2	1	V.V(4)	Bb	V		V(4)		V			4				M	0	0	1, 0, 2		1	1
