mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	1	0a	0	0	3.0	0	3/4	2/2	2	1	F.I{		F	I		I		I						{	M	0	0	0, 4, 1		0	0
2	1	2	1a	3	3	2.0	1/2	1/2	2/2	2	1	viio		F	I		viio		vii	o						o	0	0	5, 2, -1		5	5
3	2	3	2a	5	5	6.0	0	0	2/2	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
4	3	4	3a	11	11	2.0	1/2	1/2	2/2	2	1	viio		F	I		viio		vii	o						o	0	0	5, 2, -1		5	5
5	4	5	4a	13	13	4.0	0	0	2/2	2	1	I[I		F	I	I	I		I							M	0	0	0, 4, 1		0	0
6	5	6	5a	17	17	4.0	0	0	2/2	2	1	V2		F	I	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
7	6	7	6a	21	21	4.0	0	0	2/2	2	1	I		F	I	I	I		I							M	0	0	0, 4, 1		0	0
8	7	8	7a	25	25	4.0	0	0	2/2	2	1	V2		F	I	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
9	8	9	8a	29	29	6.0	0	0	2/2	2	1	I]}		F	I	I	I		I						}	M	0	0	0, 4, 1		0	0
9	8	9	8a	32	32	0.0	3/4	3/4	2/2	2	1	{		F	I										{		0	0				
10	9	10	9a	35	35	2.0	1/2	1/2	2/2	2	1	viio		F	I		viio		vii	o						o	0	0	5, 2, -1		5	5
11	10	11	10a	37	37	6.0	0	0	2/2	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
12	11	12	11a	43	43	2.0	1/2	1/2	2/2	2	1	viio		F	I		viio		vii	o						o	0	0	5, 2, -1		5	5
13	12	13	12a	45	45	4.0	0	0	2/2	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
14	13	14	13a	49	49	4.0	0	0	2/2	2	1	V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
