mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
28	28	28	28a	221/2	221/2	1.0	5/8	5/8	4/4	2	1	iii6(#7)		D	V		iii6(#7)		iii		6	#7				m	0	0	1, 5, 9		4	1
28	28	28	28a	223/2	223/2	0.5	7/8	7/8	4/4	2	1	iii6		D	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
29	29	29	29a	112	112	0.5	0	0	4/4	2	1	ii6(2)		D	V		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
29	29	29	29a	225/2	225/2	1.0	1/8	1/8	4/4	2	1	ii6(#7)		D	V		ii6(#7)		ii		6	#7				m	0	0	-1, 3, 7		2	-1
29	29	29	29a	227/2	227/2	0.5	3/8	3/8	4/4	2	1	ii6		D	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
29	29	29	29a	114	114	0.75	1/2	1/2	4/4	2	1	I6(2)		D	V		I6(2)		I		6	2				M	0	0	4, 1, 2		0	4
29	29	29	29a	459/4	459/4	1.25	11/16	11/16	4/4	2	1	I6		D	V		I6		I		6					M	0	0	4, 1, 0		0	4
30	30	30	30a	116	116	4.0	0	0	4/4	2	1	ii65		D	V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
31	31	31	31a	120	120	4.0	0	0	4/4	2	1	V43/IV		D	V		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
32	32	32	32a	124	124	4.0	0	0	4/4	2	1	IV6		D	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
33	33	33	33a	128	128	4.0	0	0	4/4	2	1	Ger6		D	V		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
34	34	34	34a	132	132	2.0	0	0	4/4	2	1	V[V|HC}		D	V	V	V		V					HC	}	M	0	0	1, 5, 2		1	1
34	34	34	34a	133	133	0.0	1/4	1/4	4/4	2	1	{		D	V	V									{		0	0				
34	34	34	34a	134	134	0.5	1/2	1/2	4/4	2	1	V6(#7)/ii		D	V	V	V6(#7)/ii		V		6	#7	ii			M	0	0	7, 4, 8		3	7
34	34	34	34a	269/2	269/2	0.5	5/8	5/8	4/4	2	1	V6/ii		D	V	V	V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
34	34	34	34a	135	135	1.0	3/4	3/4	4/4	2	1	ii		D	V	V	ii		ii							m	0	0	2, -1, 3		2	2
35	35	35	35a	136	136	0.5	0	0	4/4	2	1	V7(#7)		D	V	V	V7(#7)		V		7	#7				Mm7	0	0	1, 5, 2, 6		1	1
35	35	35	35a	273/2	273/2	0.5	1/8	1/8	4/4	2	1	V7		D	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
35	35	35	35a	137	137	1.0	1/4	1/4	4/4	2	1	I		D	V	V	I		I							M	0	0	0, 4, 1		0	0
35	35	35	35a	138	138	1.0	1/2	1/2	4/4	2	1	IV6		D	V	V	IV6		IV		6					M	0	0	3, 0, -1		-1	3
35	35	35	35a	139	139	1.0	3/4	3/4	4/4	2	1	V7		D	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
36	36	36	36a	140	140	0.5	0	0	4/4	2	1	I(#2)		D	V	V	I(#2)		I			#2				M	0	0	0, 9, 1		0	0
36	36	36	36a	281/2	281/2	0.5	1/8	1/8	4/4	2	1	I		D	V	V	I		I							M	0	0	0, 4, 1		0	0
36	36	36	36a	141	141	1.0	1/4	1/4	4/4	2	1	I6		D	V	V	I6		I		6					M	0	0	4, 1, 0		0	4
36	36	36	36a	142	142	2.0	1/2	1/2	4/4	2	1	IV		D	V	V	IV		IV							M	0	0	-1, 3, 0		-1	-1
37	37	37	37a	144	144	1.0	0	0	4/4	2	1	I6		D	V	V	I6		I		6					M	0	0	4, 1, 0		0	4
37	37	37	37a	145	145	1.0	1/4	1/4	4/4	2	1	I		D	V	V	I		I							M	0	0	0, 4, 1		0	0
37	37	37	37a	146	146	2.0	1/2	1/2	4/4	2	1	V7]		D	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
38	38	38	38a	148	148	4.0	0	0	4/4	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
39	39	39	39a	152	152	4.0	0	0	4/4	2	1	IV		D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
40	40	40	40a	156	156	3.0	0	0	4/4	2	1	V(64)		D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
40	40	40	40a	159	159	1.0	3/4	3/4	4/4	2	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
41	41	41	41a	160	160	4.0	0	0	4/4	2	1	I|EC		D	V		I		I					EC		M	0	0	0, 4, 1		0	0
42	42	42	42a	164	164	4.0	0	0	4/4	2	1	IV		D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
43	43	43	43a	168	168	3.0	0	0	4/4	2	1	V(64)		D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
43	43	43	43a	171	171	1.0	3/4	3/4	4/4	2	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
44	44	44	44a	172	172	1.0	0	0	4/4	2	1	I|PAC}{		D	V		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
44	44	44	44a	173	173	1.0	1/4	1/4	4/4	2	1	vi	IV6	D	V		vi		vi							m	0	0	3, 0, 4		3	3
44	44	44	44a	174	174	1.0	1/2	1/2	4/4	2	1	IV		D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
44	44	44	44a	175	175	1.0	3/4	3/4	4/4	2	1	ii	viio6	D	V		ii		ii							m	0	0	2, -1, 3		2	2
45	45	45	45a	176	176	2.0	0	0	4/4	2	1	V65		D	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
45	45	45	45a	178	178	2.0	1/2	1/2	4/4	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
46	46	46	46a	180	180	4.0	0	0	4/4	2	1	IV		D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
47	47	47	47a	184	184	4.0	0	0	4/4	2	1	viio7/V		D	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
48	48	48	48a	188	188	4.0	0	0	4/4	2	1	V(64)		D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
49	49	49	49a	192	192	4.0	0	0	4/4	2	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
50	50	50	50a	196	196	2.0	0	0	4/4	2	1	I|PAC}		D	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
50	50	50	50a	198	198	1.0	1/2	1/2	4/4	2	1	viio		D	V		viio		vii	o						o	0	0	5, 2, -1		5	5
50	50	50	50a	199	199	0.75	3/4	3/4	4/4	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
50	50	50	50a	799/4	799/4	0.25	15/16	15/16	4/4	2	1	viio/V		D	V		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
51	51	51	51a	200	200	1.0	0	0	4/4	2	1	V		D	V		V		V							M	0	0	1, 5, 2		1	1
51	51	51	51a	201	201	1.0	1/4	1/4	4/4	2	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
51	51	51	51a	202	202	2.0	1/2	1/2	4/4	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
1	1	52	1b	204	0	6.0	0	0	4/4	2	1	D.I{		D	I		I		I						{	M	0	0	0, 4, 1		0	0
2	2	53	2b	210	6	2.0	1/2	1/2	4/4	2	1	vi	IV6	D	I		vi		vi							m	0	0	3, 0, 4		3	3
3	3	54	3b	212	8	1.0	0	0	4/4	2	1	ii	viio6	D	I		ii		ii							m	0	0	2, -1, 3		2	2
3	3	54	3b	213	9	1.0	1/4	1/4	4/4	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
3	3	54	3b	214	10	1.0	1/2	1/2	4/4	2	1	vi	IV6	D	I		vi		vi							m	0	0	3, 0, 4		3	3
3	3	54	3b	215	11	3.5	3/4	3/4	4/4	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
4	4	55	4b	437/2	29/2	2.0	5/8	5/8	4/4	2	1	V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
5	5	56	5b	441/2	33/2	2.0	1/8	1/8	4/4	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
5	5	56	5b	445/2	37/2	2.0	5/8	5/8	4/4	2	1	V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
6	6	57	6b	449/2	41/2	2.0	1/8	1/8	4/4	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
6	6	57	6b	453/2	45/2	1.5	5/8	5/8	4/4	2	1	V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
7	7	58	7b	228	24	8.0	0	0	4/4	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	9	60	9b	236	32	2.0	0	0	4/4	2	1	I[I}{		D	I	I	I		I						}{	M	0	0	0, 4, 1		0	0
9	9	60	9b	238	34	1.0	1/2	1/2	4/4	2	1	viio		D	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
9	9	60	9b	239	35	1.0	3/4	3/4	4/4	2	1	V7/IV		D	I	I	V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
10	10	61	10b	240	36	1.0	0	0	4/4	2	1	IV6		D	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
10	10	61	10b	241	37	1.0	1/4	1/4	4/4	2	1	V65		D	I	I	V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
10	10	61	10b	242	38	4.0	1/2	1/2	4/4	2	1	I		D	I	I	I		I							M	0	0	0, 4, 1		0	0
11	11	62	11b	246	42	1.0	1/2	1/2	4/4	2	1	viio6		D	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
11	11	62	11b	247	43	1.0	3/4	3/4	4/4	2	1	I		D	I	I	I		I							M	0	0	0, 4, 1		0	0
12	12	63	12b	248	44	2.0	0	0	4/4	2	1	IV		D	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
12	12	63	12b	250	46	2.0	1/2	1/2	4/4	2	1	I]		D	I	I	I		I							M	0	0	0, 4, 1		0	0
13	13	64	13b	252	48	4.0	0	0	4/4	2	1	ii65		D	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
14	14	65	14b	256	52	4.0	0	0	4/4	2	1	V43/IV		D	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
15	15	66	15b	260	56	4.0	0	0	4/4	2	1	IV6		D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
16	16	67	16b	264	60	4.0	0	0	4/4	2	1	Ger6		D	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
17	17	68	17b	268	64	1.5	0	0	4/4	2	1	V|HC}{		D	I		V		V					HC	}{	M	0	0	1, 5, 2		1	1
17	17	68	17b	539/2	131/2	0.5	3/8	3/8	4/4	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
17	17	68	17b	270	66	0.5	1/2	1/2	4/4	2	1	V43		D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
17	17	68	17b	541/2	133/2	0.5	5/8	5/8	4/4	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
17	17	68	17b	271	67	0.5	3/4	3/4	4/4	2	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
17	17	68	17b	543/2	135/2	0.5	7/8	7/8	4/4	2	1	vi7		D	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
18	18	69	18b	272	68	0.5	0	0	4/4	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
18	18	69	18b	545/2	137/2	0.5	1/8	1/8	4/4	2	1	vi7		D	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
18	18	69	18b	273	69	0.5	1/4	1/4	4/4	2	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
18	18	69	18b	547/2	139/2	0.5	3/8	3/8	4/4	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
18	18	69	18b	274	70	0.5	1/2	1/2	4/4	2	1	V43		D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
18	18	69	18b	549/2	141/2	0.5	5/8	5/8	4/4	2	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
18	18	69	18b	275	71	0.5	3/4	3/4	4/4	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
18	18	69	18b	551/2	143/2	0.5	7/8	7/8	4/4	2	1	vi7		D	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
19	19	70	19b	276	72	1.5	0	0	4/4	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
19	19	70	19b	555/2	147/2	0.5	3/8	3/8	4/4	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
19	19	70	19b	278	74	0.5	1/2	1/2	4/4	2	1	V43		D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
19	19	70	19b	557/2	149/2	0.5	5/8	5/8	4/4	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
19	19	70	19b	279	75	0.5	3/4	3/4	4/4	2	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
19	19	70	19b	559/2	151/2	0.5	7/8	7/8	4/4	2	1	vi7		D	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
20	20	71	20b	280	76	0.5	0	0	4/4	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
20	20	71	20b	561/2	153/2	0.5	1/8	1/8	4/4	2	1	vi7		D	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
20	20	71	20b	281	77	0.5	1/4	1/4	4/4	2	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
20	20	71	20b	563/2	155/2	0.5	3/8	3/8	4/4	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
20	20	71	20b	282	78	0.5	1/2	1/2	4/4	2	1	V43		D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
20	20	71	20b	565/2	157/2	0.5	5/8	5/8	4/4	2	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
20	20	71	20b	283	79	0.5	3/4	3/4	4/4	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
20	20	71	20b	567/2	159/2	0.5	7/8	7/8	4/4	2	1	vi7		D	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
21	21	72	21b	284	80	4.0	0	0	4/4	2	1	V}		D	I		V		V						}	M	0	0	1, 5, 2		1	1
22	22	73	22b	288	84	4.0	0	0	4/4	2	1	V.V{		D	V		V		V						{	M	0	0	1, 5, 2		1	1
23	23	74	23b	292	88	0.5	0	0	4/4	2	1	V6(2)		D	V		V6(2)		V		6	2				M	0	0	5, 2, 3		1	5
23	23	74	23b	585/2	177/2	3.5	1/8	1/8	4/4	2	1	V6		D	V		V6		V		6					M	0	0	5, 2, 1		1	5
24	24	75	24b	296	92	0.5	0	0	4/4	2	1	IV6(2)		D	V		IV6(2)		IV		6	2				M	0	0	3, 0, 1		-1	3
24	24	75	24b	593/2	185/2	1.5	1/8	1/8	4/4	2	1	IV6		D	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
24	24	75	24b	298	94	0.5	1/2	1/2	4/4	2	1	iii6(2)		D	V		iii6(2)		iii		6	2				m	0	0	1, 5, -1		4	1
24	24	75	24b	597/2	189/2	1.5	5/8	5/8	4/4	2	1	iii6		D	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
25	25	76	25b	300	96	2.0	0	0	4/4	2	1	ii6		D	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
25	25	76	25b	302	98	2.0	1/2	1/2	4/4	2	1	I6		D	V		I6		I		6					M	0	0	4, 1, 0		0	4
26	26	77	26b	304	100	4.0	0	0	4/4	2	1	V		D	V		V		V							M	0	0	1, 5, 2		1	1
27	27	78	27b	308	104	0.75	0	0	4/4	2	1	V6(#7)		D	V		V6(#7)		V		6	#7				M	0	0	5, 2, 6		1	5
27	27	78	27b	1235/4	419/4	3.25	3/16	3/16	4/4	2	1	V6		D	V		V6		V		6					M	0	0	5, 2, 1		1	5
28	28	79	28b	312	108	0.5	0	0	4/4	2	1	IV6(2)		D	V		IV6(2)		IV		6	2				M	0	0	3, 0, 1		-1	3
28	28	79	28b	625/2	217/2	1.0	1/8	1/8	4/4	2	1	IV6(7)		D	V		IV6(7)		IV		6	7				M	0	0	3, 0, 4		-1	3
28	28	79	28b	627/2	219/2	0.5	3/8	3/8	4/4	2	1	IV6		D	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
28	28	79	28b	314	110	0.5	1/2	1/2	4/4	2	1	iii6(2)		D	V		iii6(2)		iii		6	2				m	0	0	1, 5, -1		4	1
28	28	79	28b	629/2	221/2	1.0	5/8	5/8	4/4	2	1	iii6(#7)		D	V		iii6(#7)		iii		6	#7				m	0	0	1, 5, 9		4	1
28	28	79	28b	631/2	223/2	0.5	7/8	7/8	4/4	2	1	iii6		D	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
29	29	80	29b	316	112	0.5	0	0	4/4	2	1	ii6(2)		D	V		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
