mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
8	7	8	7a	27	27	1.0	1/4	1/4	2/2	2	1	ii6		D	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
8	7	8	7a	28	28	1.0	1/2	1/2	2/2	2	1	V(64)		D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
8	7	8	7a	29	29	1.0	3/4	3/4	2/2	2	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	9	8a	30	30	1.0	0	0	2/2	2	1	I(94)}		D	V		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
9	8	9	8a	31	31	1.0	1/4	1/4	2/2	2	1	I|PAC		D	V		I		I					PAC		M	0	0	0, 4, 1		0	0
1	0	10	8a	32	0	2.0	0	1/2	2/2	2	1	D.V{		D	I		V		V						{	M	0	0	1, 5, 2		1	1
2	1	11	1b	34	2	2.0	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
2	1	11	1b	36	4	2.0	1/2	1/2	2/2	2	1	vi		D	I		vi		vi							m	0	0	3, 0, 4		3	3
3	2	12	2b	38	6	2.0	0	0	2/2	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
3	2	12	2b	40	8	2.0	1/2	1/2	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	3	13	3b	42	10	2.0	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
4	3	13	3b	44	12	2.0	1/2	1/2	2/2	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
5	4	14	4b	46	14	1.0	0	0	2/2	2	1	V(64)}		D	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
5	4	14	4b	47	15	3.0	1/4	1/4	2/2	2	1	V|HC		D	I		V		V					HC		M	0	0	1, 5, 2		1	1
5	4	14	4b	48	16	0.0	1/2	1/2	2/2	2	1	{		D	I										{		0	0				
6	5	15	5b	50	18	2.0	0	0	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
6	5	15	5b	52	20	2.0	1/2	1/2	2/2	2	1	vi6		D	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
7	6	16	6b	54	22	2.0	0	0	2/2	2	1	V.V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	6	16	6b	56	24	2.0	1/2	1/2	2/2	2	1	viio		D	V		viio		vii	o						o	0	0	5, 2, -1		5	5
8	7	17	7b	58	26	1.0	0	0	2/2	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
8	7	17	7b	59	27	1.0	1/4	1/4	2/2	2	1	ii6		D	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
8	7	17	7b	60	28	1.0	1/2	1/2	2/2	2	1	V(64)		D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
8	7	17	7b	61	29	1.0	3/4	3/4	2/2	2	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	18	8b	62	30	1.0	0	0	2/2	2	1	I(94)}		D	V		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
9	8	18	8b	63	31	1.0	1/4	1/4	2/2	2	1	I|PAC		D	V		I		I					PAC		M	0	0	0, 4, 1		0	0
10	8	19	8b	64	32	2.0	0	1/2	2/2	2	1	I.V{		D	I		V		V						{	M	0	0	1, 5, 2		1	1
11	9	20	9a	66	34	1.0	0	0	2/2	2	1	V7/II		D	I		V7/II		V		7		II			Mm7	0	0	3, 7, 4, 1		3	3
11	9	20	9a	67	35	1.0	1/4	1/4	2/2	2	1	II		D	I		II		II							M	0	0	2, 6, 3		2	2
11	9	20	9a	68	36	1.0	1/2	1/2	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	9	20	9a	69	37	1.0	3/4	3/4	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
12	10	21	10a	70	38	1.0	0	0	2/2	2	1	IV6		D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
12	10	21	10a	71	39	1.5	1/4	1/4	2/2	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
12	10	21	10a	145/2	81/2	0.5	5/8	5/8	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
12	10	21	10a	73	41	0.5	3/4	3/4	2/2	2	1	viio6		D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
12	10	21	10a	147/2	83/2	0.5	7/8	7/8	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
13	11	22	11a	74	42	1.0	0	0	2/2	2	1	V65		D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
13	11	22	11a	75	43	1.0	1/4	1/4	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
13	11	22	11a	76	44	1.0	1/2	1/2	2/2	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
13	11	22	11a	77	45	1.0	3/4	3/4	2/2	2	1	viio6/V		D	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
14	12	23	12a	78	46	2.0	0	0	2/2	2	1	V(64)}		D	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
14	12	23	12a	80	48	6.0	1/2	1/2	2/2	2	1	V|HC		D	I		V		V					HC		M	0	0	1, 5, 2		1	1
15	13	24	13a	84	52	0.0	1/2	1/2	2/2	2	1	{		D	I										{		0	0				
16	14	25	14a	86	54	2.0	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
16	14	25	14a	88	56	2.0	1/2	1/2	2/2	2	1	vi		D	I		vi		vi							m	0	0	3, 0, 4		3	3
17	15	26	15a	90	58	2.0	0	0	2/2	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
17	15	26	15a	92	60	2.0	1/2	1/2	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	16	27	16a	94	62	1.0	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
18	16	27	16a	95	63	1.0	1/4	1/4	2/2	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
18	16	27	16a	96	64	1.0	1/2	1/2	2/2	2	1	V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
18	16	27	16a	97	65	1.0	3/4	3/4	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
19	17	28	17a	98	66	1.0	0	0	2/2	2	1	I(94)}		D	I		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
19	17	28	17a	99	67	1.0	1/4	1/4	2/2	2	1	I|PAC		D	I		I		I					PAC		M	0	0	0, 4, 1		0	0
10	8	29	17a	100	32	2.0	0	1/2	2/2	2	1	I.V{		D	I		V		V						{	M	0	0	1, 5, 2		1	1
11	9	30	9b	102	34	1.0	0	0	2/2	2	1	V7/II		D	I		V7/II		V		7		II			Mm7	0	0	3, 7, 4, 1		3	3
11	9	30	9b	103	35	1.0	1/4	1/4	2/2	2	1	II		D	I		II		II							M	0	0	2, 6, 3		2	2
11	9	30	9b	104	36	1.0	1/2	1/2	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	9	30	9b	105	37	1.0	3/4	3/4	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
12	10	31	10b	106	38	1.0	0	0	2/2	2	1	IV6		D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
12	10	31	10b	107	39	1.5	1/4	1/4	2/2	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
12	10	31	10b	217/2	81/2	0.5	5/8	5/8	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
12	10	31	10b	109	41	0.5	3/4	3/4	2/2	2	1	viio6		D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
12	10	31	10b	219/2	83/2	0.5	7/8	7/8	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
13	11	32	11b	110	42	1.0	0	0	2/2	2	1	V65		D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
13	11	32	11b	111	43	1.0	1/4	1/4	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
13	11	32	11b	112	44	1.0	1/2	1/2	2/2	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
13	11	32	11b	113	45	1.0	3/4	3/4	2/2	2	1	viio6/V		D	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
14	12	33	12b	114	46	2.0	0	0	2/2	2	1	V(64)}		D	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
14	12	33	12b	116	48	6.0	1/2	1/2	2/2	2	1	V|HC		D	I		V		V					HC		M	0	0	1, 5, 2		1	1
15	13	34	13b	120	52	0.0	1/2	1/2	2/2	2	1	{		D	I										{		0	0				
16	14	35	14b	122	54	2.0	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
16	14	35	14b	124	56	2.0	1/2	1/2	2/2	2	1	vi		D	I		vi		vi							m	0	0	3, 0, 4		3	3
17	15	36	15b	126	58	2.0	0	0	2/2	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
17	15	36	15b	128	60	2.0	1/2	1/2	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	16	37	16b	130	62	1.0	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
18	16	37	16b	131	63	1.0	1/4	1/4	2/2	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
18	16	37	16b	132	64	1.0	1/2	1/2	2/2	2	1	V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
18	16	37	16b	133	65	1.0	3/4	3/4	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
19	17	38	17b	134	66	1.0	0	0	2/2	2	1	I(94)}		D	I		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
19	17	38	17b	135	67	1.0	1/4	1/4	2/2	2	1	I|PAC		D	I		I		I					PAC		M	0	0	0, 4, 1		0	0
20	17	39	17b	136	68	2.0	0	1/2	2/2	2	1	V{		D	I		V		V						{	M	0	0	1, 5, 2		1	1
21	18	40	18a	138	70	2.0	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
21	18	40	18a	140	72	2.0	1/2	1/2	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
22	19	41	19a	142	74	2.0	0	0	2/2	2	1	ii		D	I		ii		ii							m	0	0	2, -1, 3		2	2
22	19	41	19a	144	76	2.0	1/2	1/2	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
23	20	42	20a	146	78	2.0	0	0	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
23	20	42	20a	148	80	2.0	1/2	1/2	2/2	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
24	21	43	21a	150	82	1.0	0	0	2/2	2	1	V(64)}		D	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
24	21	43	21a	151	83	3.0	1/4	1/4	2/2	2	1	V|HC		D	I		V		V					HC		M	0	0	1, 5, 2		1	1
24	21	43	21a	152	84	0.0	1/2	1/2	2/2	2	1	{		D	I										{		0	0				
25	22	44	22a	154	86	2.0	0	0	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
25	22	44	22a	156	88	2.0	1/2	1/2	2/2	2	1	vi6		D	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
26	23	45	23a	158	90	2.0	0	0	2/2	2	1	V.viio6		D	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
26	23	45	23a	160	92	2.0	1/2	1/2	2/2	2	1	V65		D	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
27	24	46	24a	162	94	1.0	0	0	2/2	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
27	24	46	24a	163	95	1.0	1/4	1/4	2/2	2	1	ii6		D	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
27	24	46	24a	164	96	1.0	1/2	1/2	2/2	2	1	V(64)		D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
27	24	46	24a	165	97	1.0	3/4	3/4	2/2	2	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	25	47	25a	166	98	1.0	0	0	2/2	2	1	I(94)}		D	V		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
28	25	47	25a	167	99	1.0	1/4	1/4	2/2	2	1	I|PAC		D	V		I		I					PAC		M	0	0	0, 4, 1		0	0
20	17	48	25a	168	68	2.0	0	1/2	2/2	2	1	V{		D	I		V		V						{	M	0	0	1, 5, 2		1	1
21	18	49	18b	170	70	2.0	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
21	18	49	18b	172	72	2.0	1/2	1/2	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
22	19	50	19b	174	74	2.0	0	0	2/2	2	1	ii		D	I		ii		ii							m	0	0	2, -1, 3		2	2
22	19	50	19b	176	76	2.0	1/2	1/2	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
23	20	51	20b	178	78	2.0	0	0	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
23	20	51	20b	180	80	2.0	1/2	1/2	2/2	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
24	21	52	21b	182	82	1.0	0	0	2/2	2	1	V(64)}		D	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
24	21	52	21b	183	83	3.0	1/4	1/4	2/2	2	1	V|HC		D	I		V		V					HC		M	0	0	1, 5, 2		1	1
24	21	52	21b	184	84	0.0	1/2	1/2	2/2	2	1	{		D	I										{		0	0				
25	22	53	22b	186	86	2.0	0	0	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
25	22	53	22b	188	88	2.0	1/2	1/2	2/2	2	1	vi6		D	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
26	23	54	23b	190	90	2.0	0	0	2/2	2	1	V.viio6		D	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
26	23	54	23b	192	92	2.0	1/2	1/2	2/2	2	1	V65		D	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
27	24	55	24b	194	94	1.0	0	0	2/2	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
27	24	55	24b	195	95	1.0	1/4	1/4	2/2	2	1	ii6		D	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
27	24	55	24b	196	96	1.0	1/2	1/2	2/2	2	1	V(64)		D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
27	24	55	24b	197	97	1.0	3/4	3/4	2/2	2	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	25	56	25b	198	98	1.0	0	0	2/2	2	1	I(94)}		D	V		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
28	25	56	25b	199	99	1.0	1/4	1/4	2/2	2	1	I|PAC		D	V		I		I					PAC		M	0	0	0, 4, 1		0	0
29	25	57	25b	200	100	2.0	0	1/2	2/2	2	1	I.V{		D	I		V		V						{	M	0	0	1, 5, 2		1	1
30	26	58	26a	202	102	1.0	0	0	2/2	2	1	V65/II		D	I		V65/II		V		65		II			Mm7	0	0	7, 4, 1, 3		3	7
30	26	58	26a	203	103	1.0	1/4	1/4	2/2	2	1	II		D	I		II		II							M	0	0	2, 6, 3		2	2
30	26	58	26a	204	104	1.0	1/2	1/2	2/2	2	1	V65		D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
30	26	58	26a	205	105	1.0	3/4	3/4	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
31	27	59	27a	206	106	1.0	0	0	2/2	2	1	IV6		D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
31	27	59	27a	207	107	1.6666666666666572	1/4	1/4	2/2	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
31	27	59	27a	626/3	326/3	0.3333333333333428	2/3	2/3	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
31	27	59	27a	209	109	0.6666666666666572	3/4	3/4	2/2	2	1	viio6		D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
31	27	59	27a	629/3	329/3	0.3333333333333428	11/12	11/12	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
32	28	60	28a	210	110	1.0	0	0	2/2	2	1	V65		D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
32	28	60	28a	211	111	1.0	1/4	1/4	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
32	28	60	28a	212	112	1.0	1/2	1/2	2/2	2	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
32	28	60	28a	213	113	1.0	3/4	3/4	2/2	2	1	V43/V		D	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
33	29	61	29a	214	114	1.0	0	0	2/2	2	1	V(64)}		D	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
33	29	61	29a	215	115	7.0	1/4	1/4	2/2	2	1	V|HC		D	I		V		V					HC		M	0	0	1, 5, 2		1	1
34	30	62	30a	220	120	0.0	1/2	1/2	2/2	2	1	{		D	I										{		0	0				
35	31	63	31a	222	122	2.0	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
35	31	63	31a	224	124	2.0	1/2	1/2	2/2	2	1	vi		D	I		vi		vi							m	0	0	3, 0, 4		3	3
36	32	64	32a	226	126	2.0	0	0	2/2	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
36	32	64	32a	228	128	2.0	1/2	1/2	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
37	33	65	33a	230	130	1.0	0	0	2/2	2	1	I|IAC		D	I		I		I					IAC		M	0	0	0, 4, 1		0	0
37	33	65	33a	231	131	1.0	1/4	1/4	2/2	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
37	33	65	33a	232	132	1.0	1/2	1/2	2/2	2	1	V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
37	33	65	33a	233	133	1.0	3/4	3/4	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
38	34	66	34a	234	134	1.0	0	0	2/2	2	1	I(974)}		D	I		I(974)		I			974			}	M	0	0	0, -1, 1	2, 5	0	0
38	34	66	34a	235	135	1.0	1/4	1/4	2/2	2	1	I|PAC		D	I		I		I					PAC		M	0	0	0, 4, 1		0	0
29	25	67	34a	236	100	2.0	0	1/2	2/2	2	1	I.V{		D	I		V		V						{	M	0	0	1, 5, 2		1	1
30	26	68	26b	238	102	1.0	0	0	2/2	2	1	V65/II		D	I		V65/II		V		65		II			Mm7	0	0	7, 4, 1, 3		3	7
30	26	68	26b	239	103	1.0	1/4	1/4	2/2	2	1	II		D	I		II		II							M	0	0	2, 6, 3		2	2
30	26	68	26b	240	104	1.0	1/2	1/2	2/2	2	1	V65		D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
30	26	68	26b	241	105	1.0	3/4	3/4	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
31	27	69	27b	242	106	1.0	0	0	2/2	2	1	IV6		D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
31	27	69	27b	243	107	1.6666666666666572	1/4	1/4	2/2	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
31	27	69	27b	734/3	326/3	0.3333333333333428	2/3	2/3	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
31	27	69	27b	245	109	0.6666666666666572	3/4	3/4	2/2	2	1	viio6		D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
31	27	69	27b	737/3	329/3	0.3333333333333428	11/12	11/12	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
32	28	70	28b	246	110	1.0	0	0	2/2	2	1	V65		D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
32	28	70	28b	247	111	1.0	1/4	1/4	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
32	28	70	28b	248	112	1.0	1/2	1/2	2/2	2	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
32	28	70	28b	249	113	1.0	3/4	3/4	2/2	2	1	V43/V		D	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
33	29	71	29b	250	114	1.0	0	0	2/2	2	1	V(64)}		D	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
33	29	71	29b	251	115	7.0	1/4	1/4	2/2	2	1	V|HC		D	I		V		V					HC		M	0	0	1, 5, 2		1	1
34	30	72	30b	256	120	0.0	1/2	1/2	2/2	2	1	{		D	I										{		0	0				
35	31	73	31b	258	122	2.0	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
35	31	73	31b	260	124	2.0	1/2	1/2	2/2	2	1	vi		D	I		vi		vi							m	0	0	3, 0, 4		3	3
36	32	74	32b	262	126	2.0	0	0	2/2	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
36	32	74	32b	264	128	2.0	1/2	1/2	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
37	33	75	33b	266	130	1.0	0	0	2/2	2	1	I|IAC		D	I		I		I					IAC		M	0	0	0, 4, 1		0	0
37	33	75	33b	267	131	1.0	1/4	1/4	2/2	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
37	33	75	33b	268	132	1.0	1/2	1/2	2/2	2	1	V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
37	33	75	33b	269	133	1.0	3/4	3/4	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
38	34	76	34b	270	134	1.0	0	0	2/2	2	1	I(974)}		D	I		I(974)		I			974			}	M	0	0	0, -1, 1	2, 5	0	0
38	34	76	34b	271	135	1.0	1/4	1/4	2/2	2	1	I|PAC		D	I		I		I					PAC		M	0	0	0, 4, 1		0	0
39	34	77	34b	272	136	2.0	0	1/2	2/2	2	1	V43{		D	I		V43		V		43				{	Mm7	0	0	2, -1, 1, 5		1	2
40	35	78	35a	274	138	2.0	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
40	35	78	35a	276	140	2.0	1/2	1/2	2/2	2	1	V7/IV		D	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
41	36	79	36a	278	142	1.0	0	0	2/2	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
41	36	79	36a	279	143	1.0	1/4	1/4	2/2	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
41	36	79	36a	280	144	1.0	1/2	1/2	2/2	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
41	36	79	36a	281	145	0.3333333333333144	3/4	3/4	2/2	2	1	viio64		D	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
41	36	79	36a	844/3	436/3	0.33333333333337123	5/6	5/6	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
41	36	79	36a	845/3	437/3	0.3333333333333144	11/12	11/12	2/2	2	1	viio6		D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
42	37	80	37a	282	146	2.0	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
42	37	80	37a	284	148	1.0	1/2	1/2	2/2	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
42	37	80	37a	285	149	1.0	3/4	3/4	2/2	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
43	38	81	38a	286	150	1.0	0	0	2/2	2	1	V(64)}		D	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
43	38	81	38a	287	151	1.0	1/4	1/4	2/2	2	1	V|HC		D	I		V		V					HC		M	0	0	1, 5, 2		1	1
43	38	81	38a	288	152	2.0	1/2	1/2	2/2	2	1	V43{		D	I		V43		V		43				{	Mm7	0	0	2, -1, 1, 5		1	2
44	39	82	39a	290	154	1.0	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
44	39	82	39a	291	155	1.0	1/4	1/4	2/2	2	1	vi6		D	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
44	39	82	39a	292	156	2.0	1/2	1/2	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
45	40	83	40a	294	158	4.0	0	0	2/2	2	1	V.viio		D	V		viio		vii	o						o	0	0	5, 2, -1		5	5
