mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1	1a	0	0	2.0	0	0	2/4	2	1	D.I6{		D	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
2	2	2	2a	2	2	2.0	0	0	2/4	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
3	3	3	3a	4	4	2.0	0	0	2/4	2	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
4	4	4	4a	6	6	2.0	0	0	2/4	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
5	5	5	5a	8	8	0.5	0	0	2/4	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
5	5	5	5a	17/2	17/2	0.5	1/8	1/8	2/4	2	1	V43		D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
5	5	5	5a	9	9	1.0	1/4	1/4	2/4	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
6	6	6	6a	10	10	0.5	0	0	2/4	2	1	V43		D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
6	6	6	6a	21/2	21/2	0.5	1/8	1/8	2/4	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
6	6	6	6a	11	11	1.0	1/4	1/4	2/4	2	1	V2		D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
7	7	7	7a	12	12	1.0	0	0	2/4	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
7	7	7	7a	13	13	1.0	1/4	1/4	2/4	2	1	V(64)/V		D	I		V(64)/V		V			64	V			M	0	0	2, 1, 5		2	2
8	8	8	8a	14	14	1.0	0	0	2/4	2	1	V7/V		D	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
8	8	8	8a	15	15	1.0	1/4	1/4	2/4	2	1	I/V|PAC}		D	I		I/V		I				V	PAC	}	M	0	0	1, 5, 2		1	1
9	9	9	9a	16	16	1.0	0	0	2/4	2	1	I{		D	I		I		I						{	M	0	0	0, 4, 1		0	0
9	9	9	9a	17	17	1.0	1/4	1/4	2/4	2	1	vi		D	I		vi		vi							m	0	0	3, 0, 4		3	3
10	10	10	10a	18	18	1.0	0	0	2/4	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
10	10	10	10a	19	19	1.0	1/4	1/4	2/4	2	1	ii		D	I		ii		ii							m	0	0	2, -1, 3		2	2
11	11	11	11a	20	20	1.0	0	0	2/4	2	1	viio		D	I		viio		vii	o						o	0	0	5, 2, -1		5	5
11	11	11	11a	21	21	1.0	1/4	1/4	2/4	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
12	12	12	12a	22	22	2.0	0	0	2/4	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
13	13	13	13a	24	24	1.0	0	0	2/4	2	1	V2/IV		D	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
13	13	13	13a	25	25	1.0	1/4	1/4	2/4	2	1	IV6		D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
14	14	14	14a	26	26	1.0	0	0	2/4	2	1	V2		D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
14	14	14	14a	27	27	1.0	1/4	1/4	2/4	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
15	15	15	15a	28	28	1.0	0	0	2/4	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
15	15	15	15a	29	29	0.5	1/4	1/4	2/4	2	1	V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
15	15	15	15a	59/2	59/2	0.5	3/8	3/8	2/4	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	16	16	16a	30	30	2.0	0	0	2/4	2	1	I[I|PAC}{		D	I	I	I		I					PAC	}{	M	0	0	0, 4, 1		0	0
17	17	17	17a	32	32	2.0	0	0	2/4	2	1	V43		D	I	I	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
18	18	18	18a	34	34	2.0	0	0	2/4	2	1	I		D	I	I	I		I							M	0	0	0, 4, 1		0	0
19	19	19	19a	36	36	2.0	0	0	2/4	2	1	V43		D	I	I	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
20	20	20	20a	38	38	0.5	0	0	2/4	2	1	I		D	I	I	I		I							M	0	0	0, 4, 1		0	0
20	20	20	20a	77/2	77/2	0.5	1/8	1/8	2/4	2	1	viio		D	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
20	20	20	20a	39	39	0.5	1/4	1/4	2/4	2	1	I]		D	I	I	I		I							M	0	0	0, 4, 1		0	0
